period,bucket,removed_top_r,removed_keys,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
full,13-24,0,,239,193,77,162,32.21757322175732,0.3194412773832449,-1.034585131894485,76.34646529459553,0.38388567260624956,117.0085756907534,-261.18984463812103,27965.049590090064,137.00857569075342,3.1297241373889566,1.0163104523725563,3.079496161908675,24.51283100440839,1.4637111386849875,1226.2506169198284,410.2237525477575,2.9892238304194017,1.420803919396876,48.17154811715481,31.0,3.33768413201566,17.0,127,92,112,50,16,4,0,239,100.0,0.3194412773832449,0.14277476950253654,0.1766665078807082,117.0085756907534,-34.172239302351905,151.1808149931053,20,-0.3301307468051337,0.5766513066493077,0.21539230384807595
full,13-24,1,binance_um:BULLAUSDT:1h:box_any:4174,238,192,76,162,31.932773109243694,0.20930887044603028,-1.034592144006314,49.815511166155204,0.27379175302850234,77.17252468287472,-263.10333222014947,18367.060874524184,97.17252468287475,2.82181321645407,1.0163104523725563,2.776526808187994,26.479356583193635,1.3025681322363427,1116.096168253433,410.2237525477575,2.720700986526857,1.2763782405928463,47.33613445378151,31.0,3.33350311695047,17.0,126,91,112,50,16,4,0,238,100.0,0.20930887044603028,0.12576328634694994,0.08354558409908022,77.17252468287472,-39.67709661119581,116.84962129407056,20,-0.40112167734938414,0.4813540130701632,0.34132933533233384
full,13-24,3,binance_um:BULLAUSDT:1h:box_any:4174|binance_um:AIUSDT:1h:box_any:6819|binance_um:1000000MOGUSDT:1h:box_any:4336,236,191,74,162,31.35593220338983,0.11192072978065393,-1.0348450326045264,26.413292228234326,0.17649245897147509,37.018646716034276,-267.09459396641597,8736.40062498409,57.018646716034276,2.581832236656601,1.0163104523725563,2.5403972089722835,28.245418267355454,1.1604283547157344,1016.1168721313624,410.2237525477575,2.476982051430744,1.131460937073303,46.42796610169491,31.0,3.33350311695047,17.0,124,89,112,50,16,4,0,236,100.0,0.11192072978065393,0.04745289371545183,0.06446783606520211,37.018646716034276,-52.18801225258952,89.20665896862384,20,-0.4621407878399563,0.47409772154473495,0.3743128435782109
earlier,13-24,0,,113,96,42,71,37.16814159292036,0.531821192123429,-1.0308951612903223,60.095794709947484,0.5958685580906234,116.1521703974428,-261.18984463812103,13125.195254911037,136.1521703974428,3.144403612646957,1.013650098890489,3.1020601843661106,24.377994350527295,1.835021517512347,1055.930504679379,439.7730414313082,2.401080569292499,1.4203575198631682,46.08849557522124,27.0,3.3514872224549497,17.0,57,46,56,15,4,2,0,112,99.11504424778761,0.546147700515136,0.26192835321680225,0.28421934729833376,119.82248085294852,14.131698100987547,105.69078275196095,13,-0.4318974025373099,0.7444364474809623,0.19790104947526238
earlier,13-24,1,binance_um:AIUSDT:1h:box_any:6819,112,95,41,71,36.607142857142854,0.42146255480820355,-1.031340371772703,47.2038061385188,0.48542350695112557,85.96349207962092,-263.10333222014947,9627.911112917544,105.96349207962096,2.906657638042525,1.013650098890489,2.8675157642899314,25.85639105167547,1.6558893850124954,996.3852940131809,439.7730414313082,2.265680703779144,1.3083508289428858,44.919642857142854,26.5,3.3588261959227843,17.0,56,45,56,15,4,2,0,111,99.10714285714286,0.4349239088852842,0.08783663348274148,0.34708727540254275,89.39489832015084,-18.670842233361,108.06574055351182,13,-0.4166706264260823,0.8533630933849198,0.175912043978011
earlier,13-24,2,binance_um:AIUSDT:1h:box_any:6819|binance_um:1000000MOGUSDT:1h:box_any:4336,111,94,40,71,36.03603603603604,0.33057275470294256,-1.0317855822550834,36.69357577202663,0.39480117261914405,31.482297345684216,-265.01681980217796,3494.535005370948,51.48229734568427,2.716568319831284,1.013650098890489,2.6799862425947163,27.17401463150339,1.509851404278713,867.9605236748455,439.7730414313082,1.9736555948266772,1.111918644972776,44.13513513513514,26.0,3.3514872224549497,17.0,55,44,56,15,4,2,0,110,99.09909909909909,0.34333021381613066,0.09639269387776722,0.2469375199383634,34.449614599910426,-11.731561007599254,46.18117560750965,13,-0.6004258744183759,0.7448696715932646,0.25087456271864067
later,13-24,0,,120,108,30,90,25.0,0.07866653310910207,-1.0424155037551008,9.439983973092248,0.14220138374818977,107.21113910725681,-274.4937225783325,12865.336692870818,127.21113910725686,3.36739484345357,1.0175762370057209,3.3092310148302317,23.205996535309826,1.1030770049434107,1595.2860150789088,388.81381954996056,4.102956054713798,1.3676520182379326,47.5,33.0,3.36399672711961,17.0,64,41,56,34,12,2,0,120,100.0,0.07866653310910207,-0.03357943848976081,0.11224597159886283,107.21113910725681,-89.07788692186594,196.2890260291228,8,-0.6139119241902463,0.657290771184627,0.3588205897051474
later,13-24,1,binance_um:BULLAUSDT:1h:box_any:4174,119,107,29,90,24.369747899159663,-0.14362159794410165,-1.0443359580052507,-17.090970155348096,-0.08001741581787651,27.45670569163814,-276.185155626496,3267.3479773049385,47.456705691638156,2.5686514198333366,1.0175762370057209,2.524284005876304,28.374557735205926,0.8133804018934759,1319.3307495448753,388.81381954996056,3.3932197962303863,1.0933708232297912,45.8235294117647,33.0,3.31641285956005,17.0,63,40,56,34,12,2,0,119,100.0,-0.14362159794410165,-0.0690843729353231,-0.07453722500877855,27.45670569163814,-100.5489935363564,128.0056992279946,8,-0.7282101177798341,0.3794431813741286,0.5872063968015993
later,13-24,2,binance_um:BULLAUSDT:1h:box_any:4174|binance_um:MAVIAUSDT:1h:box_any:5726,118,106,28,90,23.728813559322035,-0.22604194522704574,-1.045176220760867,-26.672949536791396,-0.16205146171463825,-62.4331717394745,-278.8618085824785,-7367.114265257991,-42.43317173947447,2.3181754212044092,1.0175762370057209,2.2781343912135563,30.505155697103763,0.7087529217108842,986.6474819370878,388.81381954996056,2.537583368510668,0.7894703813144299,45.78813559322034,32.0,3.2763093436051856,17.0,62,39,56,34,12,2,0,118,100.0,-0.22604194522704574,-0.06087510679259041,-0.1651668384344553,-62.4331717394745,-96.74507174678416,34.3119000073097,8,-0.8488189774743937,0.2845937472159256,0.7241379310344828
