period,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
full,2199,556,612,1587,27.83083219645293,-0.09214605239699224,-1.0373493975903625,-202.62916922098591,-0.02981835454566595,-62.55518224335191,-278.66666666666504,-137558.84575313085,-42.555182243351894,2.2265886840269684,0.9863273118119034,2.2574541507288077,30.69882042012056,0.8705494267460808,852.6814486969788,415.5008773507762,2.052177252028096,0.7913878249786985,50.3087767166894,33.0,3.5699373695198195,6.0,1112,732,1086,501,135,29,2,2185,99.36334697589814,-0.09648471726474604,-0.10906502940797645,0.01258031214323044,-63.35931425750619,-42.376494647329444,-20.98281961017676,20,-0.08320775582334823,0.12518366690519944,0.3933033483258371
earlier,1074,397,324,750,30.16759776536313,-0.053975855323749204,-1.0353325338947936,-57.970068617706644,0.006169486139137733,-52.68603190473482,-290.950912203098,-56584.7982656852,-32.686031904734804,2.09675475301557,0.9830914781263353,2.1328175451299356,31.92014809654433,0.9213771794961322,818.9693433531044,429.24115401612136,1.90794693307144,0.824233075086862,49.207635009310984,34.0,3.689509739665975,6.0,542,373,532,218,55,9,1,1065,99.16201117318437,-0.0467632483517401,-0.08352126918537266,0.03675802083363254,-49.6942611862247,-21.508025712120254,-28.18623547410444,13,-0.13653042949189242,0.19363281284036288,0.3258370814592704
later,1077,483,247,830,22.934076137418753,-0.22784373189835105,-1.0419109311740886,-245.38769925452408,-0.16435243743079767,-96.20425195441055,-276.204963971177,-103611.97935490016,-76.20425195441052,2.3380684751842455,0.991434473042208,2.3582682857596255,29.77725169368964,0.7017979115453343,933.6131915476516,402.66799718936153,2.3185681456294227,0.689983532494539,48.23769730733519,30.0,3.4689191405609296,5.0,522,316,554,276,77,20,1,1063,98.70009285051069,-0.23854904727846493,-0.20620936804986412,-0.03233967922860086,-98.30031538515556,-76.77977052160075,-21.520544863554797,8,-0.16983941480726295,0.12977000725711782,0.6591704147926037
cross_split,48,48,41,7,85.41666666666666,2.098512471900934,1.7611984645788983,100.72859865124482,2.1835621948669943,471.6235805719689,466.766832332634,22637.931867454507,491.6235805719689,2.580995640901251,0.7274603751009261,3.5479535782868856,21.98791132728927,20.780870958537474,631.5249035091537,464.94131091725694,1.358289505966362,7.955695677802979,121.41666666666667,132.5,2.235170764765305,3.5,48,43,0,7,3,0,0,48,100.0,2.098512471900934,1.2949321498259392,0.8035803220749945,471.6235805719689,215.21770575319417,256.4058748187747,1,,,
