open_time,open,high,low,close,upper,lower,k,d,signal,rsi,sar
2024-01-01 18:15:00+00:00,2329.99,2333.4,2326.38,2327.6,2322.7196232230717,2270.232576776929,81.04110746160681,84.38902990250939,-1,69.29694822290597,49.04424391727516
2024-01-01 19:50:00+00:00,2338.22,2341.86,2337.2,2339.38,2332.2374408465093,2266.76185915349,82.05581648797566,85.34389673987623,-1,72.35584075992028,52.04711746156457
2024-01-01 20:10:00+00:00,2347.38,2350.0,2342.8,2342.8,2335.3100964698046,2266.075903530195,80.02852186575458,82.02430592507557,-1,67.30823401072804,56.905077949779084
2024-01-02 08:30:00+00:00,2419.14,2430.0,2418.61,2424.0,2413.9759307767936,2301.140269223207,93.79882998337416,95.1708428737005,-1,82.2228694071041,63.2298163179774
2024-01-03 11:20:00+00:00,2345.6,2346.61,2326.57,2336.08,2383.810274019947,2352.421825980053,16.56809193761019,14.257343570734692,1,22.75148270361767,39.85443896334782
2024-01-04 17:20:00+00:00,2283.8,2287.68,2283.8,2285.5,2271.9370501575713,2196.9176498424285,81.98718951274687,86.42768794175323,-1,66.5923960738584,51.418654950513634
2024-01-07 22:30:00+00:00,2223.14,2223.2,2206.43,2212.26,2255.0112465599855,2226.7373534400153,14.82973050619655,13.35320209330564,1,17.874515785148603,44.427021474104784
2024-01-08 18:00:00+00:00,2307.69,2318.88,2305.59,2316.15,2292.4676652765465,2168.657134723453,93.2916557553345,94.20262342343933,-1,83.81531863923642,57.41222038877993
2024-01-08 18:35:00+00:00,2326.08,2342.74,2326.07,2334.41,2303.919306893452,2165.163393106548,87.11911992423819,87.3334937510208,-1,84.80819865879677,76.72892887976164
2024-01-09 14:35:00+00:00,2264.06,2264.19,2253.36,2257.0,2338.3354489794574,2271.722151020542,18.891043407124133,14.77139435024167,1,30.675870465910947,24.534258046317106
2024-01-10 00:15:00+00:00,2368.97,2371.76,2361.61,2362.06,2347.3765678960135,2230.3639321039864,85.87228982668184,90.73069731171915,-1,63.1748217225577,53.78838467359159
2024-01-10 15:20:00+00:00,2438.61,2448.18,2425.03,2428.8,2423.1641004442545,2335.648699555745,82.99268244080315,88.11204291066444,-1,69.84741191074966,53.633069212946154
2024-01-10 21:10:00+00:00,2503.39,2528.8,2501.4,2516.74,2472.4917882010254,2343.422911798974,83.65196614695797,84.18571972713441,-1,72.94954927275523,45.42193571764517
2024-01-10 23:20:00+00:00,2622.4,2632.4,2607.56,2609.4,2536.0979093855394,2321.2757906144607,80.24145581581995,86.40207213506551,-1,74.67913266566728,61.150938667801896
2024-01-11 00:55:00+00:00,2598.85,2608.2,2596.11,2606.01,2583.8537801985676,2313.212919801432,88.7486339166639,88.85339806139848,-1,65.98609956606435,52.31531044223507
2024-01-14 23:15:00+00:00,2484.98,2490.9,2481.5,2482.99,2563.211365340806,2504.457334659194,15.313910779638023,15.181235883199653,1,27.25103125309147,51.564985971927385
2024-01-14 23:25:00+00:00,2482.74,2491.21,2481.4,2485.41,2563.869774454411,2502.410025545589,17.89382965260784,15.892483349042353,1,30.536481619941526,45.392389227115906
2024-01-16 15:35:00+00:00,2564.37,2568.0,2560.67,2565.8,2551.3151639775465,2507.6808360224536,88.39050254619265,90.03974690766695,-1,69.37142028739476,38.60646513052347
2024-01-16 16:55:00+00:00,2576.19,2576.55,2572.01,2575.82,2559.628867071047,2506.7193329289535,91.66147002083808,92.72574446499783,-1,66.83426248628564,52.01208369061688
2024-01-16 20:10:00+00:00,2578.28,2584.51,2578.16,2578.69,2573.7698391576528,2511.7024608423476,80.994574490113,83.10451059453732,-1,70.12503087529478,55.622872996296834
2024-01-16 21:10:00+00:00,2586.79,2588.8,2586.1,2587.8,2582.387224393232,2509.3664756067683,80.05433309368588,80.09252922169698,-1,65.98869964285541,73.39979554504275
2024-01-16 21:30:00+00:00,2598.0,2609.84,2597.24,2605.54,2586.073461003526,2508.289838996474,81.27134416571563,81.74374089631878,-1,79.71294909671002,62.379742870942636
2024-01-18 16:40:00+00:00,2494.49,2498.99,2486.81,2494.21,2546.3689038477123,2509.073696152288,19.833837831130264,17.13496019186948,1,20.18619256569852,42.33887874620562
2024-01-18 16:55:00+00:00,2485.8,2492.97,2483.02,2489.39,2548.1808561248263,2505.9431438751735,16.911406531758843,15.596683769383874,1,23.869321227577416,29.710741729788268
2024-01-18 17:15:00+00:00,2472.22,2480.32,2471.88,2479.72,2551.0868865264233,2501.055713473576,14.176689544262915,13.294098117908218,1,27.588307102794246,15.49278656478215
2024-01-18 19:55:00+00:00,2443.34,2444.2,2426.0,2439.4,2566.00307829558,2467.8658217044203,14.700318944449977,11.416613022401066,1,25.849420995693762,49.437913415362814
2024-01-19 10:10:00+00:00,2485.79,2490.0,2484.31,2488.62,2483.1550072706113,2445.8128927293883,88.79766983624764,89.78806016102855,-1,78.77164149080212,67.13462488626901
2024-01-19 16:45:00+00:00,2418.7,2434.65,2416.68,2432.91,2497.061265275232,2444.836134724768,18.778863565103908,14.841646951202192,1,33.722510129784524,38.67215697591486
2024-01-21 03:05:00+00:00,2479.28,2481.0,2479.28,2480.09,2477.3281162061908,2457.816983793809,80.6787096109348,83.46020459697006,-1,73.67571872406194,64.67107825600479
2024-01-21 21:00:00+00:00,2467.7,2467.72,2465.61,2467.02,2480.8705033684346,2468.100896631566,15.05417134719373,14.075970194615765,1,31.160354160927795,51.371803836687036
2024-01-22 04:25:00+00:00,2423.47,2427.3,2422.03,2424.7,2493.988501921145,2433.8155980788542,18.49514210273802,17.849293505027262,1,34.09607815623343,49.58379896067809
2024-01-22 19:45:00+00:00,2315.7,2324.81,2315.7,2318.98,2446.6115931070613,2340.0127068929382,19.312607506001402,13.156503693899,1,25.37545132994154,37.47906020623
2024-01-23 08:50:00+00:00,2293.43,2299.9,2285.66,2297.2,2376.614759503408,2302.7977404965923,18.778436051678913,14.939493164288896,1,25.076233828429793,34.39426518101568
2024-01-23 09:25:00+00:00,2264.01,2264.01,2226.52,2232.29,2379.954310841972,2292.7855891580275,10.877445636577704,10.397469475962497,1,12.358862972798633,29.638753825940263
2024-01-23 11:40:00+00:00,2221.84,2223.68,2212.52,2216.23,2393.8937771816945,2240.005222818305,16.457766386280415,14.445229901068322,1,29.39197829689421,38.408959717738554
2024-01-23 14:10:00+00:00,2178.35,2185.0,2167.13,2183.59,2402.8650154272195,2193.22248457278,17.32304335871896,13.33150833942525,1,29.113481135407568,45.3207246292021
2024-01-24 20:50:00+00:00,2198.74,2205.81,2196.01,2203.0,2252.947104559341,2209.672995440659,15.544018003943819,15.214901378056213,1,37.42985970351024,54.81619211318668
2024-01-26 10:55:00+00:00,2234.66,2240.88,2233.37,2237.6,2233.153985429729,2204.205614570271,86.92452757487935,89.13698421031296,-1,69.26902316096105,43.658496224023914
2024-01-26 11:35:00+00:00,2255.15,2259.99,2253.73,2258.58,2238.272215521519,2201.784684478481,88.39605156579506,90.07546455619564,-1,77.99232059241285,56.54035009588035
2024-01-28 01:25:00+00:00,2280.87,2289.99,2279.11,2286.89,2276.2744782745085,2260.155221725491,94.365316812702,97.86421074009952,-1,81.87509182494043,52.59213800215069
