signal_i,entry_i,exit_i,side,entry_price,initial_risk,initial_stop,exit_price,exit_reason,tp_i,tp_price,partial,gross_r,net_r,tail_price_r,gross_pnl,fees,net_pnl,censored,ambiguous_bar_count,entry_open_beyond_target,same_open_be_approximation,marketable_be_approximation,signal_time,entry_time,exit_time,signal_close,month,hold_hours
5199,5200,5400,1,2479.72,74.3916,2405.3284,2483.52,break_even_marketable,5400.0,2483.52,True,0.05108103603095218,-0.015636711671745438,0.05108103603095218,3.800000000000182,4.96324,-1.163239999999818,False,1,False,False,True,2024-01-18T17:15:00+00:00,2024-01-18T17:20:00+00:00,2024-01-19T10:00:00+00:00,2024-01-18T17:20:00+00:00,2024-01,16.75
8868,8869,9199,1,2288.16,68.64479999999999,2219.5152,2289.16,break_even_marketable,9199.0,2289.16,True,0.014567745845278887,-0.05211348856723307,0.014567745845278887,1.0,4.57732,-3.5773200000000003,False,1,False,False,True,2024-01-31T11:00:00+00:00,2024-01-31T11:05:00+00:00,2024-02-01T14:35:00+00:00,2024-01-31T11:05:00+00:00,2024-01,27.583333333333332
14736,14737,15067,-1,2979.79,89.3937,3069.1837,2973.83042,break_even,14900.0,2905.34,True,0.44974970271954295,0.3835327857555958,0.06666666666666876,40.20479,5.91937521,34.285414790000004,False,0,False,False,False,2024-02-20T20:00:00+00:00,2024-02-20T20:05:00+00:00,2024-02-21T23:35:00+00:00,2024-02-20T20:05:00+00:00,2024-02,27.583333333333332
23801,23802,24017,-1,3369.67,101.09009999999999,3470.7601,3362.93066,break_even,23999.0,3334.71,True,0.2062483863405028,0.13978796806017663,0.0666666666666675,20.84967000000006,6.71849033,14.13117967000006,False,0,False,False,False,2024-03-23T07:25:00+00:00,2024-03-23T07:30:00+00:00,2024-03-24T01:25:00+00:00,2024-03-23T07:30:00+00:00,2024-03,18.0
44477,44478,44627,-1,3815.86,114.4758,3930.3358000000003,3770.08,opposite_signal_close,44625.0,3774.41,True,0.38099755581529227,0.3147118867044409,0.39990984994208556,43.61500000000024,7.5881050000000005,36.02689500000024,False,0,False,False,False,2024-06-03T02:25:00+00:00,2024-06-03T02:30:00+00:00,2024-06-03T14:55:00+00:00,2024-06-03T02:30:00+00:00,2024-06,12.5
45817,45818,46330,1,3660.97,109.8291,3551.1409,3709.51,opposite_signal_close,46316.0,3693.84,True,0.37062126522024114,0.3035839772883542,0.4419593714234244,40.70500000000038,7.362645,33.34235500000038,False,0,False,False,False,2024-06-07T18:05:00+00:00,2024-06-07T18:10:00+00:00,2024-06-09T12:50:00+00:00,2024-06-07T18:10:00+00:00,2024-06,42.75
75892,75893,76413,-1,2539.99,76.19969999999999,2616.1897,2616.1897,initial_stop,,,False,-1.0000000000000018,-1.0676666666666683,-1.0000000000000018,-76.19970000000012,5.1561797,-81.35587970000012,False,0,False,False,False,2024-09-20T04:20:00+00:00,2024-09-20T04:25:00+00:00,2024-09-21T23:45:00+00:00,2024-09-20T04:25:00+00:00,2024-09,43.416666666666664
99791,99792,99980,-1,3936.0,118.08,4054.08,3862.74,opposite_signal_close,99978.0,3887.6800000000003,True,0.5148204607046067,0.44866861449864465,0.6204268292682945,60.789999999999964,7.81121,52.97878999999996,False,0,False,False,False,2024-12-12T03:55:00+00:00,2024-12-12T04:00:00+00:00,2024-12-12T19:40:00+00:00,2024-12-12T04:00:00+00:00,2024-12,15.75
113248,113249,113487,-1,3188.0,95.64,3283.64,3181.624,break_even,113475.0,3159.56,True,0.18201589293182904,0.1155312421580942,0.0666666666666688,17.40800000000013,6.358592,11.04940800000013,False,0,False,False,False,2025-01-27T21:20:00+00:00,2025-01-27T21:25:00+00:00,2025-01-28T17:15:00+00:00,2025-01-27T21:25:00+00:00,2025-01,19.916666666666668
151131,151132,151229,1,2494.83,74.8449,2419.9851,2529.15,opposite_signal_close,151204.0,2523.75,True,0.42247367556106186,0.3553845352188341,0.4585482778385724,31.62000000000012,5.02128,26.598720000000117,False,0,False,False,False,2025-06-08T10:15:00+00:00,2025-06-08T10:20:00+00:00,2025-06-08T18:25:00+00:00,2025-06-08T10:20:00+00:00,2025-06,8.166666666666666
152411,152412,152450,1,2637.76,79.1328,2558.6272000000004,2558.6272000000004,initial_stop,,,False,-0.9999999999999982,-1.065666666666665,-0.9999999999999982,-79.13279999999986,5.1963872,-84.32918719999986,False,0,False,False,False,2025-06-12T20:55:00+00:00,2025-06-12T21:00:00+00:00,2025-06-13T00:10:00+00:00,2025-06-12T21:00:00+00:00,2025-06,3.25
167271,167272,167589,-1,3504.66,105.1398,3609.7998,3609.7998,initial_stop,,,False,-0.9999999999999993,-1.067666666666666,-0.9999999999999993,-105.13979999999992,7.1144598,-112.25425979999993,False,0,False,False,False,2025-08-03T11:15:00+00:00,2025-08-03T11:20:00+00:00,2025-08-04T13:45:00+00:00,2025-08-03T11:20:00+00:00,2025-08,26.5
172818,172819,173365,-1,4821.26,144.6378,4965.897800000001,4811.61748,break_even,173310.0,4738.67,True,0.31883961177507014,0.2524917847201785,0.06666666666666896,46.11626000000024,9.59640374,36.51985626000024,False,0,False,False,False,2025-08-22T17:30:00+00:00,2025-08-22T17:35:00+00:00,2025-08-24T15:05:00+00:00,2025-08-22T17:35:00+00:00,2025-08,45.583333333333336
178643,178644,178864,-1,4451.62,133.5486,4585.1686,4585.1686,initial_stop,,,False,-1.0000000000000007,-1.0676666666666672,-1.0000000000000007,-133.54860000000008,9.036788600000001,-142.58538860000007,False,0,False,False,False,2025-09-11T22:55:00+00:00,2025-09-11T23:00:00+00:00,2025-09-12T17:20:00+00:00,2025-09-11T23:00:00+00:00,2025-09,18.416666666666668
202169,202170,202298,-1,2958.0,88.74,3046.74,3046.74,initial_stop,,,False,-0.9999999999999976,-1.0676666666666643,-0.9999999999999976,-88.73999999999978,6.00474,-94.74473999999978,False,0,False,False,False,2025-12-02T15:25:00+00:00,2025-12-02T15:30:00+00:00,2025-12-03T02:10:00+00:00,2025-12-02T15:30:00+00:00,2025-12,10.75
