arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1344,closed,,AEROUSDT,AERO,4h,2025-07-16 12:00:00+00:00
v9_long,2805,closed,,AEROUSDT,AERO,4h,2026-03-17 00:00:00+00:00
v9_long,2937,closed,,AEROUSDT,AERO,4h,2026-04-08 00:00:00+00:00
box_chart,2939,closed,,AEROUSDT,AERO,4h,2026-04-08 08:00:00+00:00
box_any,2939,closed,,AEROUSDT,AERO,4h,2026-04-08 08:00:00+00:00
