arm,period,candidates,valid,matched,invalid,natural_exits,censored,mean_net_bp,mean_gross_bp,wins,win_rate,natural_wins,natural_win_rate,median_peak_r,median_net_r,max_peak_r,max_net_r,paired_actual_net_bp,paired_random_net_bp,mean_excess_bp,asset_balanced_excess_bp,permutation_assets,permutation_p,account_return_not_computed,forward_success,holm_p_seven
v3,full,10386,10386,10254,0,9912,474,25.006476673055996,45.006476673056014,3064,0.2950125168496052,2735,0.27592816787732044,0.991934173320477,-1.046842465270433,83.83749999999993,57.71152499999994,24.510570058137453,128.50980091983664,-103.99923086169919,-98.49350129103307,272,1.0,True,0.22134038800705466,
v3,first31,4981,4981,4923,0,4981,0,-106.07410819426313,-86.07410819426312,1078,0.2164224051395302,1078,0.2164224051395302,0.8571428571428713,-1.0606614173228337,32.23809523809522,15.747666666666776,-107.03516686796861,1.6758566811354751,-108.7110235491041,-99.8021774044594,269,1.0,True,0.15779963862678176,
v3,last30,5405,5405,5331,0,4931,474,145.80432925846148,165.8043292584615,1986,0.36743755781683624,1657,0.3360373149462584,1.1590909090909172,-1.0342077922077921,83.83749999999993,57.71152499999994,145.98865351100184,245.63670159271712,-99.64804808171526,-97.19770615326799,272,1.0,True,0.2819138755980861,
v3,case_night,224,224,219,0,224,0,1728.1110457610173,1748.1110457610173,208,0.9285714285714286,208,0.9285714285714286,9.090890232337621,5.752316946029746,44.025000000000155,28.440190476190594,1740.5682430889997,1057.4491501728814,683.1190929161181,683.1190929161181,219,9.999000099990002e-05,True,0.7946428571428571,
v3,week_2026-07-06,486,486,464,0,486,0,-222.41612051495056,-202.41612051495053,59,0.12139917695473251,59,0.12139917695473251,0.7373654442619991,-1.0701693517453,12.61666666666675,5.953966666666712,-228.8328079863364,-123.52185831303305,-105.31094967330334,-92.61608137683533,249,1.0,True,0.12757201646090535,
v3,week_2026-07-13,984,984,981,0,984,0,-196.23726506118402,-176.237265061184,170,0.17276422764227642,170,0.17276422764227642,0.8102982151231792,-1.0592062037929932,25.490196078431545,15.747666666666776,-195.59887404578885,-64.54046148689271,-131.0584125588961,-129.63321289484054,268,1.0,True,0.133130081300813,
v3,week_2026-07-20,1229,1229,1221,0,1229,0,-126.0614012480833,-106.06140124808329,238,0.193653376729048,238,0.193653376729048,0.8823529411764749,-1.0642857142857136,31.512195121951272,15.455707317073204,-128.19453218774916,-0.9890706715494968,-127.20546151619968,-123.7569355583783,268,1.0,True,0.1838893409275834,
v3,week_2026-07-27,1031,1031,1026,0,1031,0,-138.72730384139413,-118.72730384139409,225,0.21823472356935014,225,0.21823472356935014,0.6181818181818196,-1.055435897435898,32.23809523809522,15.029047619047612,-140.57775643283878,-31.406788176217514,-109.17096825662128,-86.60840740774272,268,1.0,True,0.12124151309408342,
v3,week_2026-08-03,1251,1251,1231,0,1251,0,56.589834427832166,76.58983442783219,386,0.3085531574740208,386,0.3085531574740208,1.2614379084967327,-1.0578823529411752,24.344380403458207,14.276610169491487,58.39568948408107,131.85182565059313,-73.45613616651207,-61.96631619950489,269,0.994000599940006,True,0.19344524380495604,
v3,week_2026-08-10,985,985,981,0,985,0,-42.24044684560878,-22.240446845608762,203,0.20609137055837565,203,0.20609137055837565,0.6315789473684249,-1.062866666666667,59.66022544283434,38.10632528180367,-42.53783560357405,42.67311932720863,-85.21095493078266,-64.7300875075032,271,0.9971002899710029,True,0.132994923857868,
v3,week_2026-08-17,1611,1611,1592,0,1599,12,555.3826147099335,575.3826147099336,915,0.5679702048417132,905,0.5659787367104441,3.139860139860139,0.8031058823529446,83.83749999999993,57.71152499999994,551.0451204855622,618.897266091482,-67.8521456059198,-73.61014669389988,271,0.9861013898610139,True,0.5183116076970825,
v3,week_2026-08-24,1063,1063,1058,0,1054,9,-191.2487263635114,-171.24872636351137,158,0.14863593603010347,151,0.1432637571157495,0.7128712871287134,-1.0498965517241379,76.46130952380963,45.76370833333341,-189.01412500180572,-45.74772267743321,-143.2664023243725,-126.84103904717145,271,1.0,True,0.11853245531514581,
v3,week_2026-08-31,1390,1390,1383,0,1108,282,121.48970260855879,141.4897026085588,624,0.4489208633093525,390,0.351985559566787,1.5654739246288565,-0.4995575163398679,44.966037735849056,29.97578113207548,125.79812490031554,228.75570307086141,-102.95757817054591,-91.15484898531638,272,0.9998000199980002,True,0.2525179856115108,
v3,week_2026-09-07,356,356,317,0,185,171,-85.99843543336539,-65.99843543336539,86,0.24157303370786518,8,0.043243243243243246,0.3979671031619282,-0.7813654050936192,12.942857142857134,10.19021212121215,-98.64531767818251,45.34521059579485,-143.9905282739774,-127.66783282068052,219,1.0,True,0.17045454545454544,
density_rearm,full,5707,5707,5634,0,5430,277,33.655276979848395,53.655276979848416,1637,0.28684072192044857,1445,0.26611418047882135,0.9375000000000022,-1.0501492537313446,83.83749999999993,57.71152499999994,34.64353058785913,103.83127766997038,-69.18774708211126,-47.27636290163123,272,1.0,True,0.1997141836370132,1.0
density_rearm,first31,2921,2921,2884,0,2921,0,-90.48386354260538,-70.48386354260536,652,0.2232112290311537,652,0.2232112290311537,0.8605150214592292,-1.0624291497975715,32.23809523809522,15.455707317073204,-90.15832104227356,-1.387713003401696,-88.77060803887186,-71.79960116920255,269,1.0,True,0.15919205751454982,
density_rearm,last30,2786,2786,2750,0,2509,277,163.80977427564432,183.80977427564437,985,0.3535534816941852,793,0.3160621761658031,1.070098039215691,-1.0384006300963677,83.83749999999993,57.71152499999994,165.52663607924194,214.17730279797223,-48.6506667187303,-22.852165609433033,272,0.9214078592140786,True,0.2439297721329847,
density_rearm,case_night,132,132,129,0,132,0,1928.3486539065984,1948.3486539065984,125,0.946969696969697,125,0.946969696969697,10.751653764954261,6.582359754224295,44.025000000000155,28.440190476190594,1952.2924760251694,1213.0487566346203,739.2437193905491,739.2437193905491,129,9.999000099990002e-05,True,0.8409090909090909,
