symbol,conf,age_min,fresh,png,entry,tp,sl,atr,rr,signal_time
UB_USDT_SWAP,0.376,7823.0,False,/Users/zhangzc/fable-trading/analysis/output/v9_20h_top20/UB_USDT_SWAP_20260722_1615.png,0.11131,0.09869073156370853,0.1163577073745166,0.002523853687258297,2.4999999999999973,2026-07-22 16:15:00+00:00
