policy,month,timeframe_min,events,closed,censored,win_rate,mean_r,total_r,pf_r,pf_nominal,realized_ge10,event_drawdown_r,total_r_without_best
baseline,2025-05,60,860,860,0,0.35930232558139535,0.05034358635277443,43.29548426338601,1.0760649614438902,1.1052680885786383,2,328.15587180348075,31.62353213572642
baseline,2025-05,240,443,443,0,0.49435665914221216,0.2694012861054865,119.34476974473054,1.5454307936758875,1.7111915708515673,0,85.37581980960319,111.89957682598339
baseline,2025-06,30,1674,1674,0,0.5053763440860215,0.457179907422112,765.3191650246155,1.8958924862586137,1.8734112781030439,3,155.5858019665517,752.4006650246155
baseline,2025-06,60,786,786,0,0.4440203562340967,0.0015759974934780767,1.2387340298737683,1.0026660868420354,1.0367477766946045,2,126.2470636685432,-10.48443785996477
baseline,2025-06,240,194,194,0,0.29381443298969073,-0.15849225986031712,-30.74749841290152,0.7770225250080051,1.013354469522254,2,88.96734704065426,-45.3150573436427
baseline,2025-07,30,1633,1633,0,0.4268218003674219,1.0107335260215555,1650.5278479932003,2.679509942717219,2.5108700341449097,29,251.67795950342668,1596.170895612248
baseline,2025-07,60,1057,1057,0,0.34720908230842007,0.3003862097568553,317.5082237129961,1.4554871622183922,1.234573957779351,11,351.38642142034456,301.2769491015971
baseline,2025-07,240,446,446,0,0.5224215246636771,0.8548553473698969,381.265484926974,2.554024397220692,2.306937195031373,3,161.79955914287748,360.63729983699966
baseline,2025-08,30,2324,2324,0,0.2560240963855422,-0.09033852367860999,-209.94672902908962,0.8633236785543748,0.6931910249411016,14,814.7038958831972,-234.245951959026
baseline,2025-08,60,1396,1396,0,0.25,-0.28760131639637965,-401.49143768934596,0.5742944162752154,0.4287746912744647,1,675.6408671351248,-417.27471219915003
baseline,2025-08,240,748,748,0,0.07219251336898395,-0.7123194842797557,-532.8149742412572,0.13486174804051607,0.163981223208191,0,559.9479699813237,-539.5341389471396
baseline,2025-09,30,3109,3109,0,0.2396268896751367,-0.296937755855547,-923.1794829548957,0.6526539802152009,0.770444862664647,15,1183.8495908847574,-975.0535325416727
baseline,2025-09,60,1338,1338,0,0.32286995515695066,0.09324483222300511,124.76158551438084,1.1286642005692078,1.1243532404358891,12,535.550656011896,92.84568372866653
baseline,2025-09,240,844,843,1,0.27995255041518385,-0.09238059772071099,-77.87684387855936,0.8758089490862045,1.020345823845144,1,440.8077715816189,-92.4414279172534
baseline,2025-10,30,2466,2466,0,0.24290348742903486,-0.2459214844595223,-606.442380677182,0.6819076169014048,0.7117659019783986,12,1003.1141626584598,-629.9797140105153
baseline,2025-10,60,1569,1567,2,0.37332482450542437,0.2816072344064784,441.2785363149516,1.4521678721548763,1.6427213192991204,11,373.7283014138011,401.33278828345533
baseline,2025-10,240,94,94,0,0.574468085106383,1.1766979910221156,110.60961115607887,4.186800724964986,3.4814149384779465,1,23.366912334435508,98.41699455110796
baseline,2025-11,30,2852,2850,2,0.33017543859649123,0.046093665477764056,131.36694661162755,1.0712584758589019,1.120232367470191,11,677.7674985035911,110.34828807504259
baseline,2025-11,60,950,948,2,0.40189873417721517,0.18564384420313326,175.99036430457033,1.3132009913357507,1.0716520496935942,2,256.3869820313284,162.99279225216867
baseline,2025-11,240,46,46,0,0.5,0.36281608148739564,16.6895397484202,1.7827322332283642,1.3308025740775256,0,12.842837371366326,13.191729779572853
baseline,2025-12,30,2905,2905,0,0.23304647160068848,-0.30948189715725755,-899.0449112418332,0.6054153566045536,0.6087826359115553,10,1115.441757314085,-984.0314240623461
baseline,2025-12,60,1883,1882,1,0.2640807651434644,-0.2315354073011894,-435.7496365408385,0.6904352518955611,0.7866629731443137,4,541.0712274106858,-456.98185717121095
baseline,2025-12,240,249,249,0,0.2289156626506024,-0.2916581530123789,-72.62288010008234,0.5901863729088138,0.4059448782681166,2,120.32524655243233,-90.7137103753117
baseline,2026-01,30,2432,2432,0,0.2993421052631579,-0.13792127394404333,-335.4245382319134,0.8086083975376531,0.7584521318922443,4,837.9579010416539,-366.17766018313296
baseline,2026-01,60,985,985,0,0.41928934010152286,0.6321336912184947,622.6516858502173,2.092886084472113,1.8123947040172999,11,175.88024063669297,585.9365429930745
baseline,2026-01,240,910,908,2,0.3755506607929515,0.27030453291565604,245.43651588741568,1.4460518728069942,1.579769304363885,0,457.3624443198274,237.56138967382344
baseline,2026-02,30,2006,2006,0,0.32951146560319045,0.0011561190643264605,2.31917484303888,1.0017582079418768,0.9206181883175453,7,320.05681835741046,-22.61245306393791
baseline,2026-02,60,1160,1160,0,0.29051724137931034,-0.27746939846473717,-321.86450221909513,0.6389449902641388,0.7351863399993338,6,411.4076460043833,-354.89043287602954
baseline,2026-02,240,61,61,0,0.26229508196721313,-0.42851028335638747,-26.139127284739637,0.550523376252323,0.8521739398635801,0,42.60195403508759,-30.474538989211734
baseline,2026-03,30,3427,3427,0,0.3148526407936971,-0.014008155130744847,-48.00594763306259,0.9796061750581514,0.9040598689258503,16,474.4213410292948,-74.86821429972932
baseline,2026-03,60,1506,1506,0,0.28818061088977426,-0.12963900625972472,-195.2363434271454,0.8097312503260891,0.7549829441458316,7,433.35760836859646,-212.2691329008295
baseline,2026-03,240,742,742,0,0.22641509433962265,-0.30962306380041377,-229.740313339907,0.5865623764486039,0.6093950513409574,4,406.9378353357438,-245.98428371027734
baseline,2026-04,30,3202,3202,0,0.2726420986883198,-0.05698934656425157,-182.47988769873353,0.9213176110681617,1.1011042653651126,18,463.0147138574968,-317.1310520179824
baseline,2026-04,60,1924,1924,0,0.23180873180873182,-0.25900298223166635,-498.32173781372603,0.6503087914238054,0.7625593622975333,10,550.3652375223626,-520.9401778137261
baseline,2026-04,240,434,433,1,0.26096997690531176,-0.1018920693410406,-44.11926602467058,0.8518177737325053,1.0219535335829486,4,146.54529584831795,-59.37690066286748
baseline,2026-05,30,3070,3070,0,0.2755700325732899,-0.22174701289378018,-680.7633295839051,0.6976543320080429,0.7538649728005519,4,783.6082837103847,-700.6702526608283
baseline,2026-05,60,1345,1345,0,0.3524163568773234,0.21127804462231214,284.1689700170098,1.3205529478011433,1.3042801603498875,12,219.99401382272617,219.34182899136903
baseline,2026-05,240,427,427,0,0.41217798594847777,0.6333891642980986,270.4571731552881,2.1207500857735773,2.610229296842405,6,95.7156430354705,230.2012253414658
baseline,2026-06,30,3271,3271,0,0.2589422195047386,-0.18527561926101688,-606.0365506027862,0.7544031860653007,0.8520274619619458,27,792.3490742654783,-648.350813947982
baseline,2026-06,60,1183,1183,0,0.2400676246830093,-0.3656795741881745,-432.5989362646104,0.5531853246787362,0.6691813419113254,4,494.5844250793543,-462.88838787751365
baseline,2026-06,240,81,81,0,0.2222222222222222,-0.24392825956361333,-19.75818902465268,0.6664525101339299,0.5234664929827142,1,32.55162181514162,-32.659143784949784
baseline,2026-07,30,3424,3424,0,0.2923481308411215,-0.1724392856381607,-590.4321140250622,0.7695407294190313,0.8697204412017233,10,966.615575053346,-626.6463969518915
baseline,2026-07,60,2253,2253,0,0.25654682645361737,-0.2712026480507205,-611.0195660582732,0.6323920621665883,0.6617176877577073,5,913.7081749093737,-639.2111450056417
baseline,2026-07,240,675,671,4,0.2459016393442623,-0.2552470351326471,-171.27076057400623,0.6560402254177486,0.749610858255754,3,289.37345813966664,-189.10232081497008
baseline,2026-08,30,3822,3822,0,0.2731554160125589,0.07623244820767883,291.3604170497485,1.1003322944039622,1.0560394945742946,62,621.6684313093537,232.0481170497477
baseline,2026-08,60,1501,1493,8,0.33489618218352313,0.34648193933211086,517.2975354228415,1.5095358000125267,1.2693118164056783,21,191.45343670721763,466.1988387936275
baseline,2026-08,240,511,478,33,0.4225941422594142,0.3786152389867495,180.97808423566624,1.6582601789626925,1.4984919560661318,8,97.62895963136926,159.35550500069354
baseline,2026-09,30,1424,1202,222,0.22628951747088186,-0.39112460083601613,-470.1317702048914,0.538378526060932,0.6043151530191597,7,470.1317702048914,-509.65177020489307
baseline,2026-09,60,573,445,128,0.21123595505617979,-0.4199437438287086,-186.8749660037753,0.47876495638722544,0.5520531648622722,1,214.17799200230445,-205.81181215762143
baseline,2026-09,240,69,32,37,0.0625,-0.9493972540037323,-30.380712128119434,0.03472744137103182,0.05761144625335118,0,30.380712128119434,-31.075479867211545
h00_asia_shanghai,2024-09,30,916,916,0,0.34279475982532753,0.019224176011652307,17.60934522667351,1.0286172167078897,1.1487784754462327,2,211.60426962249068,-7.781837138056154
h00_asia_shanghai,2024-09,60,429,429,0,0.4219114219114219,0.13295636279572084,57.03827963936425,1.1777888681267503,1.9329154242521023,1,177.14885519295137,45.46902509390966
h00_asia_shanghai,2024-09,240,318,318,0,0.3490566037735849,-0.06000001710888254,-19.080005440624646,0.9096316349571649,1.2661655720542762,1,149.55554279556281,-41.649029250148445
h00_asia_shanghai,2024-10,30,1123,1123,0,0.3668744434550312,0.03197628734596793,35.90937068952198,1.0506663522619508,0.9959062002097745,1,282.30300825771127,24.31165379454496
h00_asia_shanghai,2024-10,60,777,777,0,0.28185328185328185,-0.2780348499046218,-216.03307837589114,0.6103324112658935,0.6193308174234762,1,334.05671933504414,-227.31562093293567
h00_asia_shanghai,2024-10,240,366,366,0,0.09562841530054644,-0.6553759556396764,-239.86759976412156,0.25987635054576225,0.22539746934490568,1,275.04043619831845,-265.6985351253383
h00_asia_shanghai,2024-11,30,1161,1161,0,0.32127476313522824,0.027394659551354887,31.805199739123026,1.0390359637347697,1.0064647932375383,5,511.40792183781457,-11.882154266045113
h00_asia_shanghai,2024-11,60,395,395,0,0.28607594936708863,-0.16175918433745562,-63.89487781329497,0.7675072817586374,0.8014815947181977,4,177.29753417026242,-79.21704225773945
h00_asia_shanghai,2024-11,240,256,256,0,0.51953125,2.71933729884867,696.1503485052596,6.715057588363993,7.319729622834797,20,84.29756362380273,628.0321361910344
h00_asia_shanghai,2024-12,30,1810,1808,2,0.26382743362831856,0.23705971878743587,428.603971567684,1.3158942736545232,1.2405414612309171,15,550.9037124571751,403.52098344887213
h00_asia_shanghai,2024-12,60,941,941,0,0.2157279489904357,-0.29747763656561776,-279.9264560082463,0.6155315610993383,0.6586579307836331,3,512.178931467953,-296.5460637062478
h00_asia_shanghai,2024-12,240,24,24,0,0.5,0.13211324900645782,3.1707179761549877,1.268817065825547,2.0323660647837536,0,9.754105274708209,0.6388868640483696
h00_asia_shanghai,2025-01,30,1719,1719,0,0.32693426410703896,0.18431576181802334,316.8387945651821,1.2511938242005083,1.1897426772621371,3,719.1792433411042,305.0800234438304
h00_asia_shanghai,2025-01,60,513,513,0,0.41130604288499023,0.08156468938058273,41.84268565223894,1.1319968680418897,1.1714132297885314,0,99.41483730988811,35.032765393618256
h00_asia_shanghai,2025-01,240,135,135,0,0.5777777777777777,0.8657511624180706,116.87640692643953,3.005220029430281,3.224733008387086,0,56.40578831135417,111.6312184165652
h00_asia_shanghai,2025-02,30,1663,1663,0,0.23692122669873722,-0.1705040326145332,-283.5482062379687,0.7847651190690037,0.7369351726311199,13,982.3838866547533,-299.85058580001237
h00_asia_shanghai,2025-02,60,1210,1210,0,0.24710743801652893,-0.3195930668828103,-386.70761092820044,0.5809830572860767,0.5543815895594164,0,777.3412151662353,-393.9180971518633
h00_asia_shanghai,2025-02,240,46,46,0,0.2826086956521739,-0.3747115404568926,-17.236730861017058,0.5107188154113516,0.688012980545541,0,28.79754454613449,-19.834281376480973
h00_asia_shanghai,2025-03,30,1731,1731,0,0.30849220103986136,-0.0733015393695224,-126.88496464864326,0.9006418214053453,0.9897615420937398,7,694.2244532358252,-159.18327083756876
h00_asia_shanghai,2025-03,60,1029,1029,0,0.2536443148688047,-0.16524481250272607,-170.03691206530513,0.7695930991379552,0.8410846424003416,2,483.6543194387412,-185.23474257377973
h00_asia_shanghai,2025-03,240,232,232,0,0.36637931034482757,-0.14855004973574185,-34.463611538692106,0.7696254300604217,0.7722170324146681,0,142.89566355330035,-42.68062124742997
h00_asia_shanghai,2025-04,30,1818,1818,0,0.33223322332233224,0.15954661181546306,290.0557402805118,1.2358663967011918,1.2074044111689066,13,285.69257288388997,234.67237185945945
h00_asia_shanghai,2025-04,60,704,704,0,0.4303977272727273,0.6099790040407168,429.42521884466464,2.052734186048337,1.9006793790757541,11,92.871616848477,391.3981240434413
h00_asia_shanghai,2025-04,240,179,179,0,0.22346368715083798,-0.3145071047610395,-56.296771752226064,0.6067994666810157,0.5661813706888087,0,111.36553370279265,-63.61336759518219
h00_asia_shanghai,2025-05,30,1971,1971,0,0.35362760020294265,0.30935121853934383,609.7312517410467,1.4538561855324812,1.3260320079993593,18,622.2810642426291,587.6354830335637
h00_asia_shanghai,2025-05,60,818,818,0,0.3569682151589242,0.04341054428416706,35.509825224448655,1.065411053683099,1.0876965977215178,2,310.9540537917149,23.837873096789068
h00_asia_shanghai,2025-05,240,385,385,0,0.4935064935064935,0.25120959281581684,96.71569323408949,1.5107557624790084,1.7215414324932765,0,70.92690359274032,91.12722855591052
h00_asia_shanghai,2025-06,30,1569,1569,0,0.49203314212874444,0.409916006729809,643.1582145590703,1.7803717680665079,1.8214189112936718,3,153.29288349439634,630.2397145590703
h00_asia_shanghai,2025-06,60,759,759,0,0.43478260869565216,-0.021010581129209217,-15.947031077069795,0.9650697455114268,1.0169991413849993,2,125.58949908218614,-27.670202966908334
h00_asia_shanghai,2025-06,240,153,153,0,0.3202614379084967,-0.011235558225029271,-1.7190404084294784,0.9831897278392703,1.2345476102718445,2,63.02484230152241,-16.286599339170657
h00_asia_shanghai,2025-07,30,1536,1536,0,0.4407552083333333,1.0949269121559861,1681.8077370715946,2.847307576814202,2.6849402148061268,29,250.15089038289713,1627.4507846906422
h00_asia_shanghai,2025-07,60,982,982,0,0.34928716904276985,0.3415119146575031,335.364700193668,1.5163671054435512,1.3105564323746137,11,323.98977513450706,319.133425582269
h00_asia_shanghai,2025-07,240,388,388,0,0.5257731958762887,0.8073331528647371,313.245263311518,2.5753726355606674,2.297924634520287,3,131.04711372209624,292.61707822154364
h00_asia_shanghai,2025-08,30,2235,2235,0,0.25727069351230425,-0.09723594767350742,-217.32234305028908,0.8527001992324068,0.6902687096737861,12,795.6292013635311,-241.62156598022545
h00_asia_shanghai,2025-08,60,1156,1156,0,0.2837370242214533,-0.23697350619565072,-273.9413731621722,0.6482063845013377,0.5298432201343372,1,548.980463854116,-289.7246476719763
h00_asia_shanghai,2025-08,240,625,625,0,0.0816,-0.6816680858783726,-426.04255367398287,0.15166659962277285,0.18186325367845416,0,447.0359704865681,-432.7617183798652
h00_asia_shanghai,2025-09,30,3012,3012,0,0.24203187250996017,-0.29049976084291207,-874.9852796588511,0.6608877484977465,0.7893514882019604,15,1144.100884882081,-926.8593292456281
h00_asia_shanghai,2025-09,60,1249,1249,0,0.3266613290632506,0.11769224324743284,146.99761181604362,1.162960890422615,1.1679224845371634,12,490.37707934745885,115.0817100303293
h00_asia_shanghai,2025-09,240,726,725,1,0.2882758620689655,-0.08405257387431417,-60.93811605887777,0.88722527601678,1.0664972070049001,1,399.4086337608843,-75.50270009757182
h00_asia_shanghai,2025-10,30,2374,2374,0,0.2438921651221567,-0.24658718983713546,-585.3979886733596,0.6807913563677992,0.7170323377848469,11,985.0019256891848,-608.9353220066929
h00_asia_shanghai,2025-10,60,1462,1460,2,0.37945205479452054,0.2653057609395075,387.3464109716809,1.430235437620568,1.622011812980558,8,351.32085609768217,347.4006629401846
h00_asia_shanghai,2025-10,240,79,79,0,0.5063291139240507,0.9982032194975681,78.85805434030787,3.30659999083663,2.582393842869571,1,23.904575786141802,66.66543773533697
h00_asia_shanghai,2025-11,30,2609,2608,1,0.3174846625766871,0.025065635639730025,65.3711777484159,1.037819563314046,1.0588877615385424,10,741.3552569181795,44.35251921183094
h00_asia_shanghai,2025-11,60,909,907,2,0.402425578831312,0.18250301615925152,165.53023565644114,1.3090921783651095,1.0890850805254917,1,240.5032115027346,152.53266360403947
h00_asia_shanghai,2025-11,240,38,38,0,0.5263157894736842,0.49419547537346414,18.779428064191638,2.102450610282806,1.6213810364494534,0,10.934363341309176,15.281618095344292
h00_asia_shanghai,2025-12,30,2729,2729,0,0.23708318065225356,-0.28772873944203703,-785.211729937319,0.6322011578543968,0.6417817005474455,10,1003.8363975434514,-870.1982427578318
h00_asia_shanghai,2025-12,60,1767,1766,1,0.25934314835787087,-0.24512301891144006,-432.88725139760317,0.6744159870051607,0.7768237850886098,4,527.2701644176828,-454.11947202797563
h00_asia_shanghai,2025-12,240,218,218,0,0.21100917431192662,-0.2894846114911379,-63.10764530506806,0.608478012032914,0.404840972501291,2,110.92927606554814,-81.19847558029743
h00_asia_shanghai,2026-01,30,2291,2291,0,0.2885202968136185,-0.15150830440126364,-347.105525383295,0.7937713527434178,0.7364524235235701,4,814.9057136819927,-377.85864733451456
h00_asia_shanghai,2026-01,60,914,914,0,0.424507658643326,0.6911128115666384,631.6771097719075,2.209397601433377,1.8651528625754172,11,144.0192163338352,594.9619669147646
h00_asia_shanghai,2026-01,240,829,829,0,0.37876960193003617,0.2780752842289901,230.5244106258328,1.4591084031423167,1.6093511974858492,0,421.1933610771984,223.45819634011852
h00_asia_shanghai,2026-02,30,1903,1903,0,0.3226484498160799,-0.010192257504523622,-19.395866031108454,0.9847664618956695,0.9024782381736096,7,340.746868527224,-44.32749393808524
h00_asia_shanghai,2026-02,60,1113,1113,0,0.2920035938903863,-0.22663735441861463,-252.2473754679181,0.6840127865281072,0.731101171643877,6,335.4232619726903,-285.2733061248525
h00_asia_shanghai,2026-02,240,56,56,0,0.2857142857142857,-0.4097567120321413,-22.946375873799912,0.5675136613680459,0.8933584351926882,0,36.930222259008374,-27.28178757827201
h00_asia_shanghai,2026-03,30,3264,3264,0,0.3177083333333333,0.0004945919050827327,1.6143479781900396,1.0007227521179733,0.915748680732001,16,409.15090522803473,-25.24791868847669
h00_asia_shanghai,2026-03,60,1412,1412,0,0.29249291784702547,-0.11584340381616871,-163.57088618843022,0.8297902840453503,0.7505436322960002,7,407.8472425452048,-180.6036756621143
h00_asia_shanghai,2026-03,240,667,667,0,0.23088455772113944,-0.339737730488275,-226.60506623567943,0.544872870466508,0.5286216250857366,2,367.4104254358931,-242.84903660604976
h00_asia_shanghai,2026-04,30,3091,3091,0,0.27369783241669365,-0.05170338566548257,-159.81516509200662,0.9285845342960491,1.1111423547661559,17,465.539287322335,-294.4663294112555
h00_asia_shanghai,2026-04,60,1852,1852,0,0.234341252699784,-0.2506055856827261,-464.1215446844087,0.6604027000785573,0.7706516523921964,10,537.5676927578108,-486.73998468440874
h00_asia_shanghai,2026-04,240,371,370,1,0.27837837837837837,-0.05922267046024547,-21.912388070290824,0.9130004374859859,1.0905806500958513,4,118.41479807998032,-37.17002270848772
h00_asia_shanghai,2026-05,30,2958,2958,0,0.27417173766058145,-0.21952985499738586,-649.3693110822674,0.7019559899782927,0.7608237395305073,4,753.0561227942983,-669.2762341591905
h00_asia_shanghai,2026-05,60,1281,1281,0,0.351288056206089,0.13077804877015686,167.52668047457092,1.1974731836783026,1.2497164661584843,6,209.0990328675714,150.39754889562352
h00_asia_shanghai,2026-05,240,370,370,0,0.3837837837837838,0.1574096290168278,58.24156273622629,1.2657226224970306,1.1762217378666915,0,95.19968878112725,50.80409950795503
h00_asia_shanghai,2026-06,30,3156,3156,0,0.25918884664131814,-0.18407986398951945,-580.9560507509234,0.7566721579659951,0.8604729739147402,27,736.5886221686552,-623.2703140961193
h00_asia_shanghai,2026-06,60,1091,1091,0,0.25022914757103576,-0.29983888898077876,-327.1242278780296,0.6197961586387613,0.7154603601442733,4,406.9661988632189,-357.41367949093285
h00_asia_shanghai,2026-06,240,69,69,0,0.2318840579710145,-0.08698962472034096,-6.002284105703525,0.8795586051168706,0.6191381905307245,2,27.240228876385302,-18.90323886600063
h00_asia_shanghai,2026-07,30,3253,3253,0,0.2926529357516139,-0.17191427295648215,-559.2371299274364,0.7713818728281712,0.8684776598627527,9,907.8146405461453,-595.4514128542656
h00_asia_shanghai,2026-07,60,2148,2148,0,0.2532588454376164,-0.2725026111811902,-585.3356088171965,0.6336160213625889,0.6643021519446699,5,878.504006001675,-613.527187764565
h00_asia_shanghai,2026-07,240,560,557,3,0.21364452423698385,-0.38642808927332123,-215.24044572523994,0.5044600843467181,0.5873737661464465,2,266.1395378704109,-234.6893104117086
h00_asia_shanghai,2026-08,30,3643,3643,0,0.2714795498215756,0.06011680060002223,219.005504585881,1.078690016877848,1.0347482587294041,58,606.7926772761122,159.6932045858802
h00_asia_shanghai,2026-08,60,1421,1413,8,0.32554847841472045,0.2870301600199854,405.5736161082393,1.4158508136582104,1.1739473532914289,19,185.89146097770674,354.4749194790253
h00_asia_shanghai,2026-08,240,448,419,29,0.4343675417661098,0.441477848640395,184.97921858032552,1.7873366291531498,1.5853204318085603,8,80.02047003466284,163.35663934535282
h00_asia_shanghai,2026-09,30,1352,1160,192,0.23189655172413792,-0.37084982652728066,-430.1857987716456,0.5623738243353724,0.6351473755172714,7,430.1857987716454,-469.70579877164727
h00_asia_shanghai,2026-09,60,523,415,108,0.21445783132530122,-0.3976837535275478,-165.03875771393234,0.5043483188662593,0.5904732827748296,1,192.23253037912818,-183.97560386777846
h00_asia_shanghai,2026-09,240,56,26,30,0.038461538461538464,-0.9836246572201188,-25.574241087723088,0.026448190096266488,0.054572091980514326,0,25.574241087723088,-26.2690088268152
h00_utc,2024-09,30,994,994,0,0.341046277665996,0.048328269312268586,48.03829969639497,1.0728683872350115,1.1909021174847927,3,220.3087830705092,22.647117331665306
h00_utc,2024-09,60,446,446,0,0.3968609865470852,0.05625306609988609,25.088867480549197,1.0729376272366435,1.7108499012262695,1,199.14891053857986,13.519612935094605
h00_utc,2024-09,240,327,327,0,0.3394495412844037,-0.09380702660093783,-30.67489769850667,0.8669291949442646,1.238890848180642,2,159.24101448610114,-53.24392150803047
h00_utc,2024-10,30,1146,1146,0,0.3656195462478185,0.02593444758525621,29.720876932703618,1.0410351194507994,0.9892311515521661,1,279.67791895451904,18.1231600377266
h00_utc,2024-10,60,821,821,0,0.27649208282582216,-0.30028404274793075,-246.53319909605113,0.5817876305552151,0.6040638026672731,1,368.37455108038876,-257.81574165309564
h00_utc,2024-10,240,315,315,0,0.11428571428571428,-0.6742664836326063,-212.39394234427098,0.22911785694159267,0.24201441597819162,0,229.27208866029034,-217.7055783275346
h00_utc,2024-11,30,1188,1188,0,0.30976430976430974,-0.0002589330405800499,-0.3076124522090993,0.9996369979549117,0.9550144393766719,5,528.7188070034467,-43.99496645737724
h00_utc,2024-11,60,400,400,0,0.28,-0.1819837708145956,-72.79350832583825,0.7405675763522162,0.7754003435162087,4,183.76818519561735,-88.11567277028273
h00_utc,2024-11,240,244,244,0,0.5081967213114754,2.8516057253492573,695.7917969852188,6.941570542966025,7.274412374908573,20,78.17123423825183,627.6735846709936
h00_utc,2024-12,30,1863,1861,2,0.27028479312197745,0.27152794937289715,505.3135137829616,1.3652565877119405,1.3206300926532044,16,586.6045261244471,479.03322211629484
h00_utc,2024-12,60,1025,1025,0,0.2448780487804878,-0.18167405370718404,-186.21590504986364,0.7578855194942282,0.8295240254239381,3,538.3061275476408,-202.83551274786512
h00_utc,2024-12,240,21,21,0,0.38095238095238093,-0.006949406379727127,-0.14593753397426967,0.9886098250231017,1.7385632608904797,0,11.794670515015754,-2.677768646080888
h00_utc,2025-01,30,1720,1720,0,0.30872093023255814,0.14152318511439052,243.4198783967517,1.1877751641353478,1.1263132830769342,3,722.912790227112,231.66110727539996
h00_utc,2025-01,60,520,520,0,0.39807692307692305,0.047249591111818964,24.56978737814586,1.0744477547677675,1.1091640002418508,0,104.72502640716648,17.759867119525172
