policy,period,timeframe_min,side_group,events,closed,censored,win_rate,mean_r,total_r,pf_r,pf_nominal,realized_ge10,event_drawdown_r,total_r_without_best
risk_gt30pct,full,240,-1,4224,4206,18,0.3126485972420352,-0.01868453969358515,-78.58717395121914,0.9719643005337413,1.0775745271450017,8,823.8882591051849,-96.67800422644851
risk_gt30pct,earlier,all,all,36562,36562,0,0.3153273890925004,0.05751228227425405,2102.7640645112765,1.082348366369801,1.055412797000771,198,3462.662266774996,2034.6458521970512
risk_gt30pct,earlier,all,1,18386,18386,0,0.3125747851626237,0.10788074549353882,1983.4953866442047,1.1532403524016601,1.1564774981690202,162,3103.7193559262005,1915.3771743299794
risk_gt30pct,earlier,all,-1,18176,18176,0,0.3181117957746479,0.006561877083355661,119.26867786707248,1.00947231327041,0.9548887351541961,36,2780.8974773187947,102.06982729235989
risk_gt30pct,earlier,30,all,21908,21908,0,0.321572028482746,0.12883669362962888,2822.5542840379094,1.1842764175568272,1.145301662973055,132,1916.4738266586032,2767.170915616857
risk_gt30pct,earlier,30,1,10907,10907,0,0.30347483267626296,0.112492314651304,1226.9536759017728,1.1569027865284334,1.0614517850737673,98,2080.779066330688,1171.5703074807204
risk_gt30pct,earlier,30,-1,11001,11001,0,0.3395145895827652,0.14504141515645283,1595.6006081361375,1.212828326929571,1.2344355759012946,34,1424.4932493139281,1578.4017575614248
risk_gt30pct,earlier,60,all,11164,11164,0,0.3034754568255106,-0.09897626947818065,-1104.9710724544088,0.8589256605128149,0.846240969482661,38,1426.1643903364863,-1142.998167255632
risk_gt30pct,earlier,60,1,5734,5734,0,0.30711545169166377,-0.04347748469022134,-249.2998972137292,0.938079411686123,0.8819379936032484,36,1092.7107908304984,-287.3269920149525
risk_gt30pct,earlier,60,-1,5430,5430,0,0.2996316758747698,-0.15758216855261142,-855.6711752406801,0.7752032718980628,0.8098806800115222,2,1024.036651646532,-868.3630085740134
risk_gt30pct,earlier,240,all,3490,3490,0,0.31404011461318054,0.11036700656956347,385.1808529277765,1.1614689979377621,1.1964176947487697,28,495.0839867129743,317.06264061355137
risk_gt30pct,earlier,240,1,1745,1745,0,0.38739255014326646,0.5764135289147053,1005.8416079561607,1.9162906379788882,1.9336126414153036,28,191.54254098355756,937.7233956419356
risk_gt30pct,earlier,240,-1,1745,1745,0,0.24068767908309455,-0.3556795157755784,-620.6607550283843,0.5180257187670858,0.5946115649668785,0,620.6607550283837,-628.8777647371221
risk_gt30pct,later,all,all,57992,57554,438,0.2885985335510998,-0.08361514599451027,-4812.386112568044,0.884197462130253,0.9557058987417907,319,5980.909242175149,-4947.037276887293
risk_gt30pct,later,all,1,29358,29234,124,0.26106588219196825,-0.12598789411909278,-3683.130096677558,0.8313061802000318,0.8188562939834194,238,5729.424904777751,-3817.781260996807
risk_gt30pct,later,all,-1,28634,28320,314,0.31701977401129944,-0.039874859318166915,-1129.256015890487,0.9427459564913409,1.1178716785699856,81,3615.715000898737,-1153.107873033344
risk_gt30pct,later,30,all,35820,35596,224,0.27977862681200133,-0.1203980257244593,-4285.6881236878535,0.8363903193263486,0.8687157508408581,194,4871.158199476218,-4420.339288007102
risk_gt30pct,later,30,1,17785,17760,25,0.26458333333333334,-0.1123891829681215,-1996.031889513838,0.8496107855321705,0.8472077007273358,147,3076.885083061225,-2130.683053833087
risk_gt30pct,later,30,-1,18035,17836,199,0.2949091724601929,-0.1283727424407947,-2289.656234174014,0.8228114731176562,0.8918678256894992,47,2693.9027766517474,-2313.5080913168713
risk_gt30pct,later,60,all,17171,17030,141,0.30140927774515563,-0.03944322121221822,-671.7180572440764,0.9440820344279691,0.9781002110867164,95,2051.674562598812,-736.5451982697172
risk_gt30pct,later,60,1,8901,8857,44,0.2577622219713221,-0.13827999585583453,-1224.7459232951264,0.8151483910233058,0.7762247556897961,69,1897.1429209672463,-1289.5730643207671
risk_gt30pct,later,60,-1,8270,8173,97,0.3487091643215466,0.06766522281304903,553.0278660510497,1.102659714804899,1.230364349695681,26,1100.4863004940337,536.9958660510498
risk_gt30pct,later,240,all,5001,4928,73,0.3080357142857143,0.02942777361280134,145.020068363885,1.0432937403764475,1.1723843590518241,30,512.1773459636553,104.7641205500627
risk_gt30pct,later,240,1,2672,2617,55,0.2483760030569354,-0.17667263426388705,-462.3522838685924,0.7610856277883116,0.8210881083496496,22,991.2101605642644,-502.6082316824147
risk_gt30pct,later,240,-1,2329,2311,18,0.37559498052791,0.2628179801957928,607.3723522324772,1.4294035630402497,1.67502758169319,8,279.6107913710666,589.2815219572478
rv_gt50,full,all,all,94948,94507,441,0.3006655591649296,-0.01850519752139653,-1748.870702154622,0.9738836758165726,1.0027896330224815,531,8053.879676010096,-1883.521866473871
rv_gt50,full,all,1,47940,47815,125,0.28497333472759595,-0.01565323839685149,-748.4595939454539,0.9783982384918136,0.9710911622093462,414,5743.149690632516,-883.1107582647028
rv_gt50,full,all,-1,47008,46692,316,0.3167352008909449,-0.021425749768893318,-1000.4111082091667,0.9690434063474905,1.0371151148038622,117,3899.1700622521475,-1024.2629653520237
rv_gt50,full,30,all,57660,57436,224,0.2962079532000836,-0.020874126503123737,-1198.926329833415,0.9709574517428611,0.9810518055946547,329,5937.204694509792,-1333.5774941526638
rv_gt50,full,30,1,28647,28623,24,0.2804038710128219,-0.01999222301603504,-572.237399387971,0.9726979126164671,0.936800974758613,248,3239.385943093637,-706.8885637072199
rv_gt50,full,30,-1,29013,28813,200,0.31190781938708223,-0.021750214501976332,-626.688930445444,0.9691624165626667,1.0282404311576299,81,3644.014281601698,-650.5407875883011
rv_gt50,full,60,all,28552,28413,139,0.30647942843064796,-0.03750293406396507,-1065.5708655594397,0.9462273936149381,0.9416781319795616,144,2046.7356723655726,-1130.3980065850806
rv_gt50,full,60,1,14800,14757,43,0.28644033340109776,-0.052542523325392256,-775.3700167128135,0.9270794629446353,0.8606570480439221,116,1884.7612734688594,-840.1971577384543
rv_gt50,full,60,-1,13752,13656,96,0.32813415348564734,-0.0212507944380951,-290.2008488466267,0.9683985793208812,1.033317721006537,28,1173.8109890561716,-306.2328488466266
rv_gt50,full,240,all,8736,8658,78,0.31115731115731116,0.05955491952393546,515.6264932382333,1.0878904085495198,1.1660243120758171,58,1011.2278291433045,447.5082809240081
rv_gt50,full,240,1,4493,4435,58,0.3095828635851184,0.1350953375773008,599.1478221553291,1.1960866598208648,1.2615081593414534,50,1129.628478702462,531.0296098411039
rv_gt50,full,240,-1,4243,4223,20,0.31281079801089273,-0.019777724110133937,-83.52132891709562,0.9702895034749247,1.0662918887476864,8,824.0141433927719,-101.61215919232498
rv_gt50,earlier,all,all,36528,36528,0,0.3156482698204117,0.06252518152220597,2283.91983064314,1.0900934860895142,1.0582312700035479,198,3306.4034408330044,2215.8016183289146
rv_gt50,earlier,all,1,18354,18354,0,0.3131197559115179,0.11230445142020302,2061.2359013664063,1.160210818175986,1.1635640015251074,162,3091.4772614737003,1993.117689052181
rv_gt50,earlier,all,-1,18174,18174,0,0.3182018267855178,0.012252884850706164,222.6839292767338,1.0178364287688053,0.9541235150871658,36,2676.075024766256,205.4850787020212
rv_gt50,earlier,30,all,21886,21886,0,0.3217582015900576,0.1343303763816161,2939.9546174880497,1.1934965927859402,1.1454825081054596,132,1808.3544592116605,2884.5712490669976
rv_gt50,earlier,30,1,10889,10889,0,0.3038846542382221,0.11834296285595534,1288.6365225384977,1.166133785906823,1.0647765099396542,98,2073.9742273057414,1233.2531541174453
rv_gt50,earlier,30,-1,10997,10997,0,0.33945621533145404,0.15016077975352843,1651.3180949495522,1.2220345541912294,1.2308101011145227,34,1366.0072562067226,1634.1192443748396
rv_gt50,earlier,60,all,11158,11158,0,0.30363864491844417,-0.09452484643216677,-1054.7082364901169,0.8644582565597029,0.8478197782467805,38,1425.1202249229525,-1092.7353312913401
rv_gt50,earlier,60,1,5728,5728,0,0.30726256983240224,-0.042921999703201236,-245.8572142999367,0.9388641773401637,0.8833658217038238,36,1090.6497171743517,-283.88430910116
rv_gt50,earlier,60,-1,5430,5430,0,0.2998158379373849,-0.14895967259487664,-808.8510221901801,0.7848763583466223,0.8116911978391969,2,977.5503358570368,-821.5428555235134
rv_gt50,earlier,240,all,3484,3484,0,0.3157290470723307,0.11442980759047272,398.673449645207,1.1678416106827463,1.208248098313516,28,490.94841726378894,330.5552373309818
rv_gt50,earlier,240,1,1737,1737,0,0.3903281519861831,0.5863307962739465,1018.4565931278449,1.9363730676799904,1.971106501599547,28,188.49072814812857,950.3383808136198
rv_gt50,earlier,240,-1,1747,1747,0,0.24155695477962222,-0.354769973373004,-619.7831434826379,0.5186653273277059,0.5957342859220819,0,619.7831434826373,-628.0001531913757
rv_gt50,later,all,all,57854,57415,439,0.2887050422363494,-0.0825031016014813,-4736.9155784490495,0.8855731099308729,0.9550848202407128,318,5912.493884459397,-4871.566742768298
rv_gt50,later,all,1,29235,29110,125,0.2611817244933013,-0.12439036864554837,-3621.003631271913,0.8332755245948846,0.8198318650816571,237,5671.1621407758075,-3755.654795591162
rv_gt50,later,all,-1,28619,28305,314,0.31701112877583465,-0.039424552099527825,-1115.911947177135,0.9432925052048591,1.113283727613375,81,3590.4868559391825,-1139.763804319992
rv_gt50,later,30,all,35714,35492,222,0.2798377099064578,-0.11920389862119818,-4230.784769863566,0.8377392481140509,0.8702832034961936,193,4823.448000307558,-4365.435934182815
rv_gt50,later,30,1,17719,17695,24,0.2645945182254874,-0.11070773053529075,-1958.9732918219697,0.8516005851653211,0.8481594116574942,146,3041.157419290692,-2093.6244561412186
rv_gt50,later,30,-1,17995,17797,198,0.2949935382367815,-0.12765137259322337,-2271.8114780415963,0.8235254107909485,0.8940330041463634,47,2672.301907903135,-2295.6633351844534
rv_gt50,later,60,all,17137,16998,139,0.3014472290857748,-0.03846371328153678,-653.8061983595621,0.9454256211827591,0.978525078372155,95,2046.7356723655764,-718.6333393852029
rv_gt50,later,60,1,8858,8815,43,0.2578559273964833,-0.13694176377422979,-1207.1416476698355,0.8170066199999685,0.7816126573218877,69,1884.761273468857,-1271.9687886954762
rv_gt50,later,60,-1,8279,8183,96,0.3484052303556153,0.06762012089823698,553.3354493102731,1.1027844839222078,1.2209384460172599,26,1100.0797679542127,537.3034493102732
rv_gt50,later,240,all,5003,4925,78,0.3086294416243655,0.029984850715549047,147.67538977407906,1.044177248357006,1.1599628373915178,30,511.8962987637217,107.41944196025676
rv_gt50,later,240,1,2658,2600,58,0.24923076923076923,-0.17495718914619557,-454.8886917801085,0.7632227095694218,0.8140165499392604,22,984.0045631229476,-495.14463959393083
rv_gt50,later,240,-1,2345,2325,20,0.3750537634408602,0.2591673469050269,602.5640815541876,1.423855572475266,1.6337366983437682,8,281.70610183682675,584.4732512789583
stock_linked_all,full,all,all,93081,92703,378,0.30074539119553845,-0.01728571146381192,-1602.4373098297565,0.975620939249565,1.0013561864958584,524,8064.974505669921,-1737.0884741490054
stock_linked_all,full,all,1,47093,47001,92,0.2847811748686198,-0.014374428756880539,-675.6125260021422,0.9801500989949387,0.9663159888820645,410,5755.446418432879,-810.2636903213911
stock_linked_all,full,all,-1,45988,45702,286,0.3171633626537132,-0.020279742326979436,-926.8247838276143,0.9707570922897758,1.0396818226331392,114,3825.587990182111,-947.9734154065616
stock_linked_all,full,30,all,56372,56175,197,0.2963951935914553,-0.018673884643118432,-1049.0054698271779,0.9740211036026627,0.9808119568553522,324,5966.931501401305,-1183.6566341464268
stock_linked_all,full,30,1,28026,28015,11,0.2800285561306443,-0.018080625898753613,-506.52873455358247,0.975296994437323,0.9329266303188604,245,3271.4965411276507,-641.1798988728314
stock_linked_all,full,30,-1,28346,28160,186,0.3126775568181818,-0.019264088610568008,-542.4767352735951,0.9727047461750736,1.032134837624551,79,3560.8338066312763,-563.6253668525424
stock_linked_all,full,60,all,27979,27863,116,0.30642787926641063,-0.03807058064133606,-1060.7605884095467,0.9455422226587356,0.940022793144525,142,2014.8999680041002,-1125.5877294351876
stock_linked_all,full,60,1,14559,14527,32,0.28684518482825083,-0.05148252049995725,-747.886575302879,0.9284659860865998,0.8580061850578319,115,1874.5963855042576,-812.7137163285198
stock_linked_all,full,60,-1,13420,13336,84,0.32775944811037794,-0.023460858811237818,-312.8740131066675,0.9653271759303277,1.0338078774529438,27,1221.3507704038611,-328.90601310666744
stock_linked_all,full,240,all,8730,8665,65,0.3106751298326601,0.05854919196849022,507.32874840696775,1.0863929325584618,1.1586076129547176,58,1015.7255254684363,439.2105360927426
stock_linked_all,full,240,1,4508,4459,49,0.30791657322269567,0.12980551331112802,578.8027838543198,1.1881462132545424,1.2429870705418482,50,1139.0307085587147,510.6845715400947
stock_linked_all,full,240,-1,4222,4206,16,0.31359961959106036,-0.016993351271362755,-71.47403544735175,0.9744369965588335,1.0685376401133868,8,825.0416112826802,-89.56486572258112
stock_linked_all,earlier,all,all,36573,36573,0,0.3153692614770459,0.05745986812487874,2101.47975693119,1.0822821916230054,1.0549792907120359,198,3463.5776343277003,2033.3615446169647
stock_linked_all,earlier,all,1,18391,18391,0,0.3125985536403676,0.10786601512911959,1983.7638842396382,1.153234156600815,1.1563030409042032,162,3101.1752944532573,1915.645671925413
stock_linked_all,earlier,all,-1,18182,18182,0,0.3181718182818172,0.006474308254952787,117.71587269155157,1.0093470207504043,0.9542291904260186,36,2781.047333662956,100.51702211683897
stock_linked_all,earlier,30,all,21911,21911,0,0.3215279996348866,0.12872774208247342,2820.553556769075,1.1841217455552546,1.1435475142973315,132,1916.4738266586037,2765.1701883480227
stock_linked_all,earlier,30,1,10908,10908,0,0.30344701136780344,0.1124578047969657,1226.6897347253018,1.1568637391530707,1.0610860831487943,98,2080.779066330688,1171.3063663042494
stock_linked_all,earlier,30,-1,11003,11003,0,0.33945287648823047,0.14485720458454723,1593.8638220437733,1.2125474278570063,1.230991009934728,34,1424.4932493139283,1576.6649714690607
stock_linked_all,earlier,60,all,11165,11165,0,0.30353784146887597,-0.09893750427168868,-1104.6372351934042,0.858968282326423,0.8471337055004038,38,1426.1643903364863,-1142.6643299946275
stock_linked_all,earlier,60,1,5734,5734,0,0.30711545169166377,-0.04347748469022134,-249.2998972137292,0.938079411686123,0.8819379936032484,36,1092.7107908304984,-287.3269920149525
stock_linked_all,earlier,60,-1,5431,5431,0,0.29976063340084697,-0.15749168440060307,-855.3373379796752,0.7752909755933186,0.8116827394484044,2,1024.036651646532,-868.0291713130085
stock_linked_all,earlier,240,all,3497,3497,0,0.31455533314269374,0.1102554862326337,385.5634353555201,1.161431300926563,1.1958541421530318,28,495.0839867129743,317.4452230412949
stock_linked_all,earlier,240,1,1749,1749,0,0.3876500857632933,0.5753996836638459,1006.3740467280663,1.9150987309018666,1.9278469711846018,28,191.54254098355756,938.2558344138412
stock_linked_all,earlier,240,-1,1748,1748,0,0.2414187643020595,-0.3551548119980241,-620.8106113725462,0.5182517883456993,0.5953361866390637,0,620.8106113725456,-629.027621081284
stock_linked_all,later,all,all,55940,55564,376,0.2885861349074941,-0.07937004182804394,-4410.1170041334335,0.8896724080065191,0.9536925834438433,311,5768.4894123457525,-4544.768168452682
stock_linked_all,later,all,1,28350,28258,92,0.26042182744709463,-0.12285140567745206,-3471.5350216334405,0.8348954298808058,0.8143190224363246,233,5631.100197114701,-3606.1861859526894
stock_linked_all,later,all,-1,27590,27306,284,0.3177323665128543,-0.034372737951365764,-938.5819824999936,0.9504618462278807,1.1190943419727741,78,3413.7134231528166,-959.7306140789409
stock_linked_all,later,30,all,34400,34205,195,0.27963747990059934,-0.11585111139973531,-3962.6872654279464,0.841785388519358,0.867962159383816,188,4746.279856041724,-4097.338429747195
stock_linked_all,later,30,1,17079,17068,11,0.2636512772439653,-0.10729539718621894,-1831.317839174385,0.8556024226292303,0.8421876041601651,143,3022.6273806898894,-1965.9690034936339
stock_linked_all,later,30,-1,17321,17137,184,0.2955593160996674,-0.12437237709363139,-2131.369426253561,0.8276122398048146,0.8958145933605556,45,2531.8598561150984,-2152.5180578325085
stock_linked_all,later,60,all,16557,16441,116,0.3012590475031932,-0.03643737744093308,-599.0669225063808,0.9483176478683137,0.9769387599344866,93,2014.8999680041036,-663.8940635320216
stock_linked_all,later,60,1,8611,8579,32,0.25783890896374867,-0.1371040358254003,-1176.215523346109,0.8166148149069635,0.7772223799903883,68,1874.5963855042548,-1241.0426643717497
stock_linked_all,later,60,-1,7946,7862,84,0.3486390231493259,0.0734098958076479,577.1486008397278,1.1114742212942572,1.2276420209497423,25,1113.9959316898758,561.1166008397279
stock_linked_all,later,240,all,4983,4918,65,0.3084587230581537,0.030833099593512294,151.63718380089347,1.045463982314649,1.15531235604196,30,513.183302076508,111.38123598707116
stock_linked_all,later,240,1,2660,2611,49,0.24779777862887784,-0.1777103252060306,-464.00165911294596,0.7595727141313675,0.8083908760297432,22,992.2159401974426,-504.2576069267683
stock_linked_all,later,240,-1,2323,2307,16,0.37711313394018203,0.2668568889960293,615.6388429138395,1.4380457711551171,1.6417609462988783,8,267.97999017045083,597.5480126386102
sunday_asia_shanghai,full,all,all,84803,84376,427,0.3036289940267375,-0.00827700094707644,-698.3802319105217,0.9882509348695364,1.0259277891717031,465,7306.121724806292,-833.0313962297706
sunday_asia_shanghai,full,all,1,42610,42494,116,0.2884642537770038,0.0030574506867317346,129.92330948197832,1.004248585417866,0.9945647178317991,373,5139.108908852697,-4.72785483727057
sunday_asia_shanghai,full,all,-1,42193,41882,311,0.31901532878086053,-0.019777077059178208,-828.3035413925016,0.971300224083466,1.0596790074027957,92,3632.1822243467686,-852.1553985353587
sunday_asia_shanghai,full,30,all,51069,50843,226,0.29654033003559976,-0.017606919700915533,-895.1886183536485,0.9754721023372173,0.9988211075635005,284,5682.302038685184,-1029.8397826728974
sunday_asia_shanghai,full,30,1,25267,25242,25,0.2806829886696775,-0.007621048267982797,-192.37050038042176,0.9895989402297621,0.9569370347688141,221,3035.7031794851882,-327.0216646996706
sunday_asia_shanghai,full,30,-1,25802,25601,201,0.312175305652123,-0.02745276035987761,-702.8181179732267,0.9609577461620157,1.0432781587609035,63,3553.401046325514,-726.6699751160837
sunday_asia_shanghai,full,60,all,25580,25445,135,0.31385340931420713,-0.01355291832339824,-344.8540067388682,0.9802953251989923,0.9754479318275489,129,1574.1090618271628,-409.681147764509
sunday_asia_shanghai,full,60,1,13150,13109,41,0.29521702647036385,-0.019731225566734026,-258.65663595431636,0.9720290354558867,0.8953442271259138,105,1538.693054141623,-323.48377697995716
sunday_asia_shanghai,full,60,-1,12430,12336,94,0.3336575875486381,-0.00698746520627045,-86.19737078455228,0.9895566444013889,1.0648194019674908,24,1162.3726691412994,-102.2293707845522
sunday_asia_shanghai,full,240,all,8154,8088,66,0.31602373887240354,0.06697111686226444,541.6623931819947,1.0995069031616787,1.178960781713408,52,989.1355225765393,473.54418086776957
sunday_asia_shanghai,full,240,1,4193,4143,50,0.314506396331161,0.14022458262532417,580.950445816718,1.2047212112634558,1.2619007195449221,47,1057.1416531186974,512.8322335024928
sunday_asia_shanghai,full,240,-1,3961,3945,16,0.317617237008872,-0.00995894870335182,-39.28805263472293,0.9849222752298938,1.0920343294215995,5,778.8639842388657,-53.430658695329015
sunday_asia_shanghai,earlier,all,all,32488,32488,0,0.31941024378231964,0.07184110649246508,2333.9738677272057,1.1039257197176673,1.0805591410594555,175,3153.7540857736817,2265.8556554129805
sunday_asia_shanghai,earlier,all,1,16082,16082,0,0.3162541972391494,0.13524613183592968,2175.028292185421,1.1938868304251304,1.1914804985582474,147,2466.854959638106,2106.9100798711956
sunday_asia_shanghai,earlier,all,-1,16406,16406,0,0.3225039619651347,0.009688258901730074,158.9455755417836,1.0141409815450075,0.9715695575874593,28,2644.933107412499,141.746724967071
sunday_asia_shanghai,earlier,30,all,19102,19102,0,0.32520154957596065,0.14736657746939658,2814.9963628204137,1.212725715924672,1.1878207926002984,114,1693.4168173333283,2759.6129943993615
sunday_asia_shanghai,earlier,30,1,9279,9279,0,0.3041275999568919,0.1411518850132227,1309.7483410376935,1.1974671713451512,1.106222934616023,87,1631.0672562308457,1254.3649726166411
sunday_asia_shanghai,earlier,30,-1,9823,9823,0,0.3451084190165937,0.15323709882751915,1505.2480217827206,1.2280593797107933,1.2723341530036376,27,1345.3349065695702,1488.049171208008
sunday_asia_shanghai,earlier,60,all,10097,10097,0,0.3084084381499455,-0.08331019206738287,-841.1830093043649,0.8797509385746454,0.869454007938521,35,1254.4761612439409,-879.2101041055881
sunday_asia_shanghai,earlier,60,1,5145,5145,0,0.31370262390670556,-0.01332519564458476,-68.55813159138859,0.98067415005071,0.9156477753443328,34,818.8135885686462,-106.58522639261189
sunday_asia_shanghai,earlier,60,-1,4952,4952,0,0.30290791599353795,-0.15602279436853314,-772.6248777129762,0.7759115079796421,0.8226436725721463,1,968.4101111601885,-785.3167110463095
sunday_asia_shanghai,earlier,240,all,3289,3289,0,0.3195500152021891,0.10950456497754835,360.1605142111565,1.1615235065816274,1.187461647444218,26,473.8528245647855,292.04230189693135
sunday_asia_shanghai,earlier,240,1,1658,1658,0,0.39203860072376356,0.5632316542455471,933.8380827391171,1.8998186344142065,1.9014001945460843,26,183.55612953511255,865.719870424892
sunday_asia_shanghai,earlier,240,-1,1631,1631,0,0.2458614347026364,-0.3517336410349237,-573.6775685279606,0.5187125426936793,0.5940084279757795,0,573.6775685279608,-581.8945782366984
sunday_asia_shanghai,later,all,all,51768,51343,425,0.2912178875406579,-0.06998755070921453,-3593.3708160632013,0.9022643405000998,0.9799436133614218,280,4883.850029083455,-3728.0219803824502
sunday_asia_shanghai,later,all,1,26195,26079,116,0.2651942175696921,-0.10393911197946135,-2710.6281013123726,0.859533058304233,0.8418817266840504,216,4844.8638960373455,-2845.2792656316215
sunday_asia_shanghai,later,all,-1,25573,25264,309,0.3180810639645345,-0.03494073443440586,-882.7427147508297,0.949467910673519,1.140503318599517,64,2728.475531635714,-906.5945718936867
sunday_asia_shanghai,later,30,all,31907,31683,224,0.27857210491430734,-0.1189161992347284,-3767.6219403539,0.8379508125951064,0.8747648897732411,169,4329.995396820212,-3902.2731046731487
sunday_asia_shanghai,later,30,1,15950,15925,25,0.2655572998430141,-0.09824344939791269,-1564.5269316617596,0.8680877898029286,0.8585331293447434,133,2731.5144839386057,-1699.1780959810085
sunday_asia_shanghai,later,30,-1,15957,15758,199,0.29172483817743367,-0.13980803456607058,-2203.0950086921403,0.8065679164704225,0.8922860818302836,36,2470.0339193310924,-2226.9468658349974
sunday_asia_shanghai,later,60,all,15241,15106,135,0.310671256454389,-0.0026512902041617727,-40.050389824067736,0.99616735992961,1.0245792437366845,85,1574.1090618271592,-104.87753084970853
sunday_asia_shanghai,later,60,1,7806,7765,41,0.2677398583386993,-0.09802487736242266,-761.163172719212,0.8660782979414738,0.8197743423364379,62,1538.6930541416177,-825.9903137448528
sunday_asia_shanghai,later,60,-1,7435,7341,94,0.356082277618853,0.09823086539914785,721.1127828951444,1.151298025974998,1.271675720695882,23,803.4527363284307,705.0807828951445
sunday_asia_shanghai,later,240,all,4620,4554,66,0.3146684233640755,0.04705786432032635,214.30151411476618,1.0698838914438993,1.2031916730547083,26,498.0465121080724,174.04556630094388
sunday_asia_shanghai,later,240,1,2439,2389,50,0.25449979070740897,-0.16112934153679365,-384.93799693140005,0.7804443273465592,0.8368220650254956,21,918.342249151536,-425.1939447452224
sunday_asia_shanghai,later,240,-1,2181,2165,16,0.3810623556581986,0.2767849935548114,599.2395110461666,1.4562931466118256,1.6984669563185864,5,259.72629762890165,585.0969049855605
sunday_utc,full,all,all,82645,82213,432,0.3080534708622724,0.0090853429061825,746.9332963459818,1.0129790946631243,1.0460839971740765,463,6788.698548080396,612.2821320267329
sunday_utc,full,all,1,42047,41931,116,0.29238510886933294,0.014701061803319426,616.4302224749869,1.0205164715103592,1.0052388640787582,368,5346.6382752574045,481.77905815573797
sunday_utc,full,all,-1,40598,40282,316,0.32436323916389453,0.003239736703018576,130.50307387099429,1.0047449923677472,1.0912684434239432,95,3447.682248576964,109.35444229204695
sunday_utc,full,30,all,49359,49132,227,0.3013107547016201,0.0031959553669836135,157.0236790906389,1.0044851247015156,1.0188336658261716,282,5186.59328692849,22.37251477139
sunday_utc,full,30,1,24727,24702,25,0.28665695085418186,0.014612558071810694,360.95940948986777,1.0201276368740855,0.9750401017882118,218,3049.6820599381717,226.30824517061887
sunday_utc,full,30,-1,24632,24430,202,0.31612771182971755,-0.008347758100664286,-203.93573039922853,0.9880574229626747,1.066313975027784,64,3065.1069672655344,-225.08436197817585
sunday_utc,full,60,all,25261,25125,136,0.3172935323383085,-0.005164331634512844,-129.7538323171352,0.9924677796197974,0.9864235587441982,126,1723.728445420324,-180.8525289463492
sunday_utc,full,60,1,13147,13105,42,0.29553605494086227,-0.029041351355300716,-380.5869095112159,0.9590787766487453,0.8923439405492661,102,1699.4198589006282,-431.6856061404299
sunday_utc,full,60,-1,12114,12020,94,0.34101497504159733,0.020867976472053237,250.83307719407992,1.0316467574963195,1.0940889147552748,24,1224.8850371791732,234.80107719408
sunday_utc,full,240,all,8025,7956,69,0.32051282051282054,0.09045543609508266,719.6634495724777,1.1354643610182085,1.2153969720129085,55,991.245420606252,651.5452372582525
sunday_utc,full,240,1,4173,4124,49,0.31668283220174587,0.15423320138126448,636.0577224963347,1.2262240943546978,1.2762439721433498,48,1060.502104475727,567.9395101821095
sunday_utc,full,240,-1,3852,3832,20,0.3246346555323591,0.021817778464546685,83.6057270761429,1.0334297227316913,1.1486292695366707,7,676.3163895716974,65.51489680091353
sunday_utc,earlier,all,all,31429,31429,0,0.3269591778293932,0.10191713640607827,3203.153680106634,1.1495102612736243,1.1198797732871049,176,3129.151112103862,3135.035467792409
sunday_utc,earlier,all,1,15895,15895,0,0.3284680717206669,0.17292500717607648,2748.6429890637355,1.2528900506945801,1.231130959496621,146,2565.873659633752,2680.5247767495102
sunday_utc,earlier,all,-1,15534,15534,0,0.3254152182309772,0.029259089162025142,454.51069104289854,1.0430596170367792,1.0067141595397915,30,2674.210061208758,437.31184046818595
sunday_utc,earlier,30,all,18368,18368,0,0.3315548780487805,0.17886856768964915,3285.4578513234756,1.261839111383935,1.217162266463322,116,1685.9523237710614,3230.0744829024234
sunday_utc,earlier,30,1,9191,9191,0,0.31955173539331955,0.19187930221569102,1763.5626666644162,1.2763859663053505,1.149833540349846,87,1617.8358507437538,1708.1792982433637
sunday_utc,earlier,30,-1,9177,9177,0,0.3435763321346845,0.16583798459835017,1521.8951846590596,1.2467875184465382,1.2893150375615976,29,1339.2760522072629,1504.696334084347
sunday_utc,earlier,60,all,9905,9905,0,0.3163048965169106,-0.060316351005358856,-597.4334567080795,0.9119545463818046,0.8924126154437279,34,1246.04463741576,-635.4605515093027
sunday_utc,earlier,60,1,5078,5078,0,0.3211894446632533,0.00016278343103694483,0.8266142628056059,1.0002370650975456,0.9317352797027639,33,875.7082332049825,-37.20048053841769
sunday_utc,earlier,60,-1,4827,4827,0,0.31116635591464675,-0.12394035031507883,-598.2600709708855,0.818634630837777,0.8523571937724357,1,1008.0983184060774,-610.9519043042188
sunday_utc,earlier,240,all,3156,3156,0,0.33365019011406843,0.16322220706313,515.1292854912383,1.2463349449028276,1.2884035152739233,26,468.3008752377134,447.01107317701315
sunday_utc,earlier,240,1,1626,1626,0,0.4015990159901599,0.605322083724793,984.2537081365135,1.983013031079584,1.9814227479407176,26,183.26124409158945,916.1354958222884
sunday_utc,earlier,240,-1,1530,1530,0,0.26143790849673204,-0.30661726970279424,-469.12442264527516,0.5695759111839387,0.6641263994512004,0,469.1244226452759,-477.341432354013
sunday_utc,later,all,all,50674,50244,430,0.2938062256189794,-0.060160626244942214,-3022.7105050508767,0.9158238056790264,0.9884505920123344,276,4447.943439485034,-3157.3616693701256
