policy,period,timeframe_min,side_group,base_events,base_closed,base_censored,base_win_rate,base_mean_r,base_total_r,base_pf_r,base_pf_nominal,base_realized_ge10,base_event_drawdown_r,base_total_r_without_best,kept_events,kept_closed,kept_censored,kept_win_rate,kept_mean_r,kept_total_r,kept_pf_r,kept_pf_nominal,kept_realized_ge10,kept_event_drawdown_r,kept_total_r_without_best,feature_unknown,removed_closed,saved_loss_r,lost_winner_r,fixed_delta_r,original_ge10,retained_original_ge10,weekly_mean_delta_low,weekly_mean_delta_high
h00_asia_shanghai,full,240,1,4530,4472,58,0.3079159212880143,0.12881868572537813,576.077162563891,1.1866698632753303,1.241929471636773,50,1139.0307085587147,507.9589502496658,3860,3811,49,0.3093676200472317,0.10228841548132026,389.8211513993115,1.148903835322892,1.1592252894838815,42,1042.2294128610204,321.7029390850863,0,661,468.1358511117958,654.3918622763755,-186.25601116457972,50,42,-0.12130943052971509,0.028314911497665404
h00_asia_shanghai,full,240,-1,4246,4226,20,0.31282536677709416,-0.020160943472249802,-85.20014711372767,0.9697144147908983,1.0676443306279921,8,825.0416112826802,-103.29097738895703,3548,3533,15,0.320407585621285,-0.007437538513025747,-26.276823566519965,0.9886553778331795,1.092583169869056,5,607.4650625639551,-44.36765384174933,0,693,496.9882802020182,438.0649566548103,58.92332354720787,8,5,-0.05441066462933329,0.07029811136126399
h00_asia_shanghai,earlier,all,all,36573,36573,0,0.3153692614770459,0.05745986812487874,2101.47975693119,1.0822821916230054,1.0549792907120359,198,3463.5776343277003,2033.3615446169647,33772,33772,0,0.3188144024635793,0.06788530521857813,2292.6225278418206,1.0973756196711921,1.079053159258473,190,3152.9744801575152,2224.5043155275953,0,2801,1995.7975264992947,1804.654755588664,191.14277091063065,198,190,-0.01872915092951972,0.025128443972161883
h00_asia_shanghai,earlier,all,1,18391,18391,0,0.3125985536403676,0.10786601512911959,1983.7638842396382,1.153234156600815,1.1563030409042032,162,3101.1752944532573,1915.645671925413,16909,16909,0,0.3167543911526406,0.12410564346374396,2098.5023253284467,1.1765565728337284,1.200172612387632,155,2878.30518637592,2030.3841130142214,0,1482,1060.2421550715324,945.5037139827255,114.73844108880687,162,155,-0.020766558713798917,0.03377743107155254
h00_asia_shanghai,earlier,all,-1,18182,18182,0,0.3181718182818172,0.006474308254952787,117.71587269155157,1.0093470207504043,0.9542291904260186,36,2781.047333662956,100.51702211683897,16863,16863,0,0.3208800332088003,0.011511605438734253,194.12020251337572,1.0166506863667892,0.9605990242269425,35,2548.1930109100026,177.81782295133203,0,1319,935.5553714277625,859.1510416059385,76.40432982182375,36,35,-0.03686662894441217,0.03477602981701352
h00_asia_shanghai,earlier,30,all,21911,21911,0,0.3215279996348866,0.12872774208247342,2820.553556769075,1.1841217455552546,1.1435475142973315,132,1916.4738266586037,2765.1701883480227,20523,20523,0,0.3234419919115139,0.13529883855531707,2776.738063670772,1.1933891044383738,1.1599956048830442,125,1839.5200960801458,2721.35469524972,0,1388,960.6631599804615,1004.4786530787644,-43.81549309830305,132,125,-0.02157131197512514,0.015858005818622
h00_asia_shanghai,earlier,30,1,10908,10908,0,0.30344701136780344,0.1124578047969657,1226.6897347253018,1.1568637391530707,1.0610860831487943,98,2080.779066330688,1171.3063663042494,10139,10139,0,0.30417200907387315,0.11874923424319683,1203.9984859917727,1.165423497115421,1.0801336958471508,92,1913.3319346386147,1148.6151175707203,0,769,541.8177716989228,564.509020432452,-22.691248733529157,98,92,-0.033196925987905294,0.028512149448605924
h00_asia_shanghai,earlier,30,-1,11003,11003,0,0.33945287648823047,0.14485720458454723,1593.8638220437733,1.2125474278570063,1.230991009934728,34,1424.4932493139283,1576.6649714690607,10384,10384,0,0.3422573189522342,0.1514579716562981,1572.7395776789995,1.2221378383976822,1.243463351050376,33,1330.5654504466618,1556.4371981169559,0,619,418.8453882815387,439.96963264631256,-21.12424436477387,34,33,-0.03180975889924028,0.022773949561686956
h00_asia_shanghai,earlier,60,all,11165,11165,0,0.30353784146887597,-0.09893750427168868,-1104.6372351934042,0.858968282326423,0.8471337055004038,38,1426.1643903364863,-1142.6643299946275,10283,10283,0,0.3074005640377322,-0.09312786199685094,-957.6338049136182,0.8674428885048097,0.8628560647912173,38,1396.8007927616743,-995.6608997148414,0,882,608.2336701456064,461.2302398658205,147.0034302797859,38,38,-0.030289623952381294,0.045326980606074756
h00_asia_shanghai,earlier,60,1,5734,5734,0,0.30711545169166377,-0.04347748469022134,-249.2998972137292,0.938079411686123,0.8819379936032484,36,1092.7107908304984,-287.3269920149525,5301,5301,0,0.31710997924919826,-0.01371430279621863,-72.69951912275496,0.9804872915242496,0.9473951469741423,36,1024.351351708284,-110.72661392397826,0,433,300.3705449427332,123.770166851759,176.6003780909742,36,36,0.003350499327120185,0.06707239005218137
h00_asia_shanghai,earlier,60,-1,5431,5431,0,0.29976063340084697,-0.15749168440060307,-855.3373379796752,0.7752909755933186,0.8116827394484044,2,1024.036651646532,-868.0291713130085,4982,4982,0,0.29706945002007223,-0.17762631188094408,-884.9342857908634,0.7470574719137814,0.7779460283223517,2,949.9779044220953,-897.6261191241967,0,449,307.8631252028732,337.46007301406144,-29.596947811188294,2,2,-0.08655112582326122,0.04605143740058108
h00_asia_shanghai,earlier,240,all,3497,3497,0,0.31455533314269374,0.1102554862326337,385.5634353555201,1.161431300926563,1.1958541421530318,28,495.0839867129743,317.4452230412949,2966,2966,0,0.3263654753877276,0.15964877582085898,473.51826908466774,1.2414055911633755,1.259126444396015,27,399.03739416365306,405.4000567704426,0,531,426.90069637322676,338.94586264407894,87.95483372914778,28,27,-0.055198207913909704,0.0985392724637927
h00_asia_shanghai,earlier,240,1,1749,1749,0,0.3876500857632933,0.5753996836638459,1006.3740467280663,1.9150987309018666,1.9278469711846018,28,191.54254098355756,938.2558344138412,1469,1469,0,0.4023144996596324,0.6584093658675481,967.2033584594282,2.0969882058829215,2.0784847936368704,27,158.13562446423578,899.085146145203,0,280,218.0538384298763,257.22452669851447,-39.17068826863817,28,27,-0.1386065262589639,0.10317762503521481
h00_asia_shanghai,earlier,240,-1,1748,1748,0,0.2414187643020595,-0.3551548119980241,-620.8106113725462,0.5182517883456993,0.5953361866390637,0,620.8106113725456,-629.027621081284,1497,1497,0,0.2518370073480294,-0.32978295883417524,-493.6850893747603,0.5428059187440265,0.6163133454355723,0,493.92588382179673,-501.9020990834982,0,251,208.84685794335041,81.72133594556448,127.12552199778594,0,0,0.0030108192201422396,0.13298617656607403
h00_asia_shanghai,later,all,all,58050,57607,443,0.2885934001076258,-0.08383464931250223,-4829.462642945316,0.8838412582129702,0.9537997729533904,319,5997.195162912137,-4964.1138072645645,54097,53730,367,0.2869532849432347,-0.09174409353030193,-4929.410145383123,0.8733314758392454,0.9282110728078415,287,5770.232324102762,-5064.061309702372,0,3877,2660.577642457721,2760.525144895528,-99.94750243780703,319,287,-0.017522231875249192,0.01080851654717882
h00_asia_shanghai,later,all,1,29372,29245,127,0.26103607454265687,-0.1259997518187371,-3684.8627419389663,0.8312768326533455,0.817200095765217,238,5730.812585529767,-3819.5139062582152,27392,27282,110,0.25870537350634115,-0.13964719844418452,-3809.854867954242,0.8133418343083212,0.7733952622265874,212,5481.299943770492,-3944.5060322734907,0,1963,1428.8300266775318,1553.8221526928073,-124.99212601527543,238,212,-0.03367083945820594,0.019028932562422655
h00_asia_shanghai,later,all,-1,28678,28362,316,0.31700867357732176,-0.04035681196693991,-1144.5999010063497,0.9420065398938304,1.1148082095070089,81,3619.7313416591724,-1168.4517581492066,26705,26448,257,0.3160919540229885,-0.042330432449670344,-1119.5552774288813,0.9394997154836484,1.1119010841848784,75,3454.6095461950813,-1143.4071345717382,0,1914,1231.7476157801889,1206.7029922027207,25.044623577468432,81,75,-0.012855160852330072,0.01336781997081873
h00_asia_shanghai,later,30,all,35829,35605,224,0.2798202499648926,-0.12050649589901528,-4290.633786484439,0.8362016472741859,0.870806396284212,194,4875.524979669901,-4425.284950803688,33775,33593,182,0.2779745780370911,-0.12263477899612066,-4119.670130816681,0.8342874299532825,0.8696980151461315,184,4609.200617527491,-4254.32129513593,0,2012,1334.2731312236324,1163.3094755558755,170.96365566775677,194,184,-0.008419788833078454,0.015867586466887004
h00_asia_shanghai,later,30,1,17786,17761,25,0.2645684364619109,-0.11238573935795679,-1996.0831167366705,0.849607506328674,0.8471726730703315,147,3076.9363102840566,-2130.7342810559194,16676,16654,22,0.2625195148312718,-0.11489269021105844,-1913.4228627749674,0.8471668124405837,0.8481776269212544,138,2855.113895405993,-2048.074027094216,0,1107,752.8099430046832,670.1496890429796,82.66025396170346,147,138,-0.019989461910853754,0.024999471934267475
h00_asia_shanghai,later,30,-1,18043,17844,199,0.29500112082492713,-0.12858947936268592,-2294.5506697477676,0.8224322974761702,0.8962185643706982,47,2695.0410996093065,-2318.402526890625,17099,16939,160,0.29316960859554875,-0.13024660653177367,-2206.247268041714,0.8212212043957291,0.8926039119238869,46,2586.5172573419622,-2230.099125184571,0,905,581.4631882189492,493.15978651289583,88.30340170605331,47,46,-0.005918000746367282,0.014654378498682749
h00_asia_shanghai,later,60,all,17192,17051,141,0.30133130021699606,-0.03952931249222723,-674.0143073049665,0.9439233125373685,0.9760738584385354,95,2048.9667536398524,-738.8414483306072,16075,15954,121,0.30086498683715684,-0.04544028387844145,-724.9542889966549,0.9352154474270998,0.96475358001643,83,1889.5534320794036,-776.0529856258689,0,1097,829.2762424327391,880.2162241244279,-50.939981691688686,95,83,-0.02953707845134666,0.020187702995689817
h00_asia_shanghai,later,60,1,8904,8860,44,0.25778781038374715,-0.13792915855518287,-1222.0523447989203,0.8156108314223546,0.7789429888306809,69,1894.449342471041,-1286.879485824561,8406,8367,39,0.2554081510696785,-0.1558151850512228,-1303.7056533235811,0.7894905116440788,0.7514992059446398,59,1779.2954494225528,-1354.804349952795,0,493,434.4743389257494,516.1276474504102,-81.65330852466072,69,59,-0.05996310145989848,0.033542105689336466
h00_asia_shanghai,later,60,-1,8288,8191,97,0.34843120498107677,0.06690734189890783,548.0380374939541,1.1016402551672582,1.2210043563566138,26,1103.002569638977,532.0060374939542,7669,7587,82,0.3509951232371161,0.07628197763634191,578.751364326926,1.1158165913838054,1.2348843533358764,24,1013.4519591279285,562.7193643269261,0,604,394.8019035069898,364.08857667401765,30.713326832972044,26,24,-0.013328656825069191,0.02124834013854079
h00_asia_shanghai,later,240,all,5029,4951,78,0.30781660270652395,0.027304675993554576,135.1854508440887,1.0402064351601996,1.1534276577141145,30,513.183302076508,94.9295030302664,4247,4183,64,0.30600047812574704,-0.02026911918952578,-84.78572556978634,0.9704090190967957,1.0412304984956593,20,461.52033931071566,-106.40830480475904,0,768,497.0282688013496,716.9994452152248,-219.97117641387513,30,20,-0.11825065865765556,0.014404580889122446
h00_asia_shanghai,later,240,1,2682,2624,58,0.24809451219512196,-0.1778686282025056,-466.7272804033747,0.7593734677155429,0.8077135439142181,22,992.2159401974426,-506.98322821719705,2310,2261,49,0.24281291463954002,-0.2621523006880553,-592.726351855693,0.6509448031763411,0.6076384666684019,15,902.6616492837614,-614.3489310906657,0,363,241.54574474709935,367.54481619941754,-125.99907145231818,22,15,-0.16735627876222206,0.02869576850954764
h00_asia_shanghai,later,240,-1,2347,2327,20,0.37516115169746456,0.2586646889761339,601.9127312474636,1.4230924995628402,1.636988373814702,8,281.70610183682675,583.8219009722343,1937,1922,15,0.3803329864724246,0.2642771208563511,507.9406262859068,1.435190702850965,1.6819001754385263,5,302.21948925468075,489.84979601067744,0,405,255.48252405425023,349.4546290158072,-93.97210496155694,8,5,-0.1446683658835277,0.043116027096244396
h00_utc,full,all,all,95191,94746,445,0.3004876195301121,-0.021338979467646523,-2021.7829486416376,0.9699736133361709,1.0008469114462715,532,8293.680256236317,-2156.4341129608865,91019,90588,431,0.3004923389411401,-0.018662647816309604,-1690.6119403838543,0.9737694715606586,1.0135725866572436,520,7928.511432756565,-1825.2631047031032,0,4158,2881.468119741087,2550.2971114833044,331.1710082577828,532,520,-0.002972039895615106,0.009878219801477489
h00_utc,full,all,1,48115,47988,127,0.2846544969575727,-0.018524219519623,-888.9402463076685,0.9744920090377149,0.9664408440163446,415,5855.158806847946,-1023.5914106269174,46058,45941,117,0.28484360375263923,-0.015195769124826395,-698.1088293636494,0.9790756939969066,0.9750976189816932,403,5591.638774743258,-832.7599936828983,0,2047,1485.9453431137838,1295.113926169766,190.83141694401792,415,403,-0.005253063409148791,0.012878664334329187
h00_utc,full,all,-1,47076,46758,318,0.31673724282475724,-0.02422778353081762,-1132.8427023339702,0.965126197609046,1.0383676725768767,117,4031.605908688466,-1156.6945594768272,44961,44647,314,0.3165946200192622,-0.022230006742226915,-992.5031110202051,0.9680749501993812,1.0557308406961745,117,3821.9351218799065,-1016.3549681630622,0,2111,1395.5227766273033,1255.1831853135384,140.3395913137649,117,117,-0.008264373915372415,0.014095353027020507
h00_utc,full,30,all,57801,57575,226,0.29610073816760746,-0.023915796628461473,-1376.9519908836694,0.9668423812290327,0.9809060256086723,330,6096.176625029487,-1511.6031552029183,56041,55815,226,0.2947415569291409,-0.02557458439542462,-1427.4454280306252,0.9646222471400402,0.9794249473606722,325,6137.8492122090065,-1562.096592349874,0,1760,1178.794846770471,1229.2882839174272,-50.49343714695657,330,325,-0.0067573019609797605,0.004739864170392734
h00_utc,full,30,1,28733,28708,25,0.28020064093632435,-0.023383517211783045,-671.2940121158676,0.9681772203033521,0.934760521153735,249,3325.805470721817,-805.9451764351165,27961,27936,25,0.2808562428407789,-0.02146320661295572,-599.596139939531,0.9707284998815178,0.9427889312881655,244,3378.9637863849302,-734.2473042587799,0,772,610.8068510291035,539.1089788527661,71.69787217633754,249,244,-0.005109352918393957,0.010327056141256086
h00_utc,full,30,-1,29068,28867,201,0.31191325735268643,-0.024445144239713203,-705.6579787678011,0.9654642908724912,1.0302219465577247,81,3724.015050125483,-729.5098359106581,28080,27879,201,0.30865526023171563,-0.029694368093945094,-827.8492880910952,0.9583256453577828,1.0184936181370863,81,3687.6045545467614,-851.7011452339523,0,988,567.9879957413672,690.1793050646613,-122.1913093232941,81,81,-0.015934098721290986,0.00638341161114643
h00_utc,full,60,all,28614,28473,141,0.3063604116180241,-0.039887190433327425,-1135.7079732081318,0.9429486651255415,0.9400542106586252,144,2048.9667536398506,-1200.5351142337727,27777,27637,140,0.30723305713355287,-0.035028934345896885,-968.0946585175523,0.9498819936322679,0.9450797249553422,143,1975.3947856252528,-1032.9217995431932,0,836,590.468776690598,422.855462000019,167.61331469057905,144,143,0.00015991102763411732,0.012946278549196739
h00_utc,full,60,1,14852,14808,44,0.2862641815235008,-0.05360098573444696,-793.7233967556906,0.925602213784932,0.8580473863001006,116,1894.4493424710415,-858.5505377813314,14414,14370,44,0.28649965205288797,-0.04808822720742999,-691.027824970769,0.9333236207445681,0.8622113270693975,115,1801.1699511393458,-755.8549659964098,0,438,304.735203535183,202.03963175026115,102.69557178492181,116,115,-0.000618690058892844,0.014364596208921323
h00_utc,full,60,-1,13762,13665,97,0.32813757775338454,-0.025026313681115357,-341.98457645244133,0.9629811916485859,1.0334045337113336,28,1221.3507704038611,-358.01657645244126,13363,13267,96,0.3296902087887239,-0.02088390996810009,-277.06683354678387,0.9690510998483567,1.039547427984344,28,1217.6136083802107,-293.0988335467838,0,398,285.7335731554151,220.81583024975785,64.91774290565724,28,28,-0.005155746745941374,0.016124785376809656
h00_utc,full,240,all,8776,8698,78,0.31030121867095883,0.056435619159595656,490.877015450163,1.0832093776823501,1.1575956461911556,58,1015.7255254684363,422.75880313593785,7201,7136,65,0.3193665919282511,0.09878477384589737,704.9281461643236,1.1472559431847413,1.2657525244292698,52,806.2361271049375,636.8099338500984,0,1562,1112.2044962800182,898.1533655658579,214.0511307141603,58,52,-0.02994938368764107,0.07147891089885754
h00_utc,full,240,1,4530,4472,58,0.3079159212880143,0.12881868572537813,576.077162563891,1.1866698632753303,1.241929471636773,50,1139.0307085587147,507.9589502496658,3683,3635,48,0.30894085281980743,0.163002788320949,592.5151355466496,1.235529611415075,1.318306894809164,44,924.1055533037751,524.3969232324245,0,837,570.4032885494972,553.9653155667388,16.437972982758467,50,44,-0.07236168701419889,0.07237650815164001
h00_utc,full,240,-1,4246,4226,20,0.31282536677709416,-0.020160943472249802,-85.20014711372767,0.9697144147908983,1.0676443306279921,8,825.0416112826802,-103.29097738895703,3518,3501,17,0.3301913738931734,0.03210882908245476,112.4130106176741,1.0494901219946835,1.2080698047852345,8,622.7310983200217,94.32218034244474,0,725,541.8012077305209,344.188049999119,197.6131577314018,8,8,-0.028097667507861617,0.10894515661407976
h00_utc,earlier,all,all,36573,36573,0,0.3153692614770459,0.05745986812487874,2101.47975693119,1.0822821916230054,1.0549792907120359,198,3463.5776343277003,2033.3615446169647,34859,34859,0,0.3148110961301242,0.062178726982855675,2167.488243895366,1.088887305910599,1.0706749940664249,194,3305.257121732737,2099.3700315811407,0,1714,1155.2328590417212,1089.2243720775461,66.00848696417492,198,194,-0.01032326670899954,0.012825237111099966
h00_utc,earlier,all,1,18391,18391,0,0.3125985536403676,0.10786601512911959,1983.7638842396382,1.153234156600815,1.1563030409042032,162,3101.1752944532573,1915.645671925413,17513,17513,0,0.3135385142465597,0.11503536556311743,2014.6143571068756,1.1636420426826557,1.170930374193286,158,2990.2372925891004,1946.4961447926503,0,878,634.8591388494325,604.008665982196,30.85047286723648,162,158,-0.01802459168008033,0.01962210200535027
h00_utc,earlier,all,-1,18182,18182,0,0.3181718182818172,0.006474308254952787,117.71587269155157,1.0093470207504043,0.9542291904260186,36,2781.047333662956,100.51702211683897,17346,17346,0,0.31609592989738267,0.008813206894297843,152.87388678849038,1.012661860617497,0.9712315382113852,36,2676.5581240712213,135.6750362137778,0,836,520.3737201922887,485.2157060953503,35.15801409693846,36,36,-0.014743619043297934,0.017053975873526066
h00_utc,earlier,30,all,21911,21911,0,0.3215279996348866,0.12872774208247342,2820.553556769075,1.1841217455552546,1.1435475142973315,132,1916.4738266586037,2765.1701883480227,21208,21208,0,0.31950207468879666,0.1323107286451828,2806.045933107037,1.1887378332323006,1.1450440124638077,132,1881.7909809102366,2750.6625646859848,0,703,451.5325953131958,466.0402189752342,-14.50762366203837,132,132,-0.011348293099419012,0.008367409921320115
h00_utc,earlier,30,1,10908,10908,0,0.30344701136780344,0.1124578047969657,1226.6897347253018,1.1568637391530707,1.0610860831487943,98,2080.779066330688,1171.3063663042494,10551,10551,0,0.3063216756705526,0.1280029759899378,1350.5593996698335,1.1796556564377574,1.0904098109206135,98,2006.5288227213232,1295.176031248781,0,357,302.6086211818087,178.73895623727674,123.86966494453196,98,98,-0.0009271755855817877,0.026634483296423535
h00_utc,earlier,30,-1,11003,11003,0,0.33945287648823047,0.14485720458454723,1593.8638220437733,1.2125474278570063,1.230991009934728,34,1424.4932493139283,1576.6649714690607,10657,10657,0,0.33255137468330676,0.13657563417821178,1455.486533437203,1.198027049437009,1.201453116765587,34,1404.2687330184822,1438.2876828624903,0,346,148.92397413138707,287.3012627379574,-138.37728860657032,34,34,-0.03427546936694293,0.004488173205581264
h00_utc,earlier,60,all,11165,11165,0,0.30353784146887597,-0.09893750427168868,-1104.6372351934042,0.858968282326423,0.8471337055004038,38,1426.1643903364863,-1142.6643299946275,10911,10911,0,0.3030886261570892,-0.1002962000073316,-1094.331838279995,0.857290939064921,0.8436625611165299,38,1394.6716849503293,-1132.3589330812183,0,254,164.2731222619747,153.9677253485652,10.305396913409457,38,38,-0.006597730867165477,0.007451032359788959
h00_utc,earlier,60,1,5734,5734,0,0.30711545169166377,-0.04347748469022134,-249.2998972137292,0.938079411686123,0.8819379936032484,36,1092.7107908304984,-287.3269920149525,5602,5602,0,0.30631917172438416,-0.04119267803486299,-230.76138235130247,0.9414791592076622,0.8834743086721515,36,1067.0899707707747,-268.7884771525258,0,132,82.88865166214465,64.35013679971813,18.538514862426517,36,36,-0.006748522330780654,0.01167882703079905
h00_utc,earlier,60,-1,5431,5431,0,0.29976063340084697,-0.15749168440060307,-855.3373379796752,0.7752909755933186,0.8116827394484044,2,1024.036651646532,-868.0291713130085,5309,5309,0,0.29967978903748355,-0.1626616040551313,-863.5704559286921,0.768171330791226,0.8032193107929051,2,1020.2994896228812,-876.2622892620254,0,122,81.38447059983002,89.61758854884711,-8.233117949017064,2,2,-0.0143237881242857,0.008456282801300724
h00_utc,earlier,240,all,3497,3497,0,0.31455533314269374,0.1102554862326337,385.5634353555201,1.161431300926563,1.1958541421530318,28,495.0839867129743,317.4452230412949,2740,2740,0,0.3251824817518248,0.1663409303169065,455.7741490683238,1.2465005086050442,1.3443324796496496,24,361.1577503245187,387.65593675409866,0,757,539.4271414665507,469.2164277537468,70.21071371280384,28,24,-0.07872459592356552,0.10714800587072805
h00_utc,earlier,240,1,1749,1749,0,0.3876500857632933,0.5753996836638459,1006.3740467280663,1.9150987309018666,1.9278469711846018,28,191.54254098355756,938.2558344138412,1360,1360,0,0.39926470588235297,0.6579531910208413,894.8163397883442,2.0522524401316584,2.14944660049771,24,167.75287611257056,826.698127474119,0,389,249.3618660054791,360.91957294520114,-111.55770693972204,28,24,-0.21736366632648393,0.09002506911806216
h00_utc,earlier,240,-1,1748,1748,0,0.2414187643020595,-0.3551548119980241,-620.8106113725462,0.5182517883456993,0.5953361866390637,0,620.8106113725456,-629.027621081284,1380,1380,0,0.25217391304347825,-0.3181465150145075,-439.04219072002036,0.560340844044046,0.6743570281614112,0,439.0421907200211,-446.85845126360044,0,368,290.06527546107156,108.2968548085457,181.76842065252586,0,0,0.0338621974030649,0.16821320910510767
h00_utc,later,all,all,58050,57607,443,0.2885934001076258,-0.08383464931250223,-4829.462642945316,0.8838412582129702,0.9537997729533904,319,5997.195162912137,-4964.1138072645645,55635,55206,429,0.2889178712458791,-0.08255923909140694,-4557.7653532802115,0.8856971566077974,0.9639278456611923,311,5739.976349273977,-4692.41651759946,0,2401,1701.9323805258487,1430.2350908607445,271.69728966510394,319,311,-0.0032140206475656085,0.012266031850738011
h00_utc,later,all,1,29372,29245,127,0.26103607454265687,-0.1259997518187371,-3684.8627419389663,0.8312768326533455,0.817200095765217,238,5730.812585529767,-3819.5139062582152,28210,28093,117,0.26091909016480974,-0.12464783432012257,-3501.7316095552032,0.8331985445330857,0.8244540795170195,230,5477.34057121458,-3636.382773874452,0,1152,846.2847525178782,663.1536201341165,183.13113238376172,238,230,-0.002624410140423517,0.01481993094449866
h00_utc,later,all,-1,28678,28362,316,0.31700867357732176,-0.04035681196693991,-1144.5999010063497,0.9420065398938304,1.1148082095070089,81,3619.7313416591724,-1168.4517581492066,27425,27113,312,0.31792866890421567,-0.038949350633460215,-1056.0337437250068,0.9440691461791335,1.1294646965359096,81,3288.0084280834835,-1079.8856008678638,0,1249,855.6476280079703,767.081470726628,88.56615728134224,81,81,-0.012244961893527037,0.017676766588648817
