symbol,tf,group,chg_3d,signal_time,conf,status,outcome,entry,tp,sl,atr,held_bars,gross,net_taker,in_distribution,png
DOGE_USDT_SWAP,15m,主流,0.0089,2026-07-27 11:45:00+00:00,0.324,closed,SL,0.07254,0.07150609263543369,0.07295356294582651,0.00020678147291326276,3,-0.0057,-0.0067,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/DOGE_USDT_SWAP_15m_0727_1145.png
DOGE_USDT_SWAP,15m,主流,0.0089,2026-07-27 14:00:00+00:00,0.348,closed,TP,0.07263,0.07113777420399585,0.07322689031840166,0.00029844515920083025,1,0.02055,0.01955,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/DOGE_USDT_SWAP_15m_0727_1400.png
DOGE_USDT_SWAP,15m,主流,0.0089,2026-07-27 18:15:00+00:00,0.315,closed,TP,0.07183,0.07025860656923712,0.07245855737230515,0.0003142786861525766,18,0.02188,0.02088,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/DOGE_USDT_SWAP_15m_0727_1815.png
DOGE_USDT_SWAP,15m,主流,0.0089,2026-07-27 21:15:00+00:00,0.35,closed,TP,0.07183,0.07051136201245507,0.07235745519501798,0.0002637275975089868,5,0.01836,0.01736,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/DOGE_USDT_SWAP_15m_0727_2115.png
ADA_USDT_SWAP,15m,主流,-0.0308,2026-07-26 13:00:00+00:00,0.354,closed,SL,0.1643,0.16200462658295406,0.1652181493668184,0.0004590746834091893,9,-0.00559,-0.00659,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ADA_USDT_SWAP_15m_0726_1300.png
ADA_USDT_SWAP,15m,主流,-0.0308,2026-07-26 17:15:00+00:00,0.337,closed,SL,0.1647,0.16198064868101492,0.16578774052759404,0.000543870263797017,18,-0.0066,-0.0076,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ADA_USDT_SWAP_15m_0726_1715.png
ADA_USDT_SWAP,15m,主流,-0.0308,2026-07-27 01:15:00+00:00,0.351,closed,SL,0.1645,0.16147165825650944,0.16571133669739624,0.000605668348698111,11,-0.00736,-0.00836,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ADA_USDT_SWAP_15m_0727_0115.png
ADA_USDT_SWAP,15m,主流,-0.0308,2026-07-27 07:30:00+00:00,0.338,closed,TP,0.165,0.16131542012496672,0.16647383195001333,0.0007369159750066597,27,0.02233,0.02133,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ADA_USDT_SWAP_15m_0727_0730.png
ADA_USDT_SWAP,15m,主流,-0.0308,2026-07-27 11:00:00+00:00,0.357,closed,TP,0.165,0.16223433097988438,0.16610626760804625,0.000553133804023124,12,0.01676,0.01576,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ADA_USDT_SWAP_15m_0727_1100.png
ADA_USDT_SWAP,15m,主流,-0.0308,2026-07-27 14:30:00+00:00,0.308,closed,TIMEOUT,0.1583,0.15200000279384646,0.1608199988824614,0.0012599994412307086,71,0.00695,0.00595,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ADA_USDT_SWAP_15m_0727_1430.png
AVAX_USDT_SWAP,15m,主流,0.0287,2026-07-27 07:30:00+00:00,0.364,closed,TP,6.672,6.569591837858475,6.71296326485661,0.02048163242830486,27,0.01535,0.01435,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/AVAX_USDT_SWAP_15m_0727_0730.png
AVAX_USDT_SWAP,15m,主流,0.0287,2026-07-27 13:00:00+00:00,0.339,closed,SL,6.63,6.511532054705419,6.677387178117832,0.023693589058916248,1,-0.00715,-0.00815,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/AVAX_USDT_SWAP_15m_0727_1300.png
AVAX_USDT_SWAP,15m,主流,0.0287,2026-07-27 15:00:00+00:00,0.337,closed,SL,6.537,6.339158042547825,6.6161367829808695,0.039568391490435,5,-0.01211,-0.01311,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/AVAX_USDT_SWAP_15m_0727_1500.png
AVAX_USDT_SWAP,15m,主流,0.0287,2026-07-27 21:15:00+00:00,0.337,closed,TP,6.58,6.449750723681569,6.632099710527372,0.026049855263686302,5,0.01979,0.01879,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/AVAX_USDT_SWAP_15m_0727_2115.png
LINK_USDT_SWAP,15m,主流,0.0001,2026-07-27 14:15:00+00:00,0.345,closed,TP,8.665,8.450231523918731,8.750907390432506,0.04295369521625365,33,0.02479,0.02379,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LINK_USDT_SWAP_15m_0727_1415.png
LINK_USDT_SWAP,15m,主流,0.0001,2026-07-27 21:15:00+00:00,0.317,closed,TP,8.587,8.429140975732555,8.650143609706978,0.03157180485348902,5,0.01838,0.01738,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LINK_USDT_SWAP_15m_0727_2115.png
LTC_USDT_SWAP,15m,主流,0.012,2026-07-25 14:00:00+00:00,0.334,closed,SL,45.83,45.36034842788438,46.01786062884624,0.09393031442312373,4,-0.0041,-0.0051,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LTC_USDT_SWAP_15m_0725_1400.png
LTC_USDT_SWAP,15m,主流,0.012,2026-07-27 01:30:00+00:00,0.328,closed,SL,47.24,46.47741720361079,47.545033118555686,0.15251655927784244,13,-0.00646,-0.00746,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LTC_USDT_SWAP_15m_0727_0130.png
LTC_USDT_SWAP,15m,主流,0.012,2026-07-27 08:00:00+00:00,0.373,closed,SL,47.07,46.39128508822297,47.34148596471081,0.13574298235540536,21,-0.00577,-0.00677,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LTC_USDT_SWAP_15m_0727_0800.png
LTC_USDT_SWAP,15m,主流,0.012,2026-07-27 14:15:00+00:00,0.353,closed,TP,46.84,46.08534401268626,47.141862394925504,0.15093119746274886,33,0.01611,0.01511,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LTC_USDT_SWAP_15m_0727_1415.png
LTC_USDT_SWAP,15m,主流,0.012,2026-07-27 22:00:00+00:00,0.352,open,RUNNING,46.47,45.819398330349316,46.73024066786027,0.13012033393013614,47,0.00086,-0.00014,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LTC_USDT_SWAP_15m_0727_2200.png
LTC_USDT_SWAP,15m,主流,0.012,2026-07-28 08:45:00+00:00,0.338,closed,SL,46.23,45.69401021830742,46.44439591267703,0.10719795633851556,2,-0.00464,-0.00564,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/LTC_USDT_SWAP_15m_0728_0845.png
SOON_USDT_SWAP,15m,榜单,0.4221,2026-07-25 16:30:00+00:00,0.308,closed,TIMEOUT,0.1709,0.16537298872191103,0.1731108045112356,0.001105402255617796,71,0.00176,0.00076,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOON_USDT_SWAP_15m_0725_1630.png
SOON_USDT_SWAP,15m,榜单,0.4221,2026-07-25 20:30:00+00:00,0.345,closed,SL,0.1696,0.1667914441948699,0.17072342232205204,0.0005617111610260166,35,-0.00662,-0.00762,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOON_USDT_SWAP_15m_0725_2030.png
SOON_USDT_SWAP,15m,榜单,0.4221,2026-07-26 03:30:00+00:00,0.3,closed,SL,0.1684,0.16535657288983013,0.16961737084406794,0.0006086854220339725,3,-0.00723,-0.00823,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOON_USDT_SWAP_15m_0726_0330.png
SOON_USDT_SWAP,15m,榜单,0.4221,2026-07-26 06:00:00+00:00,0.362,closed,SL,0.1689,0.16532181658332604,0.1703312733666696,0.0007156366833347936,10,-0.00847,-0.00947,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOON_USDT_SWAP_15m_0726_0600.png
SOON_USDT_SWAP,15m,榜单,0.4221,2026-07-27 03:30:00+00:00,0.317,closed,SL,0.1917,0.1707523291176912,0.20007906835292352,0.00418953417646176,4,-0.04371,-0.04471,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOON_USDT_SWAP_15m_0727_0330.png
SOON_USDT_SWAP,15m,榜单,0.4221,2026-07-28 06:15:00+00:00,0.338,closed,SL,0.2231,0.1870535319129169,0.2375185872348332,0.007209293617416615,2,-0.06463,-0.06563,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOON_USDT_SWAP_15m_0728_0615.png
PEOPLE_USDT_SWAP,15m,榜单,0.3341,2026-07-28 03:30:00+00:00,0.328,closed,SL,0.006592,0.005973766784548951,0.006839293286180419,0.0001236466430902098,9,-0.03751,-0.03851,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PEOPLE_USDT_SWAP_15m_0728_0330.png
BOME_USDT_SWAP,15m,榜单,0.3038,2026-07-25 13:45:00+00:00,0.372,closed,SL,0.0004246,0.0004182229166466191,0.00042715083334135236,1.27541667067618e-06,7,-0.00601,-0.00701,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/BOME_USDT_SWAP_15m_0725_1345.png
BOME_USDT_SWAP,15m,榜单,0.3038,2026-07-27 22:30:00+00:00,0.358,closed,SL,0.0005184,0.00048202122886142364,0.0005329515084554306,7.275754227715282e-06,12,-0.02807,-0.02907,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/BOME_USDT_SWAP_15m_0727_2230.png
KORU_USDT_SWAP,15m,榜单,-0.232,2026-07-27 01:00:00+00:00,0.388,closed,SL,19.02,17.35863648429904,19.68454540628038,0.3322727031401916,19,-0.03494,-0.03594,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KORU_USDT_SWAP_15m_0727_0100.png
KORU_USDT_SWAP,15m,榜单,-0.232,2026-07-27 11:15:00+00:00,0.36,closed,TP,19.28,18.3519480334736,19.651220786610562,0.18561039330527987,9,0.04814,0.04714,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KORU_USDT_SWAP_15m_0727_1115.png
KORU_USDT_SWAP,15m,榜单,-0.232,2026-07-27 13:15:00+00:00,0.356,closed,TP,19.03,18.02409858333436,19.432360566666258,0.20118028333312818,1,0.05286,0.05186,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KORU_USDT_SWAP_15m_0727_1315.png
ZAMA_USDT_SWAP,15m,榜单,0.2281,2026-07-26 01:45:00+00:00,0.339,closed,SL,0.05384,0.04912802500848374,0.0557247899966065,0.0009423949983032523,26,-0.03501,-0.03601,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ZAMA_USDT_SWAP_15m_0726_0145.png
ZAMA_USDT_SWAP,15m,榜单,0.2281,2026-07-26 11:00:00+00:00,0.315,closed,SL,0.05409,0.04768205278613751,0.056653178885545,0.0012815894427724973,39,-0.04739,-0.04839,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ZAMA_USDT_SWAP_15m_0726_1100.png
ZAMA_USDT_SWAP,15m,榜单,0.2281,2026-07-27 00:15:00+00:00,0.358,closed,SL,0.05407,0.048035082961508824,0.05648396681539647,0.001206983407698235,12,-0.04465,-0.04565,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ZAMA_USDT_SWAP_15m_0727_0015.png
ZAMA_USDT_SWAP,15m,榜单,0.2281,2026-07-28 01:15:00+00:00,0.359,closed,SL,0.05881,0.05300398621194602,0.061132405515221595,0.0011612027576107958,3,-0.03949,-0.04049,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ZAMA_USDT_SWAP_15m_0728_0115.png
ZAMA_USDT_SWAP,15m,榜单,0.2281,2026-07-28 10:00:00+00:00,0.385,closed,SL,0.06033,0.05401195571242366,0.06285721771503054,0.0012636088575152672,2,-0.04189,-0.04289,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/ZAMA_USDT_SWAP_15m_0728_1000.png
SLX_USDT_SWAP,15m,榜单,-0.2088,2026-07-25 19:00:00+00:00,0.309,closed,SL,0.1176,0.11143949374439895,0.12006420250224042,0.0012321012511202108,10,-0.02095,-0.02195,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SLX_USDT_SWAP_15m_0725_1900.png
SLX_USDT_SWAP,15m,榜单,-0.2088,2026-07-26 00:00:00+00:00,0.328,closed,TP,0.1166,0.11079575278878874,0.11892169888448449,0.00116084944224225,21,0.04978,0.04878,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SLX_USDT_SWAP_15m_0726_0000.png
SLX_USDT_SWAP,15m,榜单,-0.2088,2026-07-27 00:30:00+00:00,0.307,closed,TP,0.107,0.10296449064198822,0.10861420374320471,0.0008071018716023569,49,0.03772,0.03672,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SLX_USDT_SWAP_15m_0727_0030.png
KGEN_USDT_SWAP,15m,榜单,0.1918,2026-07-26 05:45:00+00:00,0.37,closed,SL,0.1773,0.17263599576625988,0.17916560169349607,0.000932800846748026,40,-0.01052,-0.01152,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KGEN_USDT_SWAP_15m_0726_0545.png
KGEN_USDT_SWAP,15m,榜单,0.1918,2026-07-27 06:45:00+00:00,0.309,closed,SL,0.1787,0.17331574082697856,0.18085370366920858,0.0010768518346042871,1,-0.01205,-0.01305,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KGEN_USDT_SWAP_15m_0727_0645.png
KGEN_USDT_SWAP,15m,榜单,0.1918,2026-07-27 08:45:00+00:00,0.392,closed,SL,0.1783,0.1719738302670679,0.18083046789317284,0.001265233946586419,7,-0.01419,-0.01519,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KGEN_USDT_SWAP_15m_0727_0845.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-25 13:45:00+00:00,0.32,closed,TIMEOUT,0.56299,0.49788590242405273,0.5890316390303789,0.013020819515189451,71,0.07696,0.07596,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0725_1345.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-25 17:00:00+00:00,0.352,closed,TP,0.5666,0.5046953530675072,0.5913618587729971,0.012380929386498552,65,0.10926,0.10826,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0725_1700.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-26 02:00:00+00:00,0.329,closed,TP,0.55197,0.5014031831931578,0.5721967267227368,0.010113363361368437,29,0.09161,0.09061,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0726_0200.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-27 05:15:00+00:00,0.372,closed,SL,0.48547,0.4378517599412221,0.5045172960235111,0.009523648011755583,16,-0.03923,-0.04023,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0727_0515.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-27 07:15:00+00:00,0.312,closed,SL,0.48848,0.4439530274715508,0.5062907890113797,0.008905394505689843,17,-0.03646,-0.03746,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0727_0715.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-27 10:15:00+00:00,0.352,closed,SL,0.48859,0.44817899640091347,0.5047544014396347,0.008082200719817316,5,-0.03308,-0.03408,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0727_1015.png
RE_USDT_SWAP,15m,榜单,-0.1881,2026-07-27 16:00:00+00:00,0.326,closed,TP,0.49496,0.459911916737508,0.5089792333049968,0.007009616652498403,19,0.07081,0.06981,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RE_USDT_SWAP_15m_0727_1600.png
KIOXIA_USDT_SWAP,15m,榜单,-0.184,2026-07-27 00:00:00+00:00,0.345,closed,TP,328.52,306.8719981669959,337.17920073320164,4.329600366600816,57,0.0659,0.0649,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KIOXIA_USDT_SWAP_15m_0727_0000.png
KIOXIA_USDT_SWAP,15m,榜单,-0.184,2026-07-27 11:00:00+00:00,0.346,closed,TP,328.0,311.9244001073662,334.4302399570535,3.2151199785267632,12,0.04901,0.04801,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KIOXIA_USDT_SWAP_15m_0727_1100.png
KIOXIA_USDT_SWAP,15m,榜单,-0.184,2026-07-27 14:00:00+00:00,0.326,closed,TP,314.12,291.7931982717366,323.05072069130534,4.4653603456526705,39,0.07108,0.07008,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KIOXIA_USDT_SWAP_15m_0727_1400.png
SOXL_USDT_SWAP,15m,榜单,-0.1775,2026-07-27 01:15:00+00:00,0.359,closed,SL,143.03,135.6322257966727,145.98910968133092,1.4795548406654566,3,-0.02069,-0.02169,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOXL_USDT_SWAP_15m_0727_0115.png
SOXL_USDT_SWAP,15m,榜单,-0.1775,2026-07-27 11:15:00+00:00,0.336,closed,TP,145.39,139.7825060754817,147.6329975698073,1.1214987849036533,8,0.03857,0.03757,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOXL_USDT_SWAP_15m_0727_1115.png
SOXL_USDT_SWAP,15m,榜单,-0.1775,2026-07-27 13:15:00+00:00,0.392,closed,TP,140.95,133.54277683015937,143.91288926793624,1.481444633968122,1,0.05255,0.05155,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/SOXL_USDT_SWAP_15m_0727_1315.png
KAITO_USDT_SWAP,15m,榜单,0.173,2026-07-25 10:30:00+00:00,0.378,closed,SL,0.9609,0.8941802565599453,0.9875878973760218,0.013343948688010946,36,-0.02777,-0.02877,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KAITO_USDT_SWAP_15m_0725_1030.png
KAITO_USDT_SWAP,15m,榜单,0.173,2026-07-27 10:00:00+00:00,0.347,closed,SL,1.1438,1.0627252244965177,1.176229910201393,0.016214955100696444,2,-0.02835,-0.02935,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KAITO_USDT_SWAP_15m_0727_1000.png
KAITO_USDT_SWAP,15m,榜单,0.173,2026-07-28 06:30:00+00:00,0.389,open,RUNNING,1.2271,1.1131690673480361,1.2726723730607856,0.022786186530392796,13,0.06837,0.06737,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/KAITO_USDT_SWAP_15m_0728_0630.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-25 11:00:00+00:00,0.309,closed,SL,0.38,0.36738118934399494,0.385047524262402,0.0025237621312010137,2,-0.01328,-0.01428,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0725_1100.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-25 15:00:00+00:00,0.34,closed,SL,0.3803,0.36592138110113437,0.3860514475595463,0.0028757237797731356,27,-0.01512,-0.01612,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0725_1500.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-25 18:00:00+00:00,0.313,closed,SL,0.3787,0.36658671205619553,0.3835453151775218,0.002422657588760895,12,-0.01279,-0.01379,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0725_1800.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-26 03:15:00+00:00,0.343,closed,TIMEOUT,0.3837,0.3637805188017934,0.39166779247928263,0.003983896239641318,71,0.00834,0.00734,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0726_0315.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-26 05:15:00+00:00,0.396,closed,TIMEOUT,0.3825,0.36395621564376274,0.3899175137424949,0.0037087568712474545,71,0.01412,0.01312,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0726_0515.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-27 00:00:00+00:00,0.37,closed,SL,0.3758,0.3670376878284246,0.3793049248686302,0.0017524624343150832,1,-0.00933,-0.01033,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0727_0000.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-27 02:00:00+00:00,0.307,closed,SL,0.3725,0.3623637510960467,0.3765544995615813,0.002027249780790663,3,-0.01088,-0.01188,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0727_0200.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-27 05:00:00+00:00,0.312,closed,SL,0.3765,0.3527564533960846,0.38599741864156617,0.0047487093207830835,42,-0.02523,-0.02623,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0727_0500.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-27 07:00:00+00:00,0.337,closed,SL,0.3745,0.3544572862106866,0.3825170855157254,0.004008542757862682,32,-0.02141,-0.02241,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0727_0700.png
PROS_USDT_SWAP,15m,榜单,0.1668,2026-07-27 09:45:00+00:00,0.324,closed,SL,0.375,0.3576153704638381,0.38195385181446473,0.0034769259072323783,21,-0.01854,-0.01954,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/PROS_USDT_SWAP_15m_0727_0945.png
RAM_USDT_SWAP,15m,榜单,-0.1661,2026-07-27 01:15:00+00:00,0.39,closed,SL,12.59,11.869481708315469,12.878207316673812,0.14410365833690636,3,-0.02289,-0.02389,True,/Users/zhangzc/fable-trading/analysis/output/movers_3d/RAM_USDT_SWAP_15m_0727_0115.png
