epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,74.1536,2.01161,15.9952,1.88244,0.11654,0.23288,0.08298,0.0312,0.65651,34.4461,0.63883,0.000664234,0.000664234,0.000664234
2,125.547,1.7553,2.38675,1.79204,0.00013,0.01712,1e-05,0,1.19322,7155.53,6.26661,0.00131992,0.00131992,0.00131992
3,173.596,1.64278,2.13388,1.67751,0.18472,0.27397,0.14586,0.05645,0.56565,7.19432,0.5795,0.00196461,0.00196461,0.00196461
4,222.63,1.64826,2.13118,1.72048,0.31925,0.35655,0.28424,0.12844,0.56834,3.66611,0.58706,0.0019505,0.0019505,0.0019505
5,271.704,1.45989,2.04036,1.56641,0.04948,0.0137,0.00503,0.00085,1.22891,273.252,1.68309,0.001934,0.001934,0.001934
6,319.601,1.43381,1.86339,1.5351,0.24446,0.17123,0.12605,0.03983,1.00805,2.15268,1.24691,0.0019175,0.0019175,0.0019175
7,367.515,1.35105,1.78334,1.46252,0.47165,0.5274,0.47235,0.2699,0.4227,5.36764,0.47806,0.001901,0.001901,0.001901
8,416.502,1.31977,1.82033,1.42736,0.44565,0.44521,0.42045,0.21875,0.48402,3.07206,0.47473,0.0018845,0.0018845,0.0018845
9,464.165,1.26269,1.75901,1.39276,0.52066,0.40411,0.45453,0.24929,0.41909,1.58691,0.4542,0.001868,0.001868,0.001868
10,512.073,1.27328,1.6875,1.37428,0.06738,0.06164,0.01665,0.00433,1.29419,3.79303,1.71909,0.0018515,0.0018515,0.0018515
11,559.781,1.22507,1.67359,1.36021,0.47137,0.43836,0.47568,0.23228,0.47028,1.25177,0.47049,0.001835,0.001835,0.001835
12,607.521,1.18751,1.58792,1.31561,0.40376,0.47603,0.44929,0.23026,0.41265,2.08638,0.42506,0.0018185,0.0018185,0.0018185
