outcome,direction,fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,-1,2023H1,4,-67.94051984846726,-69.3275305016161,-271.76207939386904,0.0,False,0.0,4,0
hard_stop,-1,2023H2,10,-49.185571130882664,-46.865328953034066,-491.85571130882664,0.0,False,0.0,10,0
hard_stop,-1,2024H1,6,-115.628320271323,-78.659754992616,-693.7699216279381,0.0,False,0.0,6,0
hard_stop,-1,2024H2,7,-91.56707247666023,-106.76312874698944,-640.9695073366216,0.0,False,0.0,7,0
hard_stop,1,2023H1,9,-81.63741298658347,-60.203785992154465,-734.7367168792513,0.0,False,0.0,9,0
hard_stop,1,2023H2,8,-64.0641428176844,-63.96913867049157,-512.5131425414752,0.0,False,0.0,8,0
hard_stop,1,2024H1,9,-120.00716648209195,-115.31182795698867,-1080.0644983388274,0.0,False,0.0,9,0
hard_stop,1,2024H2,10,-91.86157994777001,-94.3509111269236,-918.6157994777,0.0,False,0.0,10,0
transition_colour_exit,-1,2023H1,20,-30.282429595091656,-46.249902377478705,-605.6485919018331,0.42882144187373067,False,0.3,14,0
transition_colour_exit,-1,2023H2,29,-17.079365287773765,-26.828828582745583,-495.30159334543924,0.49067922454833585,False,0.2413793103448276,22,0
transition_colour_exit,-1,2024H1,21,-10.024758182527421,-28.593563227301537,-210.51992183307584,0.7589076103209956,False,0.38095238095238093,13,0
transition_colour_exit,-1,2024H2,24,14.316307747533193,-20.492503108750764,343.59138594079667,1.4185141830829546,False,0.4166666666666667,14,0
transition_colour_exit,1,2023H1,22,39.24809408564626,7.7698251139307795,863.4580698842177,2.4757158993996136,False,0.5,11,0
transition_colour_exit,1,2023H2,19,24.224847078434248,1.8272635522331888,460.2720944902507,2.165942511535948,False,0.5263157894736842,9,0
transition_colour_exit,1,2024H1,19,19.71059332199158,-11.669424174345338,374.50127311784007,1.6976718102508699,False,0.42105263157894735,11,0
transition_colour_exit,1,2024H2,34,23.53712711724156,-28.937361891225848,800.2623219862131,1.6091914505365155,False,0.38235294117647056,21,0
