symbol,manifest_path,manifest_sha256,frozen_end_exclusive,history_builder_path,history_builder_sha256,history_builder_commit,output_path,output_sha256,prefix_sha256,loader_path,loader_sha256,requested_end,effective_end,source_rows,source_start,source_end_close,bar_rows,bar_start,bar_end_close,partial_edge_rows_dropped,gap_count,holdout_price_rows_materialized,ready_rows,first_ready
HBAR,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/HBAR_USDT_SWAP_15m.csv,083b06cc78852a6c6b76abbc688efa8bed9d9093be7dd6ccbd54823cb4b79561,083b06cc78852a6c6b76abbc688efa8bed9d9093be7dd6ccbd54823cb4b79561,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,83401,2023-08-16T05:45:00+00:00,2026-01-01T00:00:00+00:00,5212,2023-08-16T08:00:00+00:00,2026-01-01T00:00:00+00:00,9,0,0,3673,2024-04-29 00:00:00+00:00
HYPE,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/HYPE_USDT_SWAP_15m.csv,236862c43933838c993b2d90a1d564c26ae99c24eacd430ba779e21410e487cc,236862c43933838c993b2d90a1d564c26ae99c24eacd430ba779e21410e487cc,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,30116,2025-02-21T07:00:00+00:00,2026-01-01T00:00:00+00:00,1882,2025-02-21T08:00:00+00:00,2026-01-01T00:00:00+00:00,4,0,0,343,2025-11-05 00:00:00+00:00
ICP,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ICP_USDT_SWAP_15m.csv,40b54302b2b75bab3cce91bb139d4415cf48d3f58b2b07d1e40008c2afe2b585,40b54302b2b75bab3cce91bb139d4415cf48d3f58b2b07d1e40008c2afe2b585,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140002,2022-01-03T15:30:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,2,0,0,7213,2022-09-17 00:00:00+00:00
INJ,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/INJ_USDT_SWAP_15m.csv,104e09f5840393d6e1c52fd1daa3defa58adb486448a493ef38c7061c9cc8c69,104e09f5840393d6e1c52fd1daa3defa58adb486448a493ef38c7061c9cc8c69,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,73201,2023-11-30T11:45:00+00:00,2026-01-01T00:00:00+00:00,4575,2023-11-30T12:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,3037,2024-08-13 00:00:00+00:00
JTO,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/JTO_USDT_SWAP_15m.csv,6c9df876e45b66624b0eecb0965507b26acd3f9e5c4422eeef44439657b1b124,6c9df876e45b66624b0eecb0965507b26acd3f9e5c4422eeef44439657b1b124,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,69477,2024-01-08T06:45:00+00:00,2026-01-01T00:00:00+00:00,4342,2024-01-08T08:00:00+00:00,2026-01-01T00:00:00+00:00,5,0,0,2803,2024-09-21 00:00:00+00:00
LINK,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/LINK_USDT_SWAP_15m.csv,16d752f2665a0948e0e50655ce52dade0a7307f76c594d499a1d349779ea372a,16d752f2665a0948e0e50655ce52dade0a7307f76c594d499a1d349779ea372a,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140001,2022-01-03T15:45:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,7213,2022-09-17 00:00:00+00:00
LTC,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/LTC_USDT_SWAP_15m.csv,ab4a3cd47c89ed8a72dedbae5e785503147792771391b7934ef0a5c76042bf7b,ab4a3cd47c89ed8a72dedbae5e785503147792771391b7934ef0a5c76042bf7b,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140001,2022-01-03T15:45:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,7213,2022-09-17 00:00:00+00:00
NEAR,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/NEAR_USDT_SWAP_15m.csv,efc6e6b3187cb4ecd36e81de92d55fff967f7271ed64e8e71105ae0b4dcd79f2,efc6e6b3187cb4ecd36e81de92d55fff967f7271ed64e8e71105ae0b4dcd79f2,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,140000,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,8750,2022-01-03T16:00:00+00:00,2026-01-01T00:00:00+00:00,0,0,0,7213,2022-09-17 00:00:00+00:00
OKB,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/OKB_USDT_SWAP_15m.csv,019dd37147d8f3ee4f513b8989f2076e727187c1c26b3dac973ad6ca1c5ffab2,019dd37147d8f3ee4f513b8989f2076e727187c1c26b3dac973ad6ca1c5ffab2,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,11416,2025-09-04T02:00:00+00:00,2026-01-01T00:00:00+00:00,713,2025-09-04T04:00:00+00:00,2026-01-01T00:00:00+00:00,8,0,0,0,
ONDO,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ONDO_USDT_SWAP_15m.csv,078f6c481c069a9d3019c28a68008a71ab7ce05329e7a2432a14f9b88571a561,078f6c481c069a9d3019c28a68008a71ab7ce05329e7a2432a14f9b88571a561,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,49206,2024-08-06T10:30:00+00:00,2026-01-01T00:00:00+00:00,3075,2024-08-06T12:00:00+00:00,2026-01-01T00:00:00+00:00,6,0,0,1537,2025-04-20 00:00:00+00:00
OP,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/OP_USDT_SWAP_15m.csv,b1f679dba0077a9657e2bc64b7693a63fa124c7738c53ff5d2f0accef2bd1648,b1f679dba0077a9657e2bc64b7693a63fa124c7738c53ff5d2f0accef2bd1648,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,125745,2022-06-01T03:45:00+00:00,2026-01-01T00:00:00+00:00,7859,2022-06-01T04:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,6319,2023-02-13 00:00:00+00:00
ORDI,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/ORDI_USDT_SWAP_15m.csv,dc798abb7f60f7310fe3447eed0a1991a0882c21271b439531a44e6de1219eaa,dc798abb7f60f7310fe3447eed0a1991a0882c21271b439531a44e6de1219eaa,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,91737,2023-05-21T09:45:00+00:00,2026-01-01T00:00:00+00:00,5733,2023-05-21T12:00:00+00:00,2026-01-01T00:00:00+00:00,9,0,0,4195,2024-02-02 00:00:00+00:00
PENGU,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/PENGU_USDT_SWAP_15m.csv,31b584149219d4ec55d877bfe5e496134c98b9db8d23c71aa2e34ba46650b9fd,31b584149219d4ec55d877bfe5e496134c98b9db8d23c71aa2e34ba46650b9fd,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,36417,2024-12-17T15:45:00+00:00,2026-01-01T00:00:00+00:00,2276,2024-12-17T16:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,739,2025-08-31 00:00:00+00:00
PEPE,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/PEPE_USDT_SWAP_15m.csv,cb49c257921718d45774fd6e533de41c6ce0802a468b805c277b7e7987a61da3,cb49c257921718d45774fd6e533de41c6ce0802a468b805c277b7e7987a61da3,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,93489,2023-05-03T03:45:00+00:00,2026-01-01T00:00:00+00:00,5843,2023-05-03T04:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,4303,2024-01-15 00:00:00+00:00
PI,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/PI_USDT_SWAP_15m.csv,aeba171344de86ce733f02bff77e29e31f4494aa4e4e1d942eb8f2549f00802f,aeba171344de86ce733f02bff77e29e31f4494aa4e4e1d942eb8f2549f00802f,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,30204,2025-02-20T09:00:00+00:00,2026-01-01T00:00:00+00:00,1887,2025-02-20T12:00:00+00:00,2026-01-01T00:00:00+00:00,12,0,0,349,2025-11-04 00:00:00+00:00
POL,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/POL_USDT_SWAP_15m.csv,48594f4409386422b4b1c4a9642285b18bc49e55455124848a79f598cb55bbbb,48594f4409386422b4b1c4a9642285b18bc49e55455124848a79f598cb55bbbb,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,44510,2024-09-24T08:30:00+00:00,2026-01-01T00:00:00+00:00,2781,2024-09-24T12:00:00+00:00,2026-01-01T00:00:00+00:00,14,0,0,1243,2025-06-08 00:00:00+00:00
SAND,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/SAND_USDT_SWAP_15m.csv,8f9e3884f884ddab27c6efd367bc982830ed83eba3be116c2b59a622bd654b4f,8f9e3884f884ddab27c6efd367bc982830ed83eba3be116c2b59a622bd654b4f,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,139999,2022-01-03T16:15:00+00:00,2026-01-01T00:00:00+00:00,8749,2022-01-03T20:00:00+00:00,2026-01-01T00:00:00+00:00,15,0,0,7213,2022-09-17 00:00:00+00:00
SHIB,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/SHIB_USDT_SWAP_15m.csv,05d6f4bdaeaf9404a7f1ad3ad23d6f482e39a4e4dbcf4e1694cfecce270c6c9d,05d6f4bdaeaf9404a7f1ad3ad23d6f482e39a4e4dbcf4e1694cfecce270c6c9d,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,139999,2022-01-03T16:15:00+00:00,2026-01-01T00:00:00+00:00,8749,2022-01-03T20:00:00+00:00,2026-01-01T00:00:00+00:00,15,0,0,7213,2022-09-17 00:00:00+00:00
SOL,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/SOL_USDT_SWAP_15m.csv,f268fd17b8ab0d6ee91ad3d00845c652dc72304621482f68ee0ad3d4231593d6,f268fd17b8ab0d6ee91ad3d00845c652dc72304621482f68ee0ad3d4231593d6,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,139999,2022-01-03T16:15:00+00:00,2026-01-01T00:00:00+00:00,8749,2022-01-03T20:00:00+00:00,2026-01-01T00:00:00+00:00,15,0,0,7213,2022-09-17 00:00:00+00:00
SUI,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/SUI_USDT_SWAP_15m.csv,787d391925090afe496787af0dfe179981a75ff88b7a4611d9938009c099d815,787d391925090afe496787af0dfe179981a75ff88b7a4611d9938009c099d815,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,93297,2023-05-05T03:45:00+00:00,2026-01-01T00:00:00+00:00,5831,2023-05-05T04:00:00+00:00,2026-01-01T00:00:00+00:00,1,0,0,4291,2024-01-17 00:00:00+00:00
TIA,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/TIA_USDT_SWAP_15m.csv,59bb31cea15746835116e928185a76722a9aade07ee8b4a6b2023ee2ebd38484,59bb31cea15746835116e928185a76722a9aade07ee8b4a6b2023ee2ebd38484,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,76055,2023-10-31T18:15:00+00:00,2026-01-01T00:00:00+00:00,4753,2023-10-31T20:00:00+00:00,2026-01-01T00:00:00+00:00,7,0,0,3217,2024-07-14 00:00:00+00:00
TRUMP,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/TRUMP_USDT_SWAP_15m.csv,92a168bb18c25ff59ff23d2877ad92cdebafbd987379cd4ed597cbdad8aad788,92a168bb18c25ff59ff23d2877ad92cdebafbd987379cd4ed597cbdad8aad788,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,33290,2025-01-19T05:30:00+00:00,2026-01-01T00:00:00+00:00,2080,2025-01-19T08:00:00+00:00,2026-01-01T00:00:00+00:00,10,0,0,541,2025-10-03 00:00:00+00:00
TRX,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/manifest.json,4aef5c69d86ed87e71ae22fc7c56fd8dac37fe033cf1d1cc014f97af7490a49d,2026-01-01T00:00:00+00:00,/Users/zhangzc/fable-trading/yoyo/data/altcoin_history.py,95e993f40de6ee36dcf541399f2dade944b8e7aa0af85c1999ae924ed95e47ce,bf9aba98a974ea348d0504206bfd9d9166bf8392,/Users/zhangzc/fable-trading/data/altcoin_trends_20260909_v1/history_development/frozen_pool/TRX_USDT_SWAP_15m.csv,2114d734bf4d9806f06fffb3163444d6ea3275dac3a000cef4cdafae7eff7129,2114d734bf4d9806f06fffb3163444d6ea3275dac3a000cef4cdafae7eff7129,/Users/zhangzc/fable-trading/yoyo/evaluation/altseason_trend_data.py,3d9e7c0d10662feab3af18ffba2bf891c4d657096fd68c62758dc7f4b15fafaa,2026-01-01T00:00:00+00:00,2026-01-01T00:00:00+00:00,139998,2022-01-03T16:30:00+00:00,2026-01-01T00:00:00+00:00,8749,2022-01-03T20:00:00+00:00,2026-01-01T00:00:00+00:00,14,0,0,7213,2022-09-17 00:00:00+00:00
