timeframe,exit_rule,gate,period,metric,delta_mean,ci_low,ci_high,months,valid_reps,empty_baseline_months,empty_filtered_months,delta_sum,sum_ci_low,sum_ci_high,weeks,p,p_holm
1h,rsi7,h1_sma240,later,net_r,0.004249930856430523,-0.11982844195054937,0.05543525686202778,8,2000,0,0,59.25373729705183,-5.767352582775481,112.3388344114014,34,0.4547545245475452,1.0
1h,rsi7,h1_sma240,later,net_bp,3.0862861664200665,-58.63409511817457,32.24103705560936,8,2000,0,0,26124.397954593092,-6945.9478691380955,56523.08890527763,34,0.4236576342365763,1.0
pooled,price,same_sma60,full,net_r,-0.025236264525513863,-0.06765206416153471,0.014115301508491683,20,2000,0,0,17.222682776206284,-431.433419011347,407.50279685731675,86,0.8464153584641536,
pooled,price,same_sma60,full,net_bp,-3.8208768958545853,-13.549828173560794,5.5139901880796085,20,2000,0,0,29877.97242869457,-78916.79806988889,127074.24029296878,86,0.7131286871312869,
pooled,price,same_sma60,earlier,net_r,-0.03135459637521423,-0.10315798519640212,0.030690965612703,13,2000,0,0,-168.71154981161823,-530.6098777832269,143.9112103225293,53,0.7707229277072293,
pooled,price,same_sma60,earlier,net_bp,-3.8764813004337846,-19.865593292484544,11.523294101020088,13,2000,0,0,-12195.870267294911,-103555.6984389405,71865.60437310825,53,0.6548345165483451,
pooled,price,same_sma60,later,net_r,-0.03620947913672706,-0.08082478108277605,-0.005493314957449677,8,2000,0,0,191.08981630976746,53.754962015008545,347.56555602936515,34,0.928007199280072,
pooled,price,same_sma60,later,net_bp,-7.46642237337624,-19.782074454181423,-0.54497355854632,8,2000,0,0,42505.03928968561,-2352.9379158115707,86647.34520419437,34,0.7714228577142286,
pooled,price,same_sma120,full,net_r,-0.030681309247400465,-0.0778707234938979,0.013800950312694293,20,2000,0,0,-15.986482095927158,-336.9184997791396,294.7194617970047,86,0.8776122387761224,
pooled,price,same_sma120,full,net_bp,-5.70591518090837,-17.223366900220917,5.008469483774587,20,2000,0,0,17896.0392407334,-75725.1464407832,99837.24188549256,86,0.7791220877912208,
pooled,price,same_sma120,earlier,net_r,0.005217652043678168,-0.050225241703414296,0.053136640870652625,13,2000,0,0,-25.634927320265888,-251.27275289907945,198.77529965025238,53,0.43145685431456854,
pooled,price,same_sma120,earlier,net_bp,3.6185859784468626,-10.118165319542474,17.9105642027497,13,2000,0,0,16776.53685291586,-59842.73794400782,86039.27821879783,53,0.33066693330666935,
pooled,price,same_sma120,later,net_r,-0.09574167805372724,-0.18373709240086786,-0.03392440511360627,8,2000,0,0,25.441479793631515,-169.32968003249485,220.43755414370344,34,0.9954004599540046,
pooled,price,same_sma120,later,net_bp,-21.186872203855252,-45.5582389118989,-7.726489082170374,8,2000,0,0,3952.2611215885263,-41810.976553400425,46596.21787986094,34,0.968003199680032,
pooled,price,same_sma240,full,net_r,-0.0013072048641301487,-0.04791280041197134,0.0417385847415795,20,2000,0,0,208.4947449416436,-87.68625292098892,523.4294200952896,86,0.5191480851914808,
pooled,price,same_sma240,full,net_bp,5.883363819840902,-6.006292384576895,17.18712848497559,20,2000,0,0,103893.56130426336,19895.138846163893,195045.22010312634,86,0.20067993200679932,
pooled,price,same_sma240,earlier,net_r,0.0322949107971866,-0.022384296486274623,0.08283276359803922,13,2000,0,0,74.67176521595042,-156.8434326397329,325.5902763811748,53,0.1553844615538446,
pooled,price,same_sma240,earlier,net_bp,14.989172274144721,-1.3675414699317503,31.040923002352624,13,2000,0,0,60298.82158193836,-13452.44848163475,137653.0790999372,53,0.05319468053194681,
pooled,price,same_sma240,later,net_r,-0.0717692275853915,-0.1517368304412702,-0.021928810232612384,8,2000,0,0,136.07572213702815,-33.11644382736984,313.87352544731357,34,0.9559044095590441,
pooled,price,same_sma240,later,net_bp,-10.655297473178386,-30.611672128427013,-1.1499929828883302,8,2000,0,0,44468.78785371035,-2298.2921312856206,92183.61415706134,34,0.8506149385061493,
pooled,price,h1_sma60,full,net_r,-0.014403785839274902,-0.05678277881000368,0.027779585047717884,20,2000,0,0,133.03380817933396,-248.107120891908,530.3613427053638,86,0.6972302769723028,
pooled,price,h1_sma60,full,net_bp,0.19243588626685337,-9.953259227035614,10.804576827792935,20,2000,0,0,68155.25908299995,-42936.29155005247,171797.86869933514,86,0.48095190480951905,
pooled,price,h1_sma60,earlier,net_r,0.003870412840215512,-0.04949879531253567,0.05833285577656798,13,2000,0,0,-40.35385165816177,-353.3602265198918,259.05494249093266,53,0.44985501449855014,
pooled,price,h1_sma60,earlier,net_bp,0.3239154841727703,-15.325154291681406,17.28034511610898,13,2000,0,0,4393.473294685449,-83538.55835761827,89398.44859724097,53,0.48195180481951805,
pooled,price,h1_sma60,later,net_r,-0.06109714254858528,-0.12334227883569786,-0.016533618840731786,8,2000,0,0,178.54324355943868,-10.298184502306212,381.8088408114689,34,0.923007699230077,
pooled,price,h1_sma60,later,net_bp,-4.865069101428354,-17.95696977832816,3.5388658637050674,8,2000,0,0,64192.98238201058,10936.99109384282,120994.03738232529,34,0.7008299170082992,
pooled,price,h1_sma120,full,net_r,-0.014377108717868528,-0.058268477262409885,0.014211787833756371,20,2000,0,0,167.78370109417733,-217.93899215616398,513.1947502892167,86,0.6913308669133087,
pooled,price,h1_sma120,full,net_bp,-4.731803727192098,-16.214518898071837,2.425342199724941,20,2000,0,0,44702.383046089584,-60742.198720984976,137973.1939499281,86,0.7349265073492651,
pooled,price,h1_sma120,earlier,net_r,0.010060996342870075,-0.030920178631689922,0.04420158461262431,13,2000,0,0,-22.641836078139022,-328.97518410867843,277.47912076646577,53,0.34966503349665035,
pooled,price,h1_sma120,earlier,net_bp,-0.4453965553333914,-11.145399839140502,7.286501401591414,13,2000,0,0,1830.4341831668353,-90619.09742141564,84783.35088903783,53,0.5147485251474853,
pooled,price,h1_sma120,later,net_r,-0.07807948192316327,-0.21176535867435267,-0.010967268473669467,8,2000,0,0,206.21857174160914,90.91286343385423,318.3297942278791,34,0.9307069293070693,
pooled,price,h1_sma120,later,net_bp,-16.49010030098888,-54.768832615429,-0.11279827233172157,8,2000,0,0,45704.70759669374,11828.548443807758,84673.39601896743,34,0.8989101089891011,
pooled,price,h1_sma240,full,net_r,0.022838748851075688,-0.0651973118778129,0.09741251517753201,20,2000,0,0,450.1635516028424,-45.33596552385767,903.755210535163,86,0.29417058294170584,
pooled,price,h1_sma240,full,net_bp,7.2402354156405835,-18.704474972331834,25.983876427171108,20,2000,0,0,133865.1627010298,8876.447970676605,262224.2793749609,86,0.23737626237376264,
pooled,price,h1_sma240,earlier,net_r,0.03757516933376732,-0.09942983195361073,0.14821675788851316,13,2000,0,0,45.964365732486954,-310.13088078411636,383.59076852536504,53,0.2666733326667333,
pooled,price,h1_sma240,earlier,net_bp,10.531406306373992,-24.201240904897467,35.75944702902379,13,2000,0,0,38855.879062756416,-54468.95734255381,136680.27833394296,53,0.23587641235876414,
pooled,price,h1_sma240,later,net_r,-0.02997984234564477,-0.16780101658927693,0.040857752215569025,8,2000,0,0,406.5830631339368,241.72661344201993,598.4356672598225,34,0.7162283771622838,
pooled,price,h1_sma240,later,net_bp,-3.528000361998359,-45.32888108435965,21.63878604778119,8,2000,0,0,95691.90225377772,37148.05422465599,167684.13924242737,34,0.6074392560743925,
pooled,rsi7,same_sma60,full,net_r,-0.025535229293958323,-0.0689112509247814,0.014075338851931083,20,2000,0,0,18.093721539547005,-438.1171340327878,415.8784449789904,86,0.846015398460154,
pooled,rsi7,same_sma60,full,net_bp,-4.039865290137023,-14.08583211514594,6.033119920253748,20,2000,0,0,28677.470609166194,-84959.46959040266,135865.89713436988,86,0.7163283671632836,
pooled,rsi7,same_sma60,earlier,net_r,-0.03167607773985055,-0.10319197897900312,0.03033363925662352,13,2000,0,0,-168.71154981161823,-530.6098777832269,143.91121032252923,53,0.7741225877412259,
pooled,rsi7,same_sma60,earlier,net_bp,-3.916180595401505,-19.89269913395642,11.33739862404713,13,2000,0,0,-12195.870267294918,-103555.69843894056,71865.60437310825,53,0.6563343665633437,
pooled,rsi7,same_sma60,later,net_r,-0.03648556930343133,-0.08340879546864977,0.0014349267669704915,8,2000,0,0,191.9608550731084,35.00121362845948,377.5440836918413,34,0.9153084691530847,
pooled,rsi7,same_sma60,later,net_bp,-7.898619322213413,-21.550758589777303,1.8481805858157243,8,2000,0,0,41304.53747015714,-12812.685941507867,99277.07350388946,34,0.7674232576742326,
pooled,rsi7,same_sma120,full,net_r,-0.03050893341459532,-0.07833578635141784,0.014518176457160756,20,2000,0,0,-11.677237992647179,-349.9000113326366,314.8454772165636,86,0.8724127587241276,
pooled,rsi7,same_sma120,full,net_bp,-5.4556912663990325,-16.760578293549138,5.205569159974671,20,2000,0,0,20058.757668916427,-77988.95082786998,109469.50831168858,86,0.7636236376362364,
pooled,rsi7,same_sma120,earlier,net_r,0.004910066263889165,-0.05019713293964959,0.05275406375309538,13,2000,0,0,-25.634927320265916,-251.27275289907945,198.77529965025238,53,0.43385661433856615,
pooled,rsi7,same_sma120,earlier,net_bp,3.5806026302875247,-10.001149264449966,17.725857555442676,13,2000,0,0,16776.536852915848,-59842.737944007764,86039.27821879784,53,0.33196680331966805,
pooled,rsi7,same_sma120,later,net_r,-0.09496855891472639,-0.18617997369111391,-0.03084133084003887,8,2000,0,0,29.75072389691195,-186.13521782252138,245.9106560116078,34,0.9934006599340066,
pooled,rsi7,same_sma120,later,net_bp,-20.57683285687731,-44.356398961872635,-6.754938544577445,8,2000,0,0,6114.979549771466,-48224.38862708667,57367.657351694645,34,0.9547045295470453,
pooled,rsi7,same_sma240,full,net_r,-0.00015921638369531532,-0.0465889306315352,0.04368380960848505,20,2000,0,0,219.83834018996185,-91.86120668097212,556.9444807270662,86,0.5010498950104989,
pooled,rsi7,same_sma240,full,net_bp,6.657181352874872,-5.19902459774673,18.16697488470784,20,2000,0,0,109708.67767140787,21459.476259297757,203705.8520992517,86,0.1740825917408259,
pooled,rsi7,same_sma240,earlier,net_r,0.031960963848943535,-0.022233497678131604,0.08176254886574039,13,2000,0,0,74.67176521595042,-156.8434326397329,325.5902763811748,53,0.15678432156784322,
pooled,rsi7,same_sma240,earlier,net_bp,14.94793362127018,-1.2760601602878767,30.81595870268153,13,2000,0,0,60298.82158193835,-13452.448481634805,137653.0790999372,53,0.052594740525947405,
pooled,rsi7,same_sma240,later,net_r,-0.06875774344085356,-0.15053632655712013,-0.017105330803520898,8,2000,0,0,147.41931738534686,-42.07155333004108,354.71597649374803,34,0.945005499450055,
pooled,rsi7,same_sma240,later,net_bp,-8.855487319006023,-28.047339678251692,1.0105348524661617,8,2000,0,0,50283.904220854834,-2637.459678456129,104322.80695263055,34,0.7958204179582041,
pooled,rsi7,h1_sma60,full,net_r,-0.012226411970800141,-0.05549330991387191,0.031306579387984146,20,2000,0,0,151.43760077697095,-242.76843018816086,575.1593719609723,86,0.6681331866813318,
pooled,rsi7,h1_sma60,full,net_bp,1.2106076542784194,-8.985121386208334,11.82179603305909,20,2000,0,0,75546.46679036258,-41023.37264978047,183886.5182023487,86,0.4193580641935806,
pooled,rsi7,h1_sma60,earlier,net_r,0.005386317333920879,-0.047761220001248654,0.05973856550728977,13,2000,0,0,-33.293654308843145,-338.1928605635304,260.094591952212,53,0.4313568643135686,
pooled,rsi7,h1_sma60,earlier,net_bp,0.700627317297057,-14.694048977596733,17.35184943372235,13,2000,0,0,5969.564634903516,-82148.6890211283,89725.82690684205,53,0.46485351464853514,
pooled,rsi7,h1_sma60,later,net_r,-0.05807640147820259,-0.12127533778718169,-0.008391775602022027,8,2000,0,0,189.88683880775716,-16.99054725391534,425.0946303476675,34,0.9045095490450955,
pooled,rsi7,h1_sma60,later,net_bp,-3.0525144296874203,-16.13806606740185,6.127998239926146,8,2000,0,0,70008.09874915509,11359.803787411169,132560.07985875432,34,0.6248375162483751,
pooled,rsi7,h1_sma120,full,net_r,-0.01176829698600497,-0.05557478099156235,0.017485657626998066,20,2000,0,0,188.76427811863482,-193.76312970577285,531.4649979566112,86,0.6558344165583442,
pooled,rsi7,h1_sma120,full,net_bp,-3.474414692322405,-14.92327628909556,3.5037199331733095,20,2000,0,0,53379.20226424362,-54342.89663125178,145656.22925884716,86,0.6745325467453255,
pooled,rsi7,h1_sma120,earlier,net_r,0.012293625824145268,-0.028945804844270628,0.04743250151323322,13,2000,0,0,-13.004854301999899,-314.7829059777287,282.0147387621524,53,0.3224677532246775,
pooled,rsi7,h1_sma120,earlier,net_bp,0.2913241177861621,-10.674377341580326,8.461950534265462,13,2000,0,0,4692.137034176278,-87588.12228371976,86501.96377921499,53,0.47905209479052097,
pooled,rsi7,h1_sma120,later,net_r,-0.07494158220732255,-0.2047608531895735,-0.0099112860081865,8,2000,0,0,217.56216698992785,89.32713785336804,337.4199795998323,34,0.9205079492050795,
pooled,rsi7,h1_sma120,later,net_bp,-14.5455552592992,-50.093333601166904,0.8437252190536396,8,2000,0,0,51519.82396383822,18392.785686637286,89615.94125564082,34,0.8635136486351365,
pooled,rsi7,h1_sma240,full,net_r,0.02378075517851032,-0.0633787977820585,0.09838581236955098,20,2000,0,0,460.6839356154611,-42.24568283275929,915.5579229532709,86,0.2870712928707129,
pooled,rsi7,h1_sma240,full,net_bp,7.767254598861069,-18.51696267340732,27.233602664828307,20,2000,0,0,137622.67033125437,6680.8820617089905,268410.832218593,86,0.22567743225677434,
pooled,rsi7,h1_sma240,earlier,net_r,0.037751758079648076,-0.09970206884132837,0.14784221989577054,13,2000,0,0,48.54115015930745,-308.15546768678354,385.81724501727837,53,0.2656734326567343,
pooled,rsi7,h1_sma240,earlier,net_bp,10.849509462482068,-24.109000731362514,36.19006491231003,13,2000,0,0,40141.49057354779,-53217.18217588779,137079.8869218853,53,0.22847715228477153,
pooled,rsi7,h1_sma240,later,net_r,-0.02814707403122446,-0.158447974574583,0.03991812171716485,8,2000,0,0,414.52666271973544,236.51453235340932,614.20264291819,34,0.7017298270172982,
pooled,rsi7,h1_sma240,later,net_bp,-2.743436811670506,-42.07330149503741,22.899388307647985,8,2000,0,0,98163.79837321088,33104.97376713604,170229.80324256647,34,0.5844415558444156,
