timeframe,exit_rule,gate,period,closed,wins,win_rate,mean_net_r,sum_net_r,mean_gross_r,mean_net_bp,mean_gross_bp,pf_r,realized_dd_r,gt5r,gt10r,gt10r_rate,matched,match_coverage,paired_actual_r,random_r,excess_r,random_bp,excess_bp,random_p_r,random_p_bp,random_weeks,cross_split_closed,censored_total,random_p_r_holm,random_p_bp_holm
1h,rsi7,same_sma120,earlier,923,292,0.3163596966413868,0.0059426790575721295,5.485092770139076,0.067004590068945,-25.188670044971005,-5.188670044970993,1.0088593893737923,145.5440510029619,25,4,0.004333694474539545,919,0.9956663055254604,0.008456028638446996,-0.15811558416172808,0.16657161280017507,-66.86351824612684,42.52339919007498,0.21247875212478753,0.30416958304169583,47,42,0,1.0,1.0
1h,rsi7,same_sma120,later,874,200,0.2288329519450801,-0.2725558368056056,-238.21380136809927,-0.20701770058947583,-114.97622530778806,-94.97622530778803,0.6445613493384088,365.0010646909151,22,6,0.006864988558352402,873,0.9988558352402745,-0.2724603620568387,-0.22804691328646326,-0.04441344877037538,-66.71769395339457,-48.16101313372671,0.6312368763123688,0.83001699830017,28,42,0,1.0,1.0
1h,rsi7,same_sma240,full,1789,527,0.29457797652319734,-0.047873349956272515,-85.64542307177153,0.017006114617252634,-34.99291637267929,-14.99291637267927,0.9316646377851386,306.9504310313074,50,11,0.006148686416992733,1786,0.9983230855226384,-0.04656109711713686,-0.046051816484191085,-0.0005092806329457792,-26.18652002604614,-8.38677606738059,0.49535046495350465,0.5645435456454354,70,47,1,1.0,1.0
1h,rsi7,same_sma240,earlier,892,291,0.32623318385650224,0.02325771274610849,20.745879769528774,0.08622537847312889,0.9176683810473856,20.91766838104739,1.0348840569633164,169.2059981020065,24,4,0.004484304932735426,884,0.9910313901345291,0.031356925407014145,-0.009977422694092013,0.04133434810110613,-11.5215654138325,15.29257607568486,0.41115888411158885,0.418958104189581,44,47,1,1.0,1.0
1h,rsi7,same_sma240,later,850,196,0.23058823529411765,-0.2408659108576042,-204.73602422896357,-0.17511336654985613,-100.44258922184441,-80.44258922184437,0.686712640260421,331.0885822842974,22,7,0.00823529411764706,847,0.9964705882352941,-0.23878243283163933,-0.19677735049326014,-0.0420050823383792,-64.43217847782478,-35.357408618638765,0.5921407859214078,0.7113288671132887,27,47,1,1.0,1.0
1h,rsi7,h1_sma60,full,1802,519,0.28801331853496115,-0.06405463054631604,-115.4264442444615,-0.00015601122643230434,-49.51217114617221,-29.51217114617219,0.9087467235026876,325.8892521807157,50,11,0.006104328523862375,1799,0.9983351831298557,-0.06319385937706634,-0.12941085653609707,0.06621699715903072,-66.19643211425377,16.683802650451387,0.26217378262173785,0.34666533346665335,77,45,0,1.0,1.0
1h,rsi7,h1_sma60,earlier,888,281,0.31644144144144143,-0.002850099971159766,-2.5308887743898723,0.05848501286013417,-32.84079394504049,-12.84079394504049,0.9957456473264569,153.59615652519514,23,4,0.0045045045045045045,879,0.9898648648648649,-0.0009000720782667026,-0.18814628580759316,0.18724621372932648,-82.11070572344656,49.55178852677131,0.1486851314868513,0.25817418258174185,48,45,0,1.0,1.0
1h,rsi7,h1_sma60,later,869,199,0.2289988492520138,-0.23974388440405867,-208.33743554712697,-0.17440940368705377,-94.88661930016787,-74.88661930016785,0.6871488441186749,332.26383145776794,23,7,0.00805523590333717,867,0.997698504027618,-0.23767233945299615,-0.12406740060045929,-0.11360493885253688,-67.1947649526332,-27.517743125486096,0.7776222377762224,0.7203279672032796,30,45,0,1.0,1.0
1h,rsi7,h1_sma120,full,1839,528,0.28711256117455136,-0.08043734604037771,-147.92427936825462,-0.01668347297519116,-56.4120504192226,-36.412050419222595,0.8856315196166158,373.0560055869522,50,10,0.005437737901033171,1838,0.9994562262098967,-0.08028747229367546,-0.1328999085371829,0.052612436243507456,-55.734537270671,-0.5993316569679973,0.3361663833616638,0.5163483651634837,74,42,0,1.0,1.0
1h,rsi7,h1_sma120,earlier,923,292,0.3163596966413868,0.0059426790575721295,5.485092770139076,0.067004590068945,-25.188670044971005,-5.188670044970993,1.0088593893737923,145.5440510029619,25,4,0.004333694474539545,919,0.9956663055254604,0.008456028638446996,-0.15811558416172808,0.16657161280017507,-66.86351824612684,42.52339919007498,0.21247875212478753,0.30416958304169583,47,42,0,1.0,1.0
1h,rsi7,h1_sma120,later,874,200,0.2288329519450801,-0.2725558368056056,-238.21380136809927,-0.20701770058947583,-114.97622530778806,-94.97622530778803,0.6445613493384088,365.0010646909151,22,6,0.006864988558352402,873,0.9988558352402745,-0.2724603620568387,-0.22804691328646326,-0.04441344877037538,-66.71769395339457,-48.16101313372671,0.6312368763123688,0.83001699830017,28,42,0,1.0,1.0
1h,rsi7,h1_sma240,full,1789,527,0.29457797652319734,-0.047873349956272515,-85.64542307177153,0.017006114617252634,-34.99291637267929,-14.99291637267927,0.9316646377851386,306.9504310313074,50,11,0.006148686416992733,1786,0.9983230855226384,-0.04656109711713686,-0.046051816484191085,-0.0005092806329457792,-26.18652002604614,-8.38677606738059,0.49535046495350465,0.5645435456454354,70,47,1,1.0,1.0
1h,rsi7,h1_sma240,earlier,892,291,0.32623318385650224,0.02325771274610849,20.745879769528774,0.08622537847312889,0.9176683810473856,20.91766838104739,1.0348840569633164,169.2059981020065,24,4,0.004484304932735426,884,0.9910313901345291,0.031356925407014145,-0.009977422694092013,0.04133434810110613,-11.5215654138325,15.29257607568486,0.41115888411158885,0.418958104189581,44,47,1,1.0,1.0
1h,rsi7,h1_sma240,later,850,196,0.23058823529411765,-0.2408659108576042,-204.73602422896357,-0.17511336654985613,-100.44258922184441,-80.44258922184437,0.686712640260421,331.0885822842974,22,7,0.00823529411764706,847,0.9964705882352941,-0.23878243283163933,-0.19677735049326014,-0.0420050823383792,-64.43217847782478,-35.357408618638765,0.5921407859214078,0.7113288671132887,27,47,1,1.0,1.0
pooled,price,none,full,9281,2693,0.2901626979851309,-0.09432648099873746,-875.4440701492823,0.012218116097474774,-27.24880018408883,-7.248800184088822,0.8705057059860726,1418.1939670540128,238,58,0.006249326581187372,9257,0.9974140717595087,-0.09459329778212436,-0.1658353155230131,0.07124201774088873,-34.626876936608376,7.347592205046509,0.1484851514848515,0.3317668233176682,86,52,6,,
pooled,price,none,earlier,4839,1598,0.330233519322174,0.04874114494425879,235.85840038526828,0.15497108034782664,-2.8404304145141905,17.15956958548582,1.0710860722285862,592.9667274801793,132,37,0.007646207894193015,4820,0.9960735689191982,0.049528824890658234,-0.15228386417814657,0.20181268906880478,-24.57383053053931,22.485437754113285,0.040995900409959006,0.21537846215378462,53,52,6,,
pooled,price,none,later,4390,1052,0.23963553530751708,-0.2763346545418438,-1213.1091334386942,-0.16917428384187774,-59.75021468805884,-39.75021468805882,0.6470346520169504,1361.9556498398956,102,21,0.004783599088838269,4367,0.9947608200455581,-0.27810735053947916,-0.20133135890256265,-0.07677599163691659,-49.125298596994895,-10.884556764044891,0.8723127687231277,0.7195280471952805,34,52,6,,
pooled,price,same_sma60,full,7178,2046,0.2850376149345222,-0.11956274552425132,-858.221387373076,-0.011062098124195605,-31.069677079943414,-11.069677079943407,0.8382501687583276,1201.096225012074,182,46,0.006408470325996099,7168,0.9986068542769574,-0.11940778922763462,-0.13516098290737683,0.01575319367974217,-28.2143365951163,-2.852828616369628,0.417958204179582,0.5473452654734526,86,46,3,,
pooled,price,same_sma60,earlier,3862,1243,0.3218539616778871,0.017386548569044556,67.14685057365007,0.12406176628142346,-6.716911714947975,13.283088285052031,1.0249714137477353,502.84231312270373,106,31,0.008026929052304505,3852,0.9974106680476437,0.01818955216474868,-0.11310685345044653,0.1312964056151952,-25.418749064400565,18.859557837435904,0.1650834916508349,0.2813718628137186,53,46,3,,
pooled,price,same_sma60,later,3270,763,0.23333333333333334,-0.31254413367857087,-1022.0193171289268,-0.2015780875228285,-67.21663706143508,-47.21663706143508,0.6088460383662383,1146.6425635945197,72,15,0.0045871559633027525,3262,0.9975535168195718,-0.3128012617629197,-0.1755462080057878,-0.1372550537571319,-35.43558890445634,-31.826231239148278,0.9506049395060494,0.9521047895210479,34,46,3,,
pooled,price,same_sma120,full,7131,2018,0.28298976300659096,-0.12500779024613792,-891.4305522452095,-0.015597987859550792,-32.9547153649972,-12.95471536499718,0.831364281498279,1332.6660949940187,179,44,0.006170242602720516,7124,0.9990183704950217,-0.12443532219819746,-0.18024880615988373,0.055813483961686255,-35.54617562536961,2.711603924589378,0.25717428257174285,0.44185581441855815,86,43,4,,
pooled,price,same_sma120,earlier,3896,1272,0.3264887063655031,0.05395879698793696,210.2234730650024,0.1621166990469498,0.7781555639326722,20.77815556393268,1.0778712876368102,527.1916871768565,115,33,0.008470225872689939,3892,0.9989733059548255,0.054601611154572474,-0.15405781702860877,0.20865942818318126,-32.0516503762452,33.05685775447702,0.0780921907809219,0.17838216178382163,53,43,4,,
pooled,price,same_sma120,later,3192,709,0.22211779448621555,-0.37207633259557105,-1187.6676536450627,-0.26081684026461727,-80.93708689191409,-60.93708689191408,0.5400963867623529,1301.314563963493,61,11,0.003446115288220551,3185,0.9978070175438597,-0.3713388812369897,-0.24635408898295366,-0.1249847922540361,-45.75854347960586,-35.015269671902196,0.9746025397460254,0.968003199680032,34,43,4,,
pooled,price,same_sma240,full,6974,2022,0.28993404072268425,-0.0956336858628676,-666.9493252076387,0.013022281702273366,-21.365436364247927,-1.3654363642479173,0.8697502042898487,1191.6583199641568,177,48,0.0068827071981646115,6967,0.9989962718669343,-0.09472605668024371,-0.11988073411933527,0.02515467743909157,-22.800089400791325,1.6836994988587644,0.3554644535546445,0.45895410458954106,86,48,3,,
pooled,price,same_sma240,earlier,3832,1274,0.3324634655532359,0.08103605574144539,310.5301656012187,0.18973157084100317,12.14874185963053,32.14874185963055,1.117807695904076,548.0340868827377,117,35,0.009133611691022964,3822,0.9973903966597077,0.08262827438962378,-0.08825254807983478,0.1708808224694586,-17.07491603278435,29.70379751474867,0.06329367063293671,0.17098290170982902,53,48,3,,
pooled,price,same_sma240,later,3094,707,0.22850678733031674,-0.3481038821272353,-1077.033411301666,-0.23913230970322483,-70.40551216123723,-50.40551216123721,0.5656318983181855,1201.1315170559678,56,13,0.004201680672268907,3087,0.997737556561086,-0.34662796339011515,-0.19300880938461948,-0.15361915400549564,-36.787495105623606,-33.16715013874539,0.9911008899110089,0.9615038496150385,34,48,3,,
pooled,price,h1_sma60,full,6828,1931,0.28280609256004685,-0.10873026683801236,-742.4102619699484,0.0002638553834300825,-27.056364297821975,-7.0563642978219665,0.8535141174724683,1175.6553681584478,173,48,0.007029876977152899,6822,0.9991212653778558,-0.10851218445314172,-0.1352322050254858,0.026720020572344086,-32.37634613869155,5.306798366189552,0.35636436356364365,0.38006199380061995,86,46,2,,
pooled,price,h1_sma60,earlier,3716,1189,0.319967707212056,0.0526115577844743,195.5045487271065,0.16175059996782976,-2.5165149303414203,17.483485069658585,1.0750229927507804,550.4064673387062,110,35,0.009418729817007535,3705,0.9970398277717977,0.0538607562701639,-0.08376647798470271,0.13762723425486661,-24.10809473268293,21.813058600248063,0.13978602139786023,0.2532746725327467,53,46,2,,
pooled,price,h1_sma60,later,3066,702,0.22896281800391388,-0.3374317970904291,-1034.5658898792556,-0.22827582824778556,-64.6152837894872,-44.61528378948717,0.5791248883590535,1150.9598939189152,59,13,0.0042400521852576645,3062,0.9986953685583823,-0.3373842270345357,-0.21231559376604991,-0.12506863326848572,-46.538012356393,-18.117903887400647,0.979002099790021,0.8723127687231277,34,46,2,,
pooled,price,h1_sma120,full,6510,1861,0.2858678955453149,-0.10870358971660599,-707.660369055105,-0.0001459850474116122,-31.980603911280927,-11.980603911280909,0.8529718242279388,1168.8594671919814,160,43,0.006605222734254993,6508,0.9996927803379416,-0.10850105790031614,-0.1816414696517194,0.0731404117514033,-38.54052255718529,6.601024984821108,0.22327767223277672,0.39276072392760725,81,43,1,,
pooled,price,h1_sma120,earlier,3626,1177,0.324600110314396,0.058802141287128865,213.21656430712926,0.16818719491784756,-3.285826969847582,16.714173030152427,1.0840556891936115,468.5932045473302,103,32,0.00882515168229454,3619,0.9980694980694981,0.0601975717689038,-0.14692037586855297,0.2071179476374568,-32.90242764754422,29.912305381385,0.07829217078292171,0.20467953204679531,53,43,1,,
pooled,price,h1_sma120,later,2841,647,0.22773671242520238,-0.3544141364650071,-1006.8905616970851,-0.24656408822317855,-76.24031498904772,-56.240314989047704,0.5569055919231156,1152.2828042652625,54,11,0.003871876099964801,2840,0.9996480112636396,-0.35441361141007255,-0.2644051642121815,-0.09000844719789101,-52.465060030803,-23.731639001568375,0.8057194280571943,0.8612138786121388,29,43,1,,
pooled,price,h1_sma240,full,5949,1726,0.290132795427803,-0.07148773214766177,-425.2805185464399,0.03671165122088446,-20.008564768448245,-0.008564768448236204,0.9027423991088015,925.1428695062673,166,45,0.007564296520423601,5946,0.9994957135653051,-0.07110548518766815,-0.10244177998367868,0.031336294796010536,-17.178055162359776,-2.696908046458841,0.37536246375362464,0.5429457054294571,76,51,1,,
pooled,price,h1_sma240,earlier,3265,1056,0.3234303215926493,0.08631631427802611,281.82276611775524,0.19492173633738993,7.6909758918598,27.690975891859814,1.1233605160938662,465.04573023404816,104,33,0.01010719754977029,3247,0.9944869831546708,0.08842334491715943,-0.09902834870517038,0.18745169362232977,-14.334739323919887,22.996164681416406,0.11798820117988201,0.287971202879712,50,51,1,,
pooled,price,h1_sma240,later,2633,628,0.23851120394986708,-0.3063144968874886,-806.5260703047575,-0.1981521144921785,-63.2782150500572,-43.27821505005718,0.612717629560952,961.4145483835002,58,12,0.004557538928978352,2630,0.9988606152677554,-0.3057181622373355,-0.1478686255291696,-0.15784953670816587,-27.895952948720442,-35.12956783414551,0.940905909409059,0.926907309269073,27,51,1,,
pooled,rsi7,none,full,9282,2693,0.29013143719026074,-0.09577324424197514,-888.9672530540133,0.010763990764205084,-27.427324549243888,-7.427324549243879,0.8685061214785433,1419.1032154947732,238,58,0.006248653307476837,9258,0.9974143503555268,-0.09604378272562716,-0.1651209482148078,0.06907716548918065,-34.814214509872805,7.355945907839811,0.15508449155084492,0.33466653334666535,86,52,5,,
pooled,rsi7,none,earlier,4839,1598,0.330233519322174,0.0474703557628612,229.70905153648533,0.15370029116642903,-2.997358436177785,17.002641563822223,1.0692327014955136,590.9729386603034,132,36,0.007439553626782393,4820,0.9960735689191982,0.04825302637431323,-0.1479108795323175,0.1961639059066307,-23.79637845358516,21.550439059559512,0.0453954604539546,0.22527747225277472,53,52,5,,
pooled,rsi7,none,later,4391,1052,0.2395809610567069,-0.2779510288077073,-1220.4829674946427,-0.17080636083907358,-59.94725113671179,-39.94725113671178,0.6448931145289416,1362.864898280656,102,22,0.00501024823502619,4368,0.9947620132088363,-0.27973183009657826,-0.204634627540418,-0.07509720255616027,-50.37694508109306,-9.830924795826347,0.8686131386861314,0.6935306469353064,34,52,5,,
pooled,rsi7,same_sma60,full,7179,2046,0.2849979105725031,-0.12130847353593346,-870.8735315144663,-0.012817617328241682,-31.46718983938091,-11.467189839380902,0.8358667886661346,1201.134434689494,182,45,0.0062682824905975765,7169,0.9986070483354228,-0.12115597396081397,-0.13431384501779695,0.013157871056982984,-28.20005390482385,-3.2651789049143116,0.43145685431456854,0.5562443755624438,86,46,2,,
pooled,rsi7,same_sma60,earlier,3862,1243,0.3218539616778871,0.015794278023010644,60.99750172486711,0.12246949573538955,-6.91353903157929,13.086460968420715,1.0226845166993965,500.84852430282785,106,30,0.007767995857068877,3852,0.9974106680476437,0.016593147998397954,-0.11176033050953636,0.1283534785079343,-25.10436215979692,18.3480331610695,0.1698830116988301,0.28647135286471354,53,46,2,,
pooled,rsi7,same_sma60,later,3271,763,0.23326199938856618,-0.3144365981111386,-1028.5221124215343,-0.2034927948073486,-67.8458704589252,-47.845870458925184,0.6063630022320187,1146.680773271939,72,15,0.0045857535921736475,3263,0.9975542647508407,-0.31469828720908716,-0.17526220237075552,-0.13943608483833164,-35.77313242193023,-32.119449983429824,0.9531046895310469,0.954904509549045,34,46,2,,
pooled,rsi7,same_sma120,full,7132,2018,0.28295008412787437,-0.12628217765657046,-900.6444910466605,-0.016882358461930487,-32.88301581564292,-12.883015815642914,0.8296224729460456,1329.2660993314987,179,44,0.0061693774537296695,7125,0.9990185081323611,-0.12571104198475927,-0.17951138522215562,0.05380034323739633,-35.5524265557718,2.7896079837397014,0.2626737326267373,0.43795620437956206,86,43,3,,
pooled,rsi7,same_sma120,earlier,3896,1272,0.3264887063655031,0.05238042202675036,204.07412421621942,0.1605383240857632,0.5832441941097395,20.583244194109746,1.0755934368050213,525.1978983569809,115,32,0.008213552361396304,3892,0.9989733059548255,0.05302161401973615,-0.15284791286828922,0.20586952688802537,-31.832340794476476,32.642436482875276,0.07879212078792121,0.1805819418058194,53,43,3,,
pooled,rsi7,same_sma120,later,3193,709,0.222048230504228,-0.37291958772243367,-1190.7322435977308,-0.26168297350451203,-80.5240839935891,-60.524083993589095,0.5389164998854801,1297.9145683009729,61,12,0.003758221108675227,3186,0.9978077043532728,-0.372184220556334,-0.2461622238002254,-0.12602199675610865,-46.03722471108899,-34.32272937556934,0.9757024297570243,0.9646035396460354,34,43,3,,
pooled,rsi7,same_sma240,full,6975,2022,0.2898924731182796,-0.09593246062567046,-669.1289128640515,0.012713407112926315,-20.770143196369016,-0.7701431963690025,0.869325523590445,1181.2239731565983,177,48,0.006881720430107527,6968,0.9989964157706093,-0.09502526184668061,-0.11685142783019513,0.021826165983514487,-21.8591869129011,1.3386524643975186,0.3732626737326267,0.46715328467153283,86,48,2,,
pooled,rsi7,same_sma240,earlier,3832,1274,0.3324634655532359,0.07943131961180473,304.38081675243575,0.18812683471136252,11.950575185092394,31.9505751850924,1.1154747804599905,546.0402980628621,117,34,0.008872651356993737,3822,0.9973903966597077,0.08101933957832524,-0.08393555268880258,0.16495489226712787,-15.48973576225716,27.91993208021569,0.06999300069993,0.18598140185981402,53,48,2,,
pooled,rsi7,same_sma240,later,3095,707,0.2284329563812601,-0.34670877224856084,-1073.0636501092958,-0.2377600631185745,-68.80273845571782,-48.80273845571781,0.5672395737793495,1190.6971702484095,56,14,0.004523424878836834,3088,0.9977382875605816,-0.34523016897438963,-0.19149268959398835,-0.15373747938040128,-36.62180956567251,-31.726574748752927,0.9901009899010099,0.9519048095190481,34,48,2,,
pooled,rsi7,h1_sma60,full,6829,1931,0.28276468004100164,-0.10799965621277528,-737.5296522770424,0.0009841007363282867,-26.21671689496547,-6.216716894965459,0.8544782136955263,1165.2210213508895,174,49,0.0071752818860740955,6823,0.9991213940547664,-0.10778096330740537,-0.13516910945785002,0.027388146150444635,-32.41245407064394,6.183294001143814,0.35336466353364665,0.36346365363463656,86,46,1,,
pooled,rsi7,h1_sma60,earlier,3716,1189,0.319967707212056,0.052856673096782075,196.4153972276422,0.1619957152801375,-2.2967311188807282,17.703268881119282,1.0753725221141515,548.4126785188305,111,35,0.009418729817007535,3705,0.9970398277717977,0.054106599320241,-0.08341058715619525,0.13751718647643624,-23.94631799747532,21.871718206035847,0.13928607139286073,0.25537446255374463,53,46,1,,
pooled,rsi7,h1_sma60,later,3067,702,0.22888816432996414,-0.33602743028590987,-1030.5961286868855,-0.22689459358914932,-62.99976556639921,-42.9997655663992,0.5807463567738194,1140.525547111357,59,14,0.004564721225953701,3063,0.9986957939354418,-0.3359780417849749,-0.2125803639498242,-0.12339767783515065,-46.8095061720762,-16.228768862881292,0.9767023297670233,0.8417158284171583,34,46,1,,
pooled,rsi7,h1_sma120,full,6511,1861,0.2858239901704807,-0.10754154122798011,-700.2029749353785,0.0010052589676695057,-30.901739241566293,-10.901739241566284,0.8545223764137597,1158.4251203844228,161,44,0.006757794501612655,6509,0.999692827522654,-0.10733868346835629,-0.18187855141665957,0.07453986794830332,-38.708250078011744,7.847942359415124,0.2186781321867813,0.37206279372062795,81,43,0,,
pooled,rsi7,h1_sma120,earlier,3626,1177,0.324600110314396,0.059763981587006465,216.70419723448543,0.16914903521772515,-2.706034318391623,17.293965681608388,1.0854306076494822,466.59941572745424,104,32,0.00882515168229454,3619,0.9980694980694981,0.061161272494893344,-0.1471748145896562,0.20833608708454956,-33.036580486015175,30.62737232711743,0.07829217078292171,0.20207979202079793,53,43,0,,
pooled,rsi7,h1_sma120,later,2842,647,0.22765657987332863,-0.35289261101502983,-1002.9208005047149,-0.24506706677419443,-74.49280639601099,-54.49280639601098,0.5586599544706515,1141.8484574577042,54,12,0.00422237860661506,2841,0.9996481351161154,-0.35289155058508825,-0.2645950930336396,-0.0882964575514487,-52.673548159335006,-21.77504252898367,0.7954204579542046,0.8355164483551645,29,43,0,,
pooled,rsi7,h1_sma240,full,5949,1726,0.290132795427803,-0.07199248906346482,-428.2833174385522,0.0362068943050814,-19.66006995038282,0.3399300496171874,0.9020556876243354,918.1085183612292,166,44,0.007396201042191965,5946,0.9994957135653051,-0.07161049677396353,-0.10298740181224082,0.03137690503827729,-17.34713036921612,-2.1791621916591417,0.37416258374162586,0.535046495350465,76,51,1,,
pooled,rsi7,h1_sma240,earlier,3265,1056,0.3234303215926493,0.08522211384250927,278.2502016957928,0.19382753590187307,7.852151026304283,27.852151026304295,1.1217967198223906,463.0519414141724,104,32,0.009800918836140888,3247,0.9944869831546708,0.08732307869542784,-0.10002750712606057,0.1873505858214884,-14.644354716580127,23.46784869556148,0.11638836116388361,0.28187181281871815,50,51,1,,
pooled,rsi7,h1_sma240,later,2633,628,0.23851120394986708,-0.30609810283893174,-805.9563047749073,-0.1979357204436217,-62.6906879483823,-42.69068794838228,0.6129912228806463,954.3801972384622,58,12,0.004557538928978352,2630,0.9988606152677554,-0.30550152135146086,-0.1478686255291696,-0.1576328958222913,-27.895952948720442,-34.541370549464915,0.938906109389061,0.9214078592140786,27,51,1,,
