epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,94.3078,1.1582,5.41103,1.32617,0.24897,0.51488,0.24453,0.14047,0.36334,10.9146,0.51299,0.0001,0.0001,0.0001
2,163.623,0.72452,1.96927,1.0638,0.26966,0.66741,0.29841,0.19468,0.31609,7.06424,0.47546,9.7525e-05,9.7525e-05,9.7525e-05
3,231.618,0.60666,1.92122,0.96811,0.37643,0.72967,0.37565,0.27255,0.25744,11.42,0.44199,9.505e-05,9.505e-05,9.505e-05
4,300.232,0.53069,1.72069,0.93601,0.32286,0.72292,0.35374,0.25097,0.24554,10.697,0.44623,9.2575e-05,9.2575e-05,9.2575e-05
5,368.145,0.48508,1.73082,0.91806,0.32079,0.75127,0.34933,0.27413,0.20798,12.1321,0.41183,9.01e-05,9.01e-05,9.01e-05
6,436.757,0.44262,1.73756,0.87712,0.33343,0.78988,0.35524,0.27888,0.1976,12.5432,0.40698,8.7625e-05,8.7625e-05,8.7625e-05
7,505.011,0.41685,1.62734,0.86998,0.33645,0.79108,0.3543,0.28227,0.18491,10.32,0.40825,8.515e-05,8.515e-05,8.515e-05
8,574.02,0.41874,1.54407,0.88182,0.35917,0.77699,0.37572,0.29533,0.19137,10.0896,0.41382,8.2675e-05,8.2675e-05,8.2675e-05
9,641.884,0.35855,1.56085,0.83837,0.31936,0.79522,0.35099,0.29332,0.16617,12.6302,0.40442,8.02e-05,8.02e-05,8.02e-05
10,710.322,0.35787,1.53681,0.85013,0.35142,0.8206,0.40725,0.33835,0.17357,13.2022,0.40035,7.7725e-05,7.7725e-05,7.7725e-05
11,778.725,0.34409,1.39639,0.84597,0.35734,0.7553,0.3938,0.32102,0.16819,11.29,0.40039,7.525e-05,7.525e-05,7.525e-05
12,847.01,0.32874,1.4117,0.8335,0.34178,0.77872,0.38408,0.31755,0.18928,10.6563,0.4234,7.2775e-05,7.2775e-05,7.2775e-05
13,915.017,0.31269,1.37773,0.81118,0.36351,0.80274,0.38756,0.31902,0.16508,14.1398,0.3955,7.03e-05,7.03e-05,7.03e-05
14,983.34,0.3086,1.43946,0.81428,0.33967,0.79379,0.37242,0.30473,0.16862,10.9621,0.4157,6.7825e-05,6.7825e-05,6.7825e-05
15,1051.35,0.27574,1.40027,0.78493,0.33472,0.79234,0.36024,0.29268,0.17026,10.3346,0.41959,6.535e-05,6.535e-05,6.535e-05
16,1119.44,0.27419,1.2859,0.805,0.33999,0.78783,0.39973,0.34178,0.15601,12.3988,0.41176,6.2875e-05,6.2875e-05,6.2875e-05
17,1187.03,0.2679,1.40315,0.79244,0.33716,0.72384,0.36003,0.28653,0.22444,12.4337,0.48182,6.04e-05,6.04e-05,6.04e-05
18,1255.26,0.24258,1.27715,0.78541,0.36131,0.77309,0.37763,0.3215,0.14947,13.2072,0.39767,5.7925e-05,5.7925e-05,5.7925e-05
19,1322.82,0.24794,1.19755,0.79455,0.32759,0.79998,0.37889,0.31404,0.15786,14.4317,0.41735,5.545e-05,5.545e-05,5.545e-05
20,1390.6,0.24058,1.17254,0.78918,0.34529,0.75098,0.37077,0.30485,0.15983,13.3439,0.41428,5.2975e-05,5.2975e-05,5.2975e-05
21,1458.26,0.23882,1.1297,0.78876,0.33335,0.83172,0.36176,0.30077,0.16576,18.2507,0.43988,5.05e-05,5.05e-05,5.05e-05
22,1526.04,0.22813,1.02116,0.78922,0.33806,0.75185,0.35925,0.30559,0.16453,18.7887,0.43609,4.8025e-05,4.8025e-05,4.8025e-05
23,1593.34,0.21895,1.10905,0.77448,0.35529,0.6639,0.36276,0.29082,0.18838,10.3329,0.45885,4.555e-05,4.555e-05,4.555e-05
24,1661.07,0.21993,0.94904,0.78448,0.35198,0.69748,0.37832,0.31843,0.18923,12.7357,0.46072,4.3075e-05,4.3075e-05,4.3075e-05
25,1728.79,0.21714,0.90447,0.78594,0.31614,0.73824,0.36054,0.30066,0.16822,16.8709,0.43921,4.06e-05,4.06e-05,4.06e-05
26,1796.64,0.20661,0.7555,0.78748,0.34639,0.74969,0.37494,0.31212,0.17771,14.6235,0.46394,3.8125e-05,3.8125e-05,3.8125e-05
27,1864.32,0.19401,0.78767,0.77413,0.34822,0.68342,0.35475,0.28453,0.20625,12.8057,0.4972,3.565e-05,3.565e-05,3.565e-05
