arm,signal_i,status,blocking_trade,symbol,asset,timeframe,signal_bar_open
v9_long,1705,closed,,SOLUSDT,SOL,4h,2024-10-14 04:00:00+00:00
v9_long,3261,closed,,SOLUSDT,SOL,4h,2025-06-30 12:00:00+00:00
v9_long,3316,closed,,SOLUSDT,SOL,4h,2025-07-09 16:00:00+00:00
v9_long,4812,closed,,SOLUSDT,SOL,4h,2026-03-16 00:00:00+00:00
v10_4,3316,closed,,SOLUSDT,SOL,4h,2025-07-09 16:00:00+00:00
box_htf,3324,closed,,SOLUSDT,SOL,4h,2025-07-11 00:00:00+00:00
box_any,3324,closed,,SOLUSDT,SOL,4h,2025-07-11 00:00:00+00:00
