epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,161.55,1.79095,1.66817,1.89825,0.61803,0.66488,0.63724,0.28912,1.43103,2.22682,1.65948,0.0001,0.0001,0.0001
