arm,group,label,n,win_rate,gross_win_rate,gross_r_sum,net_r_sum,net_r_mean,gross_bp_mean,mean_net_r_month_bootstrap_95,net_bp_mean,net_bp_sum,profit_factor_r,profit_factor_bp,max_closed_drawdown_r,longest_net_loss_streak,risk_pct_median,risk_pct_p10,risk_pct_p90,cost_r_mean,holding_hours_median,holding_hours_p95,wait_minutes_median,dual_touch,optimistic_dual_touch_net_r_sum,break_even_roundtrip_cost_bp,min_trade_net_r,max_trade_net_r,control_net_r_mean,control_net_bp_mean,matched_n,excess_net_r_mean
short_only,phase,all,194,0.25773195876288657,0.25773195876288657,6.0,-53.42928730197009,-0.2754086974328355,-1.71610285403421,"[-0.46921934543118465, -0.07701583626183121]",-21.71610285403421,-4212.923953682637,0.716399745654913,0.7583338910234431,62.23972122771739,14.0,0.008195413634430933,0.003425007844954079,0.01769075885474025,0.30633653248438186,8.25,96.9875,15.0,0.0,-53.42928730197009,-1.71610285403421,-2.685597911227186,2.947008446155757,-0.3882032394938915,-35.694114233741125,194.0,0.11279454206105599
short_only,phase,early_closed,127,0.2440944881889764,0.2440944881889764,-3.0,-40.90606204739877,-0.32209497675117144,2.9322287786552392,"[-0.5947050108838289, -0.057430707870412344]",-17.067771221344763,-2167.606945110785,0.6747084077816348,0.8128739555357554,44.30841969039194,14.0,0.008173019771791525,0.00343937572855296,0.018045915617483626,0.29847292950707693,7.0,92.175,15.0,0.0,-40.90606204739877,2.9322287786552392,-1.9738362989323845,2.947008446155757,-0.43054427259058864,-44.36418103509964,127.0,0.1084492958394172
short_only,phase,late,67,0.2835820895522388,0.2835820895522388,9.0,-12.523225254571322,-0.18691380976972122,-10.52711953092318,"[-0.45313389147013705, 0.16343359859070844]",-30.52711953092317,-2045.3170085718523,0.800090557679493,0.6503227003756165,24.890598519199507,12.0,0.00858957249187167,0.0029710024913824754,0.01722700608960657,0.3212421679786764,9.583333333333334,99.2333333333333,15.0,0.0,-12.523225254571322,-10.52711953092318,-2.685597911227186,2.891155462750909,-0.30794486332552556,-19.25980850579286,67.0,0.12103105355580435
short_only,phase,cross_split,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_only,phase,long,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short_only,phase,short,194,0.25773195876288657,0.25773195876288657,6.0,-53.42928730197009,-0.2754086974328355,-1.71610285403421,"[-0.46921934543118465, -0.07701583626183121]",-21.71610285403421,-4212.923953682637,0.716399745654913,0.7583338910234431,62.23972122771739,14.0,0.008195413634430933,0.003425007844954079,0.01769075885474025,0.30633653248438186,8.25,96.9875,15.0,0.0,-53.42928730197009,-1.71610285403421,-2.685597911227186,2.947008446155757,-0.3882032394938915,-35.694114233741125,194.0,0.11279454206105599
short_only,year,2023,17,0.058823529411764705,0.058823529411764705,-13.0,-17.18486758547184,-1.0108745638512846,-89.6525379340714,"[-1.2831760911190544, -0.6570365952556178]",-109.65253793407139,-1864.0931448792137,0.14398200827360466,0.22069361361188067,17.184867585471835,13.0,0.012103984228141764,0.004083535363261247,0.021963156526024687,0.24616868149834328,6.916666666666667,245.3999999999999,10.0,0.0,-17.18486758547184,-89.6525379340714,-1.7282827657379178,2.890490352757747,-0.6438157403218726,-96.72237010098668,17.0,-0.367058823529412
short_only,year,2024,63,0.23809523809523808,0.23809523809523808,-3.0,-20.857539672887693,-0.33107205829980463,-6.56195669483162,"[-0.6314262328728152, 1.8579667816365046e-05]",-26.561956694831625,-1673.4032717743924,0.662079585610041,0.7180944721632818,24.36711779518446,8.0,0.008469729352064097,0.003937173410989828,0.017858962935859896,0.28345301068075696,6.333333333333333,62.35833333333333,10.0,0.0,-20.857539672887693,-6.56195669483162,-1.9738362989323845,2.89333418043202,-0.41869110591885217,-41.08237585516256,63.0,0.08761904761904754
short_only,year,2025,67,0.2835820895522388,0.2835820895522388,9.0,-12.95026902143808,-0.19328759733489673,25.09912992877135,"[-0.5550723415592663, 0.17549717270579748]",5.099129928771349,341.6417052276804,0.7999068041773517,1.0673202713156302,24.1007774489593,12.0,0.006822424240779096,0.003419284000832087,0.017040911348039634,0.32761595554385187,8.416666666666666,91.09999999999998,20.0,0.0,-12.95026902143808,25.09912992877135,-1.9084707327056791,2.947008446155757,-0.35766163571707543,-26.254643336023168,67.0,0.1643740383821787
short_only,year,2026,47,0.3191489361702128,0.3191489361702128,13.0,-2.4366110221724826,-0.051842787705797505,-1.639771111844929,"[-0.3768919633110523, 0.3343606884515947]",-21.63977111184493,-1017.0692422567116,0.9418146317735719,0.7476207989132814,11.247044947919793,8.0,0.008827361563517893,0.0028581490111555924,0.01621454705799674,0.3284385323866486,9.583333333333334,103.67499999999997,10.0,0.0,-2.4366110221724826,-1.639771111844929,-2.685597911227186,2.891155462750909,-0.29841897043428495,-19.853767813621538,47.0,0.24657618272848744
short_only,month,2023-09,2,0.0,0.0,-2.0,-2.4753337812733625,-1.2376668906366812,-102.99986155849196,"[-1.2376668906366812, -1.2376668906366812]",-122.99986155849196,-245.99972311698392,0.0,0.0,2.4753337812733625,2.0,0.010299986155849195,0.006775089910074872,0.01382488240162352,0.23766689063668134,12.083333333333334,18.90833333333333,5.0,0.0,-2.4753337812733625,-102.99986155849196,-1.3393358538122226,-1.1359979274611398,-0.5576668906366786,-77.63422941913774,2.0,-0.6800000000000026
short_only,month,2023-10,5,0.2,0.2,-1.0,-2.4690484787369495,-0.4938096957473899,48.16164895264474,"[-0.4938096957473899, -0.4938096957473899]",28.161648952644736,140.80824476322368,0.5393169904418121,1.3637622296139424,3.780388351238564,3.0,0.007566848850106236,0.0041938160577622945,0.016711597454102507,0.2938096957473899,7.166666666666667,178.94999999999996,55.0,0.0,-2.4690484787369495,48.16164895264474,-1.5791504802561322,2.890490352757747,-0.8458096957473863,-89.61526594786483,5.0,0.35199999999999637
short_only,month,2023-11,5,0.0,0.0,-5.0,-6.506898856560018,-1.3013797713120037,-151.9091554984968,"[-1.3013797713120034, -1.3013797713120034]",-171.90915549849677,-859.5457774924839,0.0,0.0,6.506898856560018,5.0,0.011724996066877429,0.0034491795159976206,0.030649675341694806,0.3013797713120035,81.0,303.99999999999994,5.0,0.0,-6.506898856560018,-151.9091554984968,-1.7282827657379178,-1.0509049308018639,-0.6133797713120079,-114.69390260778091,5.0,-0.6879999999999957
short_only,month,2023-12,5,0.0,0.0,-5.0,-5.733586468901506,-1.1467172937803012,-159.87117780659392,"[-1.1467172937803014, -1.1467172937803014]",-179.87117780659392,-899.3558890329696,0.0,0.0,5.733586468901506,5.0,0.01545631470564674,0.009482116226093231,0.02267792921875624,0.14671729378030138,5.666666666666667,25.066666666666663,55.0,0.0,-5.733586468901506,-159.87117780659392,-1.2585915682967959,-1.0829618212954564,-0.5067172937803015,-93.49319802005384,5.0,-0.6399999999999997
short_only,month,2024-01,4,0.25,0.25,0.0,-0.8363184052987023,-0.20907960132467557,60.7636527005039,"[-0.20907960132467557, -0.20907960132467557]",40.76365270050389,163.05461080201556,0.7757650649558158,1.4297131968058463,2.566055675618362,2.0,0.013666624880464797,0.006895766043283272,0.01765752823089974,0.20907960132467557,18.708333333333332,172.68749999999991,185.0,0.0,-0.8363184052987023,60.7636527005039,-1.4336761805915834,2.89333418043202,-0.31907960132467506,-37.32974462158067,4.0,0.10999999999999949
short_only,month,2024-02,4,0.25,0.25,0.0,-0.957581619604984,-0.239395404901246,-51.56030094005707,"[-0.239395404901246, -0.239395404901246]",-71.56030094005708,-286.2412037602283,0.7379440878773623,0.3830403366548191,2.300057400117375,2.0,0.007791648635373367,0.005931326634042459,0.020725478437459824,0.23939540490124595,3.25,3.758333333333333,5.0,0.0,-0.957581619604984,-51.56030094005707,-1.3540544718439493,2.6965302523563404,-0.8593954049012489,-110.66806526789583,4.0,0.6200000000000029
short_only,month,2024-03,7,0.2857142857142857,0.2857142857142857,1.0,-0.5200085790872016,-0.07428693986960022,33.37245708171216,"[-0.07428693986960022, -0.07428693986960022]",13.372457081712165,93.60719957198515,0.9151257674633375,1.1546559180457763,2.6149749551185275,2.0,0.008877927007037264,0.006547792086212389,0.01692204258198163,0.21714408272674302,10.083333333333334,63.816666666666634,55.0,0.0,-0.5200085790872016,33.37245708171216,-1.3164467384142404,2.8853846683300355,-0.42857265415531437,-45.91948400790394,7.0,0.35428571428571415
short_only,month,2024-04,5,0.4,0.4,3.0,1.535271092748043,0.3070542185496086,18.623137711325565,"[0.3070542185496086, 0.3070542185496086]",-1.376862288674431,-6.884311443372155,1.4053559105283822,0.9785951090315095,3.787464430324487,3.0,0.006103837870951129,0.005534485610228685,0.010952972662283726,0.2929457814503914,3.75,9.733333333333333,5.0,0.0,1.535271092748043,18.623137711325565,-1.3696666666666666,2.6723372995344072,-0.06094578145039402,-3.4361458640537204,5.0,0.36800000000000266
short_only,month,2024-05,6,0.3333333333333333,0.3333333333333333,2.0,-0.5562283838528164,-0.09270473064213607,58.883622639388335,"[-0.09270473064213595, -0.09270473064213595]",38.88362263938833,233.30173583632995,0.9077385501715709,1.6111486022691943,4.844444017392422,3.0,0.007866046450204216,0.002390921585777953,0.015747598041571526,0.42603806397546923,4.708333333333333,47.166666666666664,20.0,0.0,-0.5562283838528164,58.883622639388335,-1.9738362989323845,2.88200367680853,-0.9527047306421267,-71.92522057589721,6.0,0.8599999999999907
short_only,month,2024-06,3,0.6666666666666666,0.6666666666666666,5.0,4.6018425174250925,1.5339475058083643,223.14960078765318,"[1.5339475058083643, 1.5339475058083643]",203.14960078765318,609.4488023629596,5.1344287839653795,4.095116129967158,1.1130540052527913,1.0,0.015140842904335094,0.01348497172789118,0.017180696803306965,0.1327191608583023,44.916666666666664,86.76666666666667,5.0,0.0,4.6018425174250925,223.14960078765318,-1.1130540052527913,2.8679069578466225,0.38728083914169814,60.11630272683473,3.0,1.146666666666666
short_only,month,2024-07,5,0.0,0.0,-5.0,-6.214150306289134,-1.2428300612578267,-93.30250416835237,"[-1.2428300612578265, -1.2428300612578265]",-113.30250416835236,-566.5125208417618,0.0,0.0,6.214150306289134,5.0,0.008583087332829866,0.006350996136824686,0.013139459815036914,0.24283006125782663,10.583333333333334,21.23333333333333,40.0,0.0,-6.214150306289134,-93.30250416835237,-1.3773286398197628,-1.1248787819636934,0.1171699387421726,19.876682843408066,5.0,-1.3599999999999992
short_only,month,2024-08,2,0.0,0.0,-2.0,-2.2575497200129213,-1.1287748600064607,-160.01020743522568,"[-1.1287748600064607, -1.1287748600064607]",-180.0102074352257,-360.0204148704514,0.0,0.0,2.2575497200129213,2.0,0.016001020743522568,0.013807050276986355,0.018194991210058784,0.1287748600064608,28.625,49.9625,125.0,0.0,-2.2575497200129213,-160.01020743522568,-1.1508459706730163,-1.1067037493399052,0.15122513999353954,31.38476948147209,2.0,-1.2800000000000002
short_only,month,2024-09,7,0.2857142857142857,0.2857142857142857,1.0,-1.1689652838901678,-0.16699504055573827,-11.764869615350504,"[-0.16699504055573827, -0.16699504055573827]",-31.764869615350506,-222.35408730745354,0.8182989247860051,0.6044958879961897,4.9820310160037256,4.0,0.008173019771791525,0.004239816430411432,0.013293740719989861,0.3098521834128812,12.666666666666666,51.58333333333331,30.0,0.0,-1.1689652838901678,-11.764869615350504,-1.4514217443249726,2.7703208798882635,-0.46985218341288165,-38.57043249201368,7.0,0.3028571428571434
short_only,month,2024-10,8,0.125,0.125,-4.0,-6.859226685256667,-0.8574033356570834,-68.79753751700014,"[-0.8574033356570833, -0.8574033356570833]",-88.79753751700014,-710.3803001360011,0.28299537740052527,0.20659066031771728,6.859226685256666,5.0,0.005408072548966949,0.0036722344739013135,0.020779749100130654,0.3574033356570833,4.916666666666667,17.674999999999997,5.0,0.0,-6.859226685256667,-68.79753751700014,-1.6527875647668395,2.7072760527435213,-0.6674033356570838,-82.74317387841454,8.0,-0.1899999999999996
short_only,month,2024-11,6,0.16666666666666666,0.16666666666666666,-2.0,-3.931197798674288,-0.6551996331123814,-86.64866999163021,"[-0.6551996331123813, -0.6551996331123813]",-106.64866999163023,-639.8920199497813,0.3689840583770668,0.09293560123503408,6.229950052550963,5.0,0.008984773319412375,0.0032345975408713083,0.019479348292469358,0.32186629977904796,2.8333333333333335,9.354166666666666,5.0,0.0,-3.931197798674288,-86.64866999163021,-1.5529236384053948,2.298752253876675,-0.6685329664457155,-86.88405907788658,6.0,0.013333333333334085
short_only,month,2024-12,6,0.16666666666666666,0.16666666666666666,-2.0,-3.6934265010939464,-0.6155710835156577,23.244872993561206,"[-0.6155710835156577, -0.6155710835156577]",3.2448729935612,19.4692379613672,0.4388340609089821,1.039129276532032,6.581701140088072,5.0,0.008907573175666055,0.0041984632791596775,0.015722578847730678,0.28223775018232444,6.0,24.104166666666668,5.0,0.0,-3.6934265010939464,23.244872993561206,-1.550782111284443,2.8882746389941256,-0.34223775018232633,-19.21484781801873,6.0,-0.2733333333333314
short_only,month,2025-01,5,0.4,0.4,3.0,1.0280219861137219,0.20560439722274437,5.911177180371617,"[0.20560439722274437, 0.20560439722274437]",-14.088822819628382,-70.44411409814191,1.253735701801313,0.7741426463018455,2.926154194211148,2.0,0.005798912489414083,0.0034274586648902713,0.01195523739196545,0.39439560277725555,8.416666666666666,37.48333333333333,25.0,0.0,1.0280219861137219,5.911177180371617,-1.5812619400771184,2.664608153638809,-0.37039560277725636,-0.6910727764468418,5.0,0.5760000000000007
short_only,month,2025-02,5,0.6,0.6,7.0,5.627808992914356,1.1255617985828712,175.21877276538623,"[1.1255617985828712, 1.1255617985828712]",155.21877276538618,776.0938638269309,2.9794640942468464,4.968375196574804,1.6848258289703315,1.0,0.011438455863292885,0.005761828670693745,0.012810466797526275,0.2744382014171286,71.08333333333333,153.29999999999998,25.0,0.0,5.627808992914356,175.21877276538623,-1.6848258289703317,2.8452782773308076,0.14156179858286919,21.302577632993152,5.0,0.984000000000002
short_only,month,2025-03,5,0.2,0.2,-1.0,-2.0472633385766574,-0.4094526677153315,-27.672894088185835,"[-0.4094526677153315, -0.4094526677153315]",-47.67289408818583,-238.36447044092915,0.5770950288872213,0.531874562159989,3.723497401702491,3.0,0.009694161443511486,0.007489854897145401,0.014373681241378996,0.20945266771533153,9.666666666666666,36.93333333333333,65.0,0.0,-2.0472633385766574,-27.672894088185835,-1.3099721536834716,2.793690252462358,-0.07345266771533113,-3.8901488785548044,5.0,-0.3360000000000004
short_only,month,2025-04,6,0.3333333333333333,0.3333333333333333,2.0,0.40783288562040454,0.06797214760340076,199.76612484202772,"[0.06797214760340087, 0.06797214760340087]",179.76612484202772,1078.5967490521664,1.0757934044307331,3.7471534457603823,3.902342094356875,3.0,0.011373449263112503,0.003891778393012837,0.02555294538273665,0.2653611857299325,10.375,94.0,22.5,0.0,0.40783288562040454,199.76612484202772,-1.5549557054854652,2.947008446155757,-0.7586945190632672,-104.17861866856124,6.0,0.826666666666668
short_only,month,2025-05,4,0.25,0.25,0.0,-0.8394081596407983,-0.20985203991019957,-63.555613107393405,"[-0.20985203991019946, -0.20985203991019946]",-83.5556131073934,-334.2224524295736,0.7649223961770817,0.37827358472101325,2.1960970508068245,2.0,0.012252905577324261,0.0059700790181807335,0.02286908691944114,0.2098520399101995,5.0,14.091666666666663,17.5,0.0,-0.8394081596407983,-63.555613107393405,-1.3746733926128571,2.7313622837788833,-0.4598520399101991,-62.571827953402185,4.0,0.2499999999999995
short_only,month,2025-06,8,0.375,0.375,4.0,1.428089012555948,0.1785111265694935,91.31941347290046,"[0.17851112656949353, 0.17851112656949353]",71.31941347290046,570.5553077832037,1.2066183385021794,2.4288666786717235,3.892558173319805,3.0,0.0063618621878696515,0.0042085742319477445,0.014003094028426658,0.32148887343050647,14.083333333333334,53.083333333333336,12.5,0.0,1.428089012555948,91.31941347290046,-1.577462571976972,2.874415249125347,-0.3564888734305064,-22.606381265721968,8.0,0.5349999999999999
