trade_id,side,entry_i,exit_i,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,risk_pct,gross_return,net_return,gross_r,net_r,reason,dual_touch,holding_bars,diamond_open_time,diamond_close_time,confirm_time,wait_bars
17,-1,40751,40898,2024-01-09 08:55:00+00:00,2024-01-09 21:10:00+00:00,46592.4,47162.0,44883.600000000006,47162.0,0.01222516977017708,-0.01222516977017708,-0.01422516977017708,-1.0,-1.16359691011236,stop,False,148,2024-01-09 00:00:00+00:00,2024-01-09 01:00:00+00:00,2024-01-09 08:55:00+00:00,95
18,-1,41425,41707,2024-01-11 17:05:00+00:00,2024-01-12 16:35:00+00:00,46170.3,47036.0,43573.20000000001,43573.20000000001,0.018750148905248547,0.056250446715745646,0.054250446715745644,3.0,2.89333418043202,target,False,283,2024-01-11 16:00:00+00:00,2024-01-11 17:00:00+00:00,2024-01-11 17:05:00+00:00,1
19,-1,45898,46063,2024-01-27 05:50:00+00:00,2024-01-27 19:35:00+00:00,41784.7,41977.4,41206.599999999984,41977.4,0.004611735874614497,-0.004611735874614497,-0.006611735874614497,-1.0,-1.4336761805915834,stop,False,166,2024-01-26 23:00:00+00:00,2024-01-27 00:00:00+00:00,2024-01-27 05:50:00+00:00,70
20,-1,46852,49239,2024-01-30 13:20:00+00:00,2024-02-07 20:15:00+00:00,43255.0,43908.5,41294.5,43908.5,0.015108079990752515,-0.015108079990752515,-0.017108079990752513,-1.0,-1.1323794950267787,stop,False,2388,2024-01-30 12:00:00+00:00,2024-01-30 13:00:00+00:00,2024-01-30 13:20:00+00:00,4
21,-1,50317,50354,2024-02-11 14:05:00+00:00,2024-02-11 17:10:00+00:00,48098.3,48370.0,47283.20000000001,48370.0,0.005648848296093564,-0.005648848296093564,-0.007648848296093564,-1.0,-1.3540544718439493,stop,False,38,2024-02-11 13:00:00+00:00,2024-02-11 14:00:00+00:00,2024-02-11 14:05:00+00:00,1
22,-1,50857,50896,2024-02-13 11:05:00+00:00,2024-02-13 14:20:00+00:00,49905.6,50234.5,48918.899999999994,48918.899999999994,0.006590442755923212,0.019771328267769638,0.017771328267769636,3.0,2.6965302523563404,target,False,40,2024-02-13 10:00:00+00:00,2024-02-13 11:00:00+00:00,2024-02-13 11:05:00+00:00,1
23,-1,52933,52978,2024-02-20 16:05:00+00:00,2024-02-20 19:50:00+00:00,51641.0,52105.4,50247.799999999996,52105.4,0.00899285451482352,-0.00899285451482352,-0.01099285451482352,-1.0,-1.2223987941429795,stop,False,46,2024-02-20 15:00:00+00:00,2024-02-20 16:00:00+00:00,2024-02-20 16:05:00+00:00,1
24,-1,55289,55321,2024-02-28 20:25:00+00:00,2024-02-28 23:05:00+00:00,60053.4,61600.0,55413.600000000006,61600.0,0.02575374583287538,-0.02575374583287538,-0.027753745832875383,-1.0,-1.0776586059743956,stop,False,33,2024-02-28 18:00:00+00:00,2024-02-28 19:00:00+00:00,2024-02-28 20:25:00+00:00,17
25,-1,56830,56950,2024-03-05 04:50:00+00:00,2024-03-05 14:50:00+00:00,67512.4,68631.1,64156.29999999996,68631.1,0.016570289309815852,-0.016570289309815852,-0.01857028930981585,-1.0,-1.1206979529811374,stop,False,121,2024-03-05 02:00:00+00:00,2024-03-05 03:00:00+00:00,2024-03-05 04:50:00+00:00,22
26,-1,58381,58510,2024-03-10 14:05:00+00:00,2024-03-11 00:50:00+00:00,69366.4,69864.4,67872.4,67872.4,0.007179268348941275,0.021537805046823823,0.01953780504682382,3.0,2.7214200803212845,target,False,130,2024-03-10 13:00:00+00:00,2024-03-10 14:00:00+00:00,2024-03-10 14:05:00+00:00,1
27,-1,58800,58810,2024-03-12 01:00:00+00:00,2024-03-12 01:50:00+00:00,72039.1,72494.4,70673.20000000004,72494.4,0.006320178902845653,-0.006320178902845653,-0.008320178902845653,-1.0,-1.3164467384142404,stop,False,11,2024-03-11 23:00:00+00:00,2024-03-12 00:00:00+00:00,2024-03-12 01:00:00+00:00,12
28,-1,59238,59299,2024-03-13 13:30:00+00:00,2024-03-13 18:35:00+00:00,72736.4,73223.7,71274.49999999999,73223.7,0.006699534208456879,-0.006699534208456879,-0.008699534208456879,-1.0,-1.298528216704287,stop,False,62,2024-03-13 12:00:00+00:00,2024-03-13 13:00:00+00:00,2024-03-13 13:30:00+00:00,6
29,-1,61429,61834,2024-03-21 04:05:00+00:00,2024-03-22 13:50:00+00:00,66608.7,67771.0,63121.79999999999,63121.79999999999,0.0174496724902303,0.0523490174706909,0.0503490174706909,3.0,2.8853846683300355,target,False,406,2024-03-21 03:00:00+00:00,2024-03-21 04:00:00+00:00,2024-03-21 04:05:00+00:00,1
30,-1,62627,62698,2024-03-25 07:55:00+00:00,2024-03-25 13:50:00+00:00,66817.4,67410.6,65037.79999999996,67410.6,0.008877927007037264,-0.008877927007037264,-0.010877927007037264,-1.0,-1.2252778152393753,stop,False,72,2024-03-25 06:00:00+00:00,2024-03-25 07:00:00+00:00,2024-03-25 07:55:00+00:00,11
31,-1,63623,64542,2024-03-28 18:55:00+00:00,2024-03-31 23:30:00+00:00,70499.9,71350.0,67949.59999999998,71350.0,0.012058173132160555,-0.012058173132160555,-0.014058173132160555,-1.0,-1.1658626043994813,stop,False,920,2024-03-28 16:00:00+00:00,2024-03-28 17:00:00+00:00,2024-03-28 18:55:00+00:00,23
32,-1,64573,64617,2024-04-01 02:05:00+00:00,2024-04-01 05:45:00+00:00,70846.8,71252.1,69630.9,69630.9,0.005720794728908051,0.017162384186724153,0.015162384186724153,3.0,2.6503982235381227,target,False,45,2024-04-01 01:00:00+00:00,2024-04-01 02:00:00+00:00,2024-04-01 02:05:00+00:00,1
33,-1,65673,65698,2024-04-04 21:45:00+00:00,2024-04-04 23:50:00+00:00,67650.7,68547.8,64959.39999999998,68547.8,0.01326076448580733,-0.01326076448580733,-0.01526076448580733,-1.0,-1.1508208672388798,stop,False,26,2024-04-04 20:00:00+00:00,2024-04-04 21:00:00+00:00,2024-04-04 21:45:00+00:00,9
34,-1,66505,66580,2024-04-07 19:05:00+00:00,2024-04-08 01:20:00+00:00,69333.9,69853.3,67775.69999999997,69853.3,0.007491284926998319,-0.007491284926998319,-0.00949128492699832,-1.0,-1.2669768964189405,stop,False,76,2024-04-07 18:00:00+00:00,2024-04-07 19:00:00+00:00,2024-04-07 19:05:00+00:00,1
35,-1,70928,71054,2024-04-23 03:40:00+00:00,2024-04-23 14:10:00+00:00,66540.0,66900.0,65460.0,66900.0,0.005410279531109108,-0.005410279531109108,-0.007410279531109108,-1.0,-1.3696666666666666,stop,False,127,2024-04-23 02:00:00+00:00,2024-04-23 03:00:00+00:00,2024-04-23 03:40:00+00:00,8
36,-1,72961,73004,2024-04-30 05:05:00+00:00,2024-04-30 08:40:00+00:00,63337.2,63723.8,62177.39999999998,62177.39999999998,0.006103837870951129,0.018311513612853388,0.016311513612853386,3.0,2.6723372995344072,target,False,44,2024-04-30 04:00:00+00:00,2024-04-30 05:00:00+00:00,2024-04-30 05:05:00+00:00,1
37,-1,74262,74294,2024-05-04 17:30:00+00:00,2024-05-04 20:10:00+00:00,63483.3,64171.9,61417.50000000001,64171.9,0.010846947149880338,-0.010846947149880338,-0.012846947149880338,-1.0,-1.18438367702585,stop,False,33,2024-05-04 13:00:00+00:00,2024-05-04 14:00:00+00:00,2024-05-04 17:30:00+00:00,42
38,-1,74761,75484,2024-05-06 11:05:00+00:00,2024-05-08 23:20:00+00:00,64184.1,65272.0,60920.399999999994,60920.399999999994,0.016949680684157004,0.05084904205247101,0.04884904205247101,3.0,2.88200367680853,target,False,724,2024-05-06 10:00:00+00:00,2024-05-06 11:00:00+00:00,2024-05-06 11:05:00+00:00,1
39,-1,76915,77006,2024-05-13 22:35:00+00:00,2024-05-14 06:10:00+00:00,62823.1,63130.0,61902.399999999994,61902.399999999994,0.004885145750528093,0.01465543725158428,0.01265543725158428,3.0,2.590595633756926,target,False,92,2024-05-13 21:00:00+00:00,2024-05-13 22:00:00+00:00,2024-05-13 22:35:00+00:00,7
40,-1,77582,77658,2024-05-16 06:10:00+00:00,2024-05-16 12:30:00+00:00,65731.6,66687.7,62863.30000000003,66687.7,0.014545515398986046,-0.014545515398986046,-0.016545515398986046,-1.0,-1.1374994247463668,stop,False,77,2024-05-16 00:00:00+00:00,2024-05-16 01:00:00+00:00,2024-05-16 06:10:00+00:00,62
41,-1,80965,80983,2024-05-28 00:05:00+00:00,2024-05-28 01:35:00+00:00,69388.7,69578.0,68820.79999999999,69578.0,0.0027281099083857016,-0.0027281099083857016,-0.004728109908385701,-1.0,-1.7331082937136706,stop,False,19,2024-05-27 23:00:00+00:00,2024-05-28 00:00:00+00:00,2024-05-28 00:05:00+00:00,1
42,-1,81805,81840,2024-05-30 22:05:00+00:00,2024-05-31 01:00:00+00:00,68412.0,68552.5,67990.5,68552.5,0.0020537332631702042,-0.0020537332631702042,-0.004053733263170205,-1.0,-1.9738362989323845,stop,False,36,2024-05-30 21:00:00+00:00,2024-05-30 22:00:00+00:00,2024-05-30 22:05:00+00:00,1
43,-1,82873,83151,2024-06-03 15:05:00+00:00,2024-06-04 14:15:00+00:00,68872.5,70090.9,65217.30000000002,70090.9,0.017690660278049934,-0.017690660278049934,-0.019690660278049936,-1.0,-1.1130540052527913,stop,False,279,2024-06-03 14:00:00+00:00,2024-06-03 15:00:00+00:00,2024-06-03 15:05:00+00:00,1
44,-1,85515,86053,2024-06-12 19:15:00+00:00,2024-06-14 16:05:00+00:00,68915.9,69816.7,66213.49999999999,66213.49999999999,0.013071003933780202,0.039213011801340604,0.0372130118013406,3.0,2.8469895648312615,target,False,539,2024-06-12 18:00:00+00:00,2024-06-12 19:00:00+00:00,2024-06-12 19:15:00+00:00,3
45,-1,87757,88853,2024-06-20 14:05:00+00:00,2024-06-24 09:25:00+00:00,65022.8,66007.3,62069.3,62069.3,0.015140842904335094,0.045422528713005283,0.04342252871300528,3.0,2.8679069578466225,target,False,1097,2024-06-20 13:00:00+00:00,2024-06-20 14:00:00+00:00,2024-06-20 14:05:00+00:00,1
46,-1,93505,93775,2024-07-10 13:05:00+00:00,2024-07-11 11:35:00+00:00,58060.0,58572.4,56522.799999999996,58572.4,0.008825353083017594,-0.008825353083017594,-0.010825353083017594,-1.0,-1.2266198282591718,stop,False,271,2024-07-10 12:00:00+00:00,2024-07-10 13:00:00+00:00,2024-07-10 13:05:00+00:00,1
47,-1,94651,94678,2024-07-14 12:35:00+00:00,2024-07-14 14:50:00+00:00,59722.1,60234.7,58184.3,60234.7,0.008583087332829866,-0.008583087332829866,-0.010583087332829866,-1.0,-1.2330163870464306,stop,False,28,2024-07-14 10:00:00+00:00,2024-07-14 11:00:00+00:00,2024-07-14 12:35:00+00:00,19
48,-1,95142,95268,2024-07-16 05:30:00+00:00,2024-07-16 16:00:00+00:00,63975.4,65000.0,60901.600000000006,65000.0,0.01601553096971646,-0.01601553096971646,-0.01801553096971646,-1.0,-1.1248787819636934,stop,False,127,2024-07-16 04:00:00+00:00,2024-07-16 05:00:00+00:00,2024-07-16 05:30:00+00:00,6
49,-1,96236,96425,2024-07-20 00:40:00+00:00,2024-07-20 16:25:00+00:00,66394.5,66920.8,64815.59999999999,66920.8,0.007926861411713363,-0.007926861411713363,-0.009926861411713363,-1.0,-1.2523066692000746,stop,False,190,2024-07-19 23:00:00+00:00,2024-07-20 00:00:00+00:00,2024-07-20 00:40:00+00:00,8
50,-1,96525,96537,2024-07-21 00:45:00+00:00,2024-07-21 01:45:00+00:00,66994.7,67349.8,65929.39999999998,67349.8,0.005300419286898901,-0.005300419286898901,-0.007300419286898901,-1.0,-1.3773286398197628,stop,False,13,2024-07-20 21:00:00+00:00,2024-07-20 22:00:00+00:00,2024-07-21 00:45:00+00:00,33
51,-1,102049,102676,2024-08-09 05:05:00+00:00,2024-08-11 09:20:00+00:00,60618.4,61754.6,57209.80000000001,61754.6,0.018743483826692837,-0.018743483826692837,-0.02074348382669284,-1.0,-1.1067037493399052,stop,False,628,2024-08-09 00:00:00+00:00,2024-08-09 01:00:00+00:00,2024-08-09 05:05:00+00:00,49
52,-1,105769,105827,2024-08-22 03:05:00+00:00,2024-08-22 07:55:00+00:00,60180.0,60977.9,57786.299999999996,60977.9,0.013258557660352301,-0.013258557660352301,-0.015258557660352301,-1.0,-1.1508459706730163,stop,False,59,2024-08-22 02:00:00+00:00,2024-08-22 03:00:00+00:00,2024-08-22 03:05:00+00:00,1
53,-1,111243,111269,2024-09-10 03:15:00+00:00,2024-09-10 05:25:00+00:00,56676.0,56927.1,55922.700000000004,56927.1,0.004430446749947042,-0.004430446749947042,-0.006430446749947042,-1.0,-1.4514217443249726,stop,False,27,2024-09-10 02:00:00+00:00,2024-09-10 03:00:00+00:00,2024-09-10 03:15:00+00:00,3
54,-1,112422,112573,2024-09-14 05:30:00+00:00,2024-09-14 18:05:00+00:00,60118.3,60356.0,59405.20000000001,59405.20000000001,0.003953870951108017,0.01186161285332405,0.00986161285332405,3.0,2.4941665965502673,target,False,152,2024-09-14 04:00:00+00:00,2024-09-14 05:00:00+00:00,2024-09-14 05:30:00+00:00,6
55,-1,113461,113724,2024-09-17 20:05:00+00:00,2024-09-18 18:00:00+00:00,59878.1,61086.0,56254.399999999994,61086.0,0.020172650768811994,-0.020172650768811994,-0.022172650768811995,-1.0,-1.0991441344482158,stop,False,264,2024-09-17 18:00:00+00:00,2024-09-17 19:00:00+00:00,2024-09-17 20:05:00+00:00,13
56,-1,114047,114130,2024-09-19 20:55:00+00:00,2024-09-20 03:50:00+00:00,63118.9,63653.5,61515.100000000006,63653.5,0.008469729352064097,-0.008469729352064097,-0.010469729352064097,-1.0,-1.236135054246166,stop,False,84,2024-09-19 19:00:00+00:00,2024-09-19 20:00:00+00:00,2024-09-19 20:55:00+00:00,11
57,-1,115033,115343,2024-09-23 07:05:00+00:00,2024-09-24 08:55:00+00:00,63623.5,63940.0,62674.0,63940.0,0.00497457700378005,-0.00497457700378005,-0.00697457700378005,-1.0,-1.402044233807267,stop,False,311,2024-09-23 05:00:00+00:00,2024-09-23 06:00:00+00:00,2024-09-23 07:05:00+00:00,13
58,-1,116053,116113,2024-09-26 20:05:00+00:00,2024-09-27 01:05:00+00:00,64774.1,65303.5,63185.899999999994,65303.5,0.008173019771791525,-0.008173019771791525,-0.010173019771791525,-1.0,-1.2447075935020773,stop,False,61,2024-09-26 19:00:00+00:00,2024-09-26 20:00:00+00:00,2024-09-26 20:05:00+00:00,1
59,-1,116319,117069,2024-09-27 18:15:00+00:00,2024-09-30 08:45:00+00:00,65780.1,66352.9,64061.70000000004,64061.70000000004,0.008707800687441768,0.02612340206232531,0.024123402062325307,3.0,2.7703208798882635,target,False,751,2024-09-27 17:00:00+00:00,2024-09-27 18:00:00+00:00,2024-09-27 18:15:00+00:00,3
60,-1,118949,118968,2024-10-06 21:25:00+00:00,2024-10-06 23:00:00+00:00,62484.1,62769.2,61628.8,62769.2,0.004562760766338933,-0.004562760766338933,-0.006562760766338933,-1.0,-1.438331111890567,stop,False,20,2024-10-06 20:00:00+00:00,2024-10-06 21:00:00+00:00,2024-10-06 21:25:00+00:00,5
61,-1,119101,119145,2024-10-07 10:05:00+00:00,2024-10-07 13:45:00+00:00,63171.4,63557.9,62011.9,63557.9,0.0061182750421868125,-0.0061182750421868125,-0.008118275042186813,-1.0,-1.3268895213454075,stop,False,45,2024-10-07 09:00:00+00:00,2024-10-07 10:00:00+00:00,2024-10-07 10:05:00+00:00,1
62,-1,120405,120555,2024-10-11 22:45:00+00:00,2024-10-12 11:15:00+00:00,62418.4,63172.4,60156.4,63172.4,0.012079771349473873,-0.012079771349473873,-0.014079771349473873,-1.0,-1.165566047745358,stop,False,151,2024-10-11 21:00:00+00:00,2024-10-11 22:00:00+00:00,2024-10-11 22:45:00+00:00,9
63,-1,120649,120677,2024-10-12 19:05:00+00:00,2024-10-12 21:25:00+00:00,62994.0,63187.0,62415.0,63187.0,0.00306378385243039,-0.00306378385243039,-0.005063783852430391,-1.0,-1.6527875647668395,stop,False,29,2024-10-12 18:00:00+00:00,2024-10-12 19:00:00+00:00,2024-10-12 19:05:00+00:00,1
64,-1,121465,121709,2024-10-15 15:05:00+00:00,2024-10-16 11:25:00+00:00,65307.2,67990.0,57258.79999999999,67990.0,0.041079697184996496,-0.041079697184996496,-0.0430796971849965,-1.0,-1.0486858506038468,stop,False,245,2024-10-15 14:00:00+00:00,2024-10-15 15:00:00+00:00,2024-10-15 15:05:00+00:00,1
65,-1,123049,123178,2024-10-21 03:05:00+00:00,2024-10-21 13:50:00+00:00,68819.4,69289.6,67408.79999999996,67408.79999999996,0.006832375754511252,0.020497127263533758,0.01849712726353376,3.0,2.7072760527435213,target,False,130,2024-10-21 02:00:00+00:00,2024-10-21 03:00:00+00:00,2024-10-21 03:05:00+00:00,1
66,-1,125041,125113,2024-10-28 01:05:00+00:00,2024-10-28 07:05:00+00:00,67861.7,68128.6,67060.99999999997,68128.6,0.00393299902596028,-0.00393299902596028,-0.00593299902596028,-1.0,-1.5085177969276715,stop,False,73,2024-10-28 00:00:00+00:00,2024-10-28 01:00:00+00:00,2024-10-28 01:05:00+00:00,1
67,-1,125221,125223,2024-10-28 16:05:00+00:00,2024-10-28 16:15:00+00:00,68541.7,68863.7,67575.7,68863.7,0.004697870055747086,-0.004697870055747086,-0.006697870055747086,-1.0,-1.4257248447204969,stop,False,3,2024-10-28 15:00:00+00:00,2024-10-28 16:00:00+00:00,2024-10-28 16:05:00+00:00,1
68,-1,127573,127625,2024-11-05 20:05:00+00:00,2024-11-06 00:25:00+00:00,69307.5,70272.5,66412.5,70272.5,0.01392345705731703,-0.01392345705731703,-0.015923457057317028,-1.0,-1.143642487046632,stop,False,53,2024-11-05 19:00:00+00:00,2024-11-05 20:00:00+00:00,2024-11-05 20:05:00+00:00,1
69,-1,129889,130020,2024-11-13 21:05:00+00:00,2024-11-14 08:00:00+00:00,88962.6,91189.8,82281.00000000001,91189.8,0.025035239527621687,-0.025035239527621687,-0.027035239527621685,-1.0,-1.0798873922413794,stop,False,132,2024-11-13 20:00:00+00:00,2024-11-13 21:00:00+00:00,2024-11-13 21:05:00+00:00,1
70,-1,131877,131899,2024-11-20 18:45:00+00:00,2024-11-20 20:35:00+00:00,93400.1,94352.8,90542.00000000001,94352.8,0.01020020321177383,-0.01020020321177383,-0.01220020321177383,-1.0,-1.1960745250341143,stop,False,23,2024-11-20 17:00:00+00:00,2024-11-20 18:00:00+00:00,2024-11-20 18:45:00+00:00,9
71,-1,132121,132153,2024-11-21 15:05:00+00:00,2024-11-21 17:45:00+00:00,96958.0,97711.3,94698.09999999999,97711.3,0.007769343427050918,-0.007769343427050918,-0.009769343427050919,-1.0,-1.2574220098234425,stop,False,33,2024-11-21 14:00:00+00:00,2024-11-21 15:00:00+00:00,2024-11-21 15:05:00+00:00,1
72,-1,132361,132366,2024-11-22 11:05:00+00:00,2024-11-22 11:30:00+00:00,98475.7,98831.9,97407.1,98831.9,0.0036171360041106293,-0.0036171360041106293,-0.005617136004110629,-1.0,-1.5529236384053948,stop,False,6,2024-11-22 10:00:00+00:00,2024-11-22 11:00:00+00:00,2024-11-22 11:05:00+00:00,1
73,-1,134522,134556,2024-11-29 23:10:00+00:00,2024-11-30 02:00:00+00:00,97228.0,97505.3,96396.09999999999,96396.09999999999,0.0028520590776319877,0.008556177232895963,0.006556177232895963,3.0,2.298752253876675,target,False,35,2024-11-29 22:00:00+00:00,2024-11-29 23:00:00+00:00,2024-11-29 23:10:00+00:00,2
74,-1,136165,136241,2024-12-05 16:05:00+00:00,2024-12-05 22:25:00+00:00,101742.7,103564.0,96278.79999999999,96278.79999999999,0.017901038600312384,0.05370311580093716,0.05170311580093716,3.0,2.8882746389941256,target,False,77,2024-12-05 15:00:00+00:00,2024-12-05 16:00:00+00:00,2024-12-05 16:05:00+00:00,1
75,-1,138008,138180,2024-12-12 01:40:00+00:00,2024-12-12 16:00:00+00:00,100538.1,101899.8,96453.00000000001,101899.8,0.013544119095148974,-0.013544119095148974,-0.015544119095148974,-1.0,-1.1476655651024459,stop,False,173,2024-12-11 22:00:00+00:00,2024-12-11 23:00:00+00:00,2024-12-12 01:40:00+00:00,32
76,-1,139249,139315,2024-12-16 09:05:00+00:00,2024-12-16 14:35:00+00:00,104538.1,105036.3,103043.50000000001,105036.3,0.004765726562851219,-0.004765726562851219,-0.006765726562851219,-1.0,-1.4196631874749122,stop,False,67,2024-12-16 08:00:00+00:00,2024-12-16 09:00:00+00:00,2024-12-16 09:05:00+00:00,1
77,-1,139441,139447,2024-12-17 01:05:00+00:00,2024-12-17 01:35:00+00:00,105915.4,106300.0,104761.59999999998,106300.0,0.003631199995468136,-0.003631199995468136,-0.005631199995468137,-1.0,-1.550782111284443,stop,False,7,2024-12-17 00:00:00+00:00,2024-12-17 01:00:00+00:00,2024-12-17 01:05:00+00:00,1
78,-1,141759,141807,2024-12-25 02:15:00+00:00,2024-12-25 06:15:00+00:00,97894.1,98611.7,95741.30000000003,98611.7,0.007330370267462403,-0.007330370267462403,-0.009330370267462404,-1.0,-1.2728375139353434,stop,False,49,2024-12-25 01:00:00+00:00,2024-12-25 02:00:00+00:00,2024-12-25 02:15:00+00:00,3
79,-1,143677,144004,2024-12-31 18:05:00+00:00,2025-01-01 21:20:00+00:00,94088.8,95075.3,91129.3,95075.3,0.010484776083869706,-0.010484776083869706,-0.012484776083869706,-1.0,-1.1907527622909275,stop,False,328,2024-12-31 17:00:00+00:00,2024-12-31 18:00:00+00:00,2024-12-31 18:05:00+00:00,1
