i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image,keep_shortish,reason,cv20,cv60,cv120,ret4,ret12,pos24,slope60,bull_stack,bear_stack
98,TRB_USDT_SWAP_015459,TRB_USDT_SWAP,15459,2025-11-11 18:15:00+00:00,0.4696,1,0.003704,0.9972,,,images/train/TRB_USDT_SWAP_015459.png,1,pass,-0.012399,-0.014338,-0.013431,-0.011641,-0.028782,0.1078,-0.001193,0,0
99,CRO_USDT_SWAP_009039,CRO_USDT_SWAP,9039,2025-09-05 18:45:00+00:00,0.4022,1,0.00371,0.9968,,,images/train/CRO_USDT_SWAP_009039.png,0,ret12_pos,0.00018,-0.000961,-0.002248,0.001994,0.008175,0.3833,-0.000859,0,1
100,LAYER_USDT_SWAP_008799,LAYER_USDT_SWAP,8799,2025-09-03 07:45:00+00:00,0.6595,2,0.003717,0.9978,,,images/train/LAYER_USDT_SWAP_008799.png,1,pass,-0.003194,-0.005112,-0.006287,0.001975,-0.007823,0.1863,-0.001922,0,1
101,F_USDT_SWAP_006919,F_USDT_SWAP,6919,2026-01-05 09:45:00+00:00,0.5935,1,0.00373,0.9979,,,images/train/F_USDT_SWAP_006919.png,1,pass,-0.007523,-0.01135,-0.00993,-0.003623,-0.004871,0.0868,-0.002491,0,0
102,AT_USDT_SWAP_013899,AT_USDT_SWAP,13899,2026-03-24 04:45:00+00:00,0.5726,1,0.003736,0.9971,,,images/train/AT_USDT_SWAP_013899.png,1,pass,-0.001014,-0.003177,-0.005464,0.002725,-0.000572,0.5612,-0.001427,0,1
103,AAVE_USDT_SWAP_021199,AAVE_USDT_SWAP,21199,2026-01-09 10:30:00+00:00,0.6163,2,0.003752,0.9967,,,images/train/AAVE_USDT_SWAP_021199.png,1,pass,-0.002602,-0.004098,-0.006748,-0.001821,-0.006646,0.4583,-0.001901,0,1
104,ONDO_USDT_SWAP_026579,ONDO_USDT_SWAP,26579,2026-03-06 12:15:00+00:00,0.7142,1,0.00377,0.9972,,,images/train/ONDO_USDT_SWAP_026579.png,1,pass,-0.00974,-0.015118,-0.01612,-0.008349,-0.009101,0.1979,-0.004459,0,1
105,CRWV_USDT_SWAP_001639,CRWV_USDT_SWAP,1639,2026-04-27 13:45:00+00:00,0.7669,1,0.003775,0.9968,,,images/train/CRWV_USDT_SWAP_001639.png,1,pass,-0.018278,-0.020394,-0.020633,-0.018101,-0.018815,0.3513,0.00021,0,1
106,LRC_USDT_SWAP_009559,LRC_USDT_SWAP,9559,2025-09-11 06:00:00+00:00,0.7334,1,0.003793,0.9965,,,images/train/LRC_USDT_SWAP_009559.png,1,pass,-0.003061,-0.005649,-0.007859,0.001358,-0.004155,0.329,-0.001423,0,1
107,ORDI_USDT_SWAP_001199,ORDI_USDT_SWAP,1199,2025-06-15 03:15:00+00:00,0.5058,1,0.003795,0.9974,,,images/train/ORDI_USDT_SWAP_001199.png,0,bull_stack,0.001156,0.003497,0.004213,-0.001752,0.002892,0.5217,0.001328,1,0
108,MUBARAK_USDT_SWAP_027499,MUBARAK_USDT_SWAP,27499,2026-03-17 03:15:00+00:00,0.6337,1,0.003799,0.9973,,,images/train/MUBARAK_USDT_SWAP_027499.png,1,pass,-0.008024,-0.008519,-0.006304,-0.007634,-0.005102,0.2059,0.000101,0,0
109,IOTA_USDT_SWAP_008199,IOTA_USDT_SWAP,8199,2025-08-28 01:45:00+00:00,0.4768,1,0.003802,0.9973,,,images/train/IOTA_USDT_SWAP_008199.png,0,ret12_pos,0.001708,4.4e-05,0.001689,0.010309,0.001021,0.4933,-0.002145,0,0
110,SUSHI_USDT_SWAP_001139,SUSHI_USDT_SWAP,1139,2025-06-15 14:15:00+00:00,0.484,1,0.003809,0.9978,,,images/train/SUSHI_USDT_SWAP_001139.png,1,pass,-0.004251,-0.00401,-0.006209,-0.009009,-0.001783,0.3178,0.000461,0,0
111,H_USDT_SWAP_003279,H_USDT_SWAP,3279,2025-08-06 09:45:00+00:00,0.4646,1,0.003821,0.9987,,,images/train/H_USDT_SWAP_003279.png,0,ret12_pos,0.005259,0.005676,0.005025,0.017948,0.020682,0.5938,0.000652,0,0
112,GMT_USDT_SWAP_023599,GMT_USDT_SWAP,23599,2026-02-04 11:30:00+00:00,0.8922,1,0.003828,0.9979,,,images/train/GMT_USDT_SWAP_023599.png,1,pass,-0.006821,-0.010366,-0.010903,-0.003626,-0.01364,0.2821,-0.002804,0,1
113,RECALL_USDT_SWAP_012279,RECALL_USDT_SWAP,12279,2026-03-07 08:00:00+00:00,0.6915,1,0.00383,0.9968,,,images/train/RECALL_USDT_SWAP_012279.png,1,pass,-0.013522,-0.01981,-0.021432,-0.00422,-0.024799,0.2176,-0.004629,0,1
114,HOME_USDT_SWAP_003659,HOME_USDT_SWAP,3659,2025-07-21 13:00:00+00:00,0.4069,1,0.003832,0.9991,,,images/train/HOME_USDT_SWAP_003659.png,1,pass,-0.008206,-0.009641,-0.007286,-0.008802,-0.004229,0.2308,-0.000991,0,0
115,MUBARAK_USDT_SWAP_013819,MUBARAK_USDT_SWAP,13819,2025-10-25 15:15:00+00:00,0.5399,1,0.003835,0.9975,,,images/train/MUBARAK_USDT_SWAP_013819.png,1,pass,-0.001265,-0.001383,0.000743,0.000411,-0.004904,0.5135,2.2e-05,0,0
116,WET_USDT_SWAP_008679,WET_USDT_SWAP,8679,2026-03-10 01:45:00+00:00,0.3896,1,0.00385,0.9993,,,images/train/WET_USDT_SWAP_008679.png,0,bull_stack,0.001862,0.002763,0.002899,0.006604,0.01147,0.6281,0.000803,1,0
117,WLFI_USDT_SWAP_015699,WLFI_USDT_SWAP,15699,2026-02-03 01:45:00+00:00,0.7052,1,0.00385,0.997,,,images/train/WLFI_USDT_SWAP_015699.png,1,pass,-0.006803,-0.007888,-0.007702,-0.006192,-0.013067,0.2812,-0.000657,0,0
118,UNI_USDT_SWAP_029939,UNI_USDT_SWAP,29939,2026-04-10 12:30:00+00:00,0.5497,1,0.003852,0.9969,,,images/train/UNI_USDT_SWAP_029939.png,0,ret12_pos,0.006512,0.007099,0.006721,0.007054,0.006086,0.8621,0.000437,0,0
119,ZORA_USDT_SWAP_007019,ZORA_USDT_SWAP,7019,2025-12-22 14:15:00+00:00,0.4576,1,0.00386,0.9978,,,images/train/ZORA_USDT_SWAP_007019.png,0,ret12_pos,0.008894,0.008395,0.008265,0.015777,0.01413,0.6911,-0.000103,0,1
120,ARM_USDT_SWAP_000319,ARM_USDT_SWAP,319,2026-05-02 14:00:00+00:00,0.536,1,0.003863,0.9967,,,images/train/ARM_USDT_SWAP_000319.png,0,bull_stack,0.003654,0.004331,0.007307,0.0,0.007072,0.8571,0.000662,1,0
121,SSV_USDT_SWAP_030259,SSV_USDT_SWAP,30259,2026-04-14 22:15:00+00:00,0.3334,1,0.003866,0.998,,,images/train/SSV_USDT_SWAP_030259.png,0,ret12_pos,-0.001585,-0.004313,-0.001999,0.000459,0.004606,0.358,-0.002583,0,0
122,ASTER_USDT_SWAP_014339,ASTER_USDT_SWAP,14339,2026-02-18 13:45:00+00:00,0.6456,2,0.003867,0.9971,,,images/train/ASTER_USDT_SWAP_014339.png,0,ret12_pos,-0.001734,-0.003876,-0.005877,0.002408,0.000707,0.3005,-0.0023,0,1
123,OKB_USDT_SWAP_019939,OKB_USDT_SWAP,19939,2026-03-30 18:45:00+00:00,0.8395,1,0.003869,0.9974,,,images/train/OKB_USDT_SWAP_019939.png,1,pass,-0.00402,-0.00662,-0.006105,-0.001189,-0.007095,0.1159,-0.002196,0,0
124,SSV_USDT_SWAP_019379,SSV_USDT_SWAP,19379,2025-12-22 14:15:00+00:00,0.3343,1,0.003886,0.9972,,,images/train/SSV_USDT_SWAP_019379.png,0,bull_stack,0.000329,0.001302,0.003054,-0.001312,0.00688,0.5802,0.000814,1,0
125,KAITO_USDT_SWAP_010519,KAITO_USDT_SWAP,10519,2025-09-21 05:45:00+00:00,0.6843,1,0.003902,0.9977,,,images/train/KAITO_USDT_SWAP_010519.png,0,ret12_pos,0.005636,0.004346,0.003771,0.008281,0.004341,0.5957,-0.000856,0,1
126,GMT_USDT_SWAP_011159,GMT_USDT_SWAP,11159,2025-09-27 21:30:00+00:00,0.3515,1,0.003905,0.9989,,,images/train/GMT_USDT_SWAP_011159.png,0,ret12_pos,0.003796,0.003168,0.004312,0.004224,0.009554,0.6774,-0.000445,0,0
127,XTZ_USDT_SWAP_013719,XTZ_USDT_SWAP,13719,2025-10-24 15:45:00+00:00,0.7121,1,0.003913,0.9973,,,images/train/XTZ_USDT_SWAP_013719.png,1,pass,-0.004867,-0.006285,-0.004519,0.0,-0.013344,0.1413,-0.001182,0,0
128,TRB_USDT_SWAP_005159,TRB_USDT_SWAP,5159,2025-07-27 11:15:00+00:00,0.4122,1,0.003923,0.9978,,,images/train/TRB_USDT_SWAP_005159.png,0,ret12_pos,0.005565,0.005096,0.005565,0.006768,0.009697,0.7872,-0.000926,0,0
129,PEOPLE_USDT_SWAP_030899,PEOPLE_USDT_SWAP,30899,2026-04-21 13:30:00+00:00,0.7242,1,0.00393,0.9965,,,images/train/PEOPLE_USDT_SWAP_030899.png,1,pass,-0.005358,-0.007754,-0.010534,0.000963,-0.008716,0.2121,-0.001278,0,1
130,IWM_USDT_SWAP_000919,IWM_USDT_SWAP,919,2026-04-20 01:45:00+00:00,0.6007,2,0.003944,0.9966,,,images/train/IWM_USDT_SWAP_000919.png,0,ret12_pos,0.006307,0.007266,0.006481,0.006036,0.007566,0.9254,0.000958,0,0
131,RLS_USDT_SWAP_013039,RLS_USDT_SWAP,13039,2026-04-17 11:00:00+00:00,0.4695,1,0.003952,0.9982,,,images/train/RLS_USDT_SWAP_013039.png,0,above_ema60,0.00554,0.003952,0.004729,0.013115,-0.006076,0.5469,-0.001812,0,0
132,SHELL_USDT_SWAP_027879,SHELL_USDT_SWAP,27879,2026-03-21 03:00:00+00:00,0.69,1,0.003953,0.9977,,,images/train/SHELL_USDT_SWAP_027879.png,0,ret12_pos,-0.001992,-0.000938,-0.00258,0.000665,0.000665,0.2931,0.001231,0,0
133,BAND_USDT_SWAP_028679,BAND_USDT_SWAP,28679,2026-03-29 08:00:00+00:00,0.5511,2,0.003961,0.997,,,images/train/BAND_USDT_SWAP_028679.png,1,pass,-0.003117,-0.003844,-0.00659,-0.004883,-0.00391,0.0,-0.000297,0,1
134,NOT_USDT_SWAP_031879,NOT_USDT_SWAP,31879,2026-05-01 18:30:00+00:00,0.4228,1,0.003968,0.9972,,,images/train/NOT_USDT_SWAP_031879.png,0,above_ema60,0.000975,0.003145,0.001778,0.001039,-0.003876,0.5472,0.00158,0,0
135,HUMA_USDT_SWAP_031979,HUMA_USDT_SWAP,31979,2026-05-02 18:45:00+00:00,0.5185,1,0.00397,0.9973,,,images/train/HUMA_USDT_SWAP_031979.png,0,bull_stack,0.002919,0.003035,0.003056,0.007773,0.005016,0.6136,0.000234,1,0
136,RSR_USDT_SWAP_001519,RSR_USDT_SWAP,1519,2025-06-19 13:00:00+00:00,0.5551,2,0.003971,0.9969,,,images/train/RSR_USDT_SWAP_001519.png,1,pass,-0.006156,-0.007441,-0.00946,-0.008126,-0.011986,0.0851,-0.000548,0,1
137,SPK_USDT_SWAP_025359,SPK_USDT_SWAP,25359,2026-03-08 14:15:00+00:00,0.3064,1,0.003974,0.9981,,,images/train/SPK_USDT_SWAP_025359.png,1,pass,-0.001091,-0.001322,-0.001731,-0.002555,-0.002555,0.4583,-0.001018,0,1
138,CHZ_USDT_SWAP_024099,CHZ_USDT_SWAP,24099,2026-02-08 15:45:00+00:00,0.5971,1,0.003981,0.9965,,,images/train/CHZ_USDT_SWAP_024099.png,1,pass,-0.007652,-0.010203,-0.008063,-0.013189,-0.012258,0.1954,-0.001785,0,0
139,JUP_USDT_SWAP_009119,JUP_USDT_SWAP,9119,2025-09-06 15:45:00+00:00,0.498,1,0.003986,0.9988,,,images/train/JUP_USDT_SWAP_009119.png,1,pass,-0.003435,-0.003675,-0.001744,-0.005039,-0.001214,0.2407,-8.9e-05,0,0
140,METIS_USDT_SWAP_025099,METIS_USDT_SWAP,25099,2026-02-20 03:15:00+00:00,0.4288,1,0.003989,0.9988,,,images/train/METIS_USDT_SWAP_025099.png,0,above_ema60,0.002804,0.001537,-0.00145,0.008732,-0.003894,0.593,-0.000514,0,1
141,S_USDT_SWAP_030899,S_USDT_SWAP,30899,2026-04-21 14:00:00+00:00,0.9438,1,0.004004,0.9963,,,images/train/S_USDT_SWAP_030899.png,1,pass,-0.007316,-0.011303,-0.010656,-0.001175,-0.011395,0.1471,-0.002926,0,0
142,DOT_USDT_SWAP_018179,DOT_USDT_SWAP,18179,2025-12-08 23:45:00+00:00,0.7527,1,0.004007,0.9973,,,images/train/DOT_USDT_SWAP_018179.png,0,bull_stack,-0.003113,-0.003106,-0.001929,-0.004215,-0.007006,0.3958,0.000572,1,0
143,ORDER_USDT_SWAP_014979,ORDER_USDT_SWAP,14979,2026-03-05 16:00:00+00:00,0.7138,1,0.004015,0.9963,,,images/train/ORDER_USDT_SWAP_014979.png,1,pass,-0.018257,-0.022139,-0.021859,-0.017356,-0.023844,0.1295,-0.002523,0,0
144,ATH_USDT_SWAP_015899,ATH_USDT_SWAP,15899,2025-11-16 04:30:00+00:00,0.6334,1,0.004019,0.9974,,,images/train/ATH_USDT_SWAP_015899.png,0,ret12_pos,-0.006201,-0.008571,-0.010368,-0.008532,0.005007,0.4098,-0.001269,0,1
145,ZIL_USDT_SWAP_014119,ZIL_USDT_SWAP,14119,2025-10-28 19:45:00+00:00,0.8393,1,0.004022,0.9968,,,images/train/ZIL_USDT_SWAP_014119.png,1,pass,-0.016354,-0.020761,-0.023852,-0.015805,-0.025782,0.0945,-0.002639,0,1
146,ETHFI_USDT_SWAP_009239,ETHFI_USDT_SWAP,9239,2025-09-06 21:00:00+00:00,0.5395,1,0.004035,0.9972,,,images/train/ETHFI_USDT_SWAP_009239.png,0,ret12_pos,0.004067,0.004023,0.006132,0.00617,0.001904,0.7391,-0.000162,0,0
147,FLOKI_USDT_SWAP_024439,FLOKI_USDT_SWAP,24439,2026-02-13 05:15:00+00:00,0.5785,1,0.004037,0.9963,,,images/train/FLOKI_USDT_SWAP_024439.png,1,pass,-0.005834,-0.007679,-0.007137,-0.003385,-0.01042,0.0875,-0.001422,0,0
148,YGG_USDT_SWAP_010859,YGG_USDT_SWAP,10859,2025-09-24 20:45:00+00:00,0.5611,1,0.004041,0.9976,,,images/train/YGG_USDT_SWAP_010859.png,1,pass,-0.000921,-0.00114,-0.00081,-0.000625,-0.002497,0.3704,-0.000702,0,0
149,XLM_USDT_SWAP_021179,XLM_USDT_SWAP,21179,2026-01-09 06:45:00+00:00,0.4095,2,0.004044,0.9966,,,images/train/XLM_USDT_SWAP_021179.png,0,ret12_pos,0.005923,0.007969,0.005023,0.004316,0.004532,0.9553,0.001579,0,0
150,0G_USDT_SWAP_017619,0G_USDT_SWAP,17619,2026-03-24 23:15:00+00:00,0.5832,1,0.00405,0.9973,,,images/train/0G_USDT_SWAP_017619.png,0,ret12_pos,0.004727,0.005932,0.005269,0.004795,0.006919,0.9255,0.001673,0,0
151,ICX_USDT_SWAP_022819,ICX_USDT_SWAP,22819,2026-01-27 08:45:00+00:00,0.704,1,0.004051,0.9968,,,images/train/ICX_USDT_SWAP_022819.png,1,pass,-0.003374,-0.00531,-0.004354,-0.002581,-0.002029,0.0877,-0.001858,0,0
152,DOOD_USDT_SWAP_008199,DOOD_USDT_SWAP,8199,2025-08-28 00:45:00+00:00,0.7119,1,0.004057,0.9962,,,images/train/DOOD_USDT_SWAP_008199.png,1,pass,-0.006169,-0.008526,-0.006745,-0.008149,-0.004254,0.2676,-0.001873,0,0
153,1INCH_USDT_SWAP_021319,1INCH_USDT_SWAP,21319,2026-01-11 15:00:00+00:00,0.601,1,0.004062,0.9971,,,images/train/1INCH_USDT_SWAP_021319.png,1,pass,-0.005866,-0.008163,-0.006325,-0.002586,-0.009628,0.0,-0.001726,0,0
154,AXS_USDT_SWAP_013179,AXS_USDT_SWAP,13179,2025-10-18 20:45:00+00:00,0.3258,1,0.004084,0.9975,,,images/train/AXS_USDT_SWAP_013179.png,0,ret12_pos,0.002064,0.003839,0.002703,-0.000639,0.00064,0.7353,0.001683,0,0
155,ONE_USDT_SWAP_008859,ONE_USDT_SWAP,8859,2025-09-03 23:30:00+00:00,0.6304,1,0.004101,0.9974,,,images/train/ONE_USDT_SWAP_008859.png,0,bull_stack,-0.000638,0.000908,0.002243,0.000682,-0.001264,0.3962,0.00084,1,0
156,SENT_USDT_SWAP_009139,SENT_USDT_SWAP,9139,2026-02-17 19:45:00+00:00,0.6339,1,0.004101,0.9969,,,images/train/SENT_USDT_SWAP_009139.png,0,bull_stack,0.001746,0.004749,0.004983,-0.002695,0.004071,0.7129,0.002696,1,0
157,ARB_USDT_SWAP_008839,ARB_USDT_SWAP,8839,2025-09-02 16:30:00+00:00,0.5329,1,0.004104,0.9994,,,images/train/ARB_USDT_SWAP_008839.png,1,pass,-0.001022,-0.000217,-0.001932,0.005146,-0.005094,0.5174,0.002077,0,0
158,RAVE_USDT_SWAP_010639,RAVE_USDT_SWAP,10639,2026-04-05 03:45:00+00:00,0.3232,1,0.00411,0.9977,,,images/train/RAVE_USDT_SWAP_010639.png,0,ret12_pos,0.000413,0.001699,0.000719,0.002194,0.002995,0.6481,0.001725,0,0
159,ARKM_USDT_SWAP_008539,ARKM_USDT_SWAP,8539,2025-08-31 12:30:00+00:00,0.6857,1,0.004111,0.9973,,,images/train/ARKM_USDT_SWAP_008539.png,1,pass,-0.003146,-0.004319,-0.002814,-0.000609,-0.01045,0.2247,-0.00164,0,0
160,TRB_USDT_SWAP_018579,TRB_USDT_SWAP,18579,2025-12-14 06:15:00+00:00,0.824,1,0.004114,0.9976,,,images/train/TRB_USDT_SWAP_018579.png,1,pass,-0.005591,-0.010592,-0.012125,0.003891,-0.01244,0.2222,-0.004306,0,1
161,LAYER_USDT_SWAP_008479,LAYER_USDT_SWAP,8479,2025-08-30 23:45:00+00:00,0.5379,1,0.004115,0.9978,,,images/train/LAYER_USDT_SWAP_008479.png,0,ret12_pos,0.002227,0.001824,-0.000655,0.003185,0.002997,0.9211,-0.00027,0,1
162,ZIL_USDT_SWAP_027939,ZIL_USDT_SWAP,27939,2026-03-21 18:45:00+00:00,0.694,1,0.004121,0.9977,,,images/train/ZIL_USDT_SWAP_027939.png,0,bull_stack,0.000297,0.000641,0.001156,-0.0012,-0.002396,0.5946,0.000287,1,0
163,ZKP_USDT_SWAP_008259,ZKP_USDT_SWAP,8259,2026-04-03 14:30:00+00:00,0.7772,1,0.004126,0.9963,,,images/train/ZKP_USDT_SWAP_008259.png,1,pass,-0.004987,-0.007745,-0.009481,-0.001335,-0.008542,0.1286,-0.002401,0,1
164,MMT_USDT_SWAP_006539,MMT_USDT_SWAP,6539,2026-01-11 15:15:00+00:00,0.6594,1,0.00413,0.9979,,,images/train/MMT_USDT_SWAP_006539.png,1,pass,-0.007533,-0.010495,-0.008068,-0.007448,-0.003934,0.0517,-0.002279,0,0
165,MMT_USDT_SWAP_006439,MMT_USDT_SWAP,6439,2026-01-10 14:15:00+00:00,0.4726,1,0.004135,0.998,,,images/train/MMT_USDT_SWAP_006439.png,0,bull_stack,0.008901,0.013676,0.014428,0.009531,0.019655,0.7826,0.003738,1,0
166,ARKM_USDT_SWAP_026279,ARKM_USDT_SWAP,26279,2026-03-04 07:30:00+00:00,0.3175,1,0.004156,0.9973,,,images/train/ARKM_USDT_SWAP_026279.png,0,bull_stack,0.007801,0.008274,0.008656,0.002783,0.015977,1.0,3.7e-05,1,0
167,MORPHO_USDT_SWAP_031319,MORPHO_USDT_SWAP,31319,2026-04-25 22:15:00+00:00,0.4679,1,0.004157,0.9974,,,images/train/MORPHO_USDT_SWAP_031319.png,0,ret12_pos,0.002127,0.003465,0.000992,-0.003767,0.006525,0.775,0.001217,0,0
168,OL_USDT_SWAP_010639,OL_USDT_SWAP,10639,2026-02-17 06:00:00+00:00,0.6813,1,0.004158,0.9982,,,images/train/OL_USDT_SWAP_010639.png,1,pass,-0.00167,-0.002243,-0.0027,0.0,-0.00081,0.4211,-0.000706,0,1
169,CRWV_USDT_SWAP_000979,CRWV_USDT_SWAP,979,2026-04-20 16:45:00+00:00,0.3088,1,0.004163,0.9984,,,images/train/CRWV_USDT_SWAP_000979.png,0,bull_stack,-0.00298,0.001836,0.002567,-0.020786,0.021416,0.6073,0.003645,1,0
170,AIXBT_USDT_SWAP_005179,AIXBT_USDT_SWAP,5179,2025-07-27 12:15:00+00:00,0.3123,1,0.004167,0.9988,,,images/train/AIXBT_USDT_SWAP_005179.png,0,bull_stack,-0.006588,-0.004683,-0.002454,-0.016359,0.000135,0.2075,0.001736,1,0
171,AGLD_USDT_SWAP_029279,AGLD_USDT_SWAP,29279,2026-04-04 13:15:00+00:00,0.7803,1,0.004169,0.9977,,,images/train/AGLD_USDT_SWAP_029279.png,1,pass,-0.005328,-0.008444,-0.007576,-0.000842,-0.008768,0.0541,-0.001965,0,0
172,ACU_USDT_SWAP_004779,ACU_USDT_SWAP,4779,2026-03-14 01:45:00+00:00,0.5019,1,0.004176,0.9985,,,images/train/ACU_USDT_SWAP_004779.png,0,ret12_pos,-0.000171,-0.000176,-0.000712,-0.000317,0.007135,0.5949,0.000257,0,1
173,AVAX_USDT_SWAP_015999,AVAX_USDT_SWAP,15999,2025-11-16 06:30:00+00:00,0.3204,1,0.0042,0.9967,,,images/train/AVAX_USDT_SWAP_015999.png,0,above_ema60,0.001626,0.004429,0.003812,-0.002103,-0.000128,0.7949,0.002456,0,0
174,LINK_USDT_SWAP_027699,LINK_USDT_SWAP,27699,2026-03-18 04:15:00+00:00,0.5703,1,0.004211,0.9972,,,images/train/LINK_USDT_SWAP_027699.png,0,bull_stack,-0.000679,0.000825,0.003821,-0.005457,0.000915,0.5318,0.001154,1,0
175,SNX_USDT_SWAP_002339,SNX_USDT_SWAP,2339,2025-06-28 02:00:00+00:00,0.3958,1,0.004212,0.997,,,images/train/SNX_USDT_SWAP_002339.png,1,pass,-0.005106,-0.004944,-0.00585,-0.004,-0.008655,0.0824,0.000133,0,0
176,XTZ_USDT_SWAP_010519,XTZ_USDT_SWAP,10519,2025-09-21 07:45:00+00:00,0.5395,1,0.004213,0.9973,,,images/train/XTZ_USDT_SWAP_010519.png,1,pass,-0.002354,-0.003453,-0.005694,-0.001978,-0.000132,0.3614,-0.000406,0,1
177,SEI_USDT_SWAP_003499,SEI_USDT_SWAP,3499,2025-12-20 18:15:00+00:00,0.605,1,0.00422,0.9962,,,images/train/SEI_USDT_SWAP_003499.png,1,pass,-0.002838,-0.006644,-0.007217,-0.001803,-0.005391,0.2632,-0.002839,0,1
178,SHIB_USDT_SWAP_021219,SHIB_USDT_SWAP,21219,2026-01-09 16:30:00+00:00,0.5789,1,0.004227,0.9969,,,images/train/SHIB_USDT_SWAP_021219.png,0,ret12_pos,0.007329,0.008913,0.007572,0.006287,0.009403,0.7437,0.001221,0,0
179,RSR_USDT_SWAP_016699,RSR_USDT_SWAP,16699,2025-11-24 16:00:00+00:00,0.5989,1,0.004229,0.9989,,,images/train/RSR_USDT_SWAP_016699.png,0,bull_stack,0.012324,0.015876,0.017409,0.005155,0.012832,0.7812,0.002677,1,0
180,PEPE_USDT_SWAP_014559,PEPE_USDT_SWAP,14559,2025-11-01 07:30:00+00:00,0.3735,1,0.004239,0.9978,,,images/train/PEPE_USDT_SWAP_014559.png,0,ret12_pos,0.003107,0.004846,0.003803,0.008864,0.000152,0.7619,0.000624,0,0
181,MOODENG_USDT_SWAP_006339,MOODENG_USDT_SWAP,6339,2025-08-08 17:15:00+00:00,0.5391,1,0.004243,0.9976,,,images/train/MOODENG_USDT_SWAP_006339.png,0,bull_stack,0.029339,0.032201,0.034672,0.03145,0.023936,0.9059,0.000769,1,0
182,BICO_USDT_SWAP_016439,BICO_USDT_SWAP,16439,2025-11-21 20:00:00+00:00,0.508,2,0.004244,0.997,,,images/train/BICO_USDT_SWAP_016439.png,0,bull_stack,0.00292,0.004308,0.004794,0.002166,-0.006279,0.5921,1.8e-05,1,0
183,S_USDT_SWAP_021859,S_USDT_SWAP,21859,2026-01-17 10:00:00+00:00,0.4073,1,0.004248,0.9972,,,images/train/S_USDT_SWAP_021859.png,0,ret12_pos,-0.003954,-0.004173,-0.006488,-0.004774,0.001108,0.2177,-0.000399,0,1
184,FLOKI_USDT_SWAP_013699,FLOKI_USDT_SWAP,13699,2025-10-24 08:15:00+00:00,0.6096,1,0.00426,0.997,,,images/train/FLOKI_USDT_SWAP_013699.png,1,pass,-0.004273,-0.004357,-0.003139,-0.006679,-0.012334,0.2269,4.7e-05,0,0
185,NG_USDT_SWAP_002879,NG_USDT_SWAP,2879,2026-04-09 08:45:00+00:00,0.5501,1,0.004261,0.9973,,,images/train/NG_USDT_SWAP_002879.png,0,ret12_pos,0.000103,0.000318,-0.001738,-0.000108,0.001266,0.4789,0.000218,0,0
186,XPT_USDT_SWAP_002579,XPT_USDT_SWAP,2579,2026-03-01 03:15:00+00:00,0.5964,1,0.004278,0.9969,,,images/train/XPT_USDT_SWAP_002579.png,0,bull_stack,-0.000812,-6.9e-05,0.002974,-0.002104,-0.001666,0.4428,0.000403,1,0
187,SKY_USDT_SWAP_020679,SKY_USDT_SWAP,20679,2026-04-14 21:15:00+00:00,0.6699,1,0.004279,0.9963,,,images/train/SKY_USDT_SWAP_020679.png,1,pass,-0.004816,-0.006449,-0.005352,-0.000541,-0.005515,0.0566,-0.001781,0,0
188,AUCTION_USDT_SWAP_025819,AUCTION_USDT_SWAP,25819,2026-02-27 12:45:00+00:00,0.8871,1,0.004291,0.9969,,,images/train/AUCTION_USDT_SWAP_025819.png,1,pass,-0.003898,-0.007326,-0.010117,0.00124,-0.010217,0.3534,-0.003195,0,1
189,CFX_USDT_SWAP_002419,CFX_USDT_SWAP,2419,2025-06-27 19:45:00+00:00,0.6281,1,0.004292,0.9997,,,images/train/CFX_USDT_SWAP_002419.png,0,above_ema60,0.001612,0.00202,8.4e-05,0.008183,-0.015697,0.4019,0.000187,0,0
190,MUBARAK_USDT_SWAP_024279,MUBARAK_USDT_SWAP,24279,2026-02-11 14:15:00+00:00,0.4712,1,0.004298,0.9975,,,images/train/MUBARAK_USDT_SWAP_024279.png,0,bull_stack,0.006261,0.010976,0.011256,0.004304,0.005747,0.287,0.004767,1,0
191,ADA_USDT_SWAP_007939,ADA_USDT_SWAP,7939,2025-08-24 07:30:00+00:00,0.5491,1,0.004315,0.9977,,,images/train/ADA_USDT_SWAP_007939.png,1,pass,-0.006039,-0.007898,-0.005602,-0.000331,-0.01103,0.202,-0.001247,0,0
192,OP_USDT_SWAP_001219,OP_USDT_SWAP,1219,2025-06-15 08:15:00+00:00,0.5259,1,0.004334,0.9973,,,images/train/OP_USDT_SWAP_001219.png,1,pass,-0.009057,-0.010361,-0.010777,-0.006732,-0.013373,0.064,-0.001509,0,1
193,JELLYJELLY_USDT_SWAP_022819,JELLYJELLY_USDT_SWAP,22819,2026-01-27 08:45:00+00:00,0.6121,2,0.004334,0.9972,,,images/train/JELLYJELLY_USDT_SWAP_022819.png,0,bull_stack,0.001147,0.002914,0.004648,-0.005509,-0.001509,0.6257,0.001785,1,0
194,MERL_USDT_SWAP_002619,MERL_USDT_SWAP,2619,2025-06-30 23:15:00+00:00,0.7396,1,0.004346,0.9967,,,images/train/MERL_USDT_SWAP_002619.png,1,pass,-0.006346,-0.007999,-0.006594,-0.002748,-0.01348,0.2179,-0.001665,0,0
