period,rule,candidates,invalid,censored,closed,gt5,precision,confirmed_gt5_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,retained_gt5,lost_gt5,gained_gt5,gt5_count_ratio,matched_pairs,unmatched_closed,random_gt5,paired_gt5,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p,precision_delta,precision_ci_low,precision_ci_high,random_tail_holm_p,random_net_holm_p,historical_gate_passed,trained_target_r,evaluation_target_r,gt10,confirmed_gt10_per_candidate,retained_gt10,lost_gt10,gained_gt10,gt10_count_ratio,random_gt10,paired_gt10
oof,risk_top5,1881,0,4,1877,71.0,0.03782631859350027,0.037745879851143006,0.07621247113163972,0.07640019537609899,0.1042296072507553,0.27810335641981887,0.04025969002770219,27.43918971076379,7.43918971076379,427,55,69.0,593.0,2.0,0.10725075528700906,1874,3,54.0,71.0,0.0288153681963714,-21.091882882616602,0.2398181582656498,28.697017912233257,0.189453125,0.06494140625,0.010880698274385973,-0.0017131073027546171,0.024284969746478154,,,,10,5,,,,,,,,
oof,risk_top10,3390,0,5,3385,122.0,0.03604135893648449,0.0359882005899705,0.1373526194238483,0.13778085314229893,0.1782477341389728,0.28301329394387004,0.07206981396442132,28.377733839131185,8.377733839131173,570,93,118.0,544.0,4.0,0.18429003021148035,3381,4,107.0,122.0,0.03164744158532978,-14.963269375013606,0.19294503295259266,23.49394092328273,0.3203125,0.12548828125,0.009095738617370196,-0.0019295554520278545,0.020803818162060523,,,,10,5,,,,,,,,
oof,risk_top20,6163,0,8,6155,200.0,0.03249390739236393,0.0324517280545189,0.24970625177261863,0.25052914360143275,0.297583081570997,0.27619821283509344,0.012174831114034635,18.847637924942667,-1.1523620750573405,675,149,197.0,465.0,3.0,0.3021148036253776,6148,7,198.0,200.0,0.03220559531554977,-13.751275729215777,0.10371808126699071,12.55298170923272,0.49853515625,0.227294921875,0.0055482870732496345,-0.0027493489147039276,0.015849184963600483,,,,10,5,,,,,,,,
oof,prior_v21_risk_decile,3152,0,14,3138,127.0,0.04047163798597833,0.040291878172588835,0.12770957416636278,0.12772712471507652,0.18126888217522658,0.2887189292543021,0.12594186221061543,40.07556069816681,20.075560698166797,527,88,120.0,542.0,7.0,0.19184290030211482,3133,5,102.0,127.0,0.03255665496329397,-2.683212774858595,0.21392024838731108,23.037962696671304,0.2685546875,0.13720703125,0.013526017666864038,-0.0023315899838908492,0.029887648001641374,,,,10,5,,,,,,,,
last_two_quarters,original_all,13877,0,112,13765,473.0,0.03436251362150381,0.03408517691143619,1.0,1.0,1.0,0.2953868507083182,0.08435851098914475,59.615386057306885,39.615386057306864,728,310,473.0,0.0,0.0,1.0,13713,52,525.0,471.0,0.03828483920367534,30.093907039117664,0.022579544447423158,9.269434178357443,1.0,0.359375,0.0,0.0,0.0,,,,10,5,,,,,,,,
last_two_quarters,logistic_top1,198,0,0,198,5.0,0.025252525252525252,0.025252525252525252,0.014268213590833754,0.014384308027606247,0.010570824524312896,0.26262626262626265,-0.17889190156348156,17.137661760949577,-2.8623382390504233,148,5,5.0,468.0,0.0,0.010570824524312896,198,0,4.0,5.0,0.020202020202020204,-34.16231759125175,0.0017829899451703983,31.29997935220133,0.5,0.484375,-0.009109988368978559,-0.02848841901380034,0.004822037256011359,1.0,1.0,False,10,5,,,,,,,,
last_two_quarters,logistic_top5,909,0,1,908,48.0,0.05286343612334802,0.052805280528052806,0.06550407148519133,0.06596440247003268,0.09513742071881606,0.2709251101321586,0.15695046961888467,48.88184137543642,28.881841375436426,431,40,45.0,428.0,3.0,0.1014799154334038,907,1,27.0,48.0,0.029768467475192944,-22.611270808413547,0.2739723977563431,51.65642963964818,0.03125,0.109375,0.018500922501844208,0.0029659164952793617,0.031103521936418743,0.25,0.765625,False,10,5,,,,,,,,
last_two_quarters,logistic_top10,1728,0,1,1727,79.0,0.045744064852345105,0.045717592592592594,0.12452259133818548,0.12546313112967672,0.15856236786469344,0.2698320787492762,0.07295052845877009,33.49375614269643,13.493756142696425,554,63,75.0,398.0,4.0,0.16701902748414377,1726,1,63.0,79.0,0.03650057937427578,-9.41093325667551,0.11428624646446686,22.98159603157137,0.09375,0.359375,0.011381551230841294,0.00031829438366800036,0.021339352621584512,0.65625,1.0,False,10,5,,,,,,,,
last_two_quarters,logistic_top20,3291,0,1,3290,127.0,0.03860182370820669,0.03859009419629292,0.23715500468400952,0.23901198692335635,0.24947145877378435,0.2613981762917933,0.004414497567989217,19.99570795892203,-0.004292041077979382,644,102,118.0,355.0,9.0,0.26849894291754756,3284,6,116.0,127.0,0.03532277710109622,-1.6019682582423298,0.040396196740947174,1.7716595891028293,0.265625,0.453125,0.004239310086702877,-0.004115475030276927,0.010160851745508223,1.0,1.0,False,10,5,,,,,,,,
last_two_quarters,lightgbm_top1,222,0,0,222,4.0,0.018018018018018018,0.018018018018018018,0.01599769402608633,0.016127860515800944,0.008456659619450317,0.2747747747747748,-0.0626516031612469,2.295861905598443,-17.704138094401568,155,3,4.0,469.0,0.0,0.008456659619450317,222,0,5.0,4.0,0.02252252252252252,-36.28484710083605,0.12150350629917711,18.580709006434482,0.75,0.484375,-0.016344495603485793,-0.023925048770882702,0.0005575571963218255,1.0,1.0,False,10,5,,,,,,,,
last_two_quarters,lightgbm_top5,820,0,0,820,32.0,0.03902439024390244,0.03902439024390244,0.05909058153779635,0.05957137667998547,0.0613107822410148,0.2951219512195122,0.02253420872511101,27.303561740237175,7.303561740237155,395,27,29.0,444.0,3.0,0.06765327695560254,819,1,34.0,32.0,0.04151404151404151,6.466037649095439,0.008561345215310304,0.7796606065729867,0.75,0.5,0.004661876622398628,-0.004740448057083964,0.019392603270162942,1.0,1.0,False,10,5,,,,,,,,
last_two_quarters,lightgbm_top10,1675,0,1,1674,65.0,0.03882915173237754,0.03880597014925373,0.12070332204366938,0.12161278605158009,0.1226215644820296,0.2945041816009558,0.06297075129485247,31.21356459719553,11.21356459719552,550,55,58.0,415.0,7.0,0.13742071881606766,1672,2,59.0,65.0,0.035287081339712915,-8.715934282027956,0.11706191802680115,19.763681263200926,0.28125,0.203125,0.004466638110873729,-0.003323305216382661,0.012480964545746251,1.0,1.0,False,10,5,,,,,,,,
last_two_quarters,lightgbm_top20,3245,0,2,3243,135.0,0.041628122109158186,0.04160246533127889,0.23384016718310874,0.2355975299673084,0.25792811839323465,0.3003391921060746,0.14975021096452398,45.846570901031185,25.846570901031164,633,106,122.0,351.0,13.0,0.2854122621564482,3235,8,112.0,135.0,0.03462132921174652,-8.4788739845393,0.20827800411305744,34.68905890192023,0.25,0.09375,0.007265608487654375,-0.0013785183164740575,0.017037535903719585,1.0,0.75,False,10,5,,,,,,,,
last_two_quarters,risk_top1,418,0,3,415,9.0,0.021686746987951807,0.0215311004784689,0.0301217842473157,0.030148928441699963,0.012684989429175475,0.24819277108433735,-0.44053511629095526,-3.0346651374821856,-23.034665137482175,143,9,6.0,467.0,3.0,0.019027484143763214,414,1,11.0,9.0,0.026570048309178744,-22.271519217192697,-0.14595319624720207,-0.6737076433238756,0.875,0.9375,-0.012675766633552004,-0.022545673049204386,0.001626964122665213,,,,10,5,,,,,,,,
last_two_quarters,risk_top5,1420,0,4,1416,58.0,0.04096045197740113,0.04084507042253521,0.10232759241911075,0.1028695968034871,0.11839323467230443,0.2662429378531073,0.07403993387949674,31.567422627511824,11.567422627511814,384,45,56.0,417.0,2.0,0.1226215644820296,1413,3,44.0,58.0,0.03113941967445152,-16.025281231334265,0.23678937420646257,27.82155469131636,0.25,0.21875,0.006597938355897316,-0.006240175643648982,0.019095452407012263,,,,10,5,,,,,,,,
last_two_quarters,risk_top10,2398,0,5,2393,95.0,0.03969912244045132,0.039616346955796494,0.17280392015565324,0.17384671267707955,0.19238900634249473,0.2778938570831592,0.13391421405038403,35.87597724428486,15.875977244284854,506,70,91.0,382.0,4.0,0.20084566596194503,2389,4,80.0,95.0,0.033486814566764334,-4.249979679461135,0.18193638362107153,20.35495456636467,0.375,0.34375,0.005336608818947507,-0.006665889303482589,0.017112500345435044,,,,10,5,,,,,,,,
last_two_quarters,risk_top20,4048,0,8,4040,155.0,0.038366336633663366,0.038290513833992096,0.2917057000792678,0.2934980021794406,0.32346723044397463,0.277970297029703,0.10831414111836697,33.11043814333232,13.110438143332308,617,111,153.0,320.0,2.0,0.3276955602536998,4033,7,140.0,155.0,0.03471361269526407,-4.671086501463133,0.1280570713411516,17.736260574407506,0.484375,0.328125,0.004003823012159555,-0.004779574022917107,0.015583380982079648,,,,10,5,,,,,,,,
last_two_quarters,prior_v21_risk_decile,2246,0,14,2232,101.0,0.04525089605734767,0.044968833481745324,0.16185054406572025,0.1621503814021068,0.19873150105708245,0.2853942652329749,0.20208010285853245,53.23637800761353,33.236378007613524,456,69,94.0,379.0,7.0,0.2135306553911205,2227,5,75.0,101.0,0.03367759317467445,5.5258838399481744,0.2376834655854768,28.13281294819068,0.25,0.328125,0.010888382435843856,-0.007956727463849397,0.030108297347256494,,,,10,5,,,,,,,,
2025Q4,original_all,4887,0,1,4886,82.0,0.016782644289807615,0.016779210149375896,1.0,1.0,1.0,0.2011870650839132,-0.36675940936614476,-131.65504010193132,-151.65504010193135,554,67,82.0,0.0,0.0,1.0,4886,0,116.0,82.0,0.02374130167826443,-61.91311432181919,-0.11217015453262294,-89.74192578011214,0.875,1.0,0.0,0.0,0.0,,,,10,5,,,,,,,,
2025Q4,logistic_top1,11,0,0,11,0.0,0.0,0.0,0.0022508696541845715,0.0022513303315595578,0.0,0.36363636363636365,-0.1659816516751205,51.821121510352235,31.821121510352242,8,0,0.0,82.0,0.0,0.0,11,0,0.0,0.0,0.0,88.04333545370051,-0.14996117574122608,-56.22221394334821,1.0,0.75,-0.016782644289807615,-0.020327868852459016,-0.014091595369904378,1.0,1.0,False,10,5,,,,,,,,
2025Q4,logistic_top5,41,0,0,41,0.0,0.0,0.0,0.008389605074687948,0.008391322144903807,0.0,0.3170731707317073,-0.33972277550801305,-291.7592171699088,-311.7592171699089,31,0,0.0,82.0,0.0,0.0,41,0,0.0,0.0,0.0,-79.10964744954788,-0.09329465116088252,-232.649569720361,1.0,0.75,-0.016782644289807615,-0.020327868852459016,-0.014091595369904378,1.0,1.0,False,10,5,,,,,,,,
2025Q4,logistic_top10,130,0,0,130,2.0,0.015384615384615385,0.015384615384615385,0.026601186822181298,0.02660663119115841,0.024390243902439025,0.27692307692307694,-0.23780308775209202,-116.93136330889641,-136.9313633088964,87,2,2.0,80.0,0.0,0.024390243902439025,130,0,1.0,2.0,0.007692307692307693,-113.75218041489295,0.10577990928838273,-23.179182894003475,0.5,0.5,-0.0013980289051922293,-0.016739446870451237,0.006699158174568013,1.0,1.0,False,10,5,,,,,,,,
2025Q4,logistic_top20,538,0,0,538,10.0,0.01858736059479554,0.01858736059479554,0.11008798854102722,0.1101105198526402,0.12195121951219512,0.21933085501858737,-0.38466828510144996,-151.21226794101653,-171.21226794101656,304,8,10.0,72.0,0.0,0.12195121951219512,538,0,10.0,10.0,0.01858736059479554,-117.87357077677862,-0.01218023968507623,-53.33869716423793,0.75,0.75,0.0018047163049879252,-0.016739446870451237,0.010441361916771755,1.0,1.0,False,10,5,,,,,,,,
2025Q4,lightgbm_top1,20,0,0,20,0.0,0.0,0.0,0.0040924902803355845,0.004093327875562832,0.0,0.2,-0.47639760532293896,-473.2285287539395,-493.22852875393943,16,0,0.0,82.0,0.0,0.0,20,0,0.0,0.0,0.0,-136.95154279713773,-0.32782091380045963,-356.27698595680187,1.0,0.875,-0.016782644289807615,-0.020327868852459016,-0.014091595369904378,1.0,1.0,False,10,5,,,,,,,,
2025Q4,lightgbm_top5,222,0,0,222,2.0,0.009009009009009009,0.009009009009009009,0.04542664211172499,0.04543593941874744,0.012195121951219513,0.16216216216216217,-0.5684466438418289,-263.97736391750885,-283.9773639175089,156,2,1.0,81.0,1.0,0.024390243902439025,222,0,6.0,2.0,0.02702702702702703,-42.64646527760987,-0.47964505328458795,-241.33089863989903,0.875,1.0,-0.007773635280798606,-0.014091595369904378,-7.278020378457054e-05,1.0,1.0,False,10,5,,,,,,,,
2025Q4,lightgbm_top10,438,0,0,438,10.0,0.0228310502283105,0.0228310502283105,0.08962553713934929,0.08964388047482603,0.0975609756097561,0.1917808219178082,-0.3752535848884037,-160.46349620336937,-180.46349620336937,265,10,8.0,74.0,2.0,0.12195121951219512,438,0,9.0,10.0,0.02054794520547945,-81.73800160822377,-0.09404978154650465,-98.72549459514559,0.5,0.875,0.006048405938502886,-0.0006104146123867213,0.02065573770491803,1.0,1.0,False,10,5,,,,,,,,
2025Q4,lightgbm_top20,990,0,0,990,26.0,0.026262626262626262,0.026262626262626262,0.20257826887661143,0.20261972984036022,0.2804878048780488,0.198989898989899,-0.29722431165060786,-85.16602316168623,-105.16602316168623,419,23,23.0,59.0,3.0,0.3170731707317073,990,0,23.0,26.0,0.023232323232323233,-70.05605866194718,-0.02004587477114327,-35.10996449973904,0.375,0.625,0.009479981972818647,0.0018174955391865293,0.027453701113411295,1.0,1.0,False,10,5,,,,,,,,
2025Q4,risk_top1,61,0,0,61,1.0,0.01639344262295082,0.01639344262295082,0.012482095355023532,0.012484650020466639,0.012195121951219513,0.26229508196721313,-0.5017829152162507,-14.358601352506394,-34.358601352506376,33,1,1.0,81.0,0.0,0.012195121951219513,61,0,0.0,1.0,0.0,-50.133769580526256,0.1085900188211337,15.775168228019885,0.5,0.5,-0.0003892016668567942,-0.020327868852459016,0.09437166424065987,,,,10,5,,,,,,,,
2025Q4,risk_top5,232,0,0,232,3.0,0.01293103448275862,0.01293103448275862,0.047472887251892776,0.04748260335652886,0.036585365853658534,0.3103448275862069,-0.3181314682476556,-11.77016995587181,-31.77016995587182,122,2,3.0,79.0,0.0,0.036585365853658534,232,0,2.0,3.0,0.008620689655172414,-46.63061065181358,0.09594026364500903,14.860440695941767,0.5,0.375,-0.0038516098070489942,-0.014091595369904378,0.02871509858409422,,,,10,5,,,,,,,,
2025Q4,risk_top10,432,0,0,432,5.0,0.011574074074074073,0.011574074074074073,0.08839779005524862,0.08841588211215719,0.06097560975609756,0.2638888888888889,-0.3718839811194041,-26.754009666750687,-46.75400966675071,204,4,5.0,77.0,0.0,0.06097560975609756,432,0,11.0,5.0,0.02546296296296296,-48.352541458829464,-0.008903415878603414,1.5985317920787454,1.0,0.625,-0.005208570215733541,-0.0065727983774231755,0.002128477657850649,,,,10,5,,,,,,,,
2025Q4,risk_top20,882,0,0,882,13.0,0.01473922902494331,0.01473922902494331,0.18047882136279927,0.18051575931232092,0.14634146341463414,0.2222222222222222,-0.4593755998894262,-50.510954295184625,-70.51095429518465,317,11,12.0,70.0,1.0,0.15853658536585366,882,0,22.0,13.0,0.024943310657596373,-44.50815618152095,-0.15226535856033105,-26.002798113663694,1.0,1.0,-0.002043415264864304,-0.010034800238058536,0.014006895096038838,,,,10,5,,,,,,,,
2025Q4,prior_v21_risk_decile,371,0,0,371,3.0,0.008086253369272238,0.008086253369272238,0.07591569470022509,0.07593123209169055,0.036585365853658534,0.2830188679245283,-0.4250481422246973,-30.004979741734022,-50.00497974173405,175,2,3.0,79.0,0.0,0.036585365853658534,371,0,8.0,3.0,0.0215633423180593,-50.57635871456008,-0.03435287787140432,0.5713789728260237,1.0,0.625,-0.008696390920535377,-0.014091595369904378,0.005482775351770986,,,,10,5,,,,,,,,
2026Q1,original_all,5917,0,0,5917,107.0,0.018083488254182864,0.018083488254182864,1.0,1.0,1.0,0.2509717762379584,-0.22845267574678702,-101.48215780815208,-121.48215780815208,594,75,107.0,0.0,0.0,1.0,5916,1,153.0,107.0,0.02586206896551724,-63.697854757583364,-0.03439563770117138,-57.64733845488342,1.0,0.875,0.0,0.0,0.0,,,,10,5,,,,,,,,
2026Q1,logistic_top1,47,0,0,47,2.0,0.0425531914893617,0.0425531914893617,0.007943214466790603,0.007943214466790603,0.018691588785046728,0.2978723404255319,0.01159525873545223,47.35430207341741,27.354302073417337,40,2,2.0,105.0,0.0,0.018691588785046728,47,0,1.0,2.0,0.02127659574468085,-99.7968783050918,0.6641076605294576,127.15118037850917,0.5,0.25,0.024469703235178837,-0.016166281755196306,0.10990415335463258,1.0,1.0,False,10,5,,,,,,,,
2026Q1,logistic_top5,252,0,0,252,6.0,0.023809523809523808,0.023809523809523808,0.04258914990704749,0.04258914990704749,0.056074766355140186,0.23809523809523808,-0.1484182846023029,-13.710655114503016,-33.710655114503034,180,4,6.0,101.0,0.0,0.056074766355140186,252,0,10.0,6.0,0.03968253968253968,-25.277074632915195,-0.0371324823418557,-8.433580481587832,1.0,0.75,0.005726035555340944,0.0038337182448036945,0.00930322156625004,1.0,1.0,False,10,5,,,,,,,,
2026Q1,logistic_top10,607,0,0,607,15.0,0.02471169686985173,0.02471169686985173,0.10258576981578503,0.10258576981578503,0.14018691588785046,0.2652388797364086,-0.07727097379269343,-8.08467961876975,-28.08467961876975,340,13,15.0,92.0,0.0,0.14018691588785046,607,0,21.0,15.0,0.03459637561779242,-9.41875586594616,-0.035666574878474105,-18.66592375282358,0.875,0.625,0.006628208615668867,-0.00859052417943873,0.01347118902498929,1.0,1.0,False,10,5,,,,,,,,
2026Q1,logistic_top20,1277,0,0,1277,29.0,0.022709475332811275,0.022709475332811275,0.21581882710833192,0.21581882710833192,0.2523364485981308,0.27799530148786217,-0.11257521299549433,-15.895751845655761,-35.895751845655774,460,22,27.0,80.0,2.0,0.27102803738317754,1277,0,39.0,29.0,0.030540328895849646,-25.680008906899882,0.0347178232619847,-10.215742938755888,1.0,0.25,0.004625987078628411,0.0013775778939265002,0.00588678093335137,1.0,1.0,False,10,5,,,,,,,,
2026Q1,lightgbm_top1,74,0,0,74,1.0,0.013513513513513514,0.013513513513513514,0.01250633767111712,0.01250633767111712,0.009345794392523364,0.21621621621621623,-0.38622239846507245,-57.59118378270239,-77.5911837827024,63,1,1.0,106.0,0.0,0.009345794392523364,74,0,0.0,1.0,0.0,-105.008122608435,0.14875112874173033,27.416938825732608,0.5,0.125,-0.00456997474066935,-0.016166281755196306,-0.0019253281526314496,1.0,1.0,False,10,5,,,,,,,,
2026Q1,lightgbm_top5,340,0,0,340,12.0,0.03529411764705882,0.03529411764705882,0.05746155146188947,0.05746155146188947,0.09345794392523364,0.29411764705882354,0.21811117906579136,41.29498253364898,21.29498253364895,223,9,10.0,97.0,2.0,0.11214953271028037,340,0,12.0,12.0,0.03529411764705882,-12.43331469543733,0.24007410676647142,33.72829722908628,0.625,0.125,0.01721062939287596,-0.016166281755196306,0.023124618059140487,1.0,1.0,False,10,5,,,,,,,,
2026Q1,lightgbm_top10,670,0,0,670,23.0,0.034328358208955224,0.034328358208955224,0.1132330572925469,0.1132330572925469,0.19626168224299065,0.27611940298507465,0.08583493655108994,25.87498528545086,5.874985285450848,341,17,21.0,86.0,2.0,0.21495327102803738,670,0,23.0,23.0,0.034328358208955224,-0.28238045455961175,0.11035453129436194,6.1573657400104524,0.625,0.25,0.01624486995477236,-0.007237710326624878,0.02554427296062978,1.0,1.0,False,10,5,,,,,,,,
2026Q1,lightgbm_top20,1390,0,0,1390,38.0,0.027338129496402876,0.027338129496402876,0.234916342741254,0.234916342741254,0.32710280373831774,0.2712230215827338,-0.055387813531477335,-6.3241092788607425,-26.324109278860757,466,27,35.0,72.0,3.0,0.35514018691588783,1390,0,39.0,38.0,0.02805755395683453,-42.078549977218714,0.15340067165801377,15.754440698357962,0.75,0.125,0.009254641242220012,0.002773112184197634,0.019822893352490312,1.0,1.0,False,10,5,,,,,,,,
2026Q1,risk_top1,41,0,0,41,1.0,0.024390243902439025,0.024390243902439025,0.006929187088051378,0.006929187088051378,0.009345794392523364,0.3902439024390244,0.002801375068686347,20.756487757249342,0.7564877572492935,21,1,1.0,106.0,0.0,0.009345794392523364,41,0,1.0,1.0,0.024390243902439025,-34.3034212861399,0.3686952831090381,35.05990904338919,0.75,0.25,0.006306755648256161,-0.016166281755196306,0.04323748668796592,,,,10,5,,,,,,,,
2026Q1,risk_top5,229,0,0,229,10.0,0.043668122270742356,0.043668122270742356,0.03870204495521379,0.03870204495521379,0.09345794392523364,0.31877729257641924,0.19446896262919514,41.63566845549858,21.63566845549857,127,8,10.0,97.0,0.0,0.09345794392523364,229,0,8.0,10.0,0.034934497816593885,-26.481067558635118,0.4042694396089698,48.11673601413368,0.5,0.25,0.025584634016559492,0.016091782760932725,0.03540668620792066,,,,10,5,,,,,,,,
2026Q1,risk_top10,560,0,0,560,22.0,0.039285714285714285,0.039285714285714285,0.09464255534899442,0.09464255534899442,0.205607476635514,0.3196428571428571,0.15027408194746392,38.86633513557443,18.866335135574413,264,19,22.0,85.0,0.0,0.205607476635514,560,0,16.0,22.0,0.02857142857142857,-34.90948998656078,0.3956203778598795,53.77582512213518,0.5,0.125,0.02120222603153142,-0.003345768934683486,0.0394568560537529,,,,10,5,,,,,,,,
2026Q1,risk_top20,1233,0,0,1233,32.0,0.025952960259529603,0.025952960259529603,0.20838262633091093,0.20838262633091093,0.29906542056074764,0.30900243309002434,0.03448194200418053,21.728875115419633,1.7288751154196267,421,27,32.0,75.0,0.0,0.29906542056074764,1233,0,36.0,32.0,0.029197080291970802,-21.450249449080527,0.20722030913285208,23.17912456450015,0.875,0.125,0.00786947200534674,-0.0044703753224477685,0.02213605553086082,,,,10,5,,,,,,,,
2026Q1,prior_v21_risk_decile,535,0,0,535,23.0,0.04299065420560748,0.04299065420560748,0.09041744127091432,0.09041744127091432,0.21495327102803738,0.30654205607476637,0.19038436411594298,33.76703035894833,13.767030358948308,242,17,23.0,84.0,0.0,0.21495327102803738,535,0,19.0,23.0,0.03551401869158879,-3.6426539291491107,0.28717005239042975,17.40968428809743,0.25,0.125,0.024907165951424615,0.00270164277310558,0.04523308646995801,,,,10,5,,,,,,,,
2026Q2,original_all,7389,0,0,7389,215.0,0.02909730680741643,0.02909730680741643,1.0,1.0,1.0,0.2758154012721613,-0.03920614659521165,46.86522391417891,26.865223914178888,631,146,215.0,0.0,0.0,1.0,7387,2,246.0,215.0,0.033301746311087045,26.22299570652367,0.00018723141309575687,0.7414688789934243,1.0,0.5,0.0,0.0,0.0,,,,10,5,,,,,,,,
