trained_target_r,rule,dimension,value,closed,gt5,gt10,win_rate,mean_net_bp
10,lightgbm_top10,asset,SOLV,8,1,0,0.25,132.92501442042877
10,lightgbm_top10,asset,SOMI,3,0,0,0.6666666666666666,24.688061515209316
10,lightgbm_top10,asset,SONIC,4,0,0,0.0,-223.74207585282676
10,lightgbm_top10,asset,SOON,5,0,0,0.6,61.01036901849479
10,lightgbm_top10,asset,SOPH,10,0,0,0.2,-107.45121261909841
10,lightgbm_top10,asset,SPACE,4,0,0,0.5,-19.130771918184497
10,lightgbm_top10,asset,SPELL,8,0,0,0.25,-83.00470543547739
10,lightgbm_top10,asset,SPK,15,0,0,0.3333333333333333,-67.65230693643281
10,lightgbm_top10,asset,SPORTFUN,1,1,0,1.0,1795.655396016673
10,lightgbm_top10,asset,SPX,10,0,0,0.2,-204.882599797129
10,lightgbm_top10,asset,SPY,2,0,0,0.0,-62.08642565218201
10,lightgbm_top10,asset,SQD,4,0,0,0.0,-253.96047414832105
10,lightgbm_top10,asset,SSV,3,0,0,0.6666666666666666,34.75823714794501
10,lightgbm_top10,asset,STABLE,6,0,0,0.0,-210.77587574416316
10,lightgbm_top10,asset,STBL,2,0,0,0.5,104.736591030947
10,lightgbm_top10,asset,STEEM,5,0,0,0.8,136.05087869011578
10,lightgbm_top10,asset,STG,3,1,0,0.3333333333333333,388.99453723269966
10,lightgbm_top10,asset,STO,5,0,0,0.0,-238.33032138684757
10,lightgbm_top10,asset,STORJ,1,0,0,0.0,-174.522613065325
10,lightgbm_top10,asset,STRC,1,0,0,0.0,-53.458803847761
10,lightgbm_top10,asset,STRK,12,0,0,0.08333333333333333,-139.72940086758393
10,lightgbm_top10,asset,STX,6,0,0,0.16666666666666666,-161.16276218917602
10,lightgbm_top10,asset,SUI,11,0,0,0.36363636363636365,121.30697286343717
10,lightgbm_top10,asset,SUN,7,0,0,0.42857142857142855,-5.385053349542711
10,lightgbm_top10,asset,SUPER,3,0,0,1.0,225.0032690774073
10,lightgbm_top10,asset,SUSHI,3,0,0,0.6666666666666666,208.87973173359433
10,lightgbm_top10,asset,SWARMS,1,0,0,1.0,1286.508047585721
10,lightgbm_top10,asset,SXT,3,0,0,0.3333333333333333,-150.46087359291002
10,lightgbm_top10,asset,SYN,2,0,0,0.0,-229.0421936883765
10,lightgbm_top10,asset,SYRUP,6,0,0,0.16666666666666666,-161.16367810058233
10,lightgbm_top10,asset,SYS,2,0,0,0.0,-218.807885723772
10,lightgbm_top10,asset,T,6,0,0,0.3333333333333333,34.88127373940433
10,lightgbm_top10,asset,TA,2,0,0,0.0,-255.920442714831
10,lightgbm_top10,asset,TAC,3,0,0,0.0,-424.11634894808975
10,lightgbm_top10,asset,TAG,3,0,0,0.0,-346.946239108826
10,lightgbm_top10,asset,TAIKO,9,1,0,0.3333333333333333,49.49002083745822
10,lightgbm_top10,asset,TAKE,1,0,0,1.0,1422.472810532342
10,lightgbm_top10,asset,TANSSI,1,0,0,0.0,-1049.5670538542752
10,lightgbm_top10,asset,TAO,8,1,0,0.25,38.252897688871265
10,lightgbm_top10,asset,THE,3,0,0,0.0,-177.40387510820233
10,lightgbm_top10,asset,THETA,3,0,0,1.0,462.84258914150803
10,lightgbm_top10,asset,TIA,3,0,0,0.3333333333333333,-14.300471647913675
10,lightgbm_top10,asset,TLM,4,0,0,0.0,-324.22871061064404
10,lightgbm_top10,asset,TNSR,7,0,0,0.2857142857142857,-56.80086138678328
10,lightgbm_top10,asset,TOKEN,1,0,0,0.0,-291.532846715328
10,lightgbm_top10,asset,TON,4,0,0,0.0,-146.82295201397122
10,lightgbm_top10,asset,TOSHI,6,0,0,0.16666666666666666,-194.91553640945017
10,lightgbm_top10,asset,TOWNS,5,0,0,0.2,-156.53488844411442
10,lightgbm_top10,asset,TRADOOR,4,0,0,0.25,-161.95907028770796
10,lightgbm_top10,asset,TRB,6,0,0,0.16666666666666666,-45.17021457345266
10,lightgbm_top10,asset,TREE,3,0,0,0.0,-235.501906059213
10,lightgbm_top10,asset,TRIA,1,0,0,1.0,60.956984050264
10,lightgbm_top10,asset,TRUMP,7,0,0,0.0,-198.22087476997115
10,lightgbm_top10,asset,TRUST,8,0,0,0.375,81.26612729216475
10,lightgbm_top10,asset,TRUTH,11,0,0,0.18181818181818182,-135.82524066049578
10,lightgbm_top10,asset,TRX,9,0,0,0.2222222222222222,-54.69766738640422
10,lightgbm_top10,asset,TSLA,2,0,0,0.0,-123.8240934930155
10,lightgbm_top10,asset,TSM,3,0,0,0.3333333333333333,41.06878079297434
10,lightgbm_top10,asset,TST,4,0,0,0.0,-959.4078276394526
10,lightgbm_top10,asset,TTMI,1,0,0,0.0,-94.58308891309801
10,lightgbm_top10,asset,TURBO,9,2,0,0.3333333333333333,339.48492913419057
10,lightgbm_top10,asset,TURTLE,6,0,0,0.0,-400.63196744549725
10,lightgbm_top10,asset,TUT,2,0,0,0.5,-42.025657602066495
10,lightgbm_top10,asset,TWT,7,0,0,0.0,-178.175596479222
10,lightgbm_top10,asset,UB,3,0,0,0.0,-387.65548772653335
10,lightgbm_top10,asset,UMA,3,0,0,0.3333333333333333,24.06924801504366
10,lightgbm_top10,asset,UNI,7,0,0,0.0,-232.12105423365156
10,lightgbm_top10,asset,UP,1,0,0,0.0,-153.374689826303
10,lightgbm_top10,asset,URNM,1,0,0,0.0,-119.325337331334
10,lightgbm_top10,asset,US,1,0,0,1.0,439.770114942525
10,lightgbm_top10,asset,USELESS,2,0,0,0.0,-745.2804433974444
10,lightgbm_top10,asset,USO,1,0,0,0.0,-311.176470588235
10,lightgbm_top10,asset,USTC,8,0,0,0.125,-171.74543886009025
10,lightgbm_top10,asset,USUAL,6,0,0,0.16666666666666666,-232.42269192539672
10,lightgbm_top10,asset,UVXY,1,0,0,1.0,66.50519031141799
10,lightgbm_top10,asset,VANA,15,0,0,0.2,-321.16517776653365
10,lightgbm_top10,asset,VANRY,8,1,0,0.375,45.27981510782861
10,lightgbm_top10,asset,VELODROME,1,0,0,0.0,-163.44262295081901
10,lightgbm_top10,asset,VELVET,3,0,0,0.0,-205.56732414673365
10,lightgbm_top10,asset,VET,3,0,0,0.3333333333333333,-55.019103238134335
10,lightgbm_top10,asset,VFY,2,0,0,1.0,656.005248831589
10,lightgbm_top10,asset,VIC,2,0,0,0.5,-91.7222379694535
10,lightgbm_top10,asset,VINE,3,1,0,0.3333333333333333,214.24962557620535
10,lightgbm_top10,asset,VIRTUAL,3,0,0,0.3333333333333333,-139.249789292656
10,lightgbm_top10,asset,VOXEL,1,0,0,0.0,-504.38495857233795
10,lightgbm_top10,asset,VRT,1,0,0,0.0,-162.85714285714198
10,lightgbm_top10,asset,VTHO,7,0,0,0.2857142857142857,-84.25202932048501
10,lightgbm_top10,asset,W,5,0,0,0.2,-127.88629570181782
10,lightgbm_top10,asset,WAL,3,0,0,0.0,-128.720623713727
10,lightgbm_top10,asset,WAXP,2,0,0,0.0,-145.12048737228048
10,lightgbm_top10,asset,WCT,12,0,0,0.16666666666666666,-131.92311796435908
10,lightgbm_top10,asset,WDC,1,0,0,1.0,99.737610639349
10,lightgbm_top10,asset,WET,7,0,0,0.2857142857142857,-141.26758360716371
10,lightgbm_top10,asset,WIF,7,0,0,0.14285714285714285,-182.8927321542816
10,lightgbm_top10,asset,WLD,4,0,0,0.5,-80.66501189278874
10,lightgbm_top10,asset,WLFI,11,0,0,0.09090909090909091,-150.8439669186601
10,lightgbm_top10,asset,WOO,10,0,0,0.5,89.61095849334602
10,lightgbm_top10,asset,XAG,1,0,0,1.0,462.582837723024
10,lightgbm_top10,asset,XAI,6,3,2,0.6666666666666666,1070.5368218123856
10,lightgbm_top10,asset,XAN,1,0,0,0.0,-438.289864641796
10,lightgbm_top10,asset,XAU,5,0,0,0.6,75.2331434149478
10,lightgbm_top10,asset,XAUT,1,0,0,0.0,-93.99359392551
10,lightgbm_top10,asset,XCN,1,0,0,0.0,-279.668508287294
10,lightgbm_top10,asset,XCU,3,0,0,0.0,-105.580467968248
10,lightgbm_top10,asset,XLM,6,0,0,0.3333333333333333,-86.65439445539417
10,lightgbm_top10,asset,XMR,3,0,0,0.3333333333333333,-71.04896148105699
10,lightgbm_top10,asset,XNY,4,0,0,0.25,-96.09219849765525
10,lightgbm_top10,asset,XPL,4,0,0,0.0,-341.33064181192447
10,lightgbm_top10,asset,XPT,2,0,0,0.5,107.37587591187747
10,lightgbm_top10,asset,XRP,5,0,0,0.4,-62.88820212872181
10,lightgbm_top10,asset,XTZ,6,0,0,0.6666666666666666,227.9221824844375
10,lightgbm_top10,asset,XVG,3,0,0,0.6666666666666666,-33.990850271519676
10,lightgbm_top10,asset,XVS,6,0,0,0.8333333333333334,94.83034662368982
10,lightgbm_top10,asset,YALA,1,0,0,0.0,-750.519480519479
10,lightgbm_top10,asset,YB,7,0,0,0.2857142857142857,127.78325564520456
10,lightgbm_top10,asset,YFI,10,0,0,0.0,-168.22389554392507
10,lightgbm_top10,asset,YGG,13,0,0,0.3076923076923077,-32.691321537738
10,lightgbm_top10,asset,ZAMA,2,0,0,0.0,-284.66132265505246
10,lightgbm_top10,asset,ZBT,7,0,0,0.2857142857142857,-17.912946008699844
10,lightgbm_top10,asset,ZEC,6,2,2,0.3333333333333333,1201.338040730064
10,lightgbm_top10,asset,ZEN,8,0,0,0.125,-178.97823750122123
10,lightgbm_top10,asset,ZEREBRO,4,0,0,0.25,-230.56643315436224
10,lightgbm_top10,asset,ZETA,14,2,0,0.42857142857142855,78.68976975513148
10,lightgbm_top10,asset,ZIL,7,0,0,0.0,-222.88838474423585
10,lightgbm_top10,asset,ZK,8,0,0,0.5,-64.6775780441685
10,lightgbm_top10,asset,ZKC,2,0,0,0.5,-227.30462158568352
10,lightgbm_top10,asset,ZKJ,1,0,0,0.0,-173.256704980843
10,lightgbm_top10,asset,ZKP,7,0,0,0.14285714285714285,-49.94468674565345
10,lightgbm_top10,asset,ZORA,11,0,0,0.0,-556.3387015944377
10,lightgbm_top10,asset,ZRC,1,0,0,0.0,-199.47103274559097
10,lightgbm_top10,asset,ZRO,2,0,0,0.0,-331.212347033345
10,lightgbm_top10,asset,ZRX,7,0,0,0.42857142857142855,-13.886368310801874
10,lightgbm_top10,asset,币安人生,4,0,0,0.25,165.41326263668475
10,lightgbm_top10,asset,我踏马来了,2,0,0,0.5,181.990594866501
10,lightgbm_top20,asset,0G,24,1,0,0.3333333333333333,-236.84779975463837
10,lightgbm_top20,asset,1000000BOB,7,0,0,0.2857142857142857,-434.7610924196767
10,lightgbm_top20,asset,1000000MOG,7,0,0,0.5714285714285714,265.5218489232351
10,lightgbm_top20,asset,1000BONK,9,0,0,0.1111111111111111,-142.3147019248341
10,lightgbm_top20,asset,1000CAT,2,1,1,0.5,1637.374444773066
10,lightgbm_top20,asset,1000CHEEMS,8,1,0,0.5,55.14210327270063
10,lightgbm_top20,asset,1000FLOKI,11,0,0,0.36363636363636365,4.775742161279913
10,lightgbm_top20,asset,1000LUNC,11,0,0,0.18181818181818182,-45.61515390036764
10,lightgbm_top20,asset,1000PEPE,11,0,0,0.2727272727272727,-59.440026478071275
10,lightgbm_top20,asset,1000RATS,10,0,0,0.2,-174.71886062115954
10,lightgbm_top20,asset,1000SATS,4,0,0,0.5,-401.6883835787985
10,lightgbm_top20,asset,1000SHIB,6,0,0,0.16666666666666666,-71.41693274112616
10,lightgbm_top20,asset,1000WHY,1,0,0,0.0,-288.456375838925
10,lightgbm_top20,asset,1000X,1,0,0,0.0,-190.098478066247
10,lightgbm_top20,asset,1000XEC,10,0,0,0.0,-192.02497105384586
10,lightgbm_top20,asset,1INCH,21,0,0,0.19047619047619047,-139.3939184379266
10,lightgbm_top20,asset,1MBABYDOGE,8,0,0,0.0,-200.20613974346975
10,lightgbm_top20,asset,2Z,17,2,0,0.23529411764705882,-0.41404501874594773
10,lightgbm_top20,asset,4,3,0,0,0.0,-367.46565133736163
10,lightgbm_top20,asset,42,2,0,0,0.0,-197.40755520084954
10,lightgbm_top20,asset,A,9,0,0,0.4444444444444444,14.165176433859884
10,lightgbm_top20,asset,A2Z,5,0,0,0.0,-343.9251977204806
10,lightgbm_top20,asset,AAPL,1,0,0,1.0,194.523080972592
10,lightgbm_top20,asset,AAVE,11,0,0,0.18181818181818182,-152.85734550747748
10,lightgbm_top20,asset,ACE,6,0,0,0.0,-174.96791089938765
10,lightgbm_top20,asset,ACH,12,1,0,0.16666666666666666,19.970715385861926
10,lightgbm_top20,asset,ACT,16,3,2,0.5,954.7906117127832
10,lightgbm_top20,asset,ACU,6,1,1,0.8333333333333334,469.3309729300465
10,lightgbm_top20,asset,ACX,11,0,0,0.09090909090909091,-171.24804352045174
10,lightgbm_top20,asset,ADA,12,0,0,0.4166666666666667,33.07244270577925
10,lightgbm_top20,asset,ADBE,2,0,0,0.5,-39.902375685294
10,lightgbm_top20,asset,AERO,6,0,0,0.5,40.707508408288305
10,lightgbm_top20,asset,AEVO,14,2,0,0.14285714285714285,-14.852996690543739
10,lightgbm_top20,asset,AGLD,13,0,0,0.0,-196.14455449076897
10,lightgbm_top20,asset,AGT,1,0,0,0.0,-856.363636363638
10,lightgbm_top20,asset,AI,7,0,0,0.14285714285714285,-165.23832795310355
10,lightgbm_top20,asset,AI16Z,1,0,0,0.0,-388.523949169109
10,lightgbm_top20,asset,AIA,2,0,0,1.0,404.38014670853795
10,lightgbm_top20,asset,AIGENSYN,4,0,0,0.0,-204.37769726712872
10,lightgbm_top20,asset,AIN,6,2,1,0.3333333333333333,849.8006972649173
10,lightgbm_top20,asset,AIO,4,1,0,0.5,296.33450799963424
10,lightgbm_top20,asset,AIOT,1,0,0,1.0,400.95754290876096
10,lightgbm_top20,asset,AIXBT,8,0,0,0.0,-298.2003826570389
10,lightgbm_top20,asset,AKE,3,0,0,1.0,874.5424812147122
10,lightgbm_top20,asset,AKT,3,0,0,0.3333333333333333,-333.162457231067
10,lightgbm_top20,asset,ALAB,2,0,0,0.5,75.77232663253999
10,lightgbm_top20,asset,ALCH,2,0,0,0.5,12.63974018201849
10,lightgbm_top20,asset,ALGO,10,0,0,0.2,-97.6443265721175
10,lightgbm_top20,asset,ALICE,5,0,0,0.0,-394.6199745079578
10,lightgbm_top20,asset,ALL,9,0,0,0.4444444444444444,46.030266138057115
10,lightgbm_top20,asset,ALLO,8,0,0,0.375,62.00826035246463
10,lightgbm_top20,asset,ALPINE,6,0,0,0.3333333333333333,16.636624653122997
10,lightgbm_top20,asset,ALT,10,0,0,0.6,270.02059408638945
10,lightgbm_top20,asset,AMAT,1,0,0,0.0,-223.51414524058902
10,lightgbm_top20,asset,AMD,1,0,0,0.0,-73.870625662777
10,lightgbm_top20,asset,AMZN,1,0,0,1.0,267.248949089209
10,lightgbm_top20,asset,ANIME,19,0,0,0.05263157894736842,-189.96288029616548
10,lightgbm_top20,asset,ANKR,8,0,0,0.375,-23.770533435166747
10,lightgbm_top20,asset,APE,6,0,0,0.8333333333333334,186.88713219819766
10,lightgbm_top20,asset,API3,18,0,0,0.16666666666666666,-140.76803356139575
10,lightgbm_top20,asset,APLD,1,0,0,0.0,-334.985682468977
10,lightgbm_top20,asset,APP,1,0,0,0.0,-188.17432932326
10,lightgbm_top20,asset,APR,5,0,0,0.0,-440.00516334389624
10,lightgbm_top20,asset,APT,15,0,0,0.2,-78.43549684935324
10,lightgbm_top20,asset,AR,20,0,0,0.2,-133.35193481108567
10,lightgbm_top20,asset,ARB,13,0,0,0.15384615384615385,-153.14999013786417
10,lightgbm_top20,asset,ARC,10,0,0,0.0,-362.80913526273025
10,lightgbm_top20,asset,ARIA,5,0,0,0.2,-68.86008536471482
10,lightgbm_top20,asset,ARK,6,0,0,0.16666666666666666,-143.3114917184855
10,lightgbm_top20,asset,ARKM,9,0,0,0.2222222222222222,-173.6958161094361
10,lightgbm_top20,asset,ARPA,6,2,2,0.5,710.9053248784752
10,lightgbm_top20,asset,ARX,4,0,0,0.25,-197.45024808798848
10,lightgbm_top20,asset,ASML,2,0,0,0.5,24.198652492532503
10,lightgbm_top20,asset,ASR,7,0,0,0.2857142857142857,-46.07905961669329
10,lightgbm_top20,asset,ASTER,18,2,0,0.1111111111111111,12.945633929646723
10,lightgbm_top20,asset,ASTR,15,0,0,0.2,-94.51888512792165
10,lightgbm_top20,asset,ASTS,1,0,0,0.0,-175.447605829284
10,lightgbm_top20,asset,AT,19,1,0,0.10526315789473684,-205.9399645969084
10,lightgbm_top20,asset,ATA,2,0,0,0.0,-486.44183654951246
10,lightgbm_top20,asset,ATH,19,0,0,0.21052631578947367,-108.60962100732624
10,lightgbm_top20,asset,ATOM,16,0,0,0.125,-108.91681412274507
10,lightgbm_top20,asset,AUCTION,30,0,0,0.3,-86.89835024692036
10,lightgbm_top20,asset,AVA,5,0,0,0.0,-169.84057721220458
10,lightgbm_top20,asset,AVAAI,12,0,0,0.3333333333333333,51.769861017527894
10,lightgbm_top20,asset,AVAX,21,0,0,0.2857142857142857,-39.14274719538262
10,lightgbm_top20,asset,AVGO,1,0,0,1.0,560.032429928192
10,lightgbm_top20,asset,AVNT,14,0,0,0.2857142857142857,-22.600149565666573
10,lightgbm_top20,asset,AWE,11,0,0,0.2727272727272727,-53.77156573160837
10,lightgbm_top20,asset,AXL,5,0,0,0.2,-32.47971166713398
10,lightgbm_top20,asset,AXS,17,1,1,0.23529411764705882,61.433328636899745
10,lightgbm_top20,asset,AZTEC,11,0,0,0.2727272727272727,-94.22708942737364
10,lightgbm_top20,asset,B,4,0,0,0.5,215.375980090826
10,lightgbm_top20,asset,B2,9,0,0,0.3333333333333333,215.46389680110673
10,lightgbm_top20,asset,B3,3,0,0,0.0,-303.557786510534
10,lightgbm_top20,asset,BABY,13,0,0,0.07692307692307693,-195.9303185117919
10,lightgbm_top20,asset,BAN,10,2,1,0.5,574.6791963947414
10,lightgbm_top20,asset,BANANA,6,0,0,0.3333333333333333,-112.52749546666433
10,lightgbm_top20,asset,BANANAS31,6,0,0,0.0,-358.522527381138
10,lightgbm_top20,asset,BAND,24,1,0,0.125,-85.59611763112684
10,lightgbm_top20,asset,BANK,7,0,0,0.42857142857142855,193.88223706538338
10,lightgbm_top20,asset,BARD,17,0,0,0.11764705882352941,-158.1488707259341
10,lightgbm_top20,asset,BAS,2,0,0,0.0,-425.207044954257
10,lightgbm_top20,asset,BASED,1,0,0,0.0,-525.3152759574759
10,lightgbm_top20,asset,BAT,16,0,0,0.1875,-221.07367332265818
10,lightgbm_top20,asset,BB,5,0,0,0.0,-214.59925054036356
10,lightgbm_top20,asset,BCH,19,0,0,0.3684210526315789,-61.67130751436964
10,lightgbm_top20,asset,BEAMX,7,1,0,0.42857142857142855,47.70954759868954
10,lightgbm_top20,asset,BEAT,4,0,0,0.25,-87.05130952228177
10,lightgbm_top20,asset,BEL,2,0,0,0.0,-211.6136913371645
10,lightgbm_top20,asset,BERA,1,0,0,0.0,-279.440020549702
10,lightgbm_top20,asset,BICO,13,0,0,0.15384615384615385,-408.025290100689
10,lightgbm_top20,asset,BID,4,0,0,0.25,-10.540759163926491
10,lightgbm_top20,asset,BIGTIME,24,0,0,0.4166666666666667,-27.17946860392104
10,lightgbm_top20,asset,BILL,3,0,0,0.3333333333333333,202.57110220643335
10,lightgbm_top20,asset,BIO,14,3,3,0.2857142857142857,329.25960023856413
10,lightgbm_top20,asset,BIRB,4,0,0,0.5,-92.34194557041475
10,lightgbm_top20,asset,BLEND,2,0,0,0.0,-194.81415365610502
10,lightgbm_top20,asset,BLESS,5,1,0,0.4,520.4938816041972
10,lightgbm_top20,asset,BLUAI,5,0,0,0.6,259.23858029842063
10,lightgbm_top20,asset,BLUR,13,2,2,0.3076923076923077,199.29457891280373
10,lightgbm_top20,asset,BMNR,2,0,0,0.0,-103.44939495840099
10,lightgbm_top20,asset,BMT,1,0,0,0.0,-157.763371150729
10,lightgbm_top20,asset,BNB,20,0,0,0.5,-42.32110328283914
10,lightgbm_top20,asset,BNT,9,0,0,0.1111111111111111,-140.40172967221812
10,lightgbm_top20,asset,BOB,2,0,0,0.5,151.04887211034153
10,lightgbm_top20,asset,BOME,11,0,0,0.18181818181818182,-162.89257330382077
10,lightgbm_top20,asset,BONK,10,0,0,0.1,-132.70543601048314
10,lightgbm_top20,asset,BP,1,0,0,0.0,-126.80907877169399
10,lightgbm_top20,asset,BR,5,0,0,0.4,-16.406037131906
10,lightgbm_top20,asset,BRETT,11,0,0,0.09090909090909091,-253.07449360271673
10,lightgbm_top20,asset,BREV,14,0,0,0.35714285714285715,-88.98468608035006
10,lightgbm_top20,asset,BRKB,1,0,0,0.0,-29.468389387511998
10,lightgbm_top20,asset,BROCCOLI714,5,0,0,0.4,50.4872889780202
10,lightgbm_top20,asset,BROCCOLIF3B,3,0,0,0.6666666666666666,465.28781931279065
10,lightgbm_top20,asset,BSB,6,0,0,0.3333333333333333,-18.050989307018337
10,lightgbm_top20,asset,BSP,2,0,0,0.0,-190.3421936203725
10,lightgbm_top20,asset,BSV,7,0,0,0.2857142857142857,-44.56929117397814
10,lightgbm_top20,asset,BTC,14,0,0,0.07142857142857142,-103.98449699940954
10,lightgbm_top20,asset,BTCDOM,10,0,0,0.2,-45.4307036892654
10,lightgbm_top20,asset,BTR,4,0,0,0.0,-351.5288401693472
10,lightgbm_top20,asset,BTW,2,0,0,0.5,-116.96050101382048
10,lightgbm_top20,asset,BULLA,2,0,0,0.0,-326.5127012214005
10,lightgbm_top20,asset,BX,1,0,0,0.0,-154.38081455447602
10,lightgbm_top20,asset,BZ,6,2,0,0.6666666666666666,266.8842435645902
10,lightgbm_top20,asset,C,12,0,0,0.3333333333333333,-113.7502871996291
10,lightgbm_top20,asset,C98,3,0,0,0.0,-289.53616521981
10,lightgbm_top20,asset,CAKE,5,0,0,0.0,-151.7310044547802
10,lightgbm_top20,asset,CAP,3,0,0,0.0,-230.43179859579098
10,lightgbm_top20,asset,CARV,5,0,0,0.6,69.03592533140662
10,lightgbm_top20,asset,CATI,8,0,0,0.125,-204.37677729670276
10,lightgbm_top20,asset,CC,12,0,0,0.08333333333333333,-168.76890263759196
10,lightgbm_top20,asset,CELO,10,0,0,0.3,-132.434245948617
10,lightgbm_top20,asset,CELR,7,0,0,0.42857142857142855,-11.618773879385005
10,lightgbm_top20,asset,CETUS,4,2,0,0.5,1903.5726223492334
10,lightgbm_top20,asset,CFG,8,1,1,0.125,372.7356648889685
10,lightgbm_top20,asset,CFX,14,0,0,0.42857142857142855,-70.51058521368249
10,lightgbm_top20,asset,CGNX,1,0,0,0.0,-473.20197044334896
10,lightgbm_top20,asset,CGPT,3,0,0,0.0,-197.31408206552666
10,lightgbm_top20,asset,CHESS,2,0,0,0.0,-243.52455822304353
10,lightgbm_top20,asset,CHILLGUY,7,1,0,0.42857142857142855,149.07594495065612
10,lightgbm_top20,asset,CHIP,3,0,0,0.6666666666666666,822.2626432049678
10,lightgbm_top20,asset,CHR,10,0,0,0.2,-120.43737767141249
10,lightgbm_top20,asset,CHZ,15,0,0,0.4,-2.4730488138106748
10,lightgbm_top20,asset,CKB,11,0,0,0.36363636363636365,2.0653720292503506
10,lightgbm_top20,asset,CL,7,1,0,0.42857142857142855,-52.84666363903843
10,lightgbm_top20,asset,CLANKER,4,1,0,0.5,150.08666791994276
10,lightgbm_top20,asset,CLO,3,0,0,0.3333333333333333,-199.86478145513163
10,lightgbm_top20,asset,COAI,20,0,0,0.2,-257.41847823746383
10,lightgbm_top20,asset,COIN,2,0,0,0.0,-167.1669165514755
10,lightgbm_top20,asset,COLLECT,2,0,0,0.5,312.55070617493703
10,lightgbm_top20,asset,COMMON,1,0,0,0.0,-339.448794237394
10,lightgbm_top20,asset,COMP,16,0,0,0.3125,-42.4868917753105
10,lightgbm_top20,asset,COOKIE,9,0,0,0.1111111111111111,-195.7005788286319
10,lightgbm_top20,asset,CORE,7,0,0,0.14285714285714285,-22.075628090716553
10,lightgbm_top20,asset,COS,7,0,0,0.2857142857142857,-151.35690401998244
10,lightgbm_top20,asset,COST,2,0,0,0.0,-94.48231735197851
10,lightgbm_top20,asset,COTI,11,0,0,0.18181818181818182,-103.77189859691964
10,lightgbm_top20,asset,COW,6,0,0,0.0,-217.37425183839736
10,lightgbm_top20,asset,CRO,8,0,0,0.25,-88.32672620055675
10,lightgbm_top20,asset,CROSS,5,1,0,0.4,263.46789608675476
10,lightgbm_top20,asset,CRV,5,0,0,0.4,119.21789416553764
10,lightgbm_top20,asset,CSCO,3,0,0,0.0,-121.85442527547033
10,lightgbm_top20,asset,CTK,6,0,0,0.3333333333333333,7.680056440032822
10,lightgbm_top20,asset,CTR,3,0,0,0.0,-186.64403453340233
10,lightgbm_top20,asset,CTSI,7,0,0,0.14285714285714285,-215.06193057311384
10,lightgbm_top20,asset,CUDIS,5,0,0,0.2,-322.187949961609
10,lightgbm_top20,asset,CVC,7,0,0,0.0,-170.18097086465588
10,lightgbm_top20,asset,CVX,11,0,0,0.45454545454545453,-97.4563797973978
10,lightgbm_top20,asset,CYBER,5,0,0,0.2,-189.9990838779484
10,lightgbm_top20,asset,CYS,4,0,0,0.5,-48.17725897092453
10,lightgbm_top20,asset,D,1,0,0,0.0,-203.748169838946
10,lightgbm_top20,asset,DAM,2,0,0,0.5,-272.61028260376304
10,lightgbm_top20,asset,DASH,21,4,2,0.2857142857142857,362.0316113649517
10,lightgbm_top20,asset,DATA,3,0,0,0.3333333333333333,-74.31296139007667
10,lightgbm_top20,asset,DATAIP,1,0,0,0.0,-180.150730098915
10,lightgbm_top20,asset,DEEP,5,0,0,0.2,-133.18545032972116
10,lightgbm_top20,asset,DEGEN,4,1,0,0.75,368.8474646361265
10,lightgbm_top20,asset,DEGO,3,0,0,0.0,-239.69157900226068
10,lightgbm_top20,asset,DEXE,2,0,0,0.5,457.22995878370995
10,lightgbm_top20,asset,DF,2,0,0,0.0,-216.594187567885
10,lightgbm_top20,asset,DIA,9,0,0,0.1111111111111111,-130.62393790970577
10,lightgbm_top20,asset,DKNG,1,0,0,0.0,-40.661157024792004
10,lightgbm_top20,asset,DMC,3,0,0,0.0,-391.718363373163
10,lightgbm_top20,asset,DODOX,4,0,0,0.25,-232.9277119858475
10,lightgbm_top20,asset,DOGE,14,0,0,0.5,29.947688017294286
10,lightgbm_top20,asset,DOGS,7,1,1,0.42857142857142855,494.1651516754547
10,lightgbm_top20,asset,DOLO,7,1,0,0.42857142857142855,247.27838586217487
10,lightgbm_top20,asset,DOOD,11,1,0,0.6363636363636364,396.2892475221937
10,lightgbm_top20,asset,DOT,15,0,0,0.2,-123.41172962680615
10,lightgbm_top20,asset,DRAM,1,0,0,0.0,-296.797829036635
10,lightgbm_top20,asset,DRIFT,7,0,0,0.0,-296.3015928724416
10,lightgbm_top20,asset,DUSK,2,0,0,0.5,-291.5247666205065
10,lightgbm_top20,asset,DYDX,11,1,1,0.36363636363636365,237.4726736408205
10,lightgbm_top20,asset,DYM,7,1,1,0.14285714285714285,691.274413288618
10,lightgbm_top20,asset,EDEN,8,0,0,0.25,-245.04400812531836
10,lightgbm_top20,asset,EDGE,7,0,0,0.0,-254.13963895622973
10,lightgbm_top20,asset,EDGEX,3,0,0,0.0,-164.42257443845534
10,lightgbm_top20,asset,EDU,7,0,0,0.14285714285714285,-303.388292506451
10,lightgbm_top20,asset,EGLD,10,0,0,0.4,-49.881800494755
10,lightgbm_top20,asset,EIGEN,16,1,0,0.375,74.09726844163065
10,lightgbm_top20,asset,ELSA,4,0,0,0.0,-213.756277386609
10,lightgbm_top20,asset,ENA,8,1,1,0.375,861.6788569941717
10,lightgbm_top20,asset,ENJ,15,5,4,0.4,772.0193868965083
10,lightgbm_top20,asset,ENS,16,0,0,0.125,-54.91500245410217
