outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
hard_stop,14,-77.0659138630222,-69.04482466547844,-1078.9227940823107,0.0,False,0.0,14,0
transition_colour_exit,237,-10.599332506456031,-31.989543734454156,-2512.0418040300797,0.7041019868765638,False,0.2616033755274262,175,0
