timeframe,symbol,n,symbols,wins,losses,win_pct,mean_r,median_r,sum_r,gross_r,mean_bp,median_bp,sum_bp,gross_bp,avg_win_r,avg_loss_r,payoff_r,breakeven_win_pct_r,pf_r,avg_win_bp,avg_loss_bp,payoff_bp,pf_bp,mean_hold_h,median_hold_h,median_risk_pct,median_delay,mfe_ge1,mfe_ge2,loss_mfe_lt1,loss_mfe_ge1,loss_mfe_ge2,loss_mfe_ge3,loss_mfe_ge5,matched_n,matched_pct,paired_actual_r,random_r,excess_r,paired_actual_bp,random_bp,excess_bp,excess_blocks,excess_mean_ci_low,excess_mean_ci_high,excess_p_month_signflip
1h,FILUSDT,3,1,1,2,33.33333333333333,-0.5616975364166815,-1.0562476894639543,-1.6850926092500447,-0.4919786096256658,-207.6188961798443,-342.58064516128997,-622.8566885395329,-187.6188961798443,0.4331550802139108,1.0591238447319777,0.40897491107239226,70.9735845643188,0.20448745553619613,95.29411764705999,359.0754030932965,0.2653874835929663,0.13269374179648316,33.666666666666664,18.0,3.22580645161289,4.0,2,1,1,1,0,0,0,3,100.0,-0.5616975364166815,2.5578090926240353,-3.119506629040717,-207.6188961798443,526.135852165961,-733.7547483458053,3,-4.431844919786089,-2.150760611205431,1.0
1h,HYPEUSDT,2,1,0,2,0.0,-1.045711795669226,-1.045711795669226,-2.091423591338452,-1.0,-462.7364120718345,-462.7364120718345,-925.472824143669,-442.7364120718345,,1.045711795669226,,,0.0,,462.7364120718345,,0.0,22.5,22.5,4.427364120718345,48.0,0,0,2,0,0,0,0,2,100.0,-1.045711795669226,-1.0774705657847248,0.03175877011549866,-462.7364120718345,-280.7661704448725,-181.97024162696198,2,0.019057737559042387,0.04445980267195493,0.2543728135932034
1h,JUPUSDT,6,1,2,4,33.33333333333333,0.42253341490886237,-0.6347935003385249,2.535200489453174,0.4817693265760911,182.68713505961622,-168.928855546538,1096.1228103576973,202.68713505961622,2.9757648953301166,0.854082325301765,3.484166346937009,22.300689194616254,1.7420831734685045,1100.997038327665,276.46781657440823,3.9823696369785013,1.9911848184892507,56.666666666666664,43.0,3.7100099038165304,4.0,3,2,3,1,0,0,0,6,100.0,0.42253341490886237,-1.0732664892665038,1.4957999041753662,182.68713505961622,-301.861348947232,484.54848400684824,6,0.14978972084075257,2.9242096028556137,0.04697651174412794
1h,MUBARAKUSDT,2,1,0,2,0.0,-0.9192271483305964,-0.9192271483305964,-1.8384542966611928,-0.8843537414965983,-685.8983136079505,-685.8983136079505,-1371.796627215901,-665.8983136079505,,0.9192271483305964,,,0.0,,685.8983136079505,,0.0,125.5,125.5,8.10251554479731,36.5,2,0,0,2,0,0,0,2,100.0,-0.9192271483305964,0.7282019912711419,-1.6474291396017382,-685.8983136079505,110.78608089454156,-796.6843945024921,2,-3.538993368700268,0.24413508949679175,0.7381309345327336
1h,NEARUSDT,3,1,2,1,66.66666666666666,1.3634576750624454,2.298679245283018,4.090373025187336,1.4532715436389756,316.17455832589803,584.316546762588,948.5236749776941,336.17455832589803,2.592216815623971,1.0940606060606055,2.369353947362926,29.679280230640785,4.738707894725852,590.576270478537,232.62886597938,2.5387058824027675,5.077411764805535,83.66666666666667,68.0,2.1262886597937998,34.0,3,2,0,1,0,0,0,3,100.0,1.3634576750624454,1.5511799790220795,-0.18772230395963385,316.17455832589803,327.26463127253265,-11.090072946634677,3,-3.8601132376395433,3.9659968102073506,0.6106946526736632
1h,ONEUSDT,3,1,1,2,33.33333333333333,-0.6605185159444985,-1.0400939242735543,-1.9815555478334954,-0.5814958927799435,-234.7563708175036,-218.540145985401,-704.2691124525109,-214.75637081750367,0.1592736705577076,1.0704146091956015,0.148796241371742,87.04763856172885,0.074398120685871,33.099730458219,368.68442145536494,0.0897779470246107,0.04488897351230535,36.666666666666664,41.0,2.07816711590297,17.0,1,1,2,0,0,0,0,3,100.0,-0.6605185159444985,-0.5045720859737922,-0.15594642997070637,-234.7563708175036,-102.97378211385067,-131.78258870365298,3,-0.5216105947218748,0.053838659996106486,0.7521239380309845
1h,OPUSDT,6,1,2,4,33.33333333333333,-0.0897016699071751,-1.0418282465074677,-0.5382100194430506,-0.031886306094271365,-74.71584527320748,-301.10681345816795,-448.29507163924484,-54.71584527320751,1.8444959911738241,1.0568005004476748,1.7453587412122449,36.42511213519726,0.8726793706061224,614.9498477163315,419.54869176797695,1.4657413067478169,0.7328706533739084,73.16666666666667,77.0,3.4083733753406147,7.5,4,2,2,2,0,0,0,6,100.0,-0.0897016699071751,-0.15137870631902545,0.061677036411850315,-74.71584527320748,-60.25305917929818,-14.462786093909296,6,-0.9512848169461243,1.2432614658635235,0.3933033483258371
1h,PENDLEUSDT,5,1,1,4,20.0,-0.3213261736786325,-1.044720434600919,-1.6066308683931625,-0.2724484052532822,-108.53576649121298,-335.779908219363,-542.6788324560649,-88.535766491213,2.034691682301441,0.9103306376736509,2.235112823952728,30.91082303516634,0.558778205988182,909.705849457556,363.09617047840527,2.505412955082818,0.6263532387707045,28.6,28.0,4.47097640085001,16.0,2,1,3,1,0,0,0,5,100.0,-0.3213261736786325,-0.6304688209903238,0.30914264731169117,-108.53576649121298,-202.88050974323122,94.34474325201822,5,-0.8529019401614024,1.7874943876286238,0.4077961019490255
1h,PIEVERSEUSDT,3,1,2,1,66.66666666666666,0.5653886286548164,0.1454536082474241,1.6961658859644493,0.6215126789466003,350.07869730404326,52.342793544797,1050.2360919121297,370.07869730404326,1.3842196951189774,1.0722735042735052,1.2909203571684114,43.650578985469615,2.5818407143368227,673.4813382928669,296.726584673604,2.269703400636276,4.539406801272552,41.0,25.0,3.59859024299758,3.0,2,2,1,0,0,0,0,3,100.0,0.5653886286548164,-0.7486172058443565,1.314005834499173,350.07869730404326,-280.32283170225867,630.401529006302,2,0.2856833379771528,1.828167082760183,0.2543728135932034
1h,PUMPUSDT,1,1,1,0,100.0,5.683181818181784,5.683181818181784,5.683181818181784,5.742424242424208,1918.618925831199,1918.618925831199,1918.618925831199,1938.618925831199,5.683181818181784,,,,,1918.618925831199,,,,156.0,156.0,3.3759590792839003,25.0,1,1,0,0,0,0,0,1,100.0,5.683181818181784,0.3836161616161561,5.299565656565628,1918.618925831199,151.246515332534,1767.372410498665,1,,,
1h,SOLUSDT,3,1,1,2,33.33333333333333,-0.37494778381838373,-1.0900418848167557,-1.1248433514551512,-0.2818445802453093,80.74981751825867,-149.88964160839,242.249452554776,100.74981751825868,1.119175399817966,1.1220093756365586,0.9974741959558184,50.06322494801923,0.4987370979779092,634.257945192355,196.0042463187895,3.2359398181648134,1.6179699090824067,37.0,25.0,2.22118851029189,20.0,2,1,1,1,0,0,0,3,100.0,-0.37494778381838373,-1.1079150206997967,0.7329672368814131,80.74981751825867,-209.25006763985334,289.999885158112,3,-0.04103033180289617,2.206755882151111,0.37181409295352325
1h,UNIUSDT,5,1,1,4,20.0,-0.6393944892534362,-1.0602406015037589,-3.196972446267181,-0.5672727272727268,-189.14788670188136,-318.14550641939996,-945.7394335094068,-169.14788670188122,1.0935272727272751,1.0726249297486141,1.0194870941360274,49.51752367735818,0.25487177353400686,311.95020746888,314.4224102445717,0.9921373200664396,0.2480343300166099,55.4,11.0,2.981455064194,0.0,2,1,3,1,0,0,0,5,100.0,-0.6393944892534362,-0.5080964611504917,-0.13129802810294458,-189.14788670188136,-98.6484651870376,-90.49942151484379,4,-0.9506279447139788,0.4138771306399878,0.5642178910544727
1h,USELESSUSDT,3,1,0,3,0.0,-1.0311179374720982,-1.0307602739726025,-3.0933538124162947,-1.0000000000000002,-683.1305537297121,-670.189267423734,-2049.3916611891364,-663.130553729712,,1.0311179374720982,,,0.0,,683.1305537297121,,0.0,33.666666666666664,40.0,6.50189267423734,9.0,2,0,1,2,0,0,0,3,100.0,-1.0311179374720982,-0.5521445297241473,-0.47897340774795105,-683.1305537297121,-239.0390381256573,-444.0915156040547,2,-0.729186393616702,0.021452563989550866,0.7381309345327336
1h,WIFUSDT,7,1,3,4,42.857142857142854,0.16653857564200034,-1.0383516483516475,1.1657700294940023,0.2211970441821188,4.65456345942316,-250.316014997321,32.581944215962125,24.654563459423123,1.7924190862734137,1.0528718073315597,1.7024096132046618,37.00401283039201,1.2768072099034962,598.5369930323794,440.757258720294,1.357974216397904,1.018480662298428,26.857142857142858,16.0,4.34316991908614,16.0,3,3,4,0,0,0,0,7,100.0,0.16653857564200034,-0.6976582718819831,0.8641968475239834,4.65456345942316,-197.593800805217,202.2483642646402,6,-0.24235253986913077,2.5587196920837543,0.2028985507246377
1h,XTZUSDT,4,1,2,2,50.0,-0.005239111753229109,-0.3655310610798439,-0.020956447012916435,0.07408536585365766,-44.43155024508498,-81.6294309488255,-177.7262009803399,-24.43155024508502,1.0612247386759561,1.0717029621824143,0.9902228286416972,50.24563006758835,0.9902228286416972,216.4947296505945,305.35783014076446,0.7089869925745619,0.7089869925745619,65.0,69.5,2.7172117406809,43.0,4,2,0,2,0,0,0,4,100.0,-0.005239111753229109,-0.3165394543430432,0.31130034258981415,-44.43155024508498,-73.64706028983976,29.21551004475475,4,-0.8408476009860055,1.9886610942533811,0.41379310344827586
1h,ZECUSDT,3,1,1,2,33.33333333333333,-0.30600496291431467,-0.6179776951672866,-0.918014888742944,-0.27340214514935784,-288.8128348881757,-419.527186761229,-866.438504664527,-268.8128348881757,0.7500219780219772,0.8340184333824606,0.8992870517024116,52.65133562110359,0.4496435258512058,443.003028991777,654.720766828152,0.676628956093666,0.338314478046833,36.0,39.0,5.90653396797922,8.0,2,2,1,1,1,0,0,3,100.0,-0.30600496291431467,0.018211014390094427,-0.3242159773044091,-288.8128348881757,-23.465599853345655,-265.34723503483,3,-1.1237365909524752,0.43902929783970635,0.7411294352823589
1h,ZENUSDT,6,1,2,4,33.33333333333333,0.05931291311242722,-1.0367906779489866,0.3558774786745633,0.1306795810693752,-54.195300420924674,-223.973238911307,-325.17180252554806,-34.19530042092467,2.3142535790219663,1.0681574198423422,2.166584752426796,31.579764262858383,1.083292376213398,628.0164614523635,395.3011813575688,1.5887037303951101,0.7943518651975551,41.166666666666664,36.0,2.71875322714671,13.5,3,3,3,1,1,1,0,6,100.0,0.05931291311242722,-0.35118860906003313,0.4105015221724602,-54.195300420924674,-66.32761388530635,12.132313464381648,4,-0.45356555527613246,2.187210216147042,0.3793103448275862
4h,1000PEPEUSDT,1,1,1,0,100.0,3.067673748383522,3.067673748383522,3.067673748383522,3.0979124330315915,2028.973008638701,2028.973008638701,2028.973008638701,2048.973008638701,3.067673748383522,,,,,2028.973008638701,,,,268.0,268.0,6.614044305421481,4.0,1,1,0,0,0,0,0,1,100.0,3.067673748383522,-1.0242626326963908,4.091936381079913,2028.973008638701,-844.312853855108,2873.285862493809,1,,,
4h,AAVEUSDT,3,1,1,2,33.33333333333333,0.1228140009600216,-1.0288773704171938,0.3684420028800648,0.14840953257645553,1193.5093870364299,-548.405815666431,3580.5281611092896,1213.5093870364299,2.4351690702669555,1.0333635336934455,2.3565463565016467,29.7925276099046,1.1782731782508233,4841.517813567595,630.4948262291525,7.678917593223757,3.8394587966118787,345.3333333333333,224.0,6.92583836791874,2.0,2,1,1,1,0,0,0,3,100.0,0.1228140009600216,1.2033789391755105,-1.0805649382154892,1193.5093870364299,1340.826976792826,-147.31758975639613,3,-3.230180406172846,0.0012171417779287541,0.8800599700149925
4h,AEROUSDT,1,1,1,0,100.0,1.6362554517133947,1.6362554517133947,1.6362554517133947,1.6573208722741424,1553.498964803312,1553.498964803312,1553.498964803312,1573.498964803312,1.6362554517133947,,,,,1553.498964803312,,,,252.0,252.0,9.49423247559894,2.0,1,1,0,0,0,0,0,0,0.0,,,,,,,0,,,
4h,API3USDT,2,1,1,1,50.0,-0.1619587036659736,-0.1619587036659736,-0.3239174073319472,-0.13186813186813057,66.97856812625349,66.97856812625349,133.95713625250698,86.97856812625349,0.7148983516483546,1.0388157589803018,0.6881858938586921,59.23518278631607,0.6881858938586921,669.21177832069,535.254642068183,1.2502680513613238,1.2502680513613238,100.0,100.0,7.256741257145586,30.5,1,1,1,0,0,0,0,2,100.0,-0.1619587036659736,-1.0307730461059061,0.8688143424399327,66.97856812625349,-691.4700664366339,758.4486345628875,2,-0.0025297203877927554,1.7401584052676582,0.5162418790604698
4h,APTUSDT,1,1,0,1,0.0,-0.2404152716593247,-0.2404152716593247,-0.2404152716593247,-0.211747430249633,-167.724711619234,-167.724711619234,-167.724711619234,-147.724711619234,,0.2404152716593247,,,0.0,,167.724711619234,,0.0,312.0,312.0,6.9764582949167,6.0,1,1,0,1,1,0,0,1,100.0,-0.2404152716593247,2.4554809897404923,-2.695896261399817,-167.724711619234,911.576824842048,-1079.301536461282,1,,,
4h,ARBUSDT,1,1,1,0,100.0,2.40008839127873,2.40008839127873,2.40008839127873,2.419563936358282,2464.720121028745,2464.720121028745,2464.720121028745,2484.720121028745,2.40008839127873,,,,,2464.720121028745,,,,112.0,112.0,10.26928895612707,0.0,1,1,0,0,0,0,0,1,100.0,2.40008839127873,-1.0245288944723616,3.4246172857510917,2464.720121028745,-835.364916773366,3300.085037802111,1,,,
4h,ARUSDT,1,1,1,0,100.0,0.452625954198476,0.452625954198476,0.452625954198476,0.4809160305343539,319.989206691853,319.989206691853,319.989206691853,339.989206691853,0.452625954198476,,,,,319.989206691853,,,,184.0,184.0,7.0696168375607105,3.0,1,1,0,0,0,0,0,1,100.0,0.452625954198476,-1.0421684210526314,1.4947943752511075,319.989206691853,-494.28856714927497,814.277773841128,1,,,
4h,BOMEUSDT,1,1,1,0,100.0,1.5489840075258705,1.5489840075258705,1.5489840075258705,1.5644402634054566,2004.3457090687768,2004.3457090687768,2004.3457090687768,2024.3457090687768,1.5489840075258705,,,,,2004.3457090687768,,,,508.0,508.0,12.939744370054779,0.0,1,1,0,0,0,0,0,1,100.0,1.5489840075258705,-0.4459314285714283,1.994915436097299,2004.3457090687768,-386.518078256562,2390.8637873253388,1,,,
4h,BTCUSDT,3,1,2,1,66.66666666666666,4.336902653102853,1.6060997550005554,13.010707959308558,4.405882676917227,877.442420812883,679.9125380227421,2632.327262438649,897.442420812883,7.0321038641595,1.0534997690104415,6.674993266267914,13.029327392312693,13.349986532535828,1513.0803260941834,393.83338974971804,3.8419300279637265,7.683860055927453,465.3333333333333,424.0,3.7383338974971703,0.0,2,2,1,0,0,0,0,3,100.0,4.336902653102853,4.433648658388937,-0.0967460052860843,877.442420812883,624.5144772924247,252.92794352045834,2,-1.4883844277009675,2.686530839543682,0.7381309345327336
4h,DASHUSDT,3,1,1,2,33.33333333333333,10.129788338758912,-1.0332162162162155,30.389365016276734,10.180392156862725,3546.740025181694,-339.513122860403,10640.220075545081,3566.740025181693,32.485176470588186,1.0479057271557268,31.00009440616469,3.124990780675178,15.500047203082344,11601.8487394958,480.814331975359,24.12958176980959,12.064790884904795,280.0,88.0,3.57142857142857,48.0,1,1,2,0,0,0,0,3,100.0,10.129788338758912,-1.0468212927959784,11.17660963155489,3546.740025181694,-499.4957720840303,4046.235797265724,3,-0.010697278911563135,33.54616277195805,0.49775112443778113
4h,ENAUSDT,1,1,0,1,0.0,-1.028141809290954,-1.028141809290954,-1.028141809290954,-1.0000000000000004,-730.6863596872271,-730.6863596872271,-730.6863596872271,-710.6863596872271,,1.028141809290954,,,0.0,,730.6863596872271,,0.0,48.0,48.0,7.106863596872259,1.0,0,0,1,0,0,0,0,1,100.0,-1.028141809290954,-1.0279760479041915,-0.0001657613867624974,-730.6863596872271,-734.897260273972,4.21090058674497,1,,,
4h,ETHUSDT,2,1,1,1,50.0,0.38145032020343894,0.38145032020343894,0.7629006404068779,0.41335366204476287,255.21604089711406,255.21604089711406,510.4320817942281,275.216040897114,1.7953800126575017,1.0324793722506238,1.7389015809041186,36.51098699464394,1.7389015809041186,1146.207529843894,635.7754480496659,1.8028496277420796,1.8028496277420796,122.0,122.0,6.270980086896635,2.5,1,1,1,0,0,0,0,2,100.0,0.38145032020343894,8.476953545993467,-8.09550322579003,255.21604089711406,3377.0804108270477,-3121.8643699299337,2,-14.494492465164342,-1.696513986415716,1.0
4h,FILUSDT,1,1,0,1,0.0,-0.0228800000000008,-0.0228800000000008,-0.0228800000000008,0.0083999999999991,-14.62915601023,-14.62915601023,-14.62915601023,5.370843989769,,0.0228800000000008,,,0.0,,14.62915601023,,0.0,104.0,104.0,6.3938618925831205,11.0,1,1,0,1,1,1,0,1,100.0,-0.0228800000000008,-0.0474979757085016,0.024617975708500803,-14.62915601023,-29.959141981613,15.329985971383001,1,,,
4h,JUPUSDT,2,1,1,1,50.0,-0.4893603814622714,-0.4893603814622714,-0.9787207629245428,-0.4534883720930226,-305.991931756103,-305.991931756103,-611.983863512206,-285.99193175610304,0.0535813953488383,1.0323021582733811,0.051904759589438465,95.06564077058678,0.051904759589438465,27.169811320755002,639.153674832961,0.04250904342817973,0.04250904342817973,112.0,112.0,5.63114573265537,3.5,1,1,1,0,0,0,0,2,100.0,-0.4893603814622714,0.9742559845559844,-1.4636163660182557,-305.991931756103,462.98056786519356,-768.9724996212965,2,-1.6592735868448094,-1.2679591451917023,1.0
4h,MUBARAKUSDT,1,1,0,1,0.0,-1.008914351851852,-1.008914351851852,-1.008914351851852,-1.0,-2263.57309789665,-2263.57309789665,-2263.57309789665,-2243.57309789665,,1.008914351851852,,,0.0,,2263.57309789665,,0.0,204.0,204.0,22.4357309789665,1.0,0,0,1,0,0,0,0,1,100.0,-1.008914351851852,-1.014600431965443,0.005686080113590952,-2263.57309789665,-1389.822485207099,-873.750612689551,1,,,
4h,NEARUSDT,2,1,1,1,50.0,0.22174576507493715,0.22174576507493715,0.4434915301498743,0.2533112582781438,167.26326150568548,167.26326150568548,334.52652301137095,187.26326150568548,1.4761125827814532,1.0326210526315789,1.4294813949605814,41.16104787113322,1.4294813949605814,967.627523334055,633.1010003226841,1.5283936099309063,1.5283936099309063,136.0,136.0,6.343126013117656,15.5,1,1,1,0,0,0,0,2,100.0,0.22174576507493715,1.5472074725991183,-1.3254617075241812,167.26326150568548,876.8171555248905,-709.553894019205,2,-2.646916223802922,-0.004007191245440689,1.0
4h,PENDLEUSDT,1,1,0,1,0.0,-1.0334678007290394,-1.0334678007290394,-1.0334678007290394,-0.9999999999999992,-617.589311646817,-617.589311646817,-617.589311646817,-597.589311646817,,1.0334678007290394,,,0.0,,617.589311646817,,0.0,36.0,36.0,5.97589311646818,39.0,0,0,1,0,0,0,0,1,100.0,-1.0334678007290394,-1.0454808362369343,0.012013035507894898,-617.589311646817,-459.745652340457,-157.84365930636,1,,,
4h,PIEVERSEUSDT,1,1,0,1,0.0,-1.0265235849056604,-1.0265235849056604,-1.0265235849056604,-1.0,-774.045882980615,-774.045882980615,-774.045882980615,-754.045882980615,,1.0265235849056604,,,0.0,,774.045882980615,,0.0,16.0,16.0,7.54045882980615,0.0,0,0,1,0,0,0,0,1,100.0,-1.0265235849056604,-1.03673835125448,0.010214766348819682,-774.045882980615,-564.3902439024371,-209.65563907817796,1,,,
4h,SOLUSDT,1,1,1,0,100.0,1.7289412915851263,1.7289412915851263,1.7289412915851263,1.7612524461839525,1070.182302707285,1070.182302707285,1070.182302707285,1090.182302707285,1.7289412915851263,,,,,1070.182302707285,,,,312.0,312.0,6.18981285203803,8.0,1,1,0,0,0,0,0,1,100.0,1.7289412915851263,7.370478935698467,-5.64153764411334,1070.182302707285,2222.428294444074,-1152.2459917367887,1,,,
4h,UNIUSDT,1,1,0,1,0.0,-1.0329533898305092,-1.0329533898305092,-1.0329533898305092,-1.0000000000000009,-626.9178346406069,-626.9178346406069,-626.9178346406069,-606.917834640607,,1.0329533898305092,,,0.0,,626.9178346406069,,0.0,124.0,124.0,6.06917834640607,11.0,1,0,0,1,0,0,0,1,100.0,-1.0329533898305092,-1.039924242424242,0.006970852593732868,-626.9178346406069,-520.948766603415,-105.96906803719185,1,,,
4h,USELESSUSDT,1,1,0,1,0.0,-1.015929889298893,-1.015929889298893,-1.015929889298893,-1.0,-1275.501505675236,-1275.501505675236,-1275.501505675236,-1255.501505675236,,1.015929889298893,,,0.0,,1275.501505675236,,0.0,48.0,48.0,12.55501505675236,1.0,0,0,1,0,0,0,0,1,100.0,-1.015929889298893,3.1401285140562254,-4.156058403355118,-1275.501505675236,2560.22265880812,-3835.7241644833557,1,,,
4h,WIFUSDT,3,1,2,1,66.66666666666666,0.6443912913388137,1.102294385432474,1.933173874016441,0.6591850301079535,1043.2120623243973,1598.617957746479,3129.636186973192,1063.212062324398,1.475101958467448,1.0170300429184551,1.4504015576909766,40.80963778615551,2.900803115381953,2162.015674131757,1194.395161290322,1.8101343208692346,3.6202686417384693,429.3333333333333,456.0,14.502640845070419,0.0,3,2,0,1,0,0,0,3,100.0,0.6443912913388137,0.11536086862669137,0.5290304227121224,1043.2120623243973,247.7191297352019,795.4929325891954,3,0.01315305567309455,1.0788675839368758,0.11894052973513243
4h,XTZUSDT,1,1,0,1,0.0,-1.027482014388489,-1.027482014388489,-1.027482014388489,-0.9999999999999998,-747.7486910994751,-747.7486910994751,-747.7486910994751,-727.748691099475,,1.027482014388489,,,0.0,,747.7486910994751,,0.0,308.0,308.0,7.27748691099475,38.0,1,0,0,1,0,0,0,1,100.0,-1.027482014388489,-0.520774193548385,-0.5067078208401041,-747.7486910994751,-282.23776223776,-465.51092886171506,1,,,
4h,ZECUSDT,2,1,2,0,100.0,2.275460121102525,2.275460121102525,4.55092024220505,2.3031193490054243,1567.6962674249035,1567.6962674249035,3135.392534849807,1587.696267424904,2.275460121102525,,,,,1567.6962674249035,,,,320.0,320.0,7.390756247766131,21.0,2,2,0,0,0,0,0,2,100.0,2.275460121102525,1.9112006384662101,0.36425948263631525,1567.6962674249035,906.3362176389885,661.3600497859148,2,-2.593721343873522,3.3222403091461525,0.5162418790604698
