fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,policy
2023H1,46,0.16226591758195355,-19.837734082418052,-55.98237927493753,0.30434782608695654,0.6190483317445504,0.017955326278647377,-0.184254924654915,24.0,112.983459206248,428.14046642706717,0.3391175164650442,15,5,0.3333333333333333,21,7,0.3333333333333333,25,0.44,3.799082240011119,162.2342756078588,6.872150718721047,0,strength_adaptive_v12
2023H2,41,4.07194534374598,-15.928054656254027,-63.78051746209866,0.1951219512195122,0.6815675209860457,-0.1776955399787047,-0.23840032327038596,16.0,47.27416798732178,882.3894051786784,0.3256521530521044,8,4,0.5,13,5,0.38461538461538464,18,0.5555555555555556,2.757717042399658,125.28039512878176,3.8809710876759382,0,strength_adaptive_v12
2024H1,47,4.290909182363508,-15.709090817636497,-68.47842662785595,0.3191489361702128,0.7462711708327611,-0.03842391439881332,-0.15051710274940255,22.0,220.0993321764145,589.7262975196608,0.315185874355633,19,6,0.3157894736842105,22,7,0.3181818181818182,24,0.375,3.124517916501566,290.7975201062686,9.376443838868855,0,strength_adaptive_v12
2024H2,48,-14.654728312987633,-34.65472831298764,-81.887482137844,0.2916666666666667,0.5154889884137512,-0.1587168318420048,-0.16652038223422572,16.0,134.19506028959248,334.0636991198514,0.29070719112128507,17,4,0.23529411764705882,21,7,0.3333333333333333,23,0.391304347826087,3.1856643836374374,284.0327722887355,11.182152349087,0,strength_adaptive_v12
