holding,trades,win_rate,mean_r,total_r,avg_win_r,avg_loss_r,pf,random_mean_r,excess_r,p
≤3h,74,0.0,-1.0660154430582562,-78.88514278631096,,-1.0660154430582562,0.0,-0.42917642149507906,-0.6365121783173998,1.0
4–12h,192,0.036458333333333336,-0.9919786343258995,-190.4598977905727,0.7358893051441281,-1.0573574212247654,0.026334009329021118,-0.40499744826900425,-0.5869811860568953,1.0
13–48h,548,0.1843065693430657,-0.5787433235822522,-317.15134132307423,1.2872911002974963,-1.0003752627586606,0.29075532241388663,-0.30170015880413265,-0.27617034085327685,0.9970014992503748
2–7天,606,0.5511551155115512,0.9009555959306272,545.9790911339601,2.313723577742748,-0.8338403817357263,3.407266563616272,0.0019379977407625601,0.8990175981898649,0.0004997501249375312
>7天,56,0.75,3.03778377117361,170.11589118572215,4.272924995323267,-0.6676399012753607,19.200133127877326,0.8120686702553583,2.25945543027476,0.0024987506246876563
