cut,trades,win_rate,mean_r,total_r,avg_win_r,avg_loss_r,pf,random_mean_r,excess_r,p
全部,1476,0.32791327913279134,0.08780392982366154,129.59860041972445,2.2467234525531214,-0.965539869572567,1.1353064275646574,-0.15497703476422497,0.24361422945100702,0.008995502248875561
去掉最好的 1%（15 笔）,1462,0.32147742818057456,-0.06975927042645898,-101.98805336348303,1.8209095686223478,-0.965539869572567,0.8935201529168191,-0.20514707778842067,0.13590508600666776,0.10044977511244378
去掉 ≥10R 的单,1465,0.3228668941979522,-0.05020757051168811,-73.55409079962308,1.8694745450663075,-0.965539869572567,0.9232064140613302,-0.20521848675081109,0.15556725320380865,0.0704647676161919
