longest_losing_streak,max_drawdown_r,max_concurrent_positions,median_concurrent_positions,median_hold_bars,median_stop_pct,median_cost_r,gross_mean_r,net_mean_r
46,197.72460029664475,57,9.0,41.0,3.9984833669117847,0.05001896608623085,0.14420966052660725,0.08780392982366154
