period,trades,win_rate,mean_r,total_r,avg_win_r,avg_loss_r,pf,random_mean_r,excess_r,p
earlier,747,0.3949129852744311,0.24896687184010924,185.9782532645616,2.1120120754692513,-0.966958648227583,1.4255159341988486,-0.06154194678960864,0.3105088186297179,0.0814592703648176
later,729,0.25925925925925924,-0.0773383440944268,-56.37965284483714,2.456987242181385,-0.964352299290961,0.8917337941701997,-0.25111479057281777,0.1747846728167136,0.03248375812093953
