line_source,trades,win_rate,mean_r,total_r,avg_win_r,avg_loss_r,pf,random_mean_r,excess_r,p
capped_wick,463,0.3282937365010799,0.05926328543540247,27.438901156591342,2.137976252518952,-0.9566993222710267,1.0922212192917977,-0.06303152864675113,0.12229481408215363,0.23488255872063968
full_wick,1013,0.32773938795656465,0.10084866659736734,102.15969926313312,2.296511327267561,-0.9695771826574114,1.154721300542555,-0.1971263113309481,0.29922897134781806,0.00399800099950025
