arm,trades,win_rate,mean_r,total_r,avg_win_r,avg_loss_r,pf,random_mean_r,excess_r,p
joint,1476,0.32791327913279134,0.08780392982366154,129.59860041972445,2.2467234525531214,-0.965539869572567,1.1353064275646574,-0.15497703476422497,0.24361422945100702,0.008995502248875561
v9_long,6551,0.29720653335368646,-0.005127224201856419,-33.5884457463614,2.2426525284149657,-0.9556978537294308,0.992366319441702,-0.08496967039450876,0.08161189598772788,0.13943028485757122
