month,trades,win_rate,mean_r,total_r,avg_win_r,avg_loss_r,pf,random_mean_r,excess_r,p,btc_month_pct
2024-09,54,0.6296296296296297,0.9889282724225735,53.40212671081897,2.1832172004037407,-1.0413629051454094,3.5640497873967503,0.09240413442507693,0.8965241379974969,,7.409330204828812
2024-10,25,0.16,-0.5420990137065822,-13.552475342664554,1.6149913142629384,-0.9529733618912527,0.3227974731449461,-0.2615164216283375,-0.2805825920782447,,11.07708054608263
2024-11,27,0.5555555555555556,0.12573110632913864,3.394739870886743,0.9498470442847499,-0.9044138161153753,1.3127937501614562,0.8150677017085052,-0.6893365953793668,,37.190690240167015
2024-12,57,0.10526315789473684,-0.5031887892718557,-28.68176098849578,3.759558152387779,-1.0046884294671068,0.4402369392658816,-0.1681172718840689,-0.33507151738778684,,-3.033114243986279
2025-01,63,0.4444444444444444,0.24393845243669518,15.368122503511797,1.7492318705379284,-0.9602962820442915,1.4572434805759242,-0.278300877293457,0.5222393297301522,,9.439768933680682
2025-02,56,0.17857142857142858,-0.6820578876625019,-38.1952417091001,0.8400021804496667,-1.0129405111651473,0.18027630216203178,-0.5169204465741617,-0.16513744108834016,,-17.659848583264058
2025-03,87,0.28735632183908044,-0.06387826253533196,-5.557408840573881,2.0626612478322737,-0.9213538715545279,0.9027131385364084,-0.3547711224983838,0.29089285996305175,,-2.1140076583993306
2025-04,83,0.6626506024096386,1.6565002364892774,137.48951962861003,3.0090342367572394,-1.0002629783227908,5.909049013260067,-0.09728939543560723,1.7537896319248845,,14.0668343078741
2025-05,27,0.2962962962962963,0.19606958855223344,5.293878890910303,2.8954704837818253,-0.9405202620707526,1.2962458290598662,-0.7004159276531821,0.8964855162054154,,11.069948398461182
2025-06,50,0.22,-0.5576144669350285,-27.880723346751424,1.041193899579284,-1.0085604164647066,0.29117747379944636,-0.5105524110877753,-0.047062055847253294,,2.4321653799762144
2025-07,46,0.5,0.890083050575233,40.94382032646072,2.774663658629464,-0.9944975574789984,2.7900155588748734,0.22991182126785797,0.6601712293073748,,8.040068205970075
2025-08,81,0.4074074074074074,0.07078301533528959,5.733424242158457,1.3522602407275142,-0.8102325771218647,1.1474222855894076,-0.2368389756372674,0.307621990972557,,-6.47283903773036
2025-09,119,0.42857142857142855,0.47925080704280637,57.030846038093955,2.497720483999236,-1.0346014506745154,1.8106396059836594,0.5692918882143578,-0.09004108117155137,,5.34191430609825
2025-10,97,0.29896907216494845,-0.1205729786286794,-11.695578926981902,1.6676367475589555,-0.8831918324439942,0.8052588334362337,-0.21545110033613182,0.09487812170745248,,-3.8876626475583542
2025-11,61,0.11475409836065574,-0.7558334187441005,-46.10583854339013,0.8556775032808207,-0.9647329827102938,0.1149760190856958,-0.6424041567005322,-0.11342926204356843,,-17.558574371584545
2025-12,136,0.15441176470588236,-0.5112942241644965,-69.53601448637153,2.0516812452401028,-0.9793158316209885,0.38256793568545183,-0.4795418249363705,-0.03175239922812598,,-3.0030801389716255
2026-01,57,0.38596491228070173,-0.13882166364508816,-7.912834827770025,1.2615227323113258,-1.0190381411034053,0.778142754466143,-0.294208579544216,0.15538691589912776,,-10.160464431411665
2026-02,76,0.19736842105263158,-0.07843969937684857,-5.961417152640491,3.6095110103573527,-0.9853128247213243,0.900815104004226,-0.4345593996484542,0.35611970027160567,,-14.953854050730042
2026-03,137,0.2846715328467153,-0.04933716128410722,-6.75919109592269,2.252931037081911,-0.9655459341032369,0.928567523017375,-0.08785987331918058,0.03852271203507338,,1.9486951182527967
2026-04,137,0.35036496350364965,0.5312453099922333,72.78060746893595,3.288298632971362,-0.9557047967830276,1.8556613268396949,0.1395583064775846,0.4107744907077998,,11.816709773378363
