period,score,scored,auc_gt10,candidates,invalid,censored,closed,gt10,precision,confirmed_gt10_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,matched_pairs,unmatched_closed,random_gt10,paired_gt10,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p
later,volatility_ratio20_100_low,30115,0.519855549974887,3012,0,0,3012,23,0.0076361221779548474,0.0076361221779548474,0.09956366521221738,0.10001660302174996,0.092,0.28353253652058436,-0.061227284547006725,-9.499756273229428,-29.499756273229444,661,18,3001,11,38,23,0.012662445851382872,28.576501913195916,-0.05925424799917467,-57.994814197321226,0.958984375,0.7371826171875
later,volatility_ratio20_100_high,30115,0.480144450025113,3012,0,0,3012,18,0.00597609561752988,0.00597609561752988,0.09956366521221738,0.10001660302174996,0.072,0.28087649402390436,-0.08094439471183679,-24.16216517451586,-44.16216517451586,666,16,3003,9,26,18,0.008658008658008658,-24.919973027622685,0.020745055357252094,-19.43926486864909,0.9921875,0.3997802734375
later,efficiency20_low,30115,0.47988836430604387,3012,0,0,3012,19,0.0063081009296148734,0.0063081009296148734,0.09956366521221738,0.10001660302174996,0.076,0.23738379814077026,-0.2320686654968271,-54.62691853418975,-74.62691853418977,642,15,3008,4,28,19,0.009308510638297872,-22.1900507696138,-0.08862536828144839,-52.22472636861578,0.9384765625,0.8243408203125
later,efficiency20_high,30115,0.5201116356939561,3012,0,0,3012,31,0.010292164674634794,0.010292164674634794,0.09956366521221738,0.10001660302174996,0.124,0.2456839309428951,-0.13382383424782796,-82.59986835377426,-102.59986835377427,654,23,3001,11,34,31,0.011329556814395202,-27.55085543016144,-0.052961571919542594,-73.54308210027502,0.71484375,0.673583984375
later,prior_range20_atr_low,30115,0.5227702661978905,3012,0,0,3012,29,0.009628154050464808,0.009628154050464808,0.09956366521221738,0.10001660302174996,0.116,0.28452855245683933,0.06757083920126554,32.22094421853964,12.220944218539639,615,20,3007,5,38,29,0.012637179913535085,64.7075803600259,-0.005388945920554555,-51.695937663927,0.890625,0.5252685546875
later,prior_range20_atr_high,30115,0.4772297338021095,3012,0,0,3012,29,0.009628154050464808,0.009628154050464808,0.09956366521221738,0.10001660302174996,0.116,0.28320053120849936,-0.048058059260044125,-18.864951727904263,-38.86495172790427,676,23,3004,8,34,29,0.011318242343541944,-38.61742027277386,0.07079562060795709,-0.8880944616333739,0.8046875,0.080322265625
later,volume_trend20_low,30115,0.47474180478821365,3012,0,0,3012,21,0.0069721115537848604,0.0069721115537848604,0.09956366521221738,0.10001660302174996,0.084,0.26294820717131473,-0.12936885892717692,-38.34007420983274,-58.34007420983276,678,21,3006,6,29,21,0.009647371922821025,-8.533638241375389,-0.06805261821697405,-49.246227034334055,0.8515625,0.9111328125
later,volume_trend20_high,30115,0.5252581952117864,3012,0,0,3012,24,0.00796812749003984,0.00796812749003984,0.09956366521221738,0.10001660302174996,0.096,0.2602921646746348,-0.033100703727349134,14.849732706789396,-5.1502672932106215,688,20,3002,10,26,24,0.008660892738174551,3.4067304694723104,0.0552027026302704,-9.66906076317083,0.6943359375,0.2271728515625
later,risk_atr__low10 & trend_alignment__low40,30115,0.5292523689938055,3012,0,0,3012,25,0.008300132802124834,0.008300132802124834,0.09956366521221738,0.10001660302174996,0.1,0.24667994687915007,-0.15181454665984928,-17.94873057008194,-37.94873057008195,637,21,3006,6,19,25,0.006320691949434464,-31.53850641569928,-0.019742335156576724,-6.227554979795479,0.296875,0.5987548828125
later,risk_atr__low20 & trend_alignment__low40,30115,0.5292523689938055,3012,0,0,3012,25,0.008300132802124834,0.008300132802124834,0.09956366521221738,0.10001660302174996,0.1,0.24667994687915007,-0.15181454665984928,-17.94873057008194,-37.94873057008195,637,21,3006,6,19,25,0.006320691949434464,-31.53850641569928,-0.019742335156576724,-6.227554979795479,0.296875,0.5987548828125
later,reference_risk_fraction__low40 & rope_distance_atr__low40,30115,0.5142860873932698,3012,0,0,3012,31,0.010292164674634794,0.010292164674634794,0.09956366521221738,0.10001660302174996,0.124,0.24701195219123506,-0.13062179364336987,-3.3096789583144486,-23.30967895831446,614,22,3010,2,24,31,0.007973421926910298,-28.26833700386329,0.035326976366883305,5.094310567700157,0.3671875,0.3590087890625
later,reference_risk_fraction__low40 & risk_atr__low40,30115,0.5780666331826553,3012,0,0,3012,48,0.01593625498007968,0.01593625498007968,0.09956366521221738,0.10001660302174996,0.192,0.2400398406374502,-0.08206079390767218,-1.3426583629961,-21.342658362996115,596,32,3009,3,29,48,0.009637753406447324,-18.6720556523889,0.022241279143831658,-2.429000676302652,0.25,0.4854736328125
later,reference_risk_fraction__low20,30115,0.60948367654445,3012,0,0,3012,53,0.01759628154050465,0.01759628154050465,0.09956366521221738,0.10001660302174996,0.212,0.2851925630810093,0.0808496992092529,30.758853077922804,10.758853077922797,492,34,3005,7,38,53,0.01264559068219634,-5.15563835696901,0.1778184201823765,16.1555438761798,0.35546875,0.1982421875
