period,score,scored,auc_gt10,candidates,invalid,censored,closed,gt10,precision,confirmed_gt10_per_candidate,candidate_coverage,coverage,recall,win_rate,mean_r,mean_gross_bp,mean_net_bp,assets,positive_asset_months,matched_pairs,unmatched_closed,random_gt10,paired_gt10,random_precision,random_mean_net_bp,paired_excess_r,paired_excess_net_bp,random_tail_p,random_net_p
earlier,close_location_high,13938,0.4399453406330664,1394,0,0,1394,2,0.0014347202295552368,0.0014347202295552368,0.07519283672258482,0.07519283672258482,0.010810810810810811,0.36585365853658536,0.2366799985287067,46.689811769378366,26.689811769378355,380,2,1378,16,16,2,0.011611030478955007,-0.7427151559592876,0.2270124969723425,30.99521856626191,1.0,0.234375
earlier,rope_width_atr_low,13938,0.4769123609728783,1394,0,0,1394,14,0.010043041606886656,0.010043041606886656,0.07519283672258482,0.07519283672258482,0.07567567567567568,0.3098995695839311,0.17970931050778288,-6.018463767374059,-26.01846376737407,407,12,1378,16,11,14,0.007982583454281567,-27.612827942450988,0.23602960640567233,6.513153875006596,0.46875,0.087890625
earlier,rope_width_atr_high,13938,0.5230876390271216,1394,0,0,1394,13,0.009325681492109038,0.009325681492109038,0.07519283672258482,0.07519283672258482,0.07027027027027027,0.36872309899569583,0.27806932553361025,71.08508777740121,51.0850877774012,389,10,1382,12,20,13,0.01447178002894356,14.349367815102012,0.21318988109314974,38.949066939120335,1.0,0.166015625
earlier,past_width_atr_low,13938,0.45743487824422685,1394,0,0,1394,10,0.007173601147776184,0.007173601147776184,0.07519283672258482,0.07519283672258482,0.05405405405405406,0.33070301291248205,0.14076122630277935,11.03617911037695,-8.963820889623047,398,8,1373,21,12,10,0.00873998543335761,-12.871753485026408,0.14764522217826637,7.108560801180125,0.6875,0.236328125
earlier,past_width_atr_high,13938,0.5425651217557731,1394,0,0,1394,17,0.012195121951219513,0.012195121951219513,0.07519283672258482,0.07519283672258482,0.0918918918918919,0.3601147776183644,0.34522043263485425,73.9942239620793,53.994223962079296,393,12,1382,12,17,17,0.012301013024602027,3.8563828119532237,0.28896557655027,51.633968058951396,0.5859375,0.09765625
earlier,rope_distance_atr_low,13938,0.5762493997844699,1394,0,0,1394,21,0.015064562410329985,0.015064562410329985,0.07519283672258482,0.07519283672258482,0.11351351351351352,0.37087517934002867,0.49174590602168206,146.80867140844148,126.80867140844147,425,16,1379,15,14,21,0.01015228426395939,-10.180385615280276,0.5040296861215345,139.4641145219577,0.328125,0.060546875
earlier,rope_distance_atr_high,13938,0.4237506002155302,1394,0,0,1394,11,0.007890961262553802,0.007890961262553802,0.07519283672258482,0.07519283672258482,0.05945945945945946,0.35078909612625536,0.24730966380518554,49.981475627182746,29.981475627182732,404,8,1388,6,21,11,0.015129682997118156,35.580669482199674,0.14144668150969256,-4.2134219281364444,0.90625,0.15625
earlier,breakout20_atr_low,13938,0.5892964300926822,1394,0,0,1394,11,0.007890961262553802,0.007890961262553802,0.07519283672258482,0.07519283672258482,0.05945945945945946,0.2984218077474892,0.18356019117398195,27.404986816419605,7.404986816419601,409,8,1374,20,18,11,0.013100436681222707,-5.530597203561721,0.16633139092760055,13.81757742794375,0.890625,0.220703125
earlier,breakout20_atr_high,13938,0.4107035699073179,1394,0,0,1394,9,0.006456241032998565,0.006456241032998565,0.07519283672258482,0.07519283672258482,0.04864864864864865,0.3479196556671449,0.20039634486185934,-1.4532579230383316,-21.453257923038347,406,8,1387,7,19,9,0.0136986301369863,-14.565207883210933,0.16170324601539213,-6.05012874694891,0.9453125,0.37890625
earlier,momentum20_atr_low,13938,0.5307080953108374,1394,0,0,1394,16,0.011477761836441894,0.011477761836441894,0.07519283672258482,0.07519283672258482,0.08648648648648649,0.35294117647058826,0.3869410793863099,85.24188079533646,65.24188079533644,411,15,1369,25,18,16,0.013148283418553688,14.421069848059231,0.2842900088572302,55.42626370701148,0.671875,0.15625
earlier,momentum20_atr_high,13938,0.46929190468916265,1394,0,0,1394,15,0.010760401721664276,0.010760401721664276,0.07519283672258482,0.07519283672258482,0.08108108108108109,0.3472022955523673,0.3453692060527245,103.48889758963237,83.48889758963237,395,12,1384,10,16,15,0.011560693641618497,-20.994922906389366,0.3301277299958743,106.40800876747547,0.625,0.060546875
earlier,momentum60_atr_low,13938,0.4993352661880931,1394,0,0,1394,18,0.01291248206599713,0.01291248206599713,0.07519283672258482,0.07519283672258482,0.0972972972972973,0.37302725968436157,0.4466022158643571,93.54420777485278,73.54420777485277,408,15,1378,16,15,18,0.01088534107402032,-56.37880625141745,0.5465775621747566,133.17034433583996,0.390625,0.0625
earlier,momentum60_atr_high,13938,0.5006647338119069,1394,0,0,1394,12,0.00860832137733142,0.00860832137733142,0.07519283672258482,0.07519283672258482,0.06486486486486487,0.3751793400286944,0.4091809104789047,95.73088186615607,75.73088186615605,385,10,1387,7,25,12,0.01802451333813987,66.99778551899624,0.1827319483167496,10.588460427463566,0.90625,0.42578125
earlier,trend_slope20_atr_low,13938,0.46658005141650866,1394,0,0,1394,14,0.010043041606886656,0.010043041606886656,0.07519283672258482,0.07519283672258482,0.07567567567567568,0.3651362984218077,0.35426104742841047,121.57772086969233,101.57772086969231,413,12,1386,8,18,14,0.012987012987012988,-21.289128469718747,0.34609915083369774,123.83113749552541,0.65625,0.140625
earlier,trend_slope20_atr_high,13938,0.5334199485834914,1394,0,0,1394,13,0.009325681492109038,0.009325681492109038,0.07519283672258482,0.07519283672258482,0.07027027027027027,0.3550932568149211,0.259700525792145,59.063608144320774,39.06360814432077,382,9,1381,13,14,13,0.010137581462708182,-2.535759620426618,0.2369375321048525,43.43451246008291,0.71875,0.205078125
earlier,trend_alignment_low,13938,0.5458238815136744,1394,0,0,1394,12,0.00860832137733142,0.00860832137733142,0.07519283672258482,0.07519283672258482,0.06486486486486487,0.3464849354375897,0.4385631522481956,79.62998194718286,59.62998194718285,414,10,1392,2,14,12,0.010057471264367816,-34.90563906396264,0.46476086532528815,95.17975730638378,1.0,0.109375
earlier,trend_alignment_high,13938,0.4541761184863255,1394,0,0,1394,7,0.005021520803443328,0.005021520803443328,0.07519283672258482,0.07519283672258482,0.03783783783783784,0.28766140602582496,-0.17531468761869676,-61.08525457080768,-81.08525457080769,382,4,1368,26,14,7,0.01023391812865497,12.720364673958096,-0.16120328908354545,-93.66529649698481,0.90625,0.9453125
earlier,atr_relative100_low,13938,0.5989499291211281,1394,0,0,1394,20,0.014347202295552367,0.014347202295552367,0.07519283672258482,0.07519283672258482,0.10810810810810811,0.4949784791965567,0.7894277827019966,187.56750430843658,167.56750430843655,384,15,1373,21,11,20,0.008011653313911144,1.8851518785765589,0.8143929539326763,170.7429425348277,0.34375,0.123046875
earlier,atr_relative100_high,13938,0.40105007087887196,1394,0,0,1394,3,0.002152080344332855,0.002152080344332855,0.07519283672258482,0.07519283672258482,0.016216216216216217,0.2632711621233859,-0.1481860568275163,-133.597482425451,-153.59748242545103,430,2,1379,15,10,3,0.007251631617113851,-43.2855786040485,-0.024370204336003867,-109.86965640069525,0.984375,0.587890625
earlier,volatility_ratio20_100_low,13938,0.5942954890381484,1394,0,0,1394,8,0.005738880918220947,0.005738880918220947,0.07519283672258482,0.07519283672258482,0.043243243243243246,0.35796269727403157,0.2034257834161421,62.905159054600574,42.90515905460055,392,6,1356,38,16,8,0.011799410029498525,13.87988998944947,0.18995678717040215,37.090019627268134,0.90625,0.26171875
earlier,volatility_ratio20_100_high,13938,0.40570451096185156,1394,0,0,1394,2,0.0014347202295552368,0.0014347202295552368,0.07519283672258482,0.07519283672258482,0.010810810810810811,0.26255380200860834,-0.11121403469994662,-143.51399187538814,-163.51399187538817,418,2,1386,8,5,2,0.0036075036075036075,-78.9734151267744,0.13344529260902005,-84.01535701596805,0.90625,0.1875
earlier,efficiency20_low,13938,0.5094035069791837,1394,0,0,1394,12,0.00860832137733142,0.00860832137733142,0.07519283672258482,0.07519283672258482,0.06486486486486487,0.34935437589670015,0.33637548765103836,75.86645847485813,55.866458474858135,409,10,1372,22,17,12,0.01239067055393586,21.589940391171652,0.240666139800375,38.495494624078795,0.796875,0.173828125
earlier,efficiency20_high,13938,0.4905964930208163,1394,0,0,1394,15,0.010760401721664276,0.010760401721664276,0.07519283672258482,0.07519283672258482,0.08108108108108109,0.3314203730272597,0.26967306554872605,73.62001172788602,53.620011727886016,409,12,1381,13,19,15,0.013758146270818247,5.690764140210026,0.1749796398060013,50.7427126416677,0.59375,0.13671875
earlier,prior_range20_atr_low,13938,0.5127449022737025,1394,0,0,1394,20,0.014347202295552367,0.014347202295552367,0.07519283672258482,0.07519283672258482,0.10810810810810811,0.36872309899569583,0.47061495488629934,60.14096729305468,40.14096729305463,397,15,1378,16,9,20,0.006531204644412192,-13.689009607926838,0.448033621414368,56.870746240247584,0.3125,0.234375
earlier,prior_range20_atr_high,13938,0.48725509772629755,1394,0,0,1394,17,0.012195121951219513,0.012195121951219513,0.07519283672258482,0.07519283672258482,0.0918918918918919,0.31061692969870874,0.20465346605997972,35.820415293772214,15.820415293772223,402,12,1387,7,11,17,0.007930785868781542,-43.75334548570584,0.3111715668665191,62.22777482480093,0.25,0.01953125
earlier,volume_trend20_low,13938,0.5115392576148516,1394,0,0,1394,10,0.007173601147776184,0.007173601147776184,0.07519283672258482,0.07519283672258482,0.05405405405405406,0.34074605451936874,0.2466486951446274,47.8590844829522,27.859084482952184,412,9,1381,13,20,10,0.01448225923244026,-0.12144966038716513,0.21102827318224127,29.956507291724503,0.90625,0.1875
earlier,volume_trend20_high,13938,0.48846074238514836,1394,0,0,1394,14,0.010043041606886656,0.010043041606886656,0.07519283672258482,0.07519283672258482,0.07567567567567568,0.24964131994261118,0.09881379160019511,-9.637054300930657,-29.637054300930618,416,11,1387,7,5,14,0.003604902667627974,-60.69223153619709,0.28952015094562095,32.45951873096002,0.09375,0.046875
earlier,risk_atr__low10 & trend_alignment__low40,13938,0.6874580631168664,1394,0,0,1394,47,0.03371592539454806,0.03371592539454806,0.07519283672258482,0.07519283672258482,0.25405405405405407,0.40746054519368724,0.9827342117472363,227.90793370225197,207.907933702252,419,36,1372,22,21,47,0.015306122448979591,24.477632546248547,0.9136430562139981,190.25316973937095,0.0390625,0.021484375
earlier,risk_atr__low20 & trend_alignment__low40,13938,0.6874580631168664,1394,0,0,1394,47,0.03371592539454806,0.03371592539454806,0.07519283672258482,0.07519283672258482,0.25405405405405407,0.40746054519368724,0.9827342117472363,227.90793370225197,207.907933702252,419,36,1372,22,21,47,0.015306122448979591,24.477632546248547,0.9136430562139981,190.25316973937095,0.0390625,0.021484375
earlier,reference_risk_fraction__low40 & rope_distance_atr__low40,13938,0.6491712203105116,1394,0,0,1394,31,0.02223816355810617,0.02223816355810617,0.07519283672258482,0.07519283672258482,0.16756756756756758,0.37374461979913914,0.6600762791531386,137.58218828504073,117.5821882850407,374,24,1364,30,14,31,0.010263929618768328,7.620821600939398,0.6459422660232347,114.59307222433122,0.1640625,0.056640625
earlier,reference_risk_fraction__low40 & risk_atr__low40,13938,0.6766049150678732,1394,0,0,1394,26,0.018651362984218076,0.018651362984218076,0.07519283672258482,0.07519283672258482,0.14054054054054055,0.35294117647058826,0.570810609476117,121.59069132455176,101.59069132455177,358,20,1362,32,11,26,0.008076358296622614,23.068782324819562,0.5798277671656517,85.84192298725736,0.171875,0.052734375
earlier,reference_risk_fraction__low20,13938,0.6500395451448103,1394,0,0,1394,19,0.013629842180774749,0.013629842180774749,0.07519283672258482,0.07519283672258482,0.10270270270270271,0.38880918220946914,0.46243772143067324,84.83012176633703,64.83012176633703,295,15,1371,23,13,19,0.009482129832239242,-9.02927240964176,0.5393934896223034,77.08650146194812,0.125,0.01953125
later,reference_risk_fraction_low,30115,0.60948367654445,3012,0,0,3012,53,0.01759628154050465,0.01759628154050465,0.09956366521221738,0.10001660302174996,0.212,0.2851925630810093,0.0808496992092529,30.758853077922804,10.758853077922797,492,34,3005,7,38,53,0.01264559068219634,-5.15563835696901,0.1778184201823765,16.1555438761798,0.35546875,0.1982421875
later,reference_risk_fraction_high,30115,0.39051632345555,3012,0,0,3012,18,0.00597609561752988,0.00597609561752988,0.09956366521221738,0.10001660302174996,0.072,0.25697211155378485,-0.041293800166200594,-17.42066215448629,-37.42066215448627,502,12,3006,6,27,18,0.008982035928143712,83.1161830802826,-0.06972045954373365,-120.1028674987271,0.9609375,0.864990234375
later,atr_fraction_low,30115,0.5913769295161561,3012,0,0,3012,47,0.015604249667994688,0.015604249667994688,0.09956366521221738,0.10001660302174996,0.188,0.3047808764940239,0.06622931354218949,30.947780835167382,10.94778083516737,415,30,3003,9,48,47,0.015984015984015984,-0.3988426446577612,0.08294480214402997,11.503831291416436,0.6015625,0.147216796875
later,atr_fraction_high,30115,0.40862307048384394,3012,0,0,3012,20,0.006640106241699867,0.006640106241699867,0.09956366521221738,0.10001660302174996,0.08,0.24900398406374502,-0.12313343401489994,-44.83861338326592,-64.83861338326592,451,12,3003,9,31,20,0.010323010323010324,68.61119168433727,-0.1592036417990938,-131.96738324930436,0.9423828125,0.9923095703125
later,risk_atr_low,30115,0.5782510631173614,3012,0,0,3012,31,0.010292164674634794,0.010292164674634794,0.09956366521221738,0.10001660302174996,0.124,0.23240371845949534,-0.1814352037422585,-32.78613717035736,-52.78613717035737,628,25,3007,5,28,31,0.009311606252078483,-9.404941150893707,-0.09641922930797452,-42.83431435845577,0.47265625,0.8502197265625
later,risk_atr_high,30115,0.42174893688263854,3012,0,0,3012,13,0.004316069057104913,0.004316069057104913,0.09956366521221738,0.10001660302174996,0.052,0.30776892430278885,0.057693558036301336,7.391801547924233,-12.608198452075776,676,11,3004,8,29,13,0.009653794940079893,-6.8826400179238,0.0697579373006055,-5.6775878141665554,0.97265625,0.2767333984375
later,volume_ratio_low,30115,0.483974485183325,3012,0,0,3012,24,0.00796812749003984,0.00796812749003984,0.09956366521221738,0.10001660302174996,0.096,0.24203187250996017,-0.18557629243310575,-19.45232763413677,-39.452327634136786,669,21,3009,3,24,24,0.007976071784646061,-6.097561953982939,-0.0921006676717288,-34.099075873702645,0.595703125,0.9537353515625
later,volume_ratio_high,30115,0.516025514816675,3012,0,0,3012,23,0.0076361221779548474,0.0076361221779548474,0.09956366521221738,0.10001660302174996,0.092,0.28120849933598935,-0.09928239325597497,-62.65455638462115,-82.65455638462116,684,20,3005,7,40,23,0.013311148086522463,3.239313457215837,-0.09057056624902927,-86.14029072022763,0.9765625,0.8824462890625
later,expansion_low,30115,0.47724835091243933,3012,0,0,3012,19,0.0063081009296148734,0.0063081009296148734,0.09956366521221738,0.10001660302174996,0.076,0.26626826029216466,-0.15135291098142956,-16.712177099738465,-36.71217709973847,671,18,3010,2,25,19,0.008305647840531562,-5.537313393002425,-0.06532628945494545,-32.221477484504355,0.97265625,0.896240234375
later,expansion_high,30115,0.5227516490875607,3012,0,0,3012,31,0.010292164674634794,0.010292164674634794,0.09956366521221738,0.10001660302174996,0.124,0.30212483399734397,0.059385742948779144,-6.5107330092368905,-26.510733009236905,659,24,3007,5,38,31,0.012637179913535085,7.9487401893980305,0.051261229184004685,-34.02752618084647,0.720703125,0.426025390625
later,body_fraction_low,30072,0.48538803567835825,3008,0,0,3008,27,0.008976063829787235,0.008976063829787235,0.09943144254925294,0.09988377884775029,0.108,0.2589760638297872,-0.10645312710330077,-11.261930819285512,-31.261930819285517,657,19,3005,3,38,27,0.01264559068219634,-28.58726174167623,-0.011751613055684135,-2.316689552487396,0.9931640625,0.6041259765625
later,body_fraction_high,30072,0.5146119643216417,3008,0,0,3008,27,0.008976063829787235,0.008976063829787235,0.09943144254925294,0.09988377884775029,0.108,0.261968085106383,-0.14419419064533764,-63.63250443595586,-83.63250443595587,670,18,2999,9,31,26,0.010336778926308769,-2.7215760691739264,-0.10151610108007007,-82.54691247585265,0.7421875,0.8597412109375
later,close_location_low,30072,0.4841691368788143,3008,0,0,3008,25,0.008311170212765957,0.008311170212765957,0.09943144254925294,0.09988377884775029,0.1,0.26429521276595747,-0.11412393510744762,-20.84537814863945,-40.84537814863947,659,20,3000,8,30,25,0.01,-43.02522306237321,-0.0009693867366053629,1.5980709561498092,0.8818359375,0.5069580078125
later,close_location_high,30072,0.5158308631211858,3008,0,0,3008,26,0.008643617021276596,0.008643617021276596,0.09943144254925294,0.09988377884775029,0.104,0.27493351063829785,-0.1147300393714701,-44.57258302472427,-64.57258302472428,672,21,2999,9,32,25,0.0106702234078026,-6.225928162379949,-0.10911934724559993,-60.04787942832106,0.9375,0.9464111328125
later,rope_width_atr_low,30115,0.5520327473631341,3012,0,0,3012,45,0.014940239043824702,0.014940239043824702,0.09956366521221738,0.10001660302174996,0.18,0.29316069057104915,0.17289435067196382,50.38245452906938,30.38245452906936,650,30,3006,6,29,45,0.009647371922821025,-13.774117461045439,0.2086358672415826,43.72568334635356,0.111328125,0.0574951171875
later,rope_width_atr_high,30115,0.4479672526368659,3012,0,0,3012,23,0.0076361221779548474,0.0076361221779548474,0.09956366521221738,0.10001660302174996,0.092,0.2596281540504648,-0.13924984411026992,-58.480232559144255,-78.4802325591443,644,19,3001,11,24,23,0.007997334221926024,-33.55886791157116,-0.0383961822934237,-44.7060706439307,0.7734375,0.724365234375
later,past_width_atr_low,30115,0.5620922149673531,3012,0,0,3012,37,0.012284196547144754,0.012284196547144754,0.09956366521221738,0.10001660302174996,0.148,0.2739043824701195,0.03506852788959943,11.292739173567533,-8.70726082643249,627,29,3007,5,36,37,0.011972065181243765,15.82750690356184,-0.008706384430277016,-24.05627471199599,0.5,0.5552978515625
later,past_width_atr_high,30115,0.43790778503264693,3012,0,0,3012,18,0.00597609561752988,0.00597609561752988,0.09956366521221738,0.10001660302174996,0.072,0.2453519256308101,-0.20608201856007782,-72.58196465313534,-92.58196465313536,661,16,3003,9,39,18,0.012987012987012988,-13.572365481738693,-0.18887835814594425,-78.16410838134848,1.0,0.968505859375
later,rope_distance_atr_low,30115,0.47425528210279594,3012,0,0,3012,17,0.005644090305444887,0.005644090305444887,0.09956366521221738,0.10001660302174996,0.068,0.2539840637450199,-0.1576963699281453,-30.28819959495584,-50.28819959495585,638,13,3007,5,33,17,0.010974393082806785,-34.93940597755951,-0.023091191399907562,-15.545468373075435,0.9990234375,0.6849365234375
later,rope_distance_atr_high,30115,0.5257447178972041,3012,0,0,3012,28,0.009296148738379814,0.009296148738379814,0.09956366521221738,0.10001660302174996,0.112,0.2752324037184595,-0.047604575345033144,-15.883894949264613,-35.88389494926462,651,23,3006,6,43,28,0.014304723885562209,42.87762759475371,-0.1247165241188902,-77.52857920093282,0.96923828125,0.8616943359375
later,breakout20_atr_low,30115,0.49961613929348736,3012,0,0,3012,27,0.008964143426294821,0.008964143426294821,0.09956366521221738,0.10001660302174996,0.108,0.250996015936255,-0.12483492041772347,-38.95548441759649,-58.95548441759651,654,21,3005,7,30,27,0.009983361064891847,-48.0568307156739,-0.04609747617450545,-11.544539344046656,0.73046875,0.6973876953125
later,breakout20_atr_high,30115,0.5003838607065126,3012,0,0,3012,30,0.0099601593625498,0.0099601593625498,0.09956366521221738,0.10001660302174996,0.12,0.28452855245683933,0.06875430379081006,71.21507773847534,51.21507773847533,634,23,3006,6,31,30,0.010312707917498337,55.986485334381065,0.05166672391261114,-4.408749789952337,0.603515625,0.31298828125
later,momentum20_atr_low,30115,0.4727562698811318,3012,0,0,3012,20,0.006640106241699867,0.006640106241699867,0.09956366521221738,0.10001660302174996,0.08,0.23738379814077026,-0.21516912368798777,-54.57998370652373,-74.57998370652373,638,16,3007,5,29,20,0.009644163618224144,-19.713145908371526,-0.09638897304355455,-54.697554353173715,0.923828125,0.8819580078125
later,momentum20_atr_high,30115,0.5272437301188683,3012,0,0,3012,25,0.008300132802124834,0.008300132802124834,0.09956366521221738,0.10001660302174996,0.1,0.2735723771580345,-0.07968642542957842,-42.38671337075565,-62.386713370755665,639,20,3001,11,37,25,0.012329223592135955,-10.147424879334979,-0.03643774701330069,-50.25652631221963,0.99609375,0.63916015625
later,momentum60_atr_low,30115,0.4722801272392433,3012,0,0,3012,20,0.006640106241699867,0.006640106241699867,0.09956366521221738,0.10001660302174996,0.08,0.2861885790172643,-0.07962109297230183,-10.990877040413622,-30.990877040413636,649,15,3004,8,26,20,0.008655126498002663,-25.823683410442023,-0.0009778916340342583,-6.257655453526794,0.87109375,0.5047607421875
later,momentum60_atr_high,30115,0.5277198727607567,3012,0,0,3012,29,0.009628154050464808,0.009628154050464808,0.09956366521221738,0.10001660302174996,0.116,0.26261620185922974,-0.10904296516511017,-34.69624497775325,-54.69624497775325,636,25,2999,13,30,29,0.010003334444814937,-2.4646908286716354,-0.09272940042931824,-51.686320175039754,0.6640625,0.861328125
later,trend_slope20_atr_low,30115,0.45389619956470784,3012,0,0,3012,12,0.00398406374501992,0.00398406374501992,0.09956366521221738,0.10001660302174996,0.048,0.2559760956175299,-0.18736309971530443,-57.790059217005094,-77.79005921700511,636,10,3006,6,31,12,0.010312707917498337,-35.395999089790976,-0.08843795309449426,-43.61096873192144,1.0,0.84765625
later,trend_slope20_atr_high,30115,0.5461038004352922,3012,0,0,3012,27,0.008964143426294821,0.008964143426294821,0.09956366521221738,0.10001660302174996,0.108,0.25630810092961487,-0.16397266774072983,-64.09896692110775,-84.09896692110773,640,22,3002,10,21,27,0.0069953364423717525,-28.596901855151344,-0.03170651124837716,-54.196976269085255,0.25,0.6217041015625
later,trend_alignment_low,30115,0.4415454210614432,3012,0,0,3012,9,0.00298804780876494,0.00298804780876494,0.09956366521221738,0.10001660302174996,0.036,0.28054448871181936,-0.09436231617716356,-22.6822764482257,-42.682276448225714,624,7,3008,4,28,9,0.009308510638297872,-24.792364727622967,-0.003890011327457465,-18.177665807124786,1.0,0.531494140625
later,trend_alignment_high,30115,0.5584545789385569,3012,0,0,3012,24,0.00796812749003984,0.00796812749003984,0.09956366521221738,0.10001660302174996,0.096,0.2546480743691899,-0.2181168427844791,-93.35482560236113,-113.35482560236113,583,15,2994,18,24,24,0.008016032064128256,-9.681569541974703,-0.09483023748486379,-102.79408318513971,0.59375,0.95849609375
later,atr_relative100_low,30115,0.5055774987443495,3012,0,0,3012,23,0.0076361221779548474,0.0076361221779548474,0.09956366521221738,0.10001660302174996,0.092,0.25697211155378485,-0.18460127095885293,-36.02343816552056,-56.02343816552058,657,18,3007,5,36,23,0.011972065181243765,14.153018142640398,-0.17562840997241438,-69.73399351727728,0.98779296875,0.9859619140625
later,atr_relative100_high,30115,0.4944225012556504,3012,0,0,3012,27,0.008964143426294821,0.008964143426294821,0.09956366521221738,0.10001660302174996,0.108,0.28452855245683933,-0.005980931906748162,49.99636825218384,29.996368252183835,682,18,3000,12,23,27,0.007666666666666666,12.942439296368866,0.09400147816420652,17.90149208184179,0.3515625,0.29443359375
