scope,signal_bar_i,signal_time,signal_gap_run_id,signal_atr_bucket,control_rank,control_bar_i,control_time,control_gap_run_id,control_atr_bucket,match_tier,control_gross_ret_3h,control_net_ret_3h,control_mfe_3h,control_mae_3h
gap_replay,676,2026-03-14 22:03:00+00:00,1,2,1,696,2026-03-14 23:03:00+00:00,1,2,same_run_atr_quintile,-0.00042528993783119695,-0.002425289937831197,0.0049840157882915515,0.0030152578738369407
gap_replay,676,2026-03-14 22:03:00+00:00,1,2,2,655,2026-03-14 21:00:00+00:00,1,2,same_run_atr_quintile,-0.003895549382805008,-0.005895549382805008,0.0018278378261682438,0.006826806369127247
gap_replay,676,2026-03-14 22:03:00+00:00,1,2,3,660,2026-03-14 21:15:00+00:00,1,2,same_run_atr_quintile,-0.004613560314739917,-0.006613560314739917,0.0011377875073811383,0.007522839763993039
gap_replay,694,2026-03-14 22:57:00+00:00,1,1,1,593,2026-03-14 17:54:00+00:00,1,1,same_run_atr_quintile,-0.005597986460683879,-0.007597986460683879,0.0011764932785589544,0.006528573357248879
gap_replay,694,2026-03-14 22:57:00+00:00,1,1,2,665,2026-03-14 21:30:00+00:00,1,1,same_run_atr_quintile,-0.0028858296640239534,-0.004885829664023953,0.000763472406954846,0.0077163531948196695
gap_replay,694,2026-03-14 22:57:00+00:00,1,1,3,688,2026-03-14 22:39:00+00:00,1,1,same_run_atr_quintile,0.00010551609360232028,-0.0018944839063976798,0.00191367824306099,0.006556386361565414
gap_replay,714,2026-03-14 23:57:00+00:00,1,3,1,718,2026-03-15 00:09:00+00:00,1,3,same_run_atr_quintile,-0.0044568777945148685,-0.006456877794514869,0.004251249312579142,0.008148626353920108
gap_replay,714,2026-03-14 23:57:00+00:00,1,3,2,760,2026-03-15 02:15:00+00:00,1,3,same_run_atr_quintile,-0.008742135660747996,-0.010742135660747996,0.0019968375443674136,0.009152968265569772
gap_replay,714,2026-03-14 23:57:00+00:00,1,3,3,710,2026-03-14 23:45:00+00:00,1,3,same_run_atr_quintile,-0.0033380929412942795,-0.0053380929412942795,0.005611243499314744,0.004579729800717081
gap_replay,732,2026-03-15 00:51:00+00:00,1,3,1,705,2026-03-14 23:30:00+00:00,1,3,same_run_atr_quintile,0.001761672873102249,-0.00023832712689775097,0.005891339635252457,0.0021006397402845156
gap_replay,732,2026-03-15 00:51:00+00:00,1,3,2,734,2026-03-15 00:57:00+00:00,1,3,same_run_atr_quintile,-0.004174034724518494,-0.006174034724518494,0.002132543573376222,0.010293715945196125
gap_replay,732,2026-03-15 00:51:00+00:00,1,3,3,707,2026-03-14 23:36:00+00:00,1,3,same_run_atr_quintile,0.001808378662086052,-0.00019162133791394802,0.006460540127874781,0.0015268632503100399
gap_replay,750,2026-03-15 01:45:00+00:00,1,2,1,651,2026-03-14 20:48:00+00:00,1,2,same_run_atr_quintile,-0.004801903491813642,-0.006801903491813642,0.0019044512350151477,0.006749528684297568
gap_replay,750,2026-03-15 01:45:00+00:00,1,2,2,569,2026-03-14 16:42:00+00:00,1,2,same_run_atr_quintile,-0.0012772069171596012,-0.0032772069171596013,0.0016001233830079675,0.001474812515663837
gap_replay,750,2026-03-15 01:45:00+00:00,1,2,3,663,2026-03-14 21:24:00+00:00,1,2,same_run_atr_quintile,-0.0053018297075349,-0.0073018297075349,0.0006243096575903051,0.007856696921672901
gap_replay,768,2026-03-15 02:39:00+00:00,1,3,1,743,2026-03-15 01:24:00+00:00,1,3,same_run_atr_quintile,-0.006752252749097076,-0.008752252749097076,0.001424303314262576,0.011010775789721094
gap_replay,768,2026-03-15 02:39:00+00:00,1,3,2,752,2026-03-15 01:51:00+00:00,1,3,same_run_atr_quintile,-0.0058223605458462835,-0.007822360545846284,0.0006511850610486647,0.00942781900885814
gap_replay,768,2026-03-15 02:39:00+00:00,1,3,3,726,2026-03-15 00:33:00+00:00,1,3,same_run_atr_quintile,-0.004830038237802592,-0.006830038237802592,0.0022425177532654494,0.010182372277113938
gap_replay,3517,2026-03-20 20:06:00+00:00,3,4,1,3528,2026-03-20 20:39:00+00:00,3,4,same_run_atr_quintile,-0.00839806943093313,-0.01039806943093313,0.0007613247049865768,0.01872764783562908
gap_replay,3517,2026-03-20 20:06:00+00:00,3,4,2,3554,2026-03-20 21:57:00+00:00,3,4,same_run_atr_quintile,-0.0027813107101428702,-0.00478131071014287,0.002184982785689793,0.009899975308296893
gap_replay,3517,2026-03-20 20:06:00+00:00,3,4,3,3565,2026-03-20 22:30:00+00:00,3,4,same_run_atr_quintile,0.0018195574576326257,-0.00018044254236737438,0.0058439358141821884,0.002033076955211932
gap_replay,3535,2026-03-20 21:00:00+00:00,3,3,1,3623,2026-03-21 01:24:00+00:00,3,3,same_run_atr_quintile,-0.0008171831325973766,-0.0028171831325973767,0.003955909255527579,0.0016993694689240169
gap_replay,3535,2026-03-20 21:00:00+00:00,3,3,2,3629,2026-03-21 01:42:00+00:00,3,3,same_run_atr_quintile,-0.0012567199609021529,-0.003256719960902153,0.0015034094347087246,0.004165793944471696
gap_replay,3535,2026-03-20 21:00:00+00:00,3,3,3,3621,2026-03-21 01:18:00+00:00,3,3,same_run_atr_quintile,-0.0002879528871921888,-0.002287952887192189,0.003673721512402972,0.0019831594005006448
gap_replay,3553,2026-03-20 21:54:00+00:00,3,4,1,3550,2026-03-20 21:45:00+00:00,3,4,same_run_atr_quintile,-0.0022619686122704596,-0.00426196861227046,0.0011053331156868351,0.010992701070354105
gap_replay,3553,2026-03-20 21:54:00+00:00,3,4,2,3557,2026-03-20 22:06:00+00:00,3,4,same_run_atr_quintile,0.00340903834589934,0.00140903834589934,0.009306628428696895,0.0009251121698505838
gap_replay,3553,2026-03-20 21:54:00+00:00,3,4,3,3570,2026-03-20 22:45:00+00:00,3,4,same_run_atr_quintile,0.000985130111524124,-0.001014869888475876,0.004749070631970165,0.003136617100371719
gap_replay,3572,2026-03-20 22:51:00+00:00,3,4,1,3566,2026-03-20 22:33:00+00:00,3,4,same_run_atr_quintile,0.0012439196465039437,-0.0007560803534960563,0.005894693847239174,0.0019819167502135304
gap_replay,3572,2026-03-20 22:51:00+00:00,3,4,2,3573,2026-03-20 22:54:00+00:00,3,4,same_run_atr_quintile,0.0034659873888168713,0.0014659873888168713,0.006240633250279459,0.001633236359924517
gap_replay,3572,2026-03-20 22:51:00+00:00,3,4,3,3546,2026-03-20 21:33:00+00:00,3,4,same_run_atr_quintile,0.00032544516249022326,-0.0016745548375097768,0.004300525361476626,0.00781998233297676
gap_replay,3590,2026-03-20 23:45:00+00:00,3,3,1,3597,2026-03-21 00:06:00+00:00,3,3,same_run_atr_quintile,-0.0035606593744610393,-0.005560659374461039,0.0012443665614936261,0.006095997986642843
gap_replay,3590,2026-03-20 23:45:00+00:00,3,3,2,3540,2026-03-20 21:15:00+00:00,3,3,same_run_atr_quintile,-0.00552390493265964,-0.00752390493265964,0.0004259960583660183,0.014769423781815005
gap_replay,3590,2026-03-20 23:45:00+00:00,3,3,3,3627,2026-03-21 01:36:00+00:00,3,3,same_run_atr_quintile,-0.0003393754561809015,-0.0023393754561809015,0.002691758755189566,0.0029706974862970803
gap_replay,3608,2026-03-21 00:39:00+00:00,3,3,1,3584,2026-03-20 23:27:00+00:00,3,3,same_run_atr_quintile,-0.0023625789856289714,-0.0043625789856289714,0.0013793360547260658,0.005960036533765756
gap_replay,3608,2026-03-21 00:39:00+00:00,3,3,2,3582,2026-03-20 23:21:00+00:00,3,3,same_run_atr_quintile,-0.0013785972772704103,-0.0033785972772704103,0.0019142009491829315,0.005421240644400971
gap_replay,3608,2026-03-21 00:39:00+00:00,3,3,3,3583,2026-03-20 23:24:00+00:00,3,3,same_run_atr_quintile,-0.0022037925732656394,-0.004203792573265639,0.001537529702278384,0.0058006802404135804
gap_replay,3626,2026-03-21 01:33:00+00:00,3,3,1,3617,2026-03-21 01:06:00+00:00,3,3,same_run_atr_quintile,-0.0002320680980627543,-0.0022320680980627543,0.004325749347888763,0.0019540133856879027
gap_replay,3626,2026-03-21 01:33:00+00:00,3,3,2,3625,2026-03-21 01:30:00+00:00,3,3,same_run_atr_quintile,0.0001953079587991846,-0.0018046920412008154,0.002432049106001033,0.0032318816991794286
gap_replay,3626,2026-03-21 01:33:00+00:00,3,3,3,3604,2026-03-21 00:27:00+00:00,3,3,same_run_atr_quintile,-0.0011536600796397956,-0.0031536600796397956,0.002074727401287668,0.004219232629972813
gap_replay,3644,2026-03-21 02:27:00+00:00,3,2,1,3653,2026-03-21 02:54:00+00:00,3,2,same_run_atr_quintile,0.0005618551435284669,-0.0014381448564715332,0.002298498314434516,0.0017737906184123187
gap_replay,3644,2026-03-21 02:27:00+00:00,3,2,2,3646,2026-03-21 02:33:00+00:00,3,2,same_run_atr_quintile,-0.0021115493376990813,-0.004111549337699081,0.0007162524185146957,0.003404524482810034
gap_replay,3644,2026-03-21 02:27:00+00:00,3,2,3,3695,2026-03-21 05:00:00+00:00,3,2,same_run_atr_quintile,-0.0006781613466613212,-0.0026781613466613213,0.0007989298056557681,0.0037670469324810885
gap_replay,3662,2026-03-21 03:21:00+00:00,3,2,1,3639,2026-03-21 02:12:00+00:00,3,2,same_run_atr_quintile,-0.0022631282392768792,-0.004263128239276879,4.656642467515404e-06,0.0046240459703745795
gap_replay,3662,2026-03-21 03:21:00+00:00,3,2,2,3696,2026-03-21 05:03:00+00:00,3,2,same_run_atr_quintile,-0.0014500499616572071,-0.003450049961657207,0.0002277322055168618,0.004340854692910012
gap_replay,3662,2026-03-21 03:21:00+00:00,3,2,3,3679,2026-03-21 04:12:00+00:00,3,2,same_run_atr_quintile,-5.105782530812064e-05,-0.0020510578253081207,0.002687498259392296,0.0012950121146293458
gap_replay,3680,2026-03-21 04:15:00+00:00,3,2,1,3676,2026-03-21 04:03:00+00:00,3,2,same_run_atr_quintile,0.0008021886302512771,-0.001197811369748723,0.003695632013354211,0.000370954279885094
gap_replay,3680,2026-03-21 04:15:00+00:00,3,2,2,3657,2026-03-21 03:06:00+00:00,3,2,same_run_atr_quintile,0.0005201294750871721,-0.001479870524912828,0.0021733981637571675,0.001899401386702415
gap_replay,3680,2026-03-21 04:15:00+00:00,3,2,3,3700,2026-03-21 05:15:00+00:00,3,2,same_run_atr_quintile,0.000654514058126332,-0.001345485941873668,0.001443644482817863,0.003119386149368353
gap_replay,3698,2026-03-21 05:09:00+00:00,3,2,1,3684,2026-03-21 04:27:00+00:00,3,2,same_run_atr_quintile,-0.0015915587067079073,-0.0035915587067079074,0.0030114332380561937,0.0027237462415086178
gap_replay,3698,2026-03-21 05:09:00+00:00,3,2,2,3686,2026-03-21 04:33:00+00:00,3,2,same_run_atr_quintile,-0.002645601048941293,-0.004645601048941293,0.00024177724876084383,0.004765801538075376
gap_replay,3698,2026-03-21 05:09:00+00:00,3,2,3,3652,2026-03-21 02:51:00+00:00,3,2,same_run_atr_quintile,0.0010998190171237487,-0.0009001809828762513,0.0029096477794793296,0.0011601466425357199
gap_replay,3716,2026-03-21 06:03:00+00:00,3,1,1,3707,2026-03-21 05:36:00+00:00,3,1,same_run_atr_quintile,0.001647293566274688,-0.0003527064337253121,0.00307649474490157,0.0027563165587802807
gap_replay,3716,2026-03-21 06:03:00+00:00,3,1,2,3714,2026-03-21 05:57:00+00:00,3,1,same_run_atr_quintile,-0.00034849357842503537,-0.0023484935784250354,0.0017192349868965229,0.004121517387506213
gap_replay,3716,2026-03-21 06:03:00+00:00,3,1,3,3725,2026-03-21 06:30:00+00:00,3,1,same_run_atr_quintile,-0.000501411380181116,-0.002501411380181116,0.002553483880552654,0.0032823874610012904
gap_replay,3734,2026-03-21 06:57:00+00:00,3,1,1,3843,2026-03-21 12:24:00+00:00,3,1,same_run_atr_quintile,0.0035941234229392993,0.0015941234229392993,0.006433295662967464,0.004131389295440657
gap_replay,3734,2026-03-21 06:57:00+00:00,3,1,2,3720,2026-03-21 06:15:00+00:00,3,1,same_run_atr_quintile,-0.0012264808362367763,-0.0032264808362367763,0.0018954703832751996,0.0039442508710800794
gap_replay,3734,2026-03-21 06:57:00+00:00,3,1,3,3798,2026-03-21 10:09:00+00:00,3,1,same_run_atr_quintile,8.34569732939272e-05,-0.0019165430267060728,0.0022672477744808406,0.0014373145400592424
gap_replay,3752,2026-03-21 07:51:00+00:00,3,2,1,3697,2026-03-21 05:06:00+00:00,3,2,same_run_atr_quintile,-0.0013290333373607854,-0.0033290333373607855,0.00036246363746206267,0.004205507588501467
gap_replay,3752,2026-03-21 07:51:00+00:00,3,2,2,3768,2026-03-21 08:39:00+00:00,3,2,same_run_atr_quintile,-0.0012358240298084855,-0.0032358240298084855,0.00045994954492856177,0.002796864909566432
gap_replay,3752,2026-03-21 07:51:00+00:00,3,2,3,3692,2026-03-21 04:51:00+00:00,3,2,same_run_atr_quintile,-0.0015389050063230325,-0.0035389050063230326,0.00023246299189172426,0.004700401696049905
gap_replay,3770,2026-03-21 08:45:00+00:00,3,1,1,3861,2026-03-21 13:18:00+00:00,3,1,same_run_atr_quintile,0.003362100547674607,0.0013621005476746068,0.005193865673648879,0.005383998256345057
gap_replay,3770,2026-03-21 08:45:00+00:00,3,1,2,3782,2026-03-21 09:21:00+00:00,3,1,same_run_atr_quintile,-0.0017958236658932591,-0.003795823665893259,0.0014338747099769122,0.00227378190255223
gap_replay,3770,2026-03-21 08:45:00+00:00,3,1,3,3712,2026-03-21 05:51:00+00:00,3,1,same_run_atr_quintile,-0.00010685150428346724,-0.0021068515042834673,0.0019047442067900988,0.003934922788173756
gap_replay,3788,2026-03-21 09:39:00+00:00,3,1,1,3723,2026-03-21 06:24:00+00:00,3,1,same_run_atr_quintile,-0.001421715071573626,-0.003421715071573626,0.0018166359247884234,0.00402354657510684
gap_replay,3788,2026-03-21 09:39:00+00:00,3,1,2,3673,2026-03-21 03:54:00+00:00,3,1,same_run_atr_quintile,-0.0003855032210420273,-0.0023855032210420273,0.0020436315332346133,0.002029697681871445
gap_replay,3788,2026-03-21 09:39:00+00:00,3,1,3,3835,2026-03-21 12:00:00+00:00,3,1,same_run_atr_quintile,0.0027994456726780914,0.0007994456726780914,0.003972061161399254,0.004834142113581352
gap_replay,3806,2026-03-21 10:33:00+00:00,3,1,1,3796,2026-03-21 10:03:00+00:00,3,1,same_run_atr_quintile,-0.0006357220085102533,-0.0026357220085102533,0.0014477756690163268,0.0022598293295219563
gap_replay,3806,2026-03-21 10:33:00+00:00,3,1,2,3719,2026-03-21 06:12:00+00:00,3,1,same_run_atr_quintile,-0.002323960027887484,-0.004323960027887484,0.0014315593771786483,0.0044108761329304524
gap_replay,3806,2026-03-21 10:33:00+00:00,3,1,3,3727,2026-03-21 06:36:00+00:00,3,1,same_run_atr_quintile,-0.0014717899193998907,-0.0034717899193998907,0.0025164357612450505,0.0033196523418637103
gap_replay,3824,2026-03-21 11:27:00+00:00,3,0,1,3839,2026-03-21 12:12:00+00:00,3,0,same_run_atr_quintile,0.0020579946603381805,5.799466033818042e-05,0.003912043903886109,0.004894690002966495
gap_replay,3824,2026-03-21 11:27:00+00:00,3,0,2,3830,2026-03-21 11:45:00+00:00,3,0,same_run_atr_quintile,-0.001103942186825968,-0.003103942186825968,0.0009137672722886458,0.005607840772574146
gap_replay,3824,2026-03-21 11:27:00+00:00,3,0,3,3816,2026-03-21 11:03:00+00:00,3,0,same_run_atr_quintile,-0.0008777714821799343,-0.0028777714821799343,0.0005898252816763927,0.003120965269972853
gap_replay,3842,2026-03-21 12:21:00+00:00,3,1,1,3850,2026-03-21 12:45:00+00:00,3,1,same_run_atr_quintile,0.0018594859286533705,-0.00014051407134662956,0.005249222122781783,0.0053280531970636424
gap_replay,3842,2026-03-21 12:21:00+00:00,3,1,2,3810,2026-03-21 10:45:00+00:00,3,1,same_run_atr_quintile,-0.0006828316610925089,-0.002682831661092509,0.0004134150873282838,0.003298030471943436
gap_replay,3842,2026-03-21 12:21:00+00:00,3,1,3,3738,2026-03-21 07:09:00+00:00,3,1,same_run_atr_quintile,-0.0010675380252402888,-0.003067538025240289,0.0028173720926992774,0.0030169552887227002
gap_replay,3860,2026-03-21 13:15:00+00:00,3,0,1,3823,2026-03-21 11:24:00+00:00,3,0,same_run_atr_quintile,-0.002682358619281233,-0.004682358619281233,0.0008956664593795516,0.006116520173378603
gap_replay,3860,2026-03-21 13:15:00+00:00,3,0,2,3822,2026-03-21 11:21:00+00:00,3,0,same_run_atr_quintile,-0.003170300366232226,-0.005170300366232226,0.0006869757748204641,0.006326675547839944
gap_replay,3860,2026-03-21 13:15:00+00:00,3,0,3,3858,2026-03-21 13:09:00+00:00,3,0,same_run_atr_quintile,0.0021422311662175897,0.00014223116621758965,0.005304572411586661,0.005272114363613634
gap_replay,4896,2026-03-23 17:03:00+00:00,4,4,1,5092,2026-03-24 02:51:00+00:00,4,4,same_run_atr_quintile,0.0012449278550267229,-0.0007550721449732772,0.004057715978602272,0.007095152737671251
gap_replay,4896,2026-03-23 17:03:00+00:00,4,4,2,4941,2026-03-23 19:18:00+00:00,4,4,same_run_atr_quintile,0.006085492850933072,0.004085492850933072,0.007976804838799145,0.0020809056101214196
gap_replay,4896,2026-03-23 17:03:00+00:00,4,4,3,5045,2026-03-24 00:30:00+00:00,4,4,same_run_atr_quintile,0.00024339783375926238,-0.0017566021662407377,0.006169198940283449,0.005836867282650315
gap_replay,4914,2026-03-23 17:57:00+00:00,4,4,1,5047,2026-03-24 00:36:00+00:00,4,4,same_run_atr_quintile,0.0005195315790952337,-0.0014804684209047663,0.006225018019789141,0.005780373875518219
gap_replay,4914,2026-03-23 17:57:00+00:00,4,4,2,5091,2026-03-24 02:48:00+00:00,4,4,same_run_atr_quintile,0.0006460371705444556,-0.0013539628294555444,0.00379195730536952,0.0073638874584522895
gap_replay,4914,2026-03-23 17:57:00+00:00,4,4,3,4942,2026-03-23 19:21:00+00:00,4,4,same_run_atr_quintile,0.006998534652916111,0.004998534652916111,0.008339072994623997,0.0017149645681848735
gap_replay,4932,2026-03-23 18:51:00+00:00,4,4,1,4930,2026-03-23 18:45:00+00:00,4,4,same_run_atr_quintile,0.0006900703964429766,-0.0013099296035570234,0.005182474990737096,0.008739347906632222
gap_replay,4932,2026-03-23 18:51:00+00:00,4,4,2,5069,2026-03-24 01:42:00+00:00,4,4,same_run_atr_quintile,-0.0020468714790056186,-0.004046871479005619,0.0010281303988582957,0.010210884098249773
gap_replay,4932,2026-03-23 18:51:00+00:00,4,4,3,4943,2026-03-23 19:24:00+00:00,4,4,same_run_atr_quintile,0.0076721971768531905,0.00567219717685319,0.009094856256004702,0.0005542827581108689
gap_replay,4950,2026-03-23 19:45:00+00:00,4,4,1,4956,2026-03-23 20:03:00+00:00,4,4,same_run_atr_quintile,0.0009248243298509706,-0.0010751756701490294,0.004270922407703437,0.006538833327136784
gap_replay,4950,2026-03-23 19:45:00+00:00,4,4,2,5048,2026-03-24 00:39:00+00:00,4,4,same_run_atr_quintile,0.0018302875232285576,-0.00016971247677144245,0.008637836525441922,0.0033384070895627893
gap_replay,4950,2026-03-23 19:45:00+00:00,4,4,3,4904,2026-03-23 17:27:00+00:00,4,4,same_run_atr_quintile,-0.01326769103691694,-0.01526769103691694,0.0003050583365401538,0.022212940105315715
gap_replay,4968,2026-03-23 20:39:00+00:00,4,4,1,4969,2026-03-23 20:42:00+00:00,4,4,same_run_atr_quintile,0.006370457350758918,0.004370457350758918,0.011589794323913383,0.00012944325531294432
gap_replay,4968,2026-03-23 20:39:00+00:00,4,4,2,5063,2026-03-24 01:24:00+00:00,4,4,same_run_atr_quintile,0.0018095917691558494,-0.00019040823084415064,0.00974287939630536,0.003591200160437902
gap_replay,4968,2026-03-23 20:39:00+00:00,4,4,3,5078,2026-03-24 02:09:00+00:00,4,4,same_run_atr_quintile,0.0021045329483615483,0.00010453294836154821,0.0025732485270612004,0.008596243713352436
gap_replay,4986,2026-03-23 21:33:00+00:00,4,3,1,5024,2026-03-23 23:27:00+00:00,4,3,same_run_atr_quintile,0.004613529606197431,0.0026135296061974306,0.01154080715818695,0.0036777884852630116
gap_replay,4986,2026-03-23 21:33:00+00:00,4,3,2,4971,2026-03-23 20:48:00+00:00,4,3,same_run_atr_quintile,0.006131389565523504,0.004131389565523504,0.009882466263464562,0.0014217043781084016
gap_replay,4986,2026-03-23 21:33:00+00:00,4,3,3,5002,2026-03-23 22:21:00+00:00,4,3,same_run_atr_quintile,0.0012429241769701393,-0.0007570758230298607,0.008891330254729546,0.003617049009384754
gap_replay,5004,2026-03-23 22:27:00+00:00,4,3,1,4978,2026-03-23 21:09:00+00:00,4,3,same_run_atr_quintile,0.003863403412595723,0.0018634034125957228,0.008390032140919268,0.0029311776191600636
gap_replay,5004,2026-03-23 22:27:00+00:00,4,3,2,4973,2026-03-23 20:54:00+00:00,4,3,same_run_atr_quintile,0.004535609160079113,0.0025356091600791126,0.010478182794305457,0.0008191865523816677
gap_replay,5004,2026-03-23 22:27:00+00:00,4,3,3,4990,2026-03-23 21:45:00+00:00,4,3,same_run_atr_quintile,0.00678960564672737,0.00478960564672737,0.013277965991722707,0.002196773431091259
gap_replay,5022,2026-03-23 23:21:00+00:00,4,3,1,4999,2026-03-23 22:12:00+00:00,4,3,same_run_atr_quintile,0.004744450853070958,0.0027444508530709583,0.009684261447150622,0.0028141105550076873
gap_replay,5022,2026-03-23 23:21:00+00:00,4,3,2,5025,2026-03-23 23:30:00+00:00,4,3,same_run_atr_quintile,0.003826863556699145,0.0018268635566991449,0.010310623858000634,0.004926912033411446
gap_replay,5022,2026-03-23 23:21:00+00:00,4,3,3,4973,2026-03-23 20:54:00+00:00,4,3,same_run_atr_quintile,0.004535609160079113,0.0025356091600791126,0.010478182794305457,0.0008191865523816677
gap_replay,5040,2026-03-24 00:15:00+00:00,4,4,1,5035,2026-03-24 00:00:00+00:00,4,4,same_run_atr_quintile,0.007922780784467065,0.005922780784467065,0.012795476947683793,0.000246424519704469
gap_replay,5040,2026-03-24 00:15:00+00:00,4,4,2,5095,2026-03-24 03:00:00+00:00,4,4,same_run_atr_quintile,-0.0005155315599050247,-0.002515531559905025,0.002680764111504641,0.008487524136250313
gap_replay,5040,2026-03-24 00:15:00+00:00,4,4,3,5043,2026-03-24 00:24:00+00:00,4,4,same_run_atr_quintile,0.0025024978289898137,0.0005024978289898136,0.008693378652199657,0.003282193980932435
gap_replay,5058,2026-03-24 01:09:00+00:00,4,4,1,4911,2026-03-23 17:48:00+00:00,4,4,same_run_atr_quintile,-0.00534007477035825,-0.00734007477035825,0.001666736501994892,0.014041556676024802
gap_replay,5058,2026-03-24 01:09:00+00:00,4,4,2,5093,2026-03-24 02:54:00+00:00,4,4,same_run_atr_quintile,0.0009555258905360464,-0.0010444741094639536,0.0032553455584438673,0.007906508349141639
gap_replay,5058,2026-03-24 01:09:00+00:00,4,4,3,5085,2026-03-24 02:30:00+00:00,4,4,same_run_atr_quintile,0.0035608169758791774,0.0015608169758791774,0.0042814028027982065,0.006868960999461882
gap_replay,5076,2026-03-24 02:03:00+00:00,4,4,1,5098,2026-03-24 03:09:00+00:00,4,4,same_run_atr_quintile,-0.0011725143867515886,-0.0031725143867515886,0.0019557539971015725,0.009220653137413937
gap_replay,5076,2026-03-24 02:03:00+00:00,4,4,2,5087,2026-03-24 02:36:00+00:00,4,4,same_run_atr_quintile,0.0018013887069303625,-0.00019861129306963758,0.004323332896632892,0.00682656135951043
gap_replay,5076,2026-03-24 02:03:00+00:00,4,4,3,4943,2026-03-23 19:24:00+00:00,4,4,same_run_atr_quintile,0.0076721971768531905,0.00567219717685319,0.009094856256004702,0.0005542827581108689
gap_replay,5094,2026-03-24 02:57:00+00:00,4,4,1,4948,2026-03-23 19:39:00+00:00,4,4,same_run_atr_quintile,0.004851851851851885,0.002851851851851885,0.008069444444444351,0.0026990740740739927
