bar_i,n_boxes,n_tip_boxes,raw_fire,max_conf_all,max_tip_conf,max_right_bar,box_cx,box_cy,box_w,box_h,scan_error,mapped_box_bar_i
6903,1,1,True,0.7573699355125427,0.7573699355125427,199,0.9818925857543944,0.6266340613365173,0.0319685935974121,0.0395832322537899,,6903
6904,1,1,True,0.902432382106781,0.902432382106781,199,0.9819583892822266,0.6222183704376221,0.0317365638911724,0.0298992469906806,,6904
6905,2,2,True,0.8424880504608154,0.8424880504608154,199,0.9819451570510864,0.6218346357345581,0.0304977409541606,0.039381455630064,,6905
6906,1,1,True,0.8791994452476501,0.8791994452476501,199,0.981762707233429,0.6201812624931335,0.0320663452148437,0.0338107198476791,,6906
6907,1,1,True,0.9215741157531738,0.9215741157531738,199,0.9810746312141418,0.6204276084899902,0.0320770256221294,0.0322440825402736,,6907
6908,1,1,True,0.9366583228111268,0.9366583228111268,199,0.982073962688446,0.6196449398994446,0.0319780334830284,0.0320997610688209,,6908
6909,2,2,True,0.9417946338653564,0.9417946338653564,199,0.9812091588974,0.6180075407028198,0.0314568504691123,0.0351746752858161,,6909
6910,1,1,True,0.8141857385635376,0.8141857385635376,199,0.9813584089279176,0.6132506728172302,0.0316532142460346,0.0304800681769847,,6910
6911,1,1,True,0.9584370255470276,0.9584370255470276,199,0.9818304181098938,0.6096668839454651,0.031768511980772,0.029371565207839,,6911
6912,1,1,True,0.9365320801734924,0.9365320801734924,199,0.9813464879989624,0.6074627041816711,0.0316157341003418,0.0280135739594697,,6912
6913,1,1,True,0.9639738202095032,0.9639738202095032,199,0.9818860292434692,0.6077601909637451,0.0314651504158973,0.0287133809179067,,6913
6914,1,1,True,0.9681628346443176,0.9681628346443176,199,0.9820642471313475,0.6071252226829529,0.0316197387874126,0.0293705780059099,,6914
6915,1,1,True,0.950592577457428,0.950592577457428,199,0.9819838404655457,0.6067410111427307,0.0317623130977153,0.0306383315473794,,6915
6916,1,1,True,0.8498725891113281,0.8498725891113281,199,0.9812418222427368,0.6041051745414734,0.0320401191711425,0.0350379236042499,,6916
6917,1,1,True,0.6444142460823059,0.6444142460823059,199,0.9814926385879515,0.6024002432823181,0.0323529243469238,0.0364855341613292,,6917
6918,1,1,True,0.9387356042861938,0.9387356042861938,199,0.9815084338188172,0.6012290716171265,0.0322749130427837,0.040975484997034,,6918
6919,3,3,True,0.9539508819580078,0.9539508819580078,199,0.9813674688339232,0.600654125213623,0.0323488228023052,0.0398345291614532,,6919
6920,1,1,True,0.948722243309021,0.948722243309021,199,0.9817434549331664,0.5944250226020813,0.03171281889081,0.0303539671003818,,6920
6921,1,1,True,0.9383554458618164,0.9383554458618164,199,0.9819971323013306,0.5940049290657043,0.0315823554992675,0.0290795098990201,,6921
6922,1,1,True,0.901185154914856,0.901185154914856,199,0.9820913076400756,0.5929332375526428,0.0318028442561626,0.0300336983054876,,6922
6923,1,1,True,0.946174144744873,0.946174144744873,199,0.9811429977416992,0.5915870070457458,0.0322749130427837,0.0335547365248203,,6923
6924,1,1,True,0.9720281958580016,0.9720281958580016,199,0.9816892743110656,0.5905406475067139,0.0322272293269634,0.0354098491370677,,6924
6925,1,1,True,0.9842625856399536,0.9842625856399536,199,0.9818266034126282,0.5880435705184937,0.0322714820504188,0.0371025875210762,,6925
6926,2,2,True,0.9260240197181702,0.9260240197181702,199,0.981289565563202,0.5878458619117737,0.0317520126700401,0.0359905883669853,,6926
6927,1,1,True,0.918704390525818,0.918704390525818,199,0.9809290170669556,0.5816454887390137,0.0319722183048725,0.0326345600187778,,6927
6928,1,1,True,0.9429242014884948,0.9429242014884948,199,0.9817269444465636,0.5835181474685669,0.0322242751717567,0.043663416057825,,6928
6929,1,1,True,0.9441091418266296,0.9441091418266296,199,0.9821732640266418,0.5792781114578247,0.0317253097891807,0.0320785827934742,,6929
6930,1,1,True,0.9002845287322998,0.9002845287322998,199,0.982225775718689,0.5783360004425049,0.0317422859370708,0.0308049451559782,,6930
6931,1,1,True,0.910808265209198,0.910808265209198,199,0.9821081161499025,0.5761261582374573,0.0318942070007324,0.0320622958242893,,6931
6932,1,1,True,0.9327602982521056,0.9327602982521056,199,0.9814891815185548,0.5736992359161377,0.0320582389831543,0.0329165384173393,,6932
6933,2,2,True,0.958698034286499,0.958698034286499,199,0.981740176677704,0.5736845135688782,0.0315345749258995,0.0321922190487384,,6933
6934,1,1,True,0.9386289715766908,0.9386289715766908,199,0.9813169240951538,0.5719740390777588,0.0318920128047466,0.0360240265727043,,6934
6935,1,1,True,0.9493471384048462,0.9493471384048462,199,0.98190176486969,0.5647742748260498,0.0314631462097168,0.0271243695169687,,6935
6936,1,1,True,0.9529146552085876,0.9529146552085876,199,0.981806755065918,0.5653280019760132,0.0316712372004985,0.0288384538143873,,6936
6937,1,1,True,0.8000066876411438,0.8000066876411438,199,0.9819666743278505,0.5643284916877747,0.0320419296622276,0.0305608045309782,,6937
6938,1,1,True,0.8428061604499817,0.8428061604499817,199,0.9818803668022156,0.563177227973938,0.0324414260685443,0.0350008234381675,,6938
6939,1,1,True,0.8286486268043518,0.8286486268043518,199,0.9824002981185912,0.560979962348938,0.0319407470524311,0.0338655859231948,,6939
6940,1,1,True,0.7320269346237183,0.7320269346237183,199,0.9820276498794556,0.5603755116462708,0.0317787155508995,0.033329926431179,,6940
6941,2,2,True,0.9382301568984984,0.9382301568984984,199,0.9816163778305054,0.5577426552772522,0.0317219719290733,0.0329076573252677,,6941
6942,1,1,True,0.8974043130874634,0.8974043130874634,199,0.982016384601593,0.5507329702377319,0.0318458564579486,0.0309082604944705,,6942
6943,1,1,True,0.7743401527404785,0.7743401527404785,199,0.9818872213363647,0.5475922226905823,0.0317980758845806,0.0348807275295257,,6943
6944,1,1,True,0.7590948939323425,0.7590948939323425,199,0.9815599322319032,0.5451095104217529,0.0321921333670616,0.0401340276002883,,6944
6945,1,1,True,0.8642364144325256,0.8642364144325256,199,0.9816278219223022,0.5410827398300171,0.0322910323739051,0.0448709577322006,,6945
6946,1,1,True,0.6095362901687622,0.6095362901687622,199,0.981274962425232,0.539466142654419,0.0323801040649414,0.0421620905399322,,6946
6947,1,1,True,0.8541160821914673,0.8541160821914673,199,0.981315016746521,0.5578630566596985,0.0326859466731548,0.048987828195095,,6947
6948,1,1,True,0.8440266847610474,0.8440266847610474,199,0.9807659983634948,0.5585259795188904,0.0325546264648437,0.0475383251905441,,6948
6949,2,2,True,0.8898728489875793,0.8898728489875793,199,0.9806248545646667,0.5541716814041138,0.0329643264412879,0.0564199686050415,,6949
6950,1,1,True,0.8303678631782532,0.8303678631782532,199,0.9809635281562804,0.552609384059906,0.0334371551871299,0.0587125308811664,,6950
6951,2,2,True,0.7966644167900085,0.7966644167900085,199,0.980308711528778,0.5341642498970032,0.0343243591487407,0.0861592665314674,,6951
6952,2,2,True,0.7906724810600281,0.7906724810600281,199,0.9807206988334656,0.5272948145866394,0.0343846306204795,0.0916749313473701,,6952
6953,2,2,True,0.86754310131073,0.86754310131073,199,0.9807737469673156,0.5292176008224487,0.0338540077209472,0.0807174295186996,,6953
6954,1,1,True,0.8700844049453735,0.8700844049453735,199,0.9797722697257996,0.5261986255645752,0.03540725633502,0.0938388407230377,,6954
6955,1,1,True,0.8633633852005005,0.8633633852005005,199,0.9797765612602234,0.5241917371749878,0.0348466858267784,0.0899301618337631,,6955
6956,1,1,True,0.8201742172241211,0.8201742172241211,199,0.9800489544868468,0.5202011466026306,0.034013845026493,0.0805308744311332,,6956
6957,1,1,True,0.8773157596588135,0.8773157596588135,199,0.9797025918960572,0.5195316076278687,0.0343358032405376,0.0792479813098907,,6957
6958,1,1,True,0.9040635824203492,0.9040635824203492,199,0.9798365831375122,0.517796516418457,0.0345188155770301,0.0774673894047737,,6958
6959,1,1,True,0.8870395421981812,0.8870395421981812,199,0.9798790216445924,0.5181389451026917,0.0342806801199913,0.0698544085025787,,6959
6960,1,1,True,0.9730552434921264,0.9730552434921264,199,0.980241596698761,0.5102967023849487,0.0338711738586425,0.0696410313248634,,6960
6961,1,1,True,0.8684085607528687,0.8684085607528687,199,0.980277419090271,0.5112631320953369,0.0331606864929199,0.0641416534781456,,6961
6962,1,1,True,0.8230122327804565,0.8230122327804565,199,0.98075133562088,0.5134686827659607,0.0327636711299419,0.0583940297365188,,6962
6963,1,1,True,0.876756489276886,0.876756489276886,199,0.9814260601997375,0.5140973329544067,0.0327029228210449,0.0571811385452747,,6963
6964,1,1,True,0.9368223547935486,0.9368223547935486,199,0.9807702898979188,0.516389012336731,0.0332827568054199,0.054061684757471,,6964
6965,1,1,True,0.7842585444450378,0.7842585444450378,199,0.9800385236740112,0.5185773372650146,0.0340713486075401,0.0653610453009605,,6965
6966,1,1,True,0.88374263048172,0.88374263048172,199,0.9801950454711914,0.5215712189674377,0.0344652161002159,0.0658909082412719,,6966
6967,1,1,True,0.8467481136322021,0.8467481136322021,199,0.9798322916030884,0.5183225274085999,0.034331988543272,0.0735994353890419,,6967
6968,1,1,True,0.87883460521698,0.87883460521698,199,0.9796811938285828,0.5187522172927856,0.0342587456107139,0.0678625404834747,,6968
6969,1,1,True,0.916550874710083,0.916550874710083,199,0.9800695180892944,0.5146340131759644,0.0345571525394916,0.0851414501667022,,6969
6970,1,1,True,0.9336063265800476,0.9336063265800476,199,0.9796827435493468,0.5117499828338623,0.0344243049621582,0.0768483653664588,,6970
6971,1,1,True,0.9472602605819702,0.9472602605819702,199,0.9799440503120422,0.5141030550003052,0.0339655876159668,0.0680184960365295,,6971
6972,1,1,True,0.9340232014656068,0.9340232014656068,199,0.980939507484436,0.5153113603591919,0.0330916419625282,0.0574851222336292,,6972
6973,1,1,True,0.9290432929992676,0.9290432929992676,199,0.980777621269226,0.5135478973388672,0.0331054702401161,0.0608457587659359,,6973
6974,1,1,True,0.8669865131378174,0.8669865131378174,199,0.9808138012886048,0.514286994934082,0.0328112617135047,0.0574024133384227,,6974
6975,1,1,True,0.8849460482597351,0.8849460482597351,199,0.9810287356376648,0.515289306640625,0.0326774604618549,0.0549107901751995,,6975
6976,1,1,True,0.953771710395813,0.953771710395813,199,0.9813617467880248,0.515594482421875,0.0327754020690918,0.0534051433205604,,6976
6977,1,1,True,0.9754220247268676,0.9754220247268676,199,0.9808899164199828,0.515465259552002,0.0324724204838275,0.052514910697937,,6977
6978,1,1,True,0.9688162803649902,0.9688162803649902,199,0.981164813041687,0.5158823728561401,0.0327915176749229,0.052290391176939,,6978
6979,1,1,True,0.967631697654724,0.967631697654724,199,0.9812037348747252,0.5157483220100403,0.0326862335205078,0.0545984543859958,,6979
6980,1,1,True,0.9605793952941896,0.9605793952941896,199,0.9809358716011048,0.5148122906684875,0.0324440971016883,0.0508990436792373,,6980
6981,1,1,True,0.9120046496391296,0.9120046496391296,199,0.9810993075370787,0.5134492516517639,0.0322761535644531,0.0422175750136375,,6981
6982,1,1,True,0.9603153467178344,0.9603153467178344,199,0.9814842939376832,0.5141337513923645,0.0321884155273437,0.0418504998087883,,6982
6983,1,1,True,0.9717974662780762,0.9717974662780762,199,0.9819011688232422,0.5155167579650879,0.0322049148380756,0.0395312868058681,,6983
6984,1,1,True,0.9518505930900574,0.9518505930900574,199,0.9809919595718384,0.5163042545318604,0.0321684852242469,0.0385873802006244,,6984
6985,1,1,True,0.9427669048309326,0.9427669048309326,199,0.9816932678222656,0.5174978971481323,0.0322421081364154,0.0359875857830047,,6985
6986,1,1,True,0.8444265723228455,0.8444265723228455,199,0.9805063009262084,0.5184523463249207,0.0317992195487022,0.0327078513801097,,6986
6987,1,1,True,0.7958961129188538,0.7958961129188538,199,0.9816578030586244,0.5044702291488647,0.0325480476021766,0.0342385023832321,,6987
6988,1,1,True,0.9673091173171996,0.9673091173171996,199,0.9820078015327454,0.491960346698761,0.0317051894962787,0.0297167170792818,,6988
6989,1,1,True,0.7452755570411682,0.7452755570411682,199,0.9804922342300416,0.4919710755348205,0.0318676009774208,0.0308016557246446,,6989
6990,1,1,True,0.7689064741134644,0.7689064741134644,199,0.981946349143982,0.4841885268688202,0.0314469337463378,0.029373662546277,,6990
6991,1,1,True,0.3249114751815796,0.3249114751815796,199,0.9819084405899048,0.4833875000476837,0.0315322875976562,0.0269320085644722,,6991
6992,1,1,True,0.5999696850776672,0.5999696850776672,199,0.9816963076591492,0.4849346876144409,0.0325868614017963,0.0265761222690343,,6992
6993,2,2,True,0.7707532644271851,0.7707532644271851,199,0.9820473790168762,0.4824578166007995,0.0327636711299419,0.0214138384908437,,6993
6994,2,2,True,0.8334046006202698,0.8334046006202698,199,0.982331395149231,0.4811763167381286,0.0325389876961708,0.0234741047024726,,6994
6995,2,2,True,0.6842241287231445,0.6842241287231445,199,0.9810901880264282,0.4770079255104065,0.0322660431265831,0.0395615175366401,,6995
6996,2,2,True,0.6937211155891418,0.6937211155891418,199,0.9803091287612916,0.4797062277793884,0.0318903923034668,0.033371340483427,,6996
6997,2,2,True,0.7999246120452881,0.7999246120452881,199,0.9815140962600708,0.4731637835502624,0.0324844345450401,0.0474823899567127,,6997
6998,1,1,True,0.8631622791290283,0.8631622791290283,199,0.9821991920471193,0.476603627204895,0.0320869460701942,0.0386628098785877,,6998
6999,1,1,True,0.9083768129348756,0.9083768129348756,199,0.9818719625473022,0.475953459739685,0.0322620384395122,0.0359518453478813,,6999
7000,1,1,True,0.6886667609214783,0.6886667609214783,199,0.9813426733016968,0.4764506220817566,0.0321111679077148,0.0330822877585887,,7000
7001,1,1,True,0.7704555988311768,0.7704555988311768,199,0.9820207357406616,0.4775168597698211,0.0320660583674907,0.0321969501674175,,7001
7002,1,1,True,0.8618103861808777,0.8618103861808777,199,0.9813959002494812,0.4771312773227691,0.0323025695979595,0.03504503890872,,7002
7003,1,1,True,0.5019525289535522,0.5019525289535522,199,0.98074609041214,0.4791861772537231,0.0323944091796875,0.0423723012208938,,7003
7004,1,1,True,0.6443572044372559,0.6443572044372559,199,0.9806108474731444,0.480965793132782,0.0327962860465049,0.0528067611157894,,7004
7005,1,1,True,0.4866938292980194,0.4866938292980194,199,0.980873703956604,0.4823341071605682,0.0326523780822753,0.059536300599575,,7005
7006,1,1,True,0.8118800520896912,0.8118800520896912,199,0.981300950050354,0.4825916588306427,0.0324770919978618,0.0541143305599689,,7006
7007,1,1,True,0.9013846516609192,0.9013846516609192,199,0.9807021021842957,0.4826657772064209,0.0321304313838481,0.0508679077029228,,7007
7008,1,1,True,0.9572967886924744,0.9572967886924744,199,0.9810532331466676,0.4836267828941345,0.0323146805167198,0.0511030405759811,,7008
7009,1,1,True,0.943804919719696,0.943804919719696,199,0.9817350506782532,0.4835460782051086,0.0325021743774414,0.0482238195836544,,7009
7010,1,1,True,0.9465184807777404,0.9465184807777404,199,0.9815894961357116,0.4832761287689209,0.0324013717472553,0.0471568554639816,,7010
7011,1,1,True,0.918931007385254,0.918931007385254,199,0.9818385243415833,0.4822818040847778,0.0322814956307411,0.0393906682729721,,7011
7012,1,1,True,0.9200060963630676,0.9200060963630676,199,0.9818651080131532,0.4813524484634399,0.0320918075740337,0.0365442223846912,,7012
7013,1,1,True,0.9493412375450134,0.9493412375450134,199,0.9816867113113404,0.4821200668811798,0.0320625305175781,0.0404886417090892,,7013
7014,1,1,True,0.9502490758895874,0.9502490758895874,199,0.9816937446594238,0.4821122586727142,0.0319602973759174,0.0362420491874218,,7014
7015,2,2,True,0.9424439668655396,0.9424439668655396,199,0.9818934202194214,0.4800616502761841,0.0317924506962299,0.0314445793628692,,7015
7016,2,2,True,0.9314666390419006,0.9314666390419006,199,0.9811800122261048,0.4793112277984619,0.0318469032645225,0.0290649086236953,,7016
7017,2,2,True,0.9496029019355774,0.9496029019355774,199,0.9813717007637024,0.4810670614242553,0.0319520942866802,0.0308946464210748,,7017
7018,2,2,True,0.9577655792236328,0.9577655792236328,199,0.9815223813056946,0.4823534488677978,0.0319723114371299,0.0327922478318214,,7018
7019,1,1,True,0.9248684048652648,0.9248684048652648,199,0.981043815612793,0.485329270362854,0.0321375839412212,0.0392087958753109,,7019
7020,1,1,True,0.9616080522537231,0.9616080522537231,199,0.9815765619277954,0.4849392771720886,0.0313119888305664,0.0378352180123329,,7020
7021,2,2,True,0.9354181289672852,0.9354181289672852,199,0.9817245602607728,0.4860122501850128,0.0310968402773141,0.0405938066542148,,7021
7022,2,2,True,0.9095665812492372,0.9095665812492372,199,0.9813664555549622,0.4868011176586151,0.0310020446777343,0.04170848056674,,7022
7023,2,2,True,0.9476812481880188,0.9476812481880188,199,0.9819320440292358,0.486386239528656,0.0311213489621877,0.042845033109188,,7023
7024,1,1,True,0.8372079730033875,0.8372079730033875,199,0.9811857342720032,0.4860969483852386,0.0310077667236328,0.0408083349466323,,7024
7025,2,2,True,0.7815865874290466,0.7815865874290466,199,0.9812387228012084,0.4817303419113159,0.0320612899959087,0.0359161049127578,,7025
7026,1,1,True,0.850493848323822,0.850493848323822,199,0.9820780754089355,0.4815829396247864,0.0321056358516216,0.0335488133132457,,7026
7027,1,1,True,0.6703258156776428,0.6703258156776428,199,0.9816110730171204,0.4800866246223449,0.0325671210885047,0.0331281051039695,,7027
7028,1,1,True,0.5301873087882996,0.5301873087882996,199,0.981376051902771,0.4777522683143616,0.031768225133419,0.0300473105162382,,7028
7029,1,1,True,0.7090945839881897,0.7090945839881897,199,0.9819974899291992,0.477296233177185,0.0318325981497764,0.0306053478270769,,7029
7030,1,1,True,0.7203441858291626,0.7203441858291626,199,0.9818822741508484,0.4769041538238525,0.0318440422415733,0.0304422304034233,,7030
7031,1,1,True,0.8691509962081909,0.8691509962081909,199,0.9818227887153624,0.4766351282596588,0.0318354591727256,0.0298801232129335,,7031
7032,1,1,True,0.755348801612854,0.755348801612854,199,0.9821889996528624,0.4769384860992431,0.0316128730773925,0.028932761400938,,7032
7033,1,1,True,0.6458796262741089,0.6458796262741089,199,0.9821556806564332,0.4773108661174774,0.0315753929316997,0.0280438438057899,,7033
7034,1,1,True,0.7090244889259338,0.7090244889259338,199,0.982143223285675,0.4772940278053283,0.0315662398934364,0.027058932930231,,7034
7035,1,1,True,0.7591580748558044,0.7591580748558044,199,0.9820463061332704,0.4778969585895538,0.0316462516784668,0.0273751318454742,,7035
7036,1,1,True,0.6769841313362122,0.6769841313362122,199,0.98233163356781,0.4781412780284881,0.0328473076224327,0.0258274544030427,,7036
7037,1,1,True,0.7429061532020569,0.7429061532020569,199,0.9822067022323608,0.4784527122974396,0.0328587517142295,0.0255066491663455,,7037
7038,1,1,True,0.7314504981040955,0.7314504981040955,199,0.9823421239852904,0.4782435894012451,0.0312623009085655,0.0259551182389259,,7038
7039,1,1,True,0.659052312374115,0.659052312374115,199,0.9822090268135072,0.4779267907142639,0.0313852317631244,0.0257854610681533,,7039
7040,1,1,True,0.6842291355133057,0.6842291355133057,199,0.982133686542511,0.4775264859199524,0.0308975223451852,0.0314041934907436,,7040
7041,1,1,True,0.6877797245979309,0.6877797245979309,199,0.9821226000785828,0.4758711159229278,0.0316913612186908,0.032706081867218,,7041
7042,2,2,True,0.8298034071922302,0.8298034071922302,199,0.9819080233573914,0.4697937965393066,0.0318936333060264,0.0348936840891838,,7042
7043,1,1,True,0.7905758023262024,0.7905758023262024,199,0.9815593957901,0.4764756858348846,0.0318764671683311,0.0322222858667373,,7043
7044,1,1,True,0.8536049723625183,0.8536049723625183,199,0.9820896983146667,0.4861122071743011,0.0317710861563682,0.0380042158067226,,7044
7045,1,1,True,0.739015519618988,0.739015519618988,199,0.9815977215766908,0.4851269721984863,0.0317388549447059,0.0374541990458965,,7045
7046,2,2,True,0.9213337898254396,0.9213337898254396,199,0.9817888140678406,0.4854153394699096,0.0315512642264366,0.0352368615567684,,7046
7047,2,2,True,0.9321556091308594,0.9321556091308594,199,0.9819744229316713,0.4846612513065338,0.0315801613032817,0.0364792011678218,,7047
7048,2,2,True,0.8646930456161499,0.8646930456161499,199,0.9813734292984008,0.4850040674209595,0.031125258654356,0.035651110112667,,7048
7049,2,2,True,0.9085230827331544,0.9085230827331544,199,0.9816347360610962,0.4841868877410888,0.0319722183048725,0.0309247113764286,,7049
7050,2,2,True,0.7245332598686218,0.7245332598686218,199,0.98123037815094,0.4835397899150848,0.031402301043272,0.029498241841793,,7050
7051,2,2,True,0.8730588555335999,0.8730588555335999,199,0.9818075299263,0.4819156527519226,0.0322772040963172,0.0281288996338844,,7051
7052,2,2,True,0.7047086954116821,0.7047086954116821,199,0.9815929532051086,0.4824714660644531,0.0322586074471473,0.0255138874053955,,7052
7053,2,2,True,0.8630761504173279,0.8630761504173279,199,0.98178368806839,0.4791006445884704,0.0316189751029014,0.0281376186758279,,7053
7054,2,2,True,0.779836893081665,0.779836893081665,199,0.981863021850586,0.4804079234600067,0.031503390520811,0.0267876889556646,,7054
7055,2,2,True,0.7867014408111572,0.7867014408111572,199,0.9814242124557496,0.4818228483200073,0.0326133742928504,0.0237829815596342,,7055
7056,1,1,True,0.7414075136184692,0.7414075136184692,199,0.981775403022766,0.4830117523670196,0.0312530510127544,0.0267723482102155,,7056
7057,1,1,True,0.7914309501647949,0.7914309501647949,199,0.9819904565811156,0.4856895506381988,0.031009579077363,0.0269783213734626,,7057
7058,1,1,True,0.7269586324691772,0.7269586324691772,199,0.9816343188285828,0.4865042269229889,0.0313017852604389,0.0288103614002466,,7058
7059,1,1,True,0.6820977926254272,0.6820977926254272,199,0.9822014570236206,0.4848306179046631,0.0314506515860557,0.0277302376925945,,7059
7060,1,1,True,0.6260181665420532,0.6260181665420532,199,0.9819103479385376,0.4835172295570373,0.0316550247371196,0.0281689576804637,,7060
7061,1,1,True,0.6272923946380615,0.6272923946380615,199,0.9819555282592772,0.4834363460540771,0.0317321792244911,0.0279183611273765,,7061
7062,1,1,True,0.616258442401886,0.616258442401886,199,0.9820045232772828,0.4792988300323486,0.0321080200374126,0.0335242599248886,,7062
7063,1,1,True,0.6265075206756592,0.6265075206756592,199,0.981329083442688,0.478035569190979,0.0323036201298236,0.041247509419918,,7063
7064,1,1,True,0.7843570709228516,0.7843570709228516,199,0.9814278483390808,0.4764092564582824,0.0324317924678325,0.0426036491990089,,7064
7065,1,1,True,0.8501862287521362,0.8501862287521362,199,0.981667160987854,0.4747463464736938,0.032411478459835,0.0439790785312652,,7065
7066,2,2,True,0.9229334592819214,0.9229334592819214,199,0.9815053939819336,0.4704013168811798,0.0323550216853618,0.0444682650268077,,7066
7067,1,1,True,0.904815137386322,0.904815137386322,199,0.9811294674873352,0.4703839719295501,0.0324491485953331,0.0458047464489936,,7067
7068,1,1,True,0.9495747685432434,0.9495747685432434,199,0.9816287755966188,0.4699282646179199,0.0324768051505088,0.0446016453206539,,7068
7069,1,1,True,0.9178864359855652,0.9178864359855652,199,0.9814645051956176,0.4691695868968963,0.0325073227286338,0.0452905930578708,,7069
7070,1,1,True,0.928950846195221,0.928950846195221,199,0.9814680218696594,0.4676368832588196,0.0326403602957725,0.0472755134105682,,7070
7071,1,1,True,0.9522191286087036,0.9522191286087036,199,0.9813364148139954,0.4655064046382904,0.0328455939888954,0.0492159686982631,,7071
7072,1,1,True,0.9536759257316588,0.9536759257316588,199,0.981314778327942,0.4632875323295593,0.0329662337899208,0.0501661673188209,,7072
7073,1,1,True,0.9189905524253844,0.9189905524253844,199,0.9805347323417664,0.4624170958995819,0.0330438613891601,0.0521835796535015,,7073
7074,1,1,True,0.962822437286377,0.962822437286377,199,0.98067444562912,0.4600213468074798,0.0329319015145301,0.0506481565535068,,7074
7075,1,1,True,0.9664656519889832,0.9664656519889832,199,0.9808648228645324,0.4598613977432251,0.0327529907226562,0.0456397384405136,,7075
7076,1,1,True,0.9622411727905272,0.9622411727905272,199,0.9809764623641968,0.4589903056621551,0.0327711105346679,0.0486076325178146,,7076
7077,1,1,True,0.9592134952545166,0.9592134952545166,199,0.9800437688827516,0.4667385518550873,0.0333077423274517,0.0531744137406349,,7077
7078,1,1,True,0.9713765978813172,0.9713765978813172,199,0.9804154634475708,0.4680899679660797,0.0333152785897254,0.0501242578029632,,7078
7079,2,2,True,0.9481205940246582,0.9481205940246582,199,0.9804226160049438,0.4633912444114685,0.0341766364872455,0.0632239505648613,,7079
7080,1,1,True,0.8681645393371582,0.8681645393371582,199,0.9801104664802552,0.4903422892093658,0.034390639513731,0.067833587527275,,7080
7081,1,1,True,0.941867172718048,0.941867172718048,199,0.9803171157836914,0.496772289276123,0.0338507667183876,0.0666196644306182,,7081
7082,1,1,True,0.9270108938217164,0.9270108938217164,199,0.9805641174316406,0.4956096708774566,0.0339250564575195,0.0685750097036361,,7082
7083,1,1,True,0.9401877522468568,0.9401877522468568,199,0.9806770086288452,0.4950963854789734,0.0340083129703998,0.0690432265400886,,7083
7084,1,1,True,0.9185461401939392,0.9185461401939392,199,0.979684054851532,0.4983240067958832,0.0346586219966411,0.08985086530447,,7084
7085,1,1,True,0.9326528310775756,0.9326528310775756,199,0.979725182056427,0.4971477091312408,0.0349090583622455,0.0954058840870857,,7085
7086,1,1,True,0.8902225494384766,0.8902225494384766,199,0.9797566533088684,0.4960831105709076,0.035013198852539,0.0979642197489738,,7086
7087,2,2,True,0.8613178730010986,0.8613178730010986,199,0.9795196652412416,0.4924591183662414,0.0340095534920692,0.1066676527261734,,7087
7088,1,1,True,0.810082197189331,0.810082197189331,199,0.9795331954956056,0.4914548397064209,0.0337915420532226,0.1093988120555877,,7088
7089,1,1,True,0.839836835861206,0.839836835861206,199,0.9799631834030152,0.4744256138801574,0.0354515090584754,0.1418953835964203,,7089
7090,1,1,True,0.8310149312019348,0.8310149312019348,199,0.9804568290710448,0.4732026159763336,0.0347202308475971,0.1427867263555526,,7090
7091,1,1,True,0.7302222847938538,0.7302222847938538,199,0.979905128479004,0.4733553528785705,0.0329998955130577,0.1421894133090973,,7091
7092,1,1,True,0.7263790965080261,0.7263790965080261,199,0.9798998832702636,0.4744631648063659,0.0331474319100379,0.1389774680137634,,7092
7093,1,1,True,0.7425404191017151,0.7425404191017151,199,0.9797500371932985,0.4771740138530731,0.0334202758967876,0.1297651082277298,,7093
7094,1,1,True,0.7731267213821411,0.7731267213821411,199,0.97955721616745,0.4823935031890869,0.0337283127009868,0.1182523667812347,,7094
7095,1,1,True,0.7162976264953613,0.7162976264953613,199,0.9798542857170104,0.4768375754356384,0.0336418151855468,0.1245114728808403,,7095
7096,1,1,True,0.6903497576713562,0.6903497576713562,199,0.979831874370575,0.4775759279727936,0.0335331931710243,0.1226711198687553,,7096
7097,1,1,True,0.7070856690406799,0.7070856690406799,199,0.9799089431762696,0.4755721092224121,0.0334211364388465,0.1220179125666618,,7097
7098,1,1,True,0.6068851947784424,0.6068851947784424,199,0.9800286293029784,0.4754045307636261,0.0333618149161338,0.1215884461998939,,7098
7099,1,1,True,0.4366614520549774,0.4366614520549774,199,0.9801486730575562,0.4757697284221649,0.0332699790596962,0.1213615834712982,,7099
7100,1,1,True,0.3799347281455993,0.3799347281455993,199,0.9802696108818054,0.4759070575237274,0.0334354415535926,0.1190061345696449,,7100
7101,2,2,True,0.375256597995758,0.375256597995758,199,0.9799658060073853,0.4612697660923004,0.0331889167428016,0.1397316753864288,,7101
7102,2,2,True,0.571790337562561,0.571790337562561,199,0.980196177959442,0.4768119156360626,0.0332533828914165,0.1157397627830505,,7102
7103,5,5,True,0.7167322039604187,0.7167322039604187,199,0.9800523519515992,0.4773462414741516,0.0333651527762413,0.1112862154841423,,7103
7104,4,4,True,0.7180569767951965,0.7180569767951965,199,0.981213390827179,0.450531005859375,0.0340139381587505,0.089914284646511,,7104
7105,2,2,True,0.6699944734573364,0.6699944734573364,199,0.9800475239753724,0.4609196484088897,0.0330673232674598,0.1402287185192108,,7105
7106,1,1,True,0.4707846343517303,0.4707846343517303,199,0.9799696207046508,0.4614150822162628,0.0329760536551475,0.1399917006492614,,7106
