scope,bar_i,signal_time,gap_run_id,strict_oos,atr_pct,train_pixel_overlap_bars,atr_bucket,n_boxes,n_tip_boxes,raw_fire,max_conf_all,max_tip_conf,max_right_bar,box_cx,box_cy,box_w,box_h,scan_error,mapped_box_bar_i,entry_i,exit_i,entry_time,exit_time,entry_open,exit_close,gross_ret_3h,net_ret_3h,mfe_3h,mae_3h,control_n,control_gross_mean,control_net_mean,paired_excess,match_tier
gap_replay,568,2026-03-14 16:39:00+00:00,1,False,0.0009103675056270505,0,2,1,1,True,0.749519407749176,0.749519407749176,199,0.981921374797821,0.5138512253761292,0.032266329973936,0.0421264320611953,,568,569,628,2026-03-14 16:42:00+00:00,2026-03-14 19:39:00+00:00,2075.35,2076.43,-0.0005203941503841847,-0.0025203941503841847,0.0018454718481220045,0.0012287084106297197,3,-0.0005009851123355391,-0.002500985112335539,-1.9409038048645577e-05,same_run_atr_quintile
gap_replay,586,2026-03-14 17:33:00+00:00,1,False,0.0007355723796179516,0,1,1,1,True,0.8183719515800476,0.8183719515800476,199,0.981500804424286,0.5037179589271545,0.0321194641292095,0.0321254283189773,,586,587,646,2026-03-14 17:36:00+00:00,2026-03-14 20:33:00+00:00,2075.65,2078.5,-0.0013730638595137457,-0.0033730638595137457,0.0019897381543131365,0.0017343964541227663,3,-0.0044614292096848045,-0.0064614292096848045,0.003088365350171059,same_run_atr_quintile
gap_replay,604,2026-03-14 18:27:00+00:00,1,False,0.0006007868789095733,0,1,1,1,True,0.7242072224617004,0.7242072224617004,199,0.9817703366279602,0.5048608779907227,0.0317796692252159,0.0266733914613723,,604,605,664,2026-03-14 18:30:00+00:00,2026-03-14 21:27:00+00:00,2072.94,2082.2,-0.004467085395621462,-0.006467085395621462,0.0,0.007023840535664405,3,-0.004252128637614853,-0.006252128637614853,-0.00021495675800660852,same_run_atr_quintile
gap_replay,622,2026-03-14 19:21:00+00:00,1,False,0.0005712560051399007,0,1,2,2,True,0.7458919286727905,0.7458919286727905,199,0.9819331169128418,0.4827926158905029,0.0325695052742958,0.0241006202995777,,622,623,682,2026-03-14 19:24:00+00:00,2026-03-14 22:21:00+00:00,2076.39,2085.33,-0.004305549535492004,-0.006305549535492004,0.0007224076401831647,0.00535544863922488,3,-0.002042425726683931,-0.004042425726683931,-0.0022631238088080727,same_run_atr_quintile
gap_replay,640,2026-03-14 20:15:00+00:00,1,False,0.0005151287650645765,0,0,1,1,True,0.8645365834236145,0.8645365834236145,199,0.9819256067276,0.4628240466117859,0.0317136757075786,0.0289928503334522,,640,641,700,2026-03-14 20:18:00+00:00,2026-03-14 23:15:00+00:00,2077.27,2089.87,-0.006065653477882016,-0.008065653477882016,4.8140106966299e-06,0.010297168880309293,3,-0.005267624547187359,-0.007267624547187359,-0.0007980289306946569,same_run_atr_quintile
gap_replay,658,2026-03-14 21:09:00+00:00,1,False,0.0007876648577397613,0,2,1,1,True,0.8828302621841431,0.8828302621841431,199,0.9797789454460144,0.4822580218315124,0.0345794670283794,0.0965641140937805,,658,659,718,2026-03-14 21:12:00+00:00,2026-03-15 00:09:00+00:00,2082.54,2091.16,-0.0041391761982962905,-0.0061391761982962905,0.0009219510789708618,0.007740547600526337,3,-0.0029876890528705013,-0.004987689052870501,-0.0011514871454257891,same_run_atr_quintile
gap_replay,676,2026-03-14 22:03:00+00:00,1,False,0.0007922568975690358,0,2,1,1,True,0.924189269542694,0.924189269542694,199,0.9794635772705078,0.4688491225242615,0.034558106213808,0.0995357930660247,,676,677,736,2026-03-14 22:06:00+00:00,2026-03-15 01:03:00+00:00,2085.93,2087.6,-0.0008006021295057231,-0.002800602129505723,0.0023634541906966122,0.006102793478208746,3,-0.002978133211792041,-0.004978133211792041,0.002177531082286318,same_run_atr_quintile
gap_replay,694,2026-03-14 22:57:00+00:00,1,False,0.0006609316622473962,0,1,1,1,True,0.9146749377250672,0.9146749377250672,199,0.9802955389022828,0.4691807329654693,0.0341421142220497,0.0737699493765831,,694,695,754,2026-03-14 23:00:00+00:00,2026-03-15 01:57:00+00:00,2083.38,2087.17,-0.001819159250832758,-0.003819159250832758,0.0005375879580297172,0.007334235713119863,3,-0.002792766677035171,-0.004792766677035171,0.0009736074262024128,same_run_atr_quintile
gap_replay,714,2026-03-14 23:57:00+00:00,1,False,0.0011277687878093851,0,3,1,1,True,0.3314224779605865,0.3314224779605865,199,0.9803754687309264,0.461189866065979,0.0320439338684082,0.1441722810268402,,714,715,774,2026-03-15 00:00:00+00:00,2026-03-15 02:57:00+00:00,2095.33,2101.12,-0.002763287883054133,-0.004763287883054133,0.0062376809380859655,0.006137458061498791,3,-0.005512368798852381,-0.007512368798852381,0.002749080915798248,same_run_atr_quintile
gap_replay,732,2026-03-15 00:51:00+00:00,1,False,0.0012329346725974562,0,3,1,1,True,0.8851214051246643,0.8851214051246643,199,0.9797880053520204,0.4627110958099365,0.0341937057673931,0.0878940820693969,,732,733,792,2026-03-15 00:54:00+00:00,2026-03-15 03:51:00+00:00,2086.81,2094.02,-0.0034550342388621758,-0.005455034238862176,0.0021803614128740323,0.010245302638956177,3,-0.00020132772977673094,-0.002201327729776731,-0.0032537065090854447,same_run_atr_quintile
gap_replay,750,2026-03-15 01:45:00+00:00,1,False,0.001028089966939472,0,2,1,1,True,0.9064682126045228,0.9064682126045228,199,0.9807441830635072,0.4641352295875549,0.0333213806152343,0.056399118155241,,750,751,810,2026-03-15 01:48:00+00:00,2026-03-15 04:45:00+00:00,2085.7,2099.21,-0.006477441626312697,-0.008477441626312697,4.794553387199585e-06,0.010782950568154703,3,-0.0037936467055027143,-0.005793646705502715,-0.0026837949208099823,same_run_atr_quintile
gap_replay,768,2026-03-15 02:39:00+00:00,1,False,0.0012667937161204602,0,3,1,1,True,0.8998273611068726,0.8998273611068726,199,0.9804855585098268,0.46868497133255,0.0330167785286903,0.0607785135507583,,768,769,828,2026-03-15 02:42:00+00:00,2026-03-15 05:39:00+00:00,2092.93,2113.93,-0.010033780393993164,-0.012033780393993164,0.0001481177105779885,0.010812592872193605,3,-0.005801550510915317,-0.007801550510915317,-0.004232229883077847,same_run_atr_quintile
gap_replay,3517,2026-03-20 20:06:00+00:00,3,False,0.0020209879781788683,0,4,1,1,True,0.757022500038147,0.757022500038147,199,0.9797314405441284,0.551484227180481,0.0346412658691406,0.1001127883791923,,3517,3518,3577,2026-03-20 20:09:00+00:00,2026-03-20 23:06:00+00:00,2133.06,2146.35,-0.006230485780990724,-0.008230485780990724,0.00484280798477299,0.01624895689760253,3,-0.003119940894481125,-0.0051199408944811245,-0.0031105448865095995,same_run_atr_quintile
gap_replay,3535,2026-03-20 21:00:00+00:00,3,False,0.0016003062865474376,0,3,1,1,True,0.9269304275512696,0.9269304275512696,199,0.9807808995246888,0.5418799519538879,0.0324905402958393,0.0502215698361396,,3535,3536,3595,2026-03-20 21:03:00+00:00,2026-03-21 00:00:00+00:00,2130.94,2146.78,-0.007433339277502116,-0.009433339277502116,0.0006616798220503428,0.01725998854965405,3,-0.0007872853268972394,-0.0027872853268972393,-0.006646053950604876,same_run_atr_quintile
gap_replay,3553,2026-03-20 21:54:00+00:00,3,False,0.0019136182708568653,0,4,2,2,True,0.7683546543121338,0.7683546543121338,199,0.9809647798538208,0.5045173764228821,0.0333129875361919,0.0824566856026649,,3553,3554,3613,2026-03-20 21:57:00+00:00,2026-03-21 00:54:00+00:00,2146.45,2151.64,-0.0024179459106896672,-0.004417945910689667,0.0021756854340886367,0.009909385264040615,3,0.0007107332817176681,-0.001289266718282332,-0.0031286791924073354,same_run_atr_quintile
