fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,policy
2023H1,46,-0.5545237604490422,-20.554523760449047,-56.403203618857184,0.2391304347826087,0.6251219207714372,0.0133029192637939,-0.18798316106460278,24.0,127.33700724054984,428.14046642706717,0.40388257183240833,13,3,0.23076923076923078,21,10,0.47619047619047616,25,0.56,3.799082240011119,188.0011521399911,14.289047346291595,0,weakness_harvest_v7
2023H2,41,3.600230751878862,-16.399769248121146,-63.78051746209866,0.14634146341463414,0.6802425638474858,-0.1774973692182349,-0.23763891093133027,16.0,49.1389329107238,912.733829956589,0.36638413569657896,10,6,0.6,13,7,0.5384615384615384,18,0.6666666666666666,2.865026402822796,154.03302639936723,18.34755233481995,0,weakness_harvest_v7
2024H1,47,5.841157659390542,-14.158842340609464,-68.47842662785595,0.2765957446808511,0.7784991859916998,-0.02984249417911422,-0.16323251979793552,22.0,214.77948435144845,728.5103289438543,0.3554785786175944,17,5,0.29411764705882354,22,9,0.4090909090909091,24,0.4583333333333333,3.0831086940836547,293.52212174025516,23.469564228012686,0,weakness_harvest_v7
2024H2,48,-18.601981519688884,-38.60198151968889,-81.887482137844,0.22916666666666666,0.47713935813913133,-0.1733986526479011,-0.17921984697891835,16.0,149.4310299870129,324.6705610905216,0.32365705788629506,15,4,0.26666666666666666,21,10,0.47619047619047616,23,0.5217391304347826,3.1856643836374374,284.4395063182521,12.317254092255993,0,weakness_harvest_v7
