fraction_per_stage,maximum_bank_fraction,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention
0.05,0.2,182,-2.5295869956479606,-22.529586995647964,-65.74974117346697,0.2087912087912088,0.6383727681984811,-0.3317330084855191,-0.4699157430367785,20.5,131.00921228498927,892.5042134379818,0.3723520207704712,55,21,0.38181818181818183,77,39,0.5064935064935064,90,0.5777777777777777,3.1856643836374374,281.320392417105,5.684695126010833,0,41,True,-23.78402608427215,-35.374084047065516,0.0,-0.09855632389946223,1.6139487363117055,0.9858093745032832
0.075,0.3,182,-2.578865157597682,-22.57886515759769,-65.74974117346697,0.2087912087912088,0.6361839553419406,-0.3316816072108336,-0.46945978940180544,20.5,135.33304865075857,897.561617567634,0.3657233617809508,55,21,0.38181818181818183,77,39,0.5064935064935064,90,0.5777777777777777,3.2093888239603285,279.6925423517341,8.52704268901625,0,41,True,-23.654606514084236,-36.181058415221344,0.0,-0.147834485849188,2.4209231044675334,0.9801050249503042
0.1,0.4,182,-2.6281433195474158,-22.62814331954742,-65.74974117346697,0.2087912087912088,0.6339781927109169,-0.3316477894096247,-0.4690170904901545,20.5,139.83529427188472,902.6190216972857,0.3664323633139477,55,21,0.38181818181818183,77,39,0.5064935064935064,90,0.5777777777777777,3.2145591881222826,278.0646922863632,11.369390252021667,0,41,True,-23.528556133988037,-36.98803278337719,0.0,-0.19711264779891735,3.2278974726233827,0.974400675397325
0.125,0.5,182,-2.6774214814971518,-22.677421481497156,-65.74974117346697,0.21978021978021978,0.6318185740115175,-0.33163159947380194,-0.4685877127885244,20.5,144.33753989301087,907.6764258269374,0.36022609353655266,55,19,0.34545454545454546,77,37,0.4805194805194805,90,0.5555555555555556,3.199739504883989,276.4368422209922,14.211737815027087,0,41,True,-23.405432499802576,-37.79500715153304,0.0512820512820512,-0.2463908097486538,4.034871840779232,0.9686963258443456
0.15,0.6,182,-2.7266996434468873,-22.726699643446892,-65.74974117346697,0.22527472527472528,0.629802072605751,-0.33163308070176656,-0.4681717221222691,20.5,147.2317956201303,912.733829956589,0.3610032237561649,55,18,0.32727272727272727,77,36,0.4675324675324675,90,0.5444444444444444,3.2093888239603285,277.4377546189324,17.0540853780325,0,41,True,-23.284862460071928,-38.60198151968889,0.07692307692307684,-0.29566897169839024,4.841846208935081,0.9722037460369175
