bank_total_fraction,runner_fraction,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,median_hold_bars,p90_net_bp,max_net_bp,mean_capture_of_horizon_mfe,banked_events,banked_to_nonpositive_events,banked_to_nonpositive_share,runner_armed_events,runner_armed_to_nonpositive_events,runner_armed_to_nonpositive_share,actual_mfe_2atr_events,actual_mfe_2atr_to_nonpositive_share,median_giveback_atr,p95_net_bp,mean_banked_gross_bp,profit_floor_gap_breaches,minimum_fold_events,eligible,robust_score_bp,worst_fold_net_bp,runner_loss_relative_reduction,mean_net_delta_bp,worst_fold_degradation_bp,p95_net_retention
0.3,0.7,182,-2.1088246177203884,-22.108824617720394,-64.24717923219134,0.22527472527472528,0.6271475786054067,-0.36065502004197925,-0.46135767741673084,20.5,136.80943202071808,669.2803764489242,0.319078960228949,90,49,0.5444444444444444,77,36,0.4675324675324675,90,0.5444444444444444,3.226977732329521,252.9884644310356,10.95599046200427,0,41,True,-24.220297050555036,-31.22503754406624,0.07692307692307684,0.32220605402810776,-2.5350977666875707,0.8865279823281708
0.4,0.6,182,-2.0014225997110264,-22.00142259971103,-63.03421279845938,0.24725274725274726,0.6223869253253226,-0.3708364190624942,-0.45842998265303536,20.5,134.64113301722904,643.910691574806,0.31469197175727665,90,45,0.5,77,32,0.4155844155844156,90,0.5,3.2188786103008433,242.65791288330053,14.607987282672362,0,41,True,-24.33276732475305,-30.380004955170392,0.17948717948717935,0.4296080720374711,-3.380130355583418,0.8503274265417733
0.5,0.5,182,-1.8940205817016642,-21.894020581701675,-60.34457449855568,0.27472527472527475,0.6186412454835886,-0.38130675806590464,-0.4556304498277579,20.5,131.42760081412933,626.122420507517,0.3073623210691574,90,40,0.4444444444444444,77,27,0.35064935064935066,90,0.4444444444444444,3.2188786103008433,228.57909598569404,18.259984103340454,0,41,True,-24.482581902842945,-29.534972366274545,0.3076923076923076,0.5370100900468273,-4.2251629444792655,0.8009921133057613
0.6,0.4,182,-1.7866185636923013,-21.786618563692304,-57.65493619865198,0.29120879120879123,0.6155778143167873,-0.3920610404606605,-0.4529633648848598,20.5,143.3101527139821,608.3341494402277,0.3060326460646375,90,37,0.4111111111111111,77,24,0.3116883116883117,90,0.4111111111111111,3.226977732329521,200.56288534317915,21.91198092400854,0,41,True,-24.674467372458473,-28.689939777378683,0.3846153846153846,0.6444121080561978,-5.070195533375127,0.7028170650906268
0.7,0.30000000000000004,182,-1.679216545682939,-21.679216545682944,-57.24607111708189,0.3021978021978022,0.612860211330401,-0.40309385817239196,-0.4504330268735931,20.5,142.12785243737088,590.5458783729385,0.309533442559021,90,35,0.3888888888888889,77,22,0.2857142857142857,90,0.3888888888888889,3.199366395362817,186.75695871812053,25.56397774467663,0,41,True,-24.911781439992744,-27.844907188482832,0.43589743589743585,0.7518141260655575,-5.915228122270978,0.6544380202096282
