symbol,minutes,fold,policy,initial_equity,ending_equity,net_return_pct,max_drawdown_pct,trades,blocked,overlap_blocked,insolvency_blocked,insolvent,first_insolvent_time,first_insolvent_phase,cost_bp,sampled_drawdown_only,liquidation_model
AAVE,15,development,P00,1.0,0.7067528533668369,-29.32471466331631,77.70157282456485,325,0,0,0,False,,,20.0,True,False
AAVE,15,development,P01,1.0,0.5689633912051426,-43.10366087948574,64.37952978006254,248,0,0,0,False,,,20.0,True,False
AAVE,15,development,P02,1.0,0.4548476045610712,-54.51523954389288,62.56639437152318,245,0,0,0,False,,,20.0,True,False
AAVE,15,development,P03,1.0,0.4648838789144905,-53.511612108550956,62.5663943715232,243,0,0,0,False,,,20.0,True,False
AAVE,15,development,P04,1.0,0.8661072291825701,-13.38927708174299,75.36764500807263,302,0,0,0,False,,,20.0,True,False
AAVE,15,validation,P00,1.0,0.49746247504768115,-50.253752495231886,57.87744798878883,137,0,0,0,False,,,20.0,True,False
AAVE,15,validation,P01,1.0,0.45831431645365356,-54.16856835463464,54.16856835463464,110,0,0,0,False,,,20.0,True,False
AAVE,15,validation,P02,1.0,0.45831431645365356,-54.16856835463464,54.16856835463464,110,0,0,0,False,,,20.0,True,False
AAVE,15,validation,P03,1.0,0.4734205506643689,-52.65794493356311,52.65794493356311,109,0,0,0,False,,,20.0,True,False
AAVE,15,validation,P04,1.0,0.5646808305700085,-43.531916942999146,53.688419250046785,129,0,0,0,False,,,20.0,True,False
AAVE,15,audit_pre,P00,1.0,0.8473557882005465,-15.264421179945353,31.882801007271734,52,0,0,0,False,,,20.0,True,False
AAVE,15,audit_pre,P01,1.0,1.0846540389436539,8.465403894365387,15.805292408063348,34,0,0,0,False,,,20.0,True,False
AAVE,15,audit_pre,P02,1.0,1.0846540389436539,8.465403894365387,15.805292408063348,34,0,0,0,False,,,20.0,True,False
AAVE,15,audit_pre,P03,1.0,1.0846540389436539,8.465403894365387,15.805292408063348,34,0,0,0,False,,,20.0,True,False
AAVE,15,audit_pre,P04,1.0,0.8705610052843786,-12.943899471562137,27.719181334781407,49,0,0,0,False,,,20.0,True,False
AAVE,15,holdout_review,P00,1.0,1.1565303572234682,15.65303572234682,13.896391352623766,35,0,0,0,False,,,20.0,True,False
AAVE,15,holdout_review,P01,1.0,1.2646805292028331,26.468052920283313,10.151282430074698,21,0,0,0,False,,,20.0,True,False
AAVE,15,holdout_review,P02,1.0,1.2646805292028331,26.468052920283313,10.151282430074698,21,0,0,0,False,,,20.0,True,False
