fold,minutes,policy,score,n,auc,top_n,top_gross_bp,top_net_bp,top_win_pct,top_excess_bp
audit_pre,15,P03,proximity_score,2254,0.4856139721978729,226,16.900366861254824,-3.0996331387451765,26.10619469026549,19.343932400792525
audit_pre,15,P03,separation_score,2254,0.5365487536092262,226,-6.681700727943582,-26.68170072794357,32.743362831858406,0.9489471138712847
audit_pre,15,P04,strength_score,2738,0.5363145906546922,274,39.36624241903491,19.366242419034915,32.481751824817515,21.239237377577027
audit_pre,15,P04,contraction_score,2738,0.5425504360275933,274,33.5483671525189,13.548367152518894,32.481751824817515,21.36607127796364
audit_pre,15,P04,proximity_score,2738,0.4963058050240791,274,37.65014028876633,17.650140288766337,29.56204379562044,30.88069358789501
audit_pre,15,P04,separation_score,2738,0.5317245867499675,274,-22.160768256549364,-42.16076825654936,28.832116788321166,-17.80069493716029
holdout_review,15,P00,strength_score,1636,0.51875,164,-53.91403231093784,-73.91403231093784,27.439024390243905,-24.35513191813945
holdout_review,15,P00,contraction_score,1636,0.550401376146789,164,46.83776792705335,26.837767927053353,32.926829268292686,59.31373799890304
holdout_review,15,P00,proximity_score,1636,0.4895833333333333,164,8.715450127761885,-11.284549872238115,26.82926829268293,17.77997513054733
holdout_review,15,P00,separation_score,1636,0.5418444189602446,164,-49.18107649001261,-69.18107649001261,29.878048780487802,-25.98828313655866
holdout_review,15,P01,strength_score,1228,0.5036681985142726,123,-57.48401326697214,-77.48401326697214,27.64227642276423,-45.24701363948764
holdout_review,15,P01,contraction_score,1228,0.5403963037999704,123,31.35257918051803,11.352579180518031,31.70731707317073,54.96404779512676
holdout_review,15,P01,proximity_score,1228,0.4824990528899211,123,8.411391872978578,-11.588608127021427,26.82926829268293,30.589151228758407
holdout_review,15,P01,separation_score,1228,0.5352604964503961,123,-53.74375074734385,-73.74375074734385,29.268292682926827,-40.64921709405509
holdout_review,15,P02,strength_score,1215,0.49990216782603414,122,-60.51572787983598,-80.51572787983596,26.229508196721312,-47.807352334621534
holdout_review,15,P02,contraction_score,1215,0.5381309331839987,122,35.525163662939846,15.525163662939834,31.967213114754102,59.50786263163113
holdout_review,15,P02,proximity_score,1215,0.4849136040698184,122,6.599065334927344,-13.400934665072661,26.229508196721312,28.384327803911578
holdout_review,15,P02,separation_score,1215,0.5366938122836729,122,-57.98348571294998,-77.98348571294999,28.688524590163933,-46.335417237341105
holdout_review,15,P03,strength_score,1211,0.5008605442176871,122,-60.51572787983598,-80.51572787983596,26.229508196721312,-47.807352334621534
holdout_review,15,P03,contraction_score,1211,0.5400816326530612,122,35.525163662939846,15.525163662939834,31.967213114754102,59.50786263163113
holdout_review,15,P03,proximity_score,1211,0.4843061224489796,122,6.304884147474754,-13.69511585252525,26.229508196721312,29.261604167238215
holdout_review,15,P03,separation_score,1211,0.5388299319727892,122,-57.98348571294998,-77.98348571294999,28.688524590163933,-46.335417237341105
holdout_review,15,P04,strength_score,1534,0.5157626180053795,154,-60.427265111520164,-80.42726511152016,27.27272727272727,-30.857318840265258
holdout_review,15,P04,contraction_score,1534,0.5528453140657138,154,27.859665148320996,7.859665148321001,32.467532467532465,52.966352562015615
holdout_review,15,P04,proximity_score,1534,0.4803456217147478,154,13.616265871589755,-6.383734128410243,24.675324675324674,32.83721267986194
holdout_review,15,P04,separation_score,1534,0.5448925865372782,154,-58.15697986152743,-78.15697986152743,28.57142857142857,-39.56782903290995
development,60,P00,strength_score,3090,0.5261190070041113,309,120.56684741711884,100.56684741711882,33.33333333333333,86.49432291310771
development,60,P00,contraction_score,3090,0.5108161833489242,309,-0.016429426917789737,-20.016429426917796,29.773462783171524,-2.917272236644528
development,60,P00,proximity_score,3090,0.4906100887501867,309,-5.306730727249249,-25.30673072724925,30.097087378640776,24.622100766038535
development,60,P00,separation_score,3090,0.5339509751515199,309,37.554495487352476,17.55449548735246,34.627831715210355,46.13204487760659
development,60,P01,strength_score,2445,0.5205962327039888,245,38.10034077954102,18.10034077954102,32.6530612244898,13.419513180799639
development,60,P01,contraction_score,2445,0.5176343348338612,245,-22.864467558984465,-42.864467558984465,28.57142857142857,-24.410237501871865
development,60,P01,proximity_score,2445,0.4894708524815097,245,-17.638804458812057,-37.63880445881206,28.57142857142857,10.623712705335915
development,60,P01,separation_score,2445,0.5266915397169986,245,-13.646120372097878,-33.646120372097876,35.10204081632653,3.4112458992737316
development,60,P02,strength_score,2424,0.5191433059787106,243,40.77421609918309,20.77421609918309,32.510288065843625,15.749456779508408
development,60,P02,contraction_score,2424,0.5177370678455936,243,-18.05816834171185,-38.05816834171185,28.39506172839506,-18.26024726775441
development,60,P02,proximity_score,2424,0.49364754507916586,243,-16.28356628789968,-36.283566287899674,28.80658436213992,10.881095566957688
development,60,P02,separation_score,2424,0.5255413297304644,243,-12.453762326949851,-32.45376232694986,34.97942386831276,6.295892333408956
development,60,P03,strength_score,2420,0.5189976454435805,242,41.41794470959774,21.417944709597744,32.64462809917356,15.9368696526736
development,60,P03,contraction_score,2420,0.5178436240921805,242,-17.489732687992532,-37.48973268799253,28.512396694214875,-18.005183901302452
development,60,P03,proximity_score,2420,0.49352697474786356,242,-15.453667810112828,-35.453667810112826,28.92561983471074,12.80975943359483
development,60,P03,separation_score,2420,0.5253996971796648,242,-12.13363298760684,-32.133632987606845,35.12396694214876,5.8460486686753566
development,60,P04,strength_score,2884,0.5261271949979808,289,146.87991426628085,126.87991426628085,34.602076124567475,106.67917481682107
development,60,P04,contraction_score,2884,0.5082586233306875,289,-0.07256952837570493,-20.0725695283757,29.06574394463668,-9.332883133764488
development,60,P04,proximity_score,2884,0.49884836584924314,289,63.55048061177973,43.55048061177973,36.332179930795846,101.84906770457707
development,60,P04,separation_score,2884,0.5394738967567643,289,59.499112261227154,39.499112261227154,36.332179930795846,76.6311935007447
validation,60,P00,strength_score,1884,0.557124842370744,189,99.74752776935631,79.74752776935631,41.7989417989418,202.22459781441373
validation,60,P00,contraction_score,1884,0.5113891962838099,189,111.48538731687651,91.48538731687651,39.15343915343915,178.1785650356258
validation,60,P00,proximity_score,1884,0.46227063334791674,189,-36.62903066235904,-56.62903066235904,29.629629629629626,61.46872826347656
validation,60,P00,separation_score,1884,0.5522441258975217,189,-72.70326952791156,-92.70326952791156,38.095238095238095,37.88577730819056
validation,60,P01,strength_score,1488,0.5630366632062576,149,149.48090433873628,129.48090433873628,44.966442953020135,264.9810947810664
validation,60,P01,contraction_score,1488,0.5137268606551479,149,105.0098618007038,85.0098618007038,39.59731543624161,180.92114340565425
validation,60,P01,proximity_score,1488,0.4520202279758662,149,-18.002906776191367,-38.002906776191374,30.201342281879196,78.67077794712883
validation,60,P01,separation_score,1488,0.5685089062708781,149,-37.41084265655911,-57.410842656559105,42.281879194630875,85.5160901981287
validation,60,P02,strength_score,1470,0.561019378838452,147,148.44081219976462,128.44081219976462,44.89795918367347,264.2380867098188
validation,60,P02,contraction_score,1470,0.5129069102163784,147,98.67474875859465,78.67474875859463,38.775510204081634,181.3570889182984
validation,60,P02,proximity_score,1470,0.4540916393792185,147,-15.927242400778399,-35.9272424007784,30.612244897959183,80.73892546935276
validation,60,P02,separation_score,1470,0.5710159797830093,147,-44.19010698937362,-64.1901069893736,42.17687074829932,78.16943239257863
validation,60,P03,strength_score,1464,0.5614989558027532,147,148.44081219976462,128.44081219976462,44.89795918367347,264.2380867098188
validation,60,P03,contraction_score,1464,0.5133401525806589,147,98.67474875859465,78.67474875859463,38.775510204081634,181.3570889182984
validation,60,P03,proximity_score,1464,0.4547596215317734,147,-15.927242400778399,-35.9272424007784,30.612244897959183,80.73892546935276
validation,60,P03,separation_score,1464,0.5733303499126284,147,-44.19010698937362,-64.1901069893736,42.17687074829932,78.16943239257863
validation,60,P04,strength_score,1766,0.550383801417113,177,103.61021582418701,83.610215824187,41.80790960451977,205.47822910565426
validation,60,P04,contraction_score,1766,0.51446197647499,177,108.72289958332642,88.72289958332642,38.983050847457626,180.433704137664
validation,60,P04,proximity_score,1766,0.4613260879732479,177,-68.49807966685918,-88.49807966685918,28.8135593220339,51.82253414308791
validation,60,P04,separation_score,1766,0.5513411126441082,177,-63.28469555949041,-83.2846955594904,38.983050847457626,49.079526381481266
audit_pre,60,P00,strength_score,737,0.523727790561696,74,-169.49413808578726,-189.49413808578726,28.37837837837838,-90.18823557950705
audit_pre,60,P00,contraction_score,737,0.53794937568373,74,-141.69537904676315,-161.69537904676315,20.27027027027027,-131.4835870046937
audit_pre,60,P00,proximity_score,737,0.5371100381002678,74,-42.1422704027258,-62.142270402725785,33.78378378378378,29.26560395482612
audit_pre,60,P00,separation_score,737,0.4936436681881625,74,-100.70432743471044,-120.70432743471045,32.432432432432435,-91.03208276628291
audit_pre,60,P01,strength_score,562,0.5100574712643678,57,-155.20138066577246,-175.20138066577246,28.07017543859649,-24.180869762404757
audit_pre,60,P01,contraction_score,562,0.5210780598711633,57,-148.74718225194553,-168.74718225194553,17.543859649122805,-179.8691892147488
audit_pre,60,P01,proximity_score,562,0.5370010736390046,57,-3.9177576223093604,-23.91775762230937,38.59649122807017,40.598770225112325
audit_pre,60,P01,separation_score,562,0.46810660603764054,57,-121.14907886940856,-141.14907886940856,28.07017543859649,-49.46034308225028
audit_pre,60,P02,strength_score,554,0.5052369730295889,56,-152.04177374401934,-172.04177374401934,28.57142857142857,-20.57452628412624
audit_pre,60,P02,contraction_score,554,0.5168401413982718,56,-153.75647584780543,-173.75647584780543,16.071428571428573,-187.44217433990622
audit_pre,60,P02,proximity_score,554,0.5465681461115475,56,0.7053554443656773,-19.29464455563433,39.285714285714285,42.13359035146727
audit_pre,60,P02,separation_score,554,0.4717367111809374,56,-114.27532087095548,-134.27532087095548,28.57142857142857,-45.928421566980795
audit_pre,60,P03,strength_score,548,0.5044956378134018,55,-149.13774845229054,-169.13774845229057,29.09090909090909,-18.655078280772756
audit_pre,60,P03,contraction_score,548,0.5190585016764809,55,-142.0322510632317,-162.0322510632317,16.363636363636363,-177.79969097426402
audit_pre,60,P03,proximity_score,548,0.5479590304769213,55,6.458806425357661,-13.541193574642346,40.0,49.87497493949926
audit_pre,60,P03,separation_score,548,0.46816354446427677,55,-117.54400276690221,-137.5440027669022,27.27272727272727,-56.02741078296328
audit_pre,60,P04,strength_score,688,0.5212926509186352,69,-172.2324410912526,-192.2324410912526,27.536231884057973,-99.56420820159403
audit_pre,60,P04,contraction_score,688,0.536920384951881,69,-125.08056177506447,-145.08056177506447,21.73913043478261,-113.46816304585849
audit_pre,60,P04,proximity_score,688,0.5308508311461068,69,-107.26218647262736,-127.26218647262733,27.536231884057973,11.340182271347638
audit_pre,60,P04,separation_score,688,0.48653762029746284,69,-102.72713839994694,-122.72713839994694,30.434782608695656,-111.41408458863238
holdout_review,60,P00,strength_score,426,0.4881435590685751,43,56.98300105951016,36.98300105951014,30.23255813953488,19.18891214590796
holdout_review,60,P00,contraction_score,426,0.45711386455885494,43,-96.10435895540387,-116.10435895540387,20.930232558139537,-60.75210419280746
holdout_review,60,P00,proximity_score,426,0.5076105533005768,43,-55.94138777913747,-75.94138777913746,20.930232558139537,-25.11638858734451
holdout_review,60,P00,separation_score,426,0.5943708609271523,43,302.8197947511131,282.8197947511131,41.86046511627907,192.2029327657782
holdout_review,60,P01,strength_score,338,0.4974462365591398,34,-27.573962562020142,-47.57396256202014,26.47058823529412,-80.97681568916578
holdout_review,60,P01,contraction_score,338,0.5003584229390681,34,-49.61108640903852,-69.6110864090385,26.47058823529412,-30.83932338711613
holdout_review,60,P01,proximity_score,338,0.5002464157706094,34,-53.72035482872208,-73.72035482872207,20.588235294117645,-34.74613220889237
holdout_review,60,P01,separation_score,338,0.5840501792114695,34,320.16839374220746,300.16839374220746,41.17647058823529,194.3510167732422
holdout_review,60,P02,strength_score,337,0.4977507872244714,34,-27.573962562020142,-47.57396256202014,26.47058823529412,-80.97681568916578
holdout_review,60,P02,contraction_score,337,0.5019793072424651,34,-49.61108640903852,-69.6110864090385,26.47058823529412,-30.83932338711613
holdout_review,60,P02,proximity_score,337,0.4982231219073324,34,-53.72035482872208,-73.72035482872207,20.588235294117645,-34.74613220889237
holdout_review,60,P02,separation_score,337,0.5844354475933423,34,320.16839374220746,300.16839374220746,41.17647058823529,194.3510167732422
holdout_review,60,P03,strength_score,336,0.5007960696902152,34,-27.573962562020142,-47.57396256202014,26.47058823529412,-80.97681568916578
holdout_review,60,P03,contraction_score,336,0.5057999363144248,34,-49.61108640903852,-69.6110864090385,26.47058823529412,-30.83932338711613
holdout_review,60,P03,proximity_score,336,0.4941090842924078,34,-106.89925217382363,-126.89925217382364,17.647058823529413,-42.4608416658989
holdout_review,60,P03,separation_score,336,0.5910021380157394,34,320.16839374220746,300.16839374220746,41.17647058823529,194.3510167732422
holdout_review,60,P04,strength_score,400,0.48779761904761904,40,14.381893826731334,-5.618106173268666,30.0,-7.264533762038172
holdout_review,60,P04,contraction_score,400,0.4502380952380952,40,-80.80395349328384,-100.80395349328384,22.5,-52.134425201381056
holdout_review,60,P04,proximity_score,400,0.5239880952380952,40,11.58151585915087,-8.418484140849142,27.500000000000004,42.58441402400086
holdout_review,60,P04,separation_score,400,0.5849404761904762,40,284.3829621332418,264.3829621332418,42.5,179.56820012382687
development,240,P00,strength_score,736,0.5415725916803503,74,78.72892454393114,58.72892454393114,35.13513513513514,255.63396651405083
development,240,P00,contraction_score,736,0.5545634920634921,74,685.5523835214208,665.5523835214208,41.891891891891895,379.598212690023
development,240,P00,proximity_score,736,0.46880986590038315,74,146.46611057002593,126.46611057002593,24.324324324324326,208.7334192289265
development,240,P00,separation_score,736,0.545532293377121,74,237.55094935044227,217.5509493504423,36.486486486486484,274.66451676093504
development,240,P01,strength_score,586,0.5553913519430761,59,154.49026477029705,134.49026477029705,37.28813559322034,217.97678641998488
development,240,P01,contraction_score,586,0.6085385878489327,59,805.6012993432031,785.6012993432031,47.45762711864407,421.6033267345701
development,240,P01,proximity_score,586,0.49274767378215656,59,41.92146312502667,21.921463125026687,25.423728813559322,271.01924850513745
development,240,P01,separation_score,586,0.5746579091406677,59,260.50415953020376,240.5041595302038,38.983050847457626,236.06591018560542
development,240,P02,strength_score,581,0.556802438348573,59,155.08405533152808,135.08405533152808,37.28813559322034,223.9737166882447
development,240,P02,contraction_score,581,0.6080908839013577,59,805.6012993432031,785.6012993432031,47.45762711864407,421.6033267345701
development,240,P02,proximity_score,581,0.48642283180936546,59,41.92146312502667,21.921463125026687,25.423728813559322,271.01924850513745
development,240,P02,separation_score,581,0.5770989193682461,59,260.50415953020376,240.5041595302038,38.983050847457626,236.06591018560542
development,240,P03,strength_score,579,0.5583100558659218,58,170.76550526996652,150.76550526996652,37.93103448275862,229.6402757227997
development,240,P03,contraction_score,579,0.6099022346368715,58,785.8825161883987,765.8825161883987,46.55172413793103,419.9369774617059
development,240,P03,proximity_score,579,0.4864804469273743,58,62.976062196473116,42.97606219647314,25.862068965517242,283.7036610607821
development,240,P03,separation_score,579,0.5792737430167598,58,259.8574256896179,239.8574256896179,37.93103448275862,219.46268172303888
development,240,P04,strength_score,689,0.5425403225806451,69,151.49525831052577,131.49525831052577,36.231884057971016,253.1675052559564
development,240,P04,contraction_score,689,0.5518721198156682,69,769.7984819967037,749.7984819967037,44.927536231884055,433.119497220407
development,240,P04,proximity_score,689,0.4806115591397849,69,401.0749677843373,381.0749677843373,30.434782608695656,238.32606779660972
development,240,P04,separation_score,689,0.5445756528417819,69,239.08746276053722,219.0874627605372,34.78260869565217,267.850582089671
validation,240,P00,strength_score,472,0.5205400746911807,48,67.60667258441839,47.60667258441839,37.5,134.13378607346144
validation,240,P00,contraction_score,472,0.48564588719716556,48,58.196326389170615,38.19632638917062,41.66666666666667,7.125393485271725
validation,240,P00,proximity_score,472,0.3933544000766063,48,-15.753353918003578,-35.753353918003576,29.166666666666668,63.79459557482008
validation,240,P00,separation_score,472,0.47731494781193146,48,-175.98974368762234,-195.98974368762234,31.25,-66.50672835365658
validation,240,P01,strength_score,367,0.4956802063185042,37,-104.22557331346262,-124.22557331346262,29.72972972972973,80.75755049997986
validation,240,P01,contraction_score,367,0.5095422308188265,37,-21.583401737086877,-41.58340173708687,43.24324324324324,-76.07540956037406
validation,240,P01,proximity_score,367,0.3855738233397808,37,-300.38246910920105,-320.38246910920105,21.62162162162162,-84.28629203121162
validation,240,P01,separation_score,367,0.447324306898775,37,-161.7118241898851,-181.7118241898851,29.72972972972973,-116.6226082115498
validation,240,P02,strength_score,364,0.49117059266782426,37,-104.22557331346262,-124.22557331346262,29.72972972972973,80.75755049997986
validation,240,P02,contraction_score,364,0.5108934246306064,37,17.03805879391489,-2.961941206085112,43.24324324324324,-57.43197201601305
validation,240,P02,proximity_score,364,0.383202830652295,37,-300.38246910920105,-320.38246910920105,21.62162162162162,-84.28629203121162
validation,240,P02,separation_score,364,0.44346885954853715,37,-161.7118241898851,-181.7118241898851,29.72972972972973,-116.6226082115498
validation,240,P03,strength_score,362,0.4895740391923598,37,-104.22557331346262,-124.22557331346262,29.72972972972973,80.75755049997986
validation,240,P03,contraction_score,362,0.5070222398466673,37,17.03805879391489,-2.961941206085112,43.24324324324324,-57.43197201601305
validation,240,P03,proximity_score,362,0.3816628663956908,37,-300.38246910920105,-320.38246910920105,21.62162162162162,-84.28629203121162
validation,240,P03,separation_score,362,0.438650408116057,37,-161.7118241898851,-181.7118241898851,29.72972972972973,-116.6226082115498
validation,240,P04,strength_score,439,0.5128742253644061,44,25.822999320822547,5.822999320822552,36.36363636363637,171.73643825966357
validation,240,P04,contraction_score,439,0.4853801169590643,44,60.57763803495363,40.57763803495363,40.909090909090914,2.8699973725876684
validation,240,P04,proximity_score,439,0.41292441302260624,44,-30.35409424906709,-50.35409424906709,31.818181818181817,86.89360796087234
validation,240,P04,separation_score,439,0.48302347909574933,44,-60.60576663705444,-80.60576663705443,36.36363636363637,52.73346520100474
audit_pre,240,P00,strength_score,189,0.5976925382079712,19,132.65726707184632,112.65726707184628,42.10526315789473,252.46643512460037
audit_pre,240,P00,contraction_score,189,0.588702427329937,19,349.86016792383884,329.86016792383884,52.63157894736842,457.6289260491044
audit_pre,240,P00,proximity_score,189,0.487114174408151,19,-490.2696151555851,-510.2696151555851,10.526315789473683,-125.5571271704179
audit_pre,240,P00,separation_score,189,0.5470482469283788,19,53.02672890641634,33.02672890641634,31.57894736842105,-56.27271450802665
audit_pre,240,P01,strength_score,162,0.6360356536502547,17,261.0365703889884,241.03657038898842,41.17647058823529,139.84407374863284
audit_pre,240,P01,contraction_score,162,0.674660441426146,17,490.58073932505226,470.58073932505226,52.94117647058824,349.62373771199634
audit_pre,240,P01,proximity_score,162,0.4902376910016978,17,-468.35048021732416,-488.3504802173241,11.76470588235294,-109.90804529175419
audit_pre,240,P01,separation_score,162,0.6067487266553481,17,122.23371471706935,102.23371471706935,35.294117647058826,-35.52292400614453
audit_pre,240,P02,strength_score,151,0.6621621621621622,16,296.34570043328495,276.34570043328495,50.0,357.1637719032754
audit_pre,240,P02,contraction_score,151,0.6834992887624467,16,521.3911112633393,501.39111126333927,56.25,360.7452909845489
audit_pre,240,P02,proximity_score,151,0.4577999051683262,16,-433.7352446642667,-453.7352446642667,12.5,-80.26379266638375
audit_pre,240,P02,separation_score,151,0.6145092460881935,16,133.2988732375322,113.2988732375322,37.5,-29.985795103723586
audit_pre,240,P03,strength_score,151,0.6621621621621622,16,296.34570043328495,276.34570043328495,50.0,357.1637719032754
audit_pre,240,P03,contraction_score,151,0.6834992887624467,16,521.3911112633393,501.39111126333927,56.25,360.7452909845489
audit_pre,240,P03,proximity_score,151,0.4577999051683262,16,-433.7352446642667,-453.7352446642667,12.5,-80.26379266638375
audit_pre,240,P03,separation_score,151,0.6145092460881935,16,133.2988732375322,113.2988732375322,37.5,-29.985795103723586
audit_pre,240,P04,strength_score,179,0.5956194834913371,18,251.02993092368277,231.0299309236827,44.44444444444444,131.63859110471083
audit_pre,240,P04,contraction_score,179,0.5725727361882968,18,354.59761280246613,334.59761280246613,50.0,430.61680726547087
audit_pre,240,P04,proximity_score,179,0.5069467146126185,18,-499.00112190450153,-519.0011219045015,5.555555555555555,-100.08697494817628
audit_pre,240,P04,separation_score,179,0.5421706440013077,18,92.12646304685849,72.12646304685849,33.33333333333333,-47.09577884034752
holdout_review,240,P00,strength_score,90,0.5425420168067226,9,-102.81636320561904,-122.81636320561903,55.55555555555556,49.53199158480819
holdout_review,240,P00,contraction_score,90,0.5131302521008403,9,-452.7663201542284,-472.7663201542285,33.33333333333333,87.32043123398626
holdout_review,240,P00,proximity_score,90,0.46008403361344535,9,-351.6413720218986,-371.6413720218986,22.22222222222222,156.39952533830132
holdout_review,240,P00,separation_score,90,0.48739495798319327,9,-249.10016025924733,-269.10016025924733,44.44444444444444,-109.54817171224906
holdout_review,240,P01,strength_score,75,0.5689655172413793,8,424.0469087681788,404.0469087681788,62.5,241.09334668514953
holdout_review,240,P01,contraction_score,75,0.5037481259370314,8,-373.87992988000593,-393.87992988000593,37.5,67.48093574008058
