fold,minutes,policy,baseline_n,n,retained_pct,symbols,universe_symbols,matched_n,matched_pct,mean_gross_bp,mean_net_bp,median_net_bp,win_pct,loss_count,loss_removed_pct,winner_retained_pct,control_net_bp,matched_case_net_bp,boundary_marks,tail_n,tail_retained_n,tail_count_pct,tail_profit_pct,excess_bp,p,months,p_resolution,ci_low,ci_high,p_holm_validation,portfolio_net_pct,portfolio_mdd_pct,portfolio_min_equity,incremental_net_pct,positive_delta_months,incremental_excess_bp,incremental_p,incremental_months,incremental_p_resolution,incremental_ci_low,incremental_ci_high,incremental_p_holm_validation
audit_pre,15,P00,2928,2928,100.0,54,54,2927,99.96584699453553,25.91528062151062,5.915280621510621,-86.69137632814403,28.722677595628415,2087,0.0,100.0,-17.276828301935602,6.001922911814019,16,293,293,100.0,100.0,23.27875121374962,0.03125,5,0.03125,13.465752056985025,31.551051989228334,,2.487754018759758,7.648959044297121,0.9623537571933172,,,,,,,,,
audit_pre,15,P01,2928,2301,78.5860655737705,54,54,2300,99.95654063450674,33.632778289816294,13.632778289816297,-84.06833956219992,30.160799652325075,1607,22.999520843315768,82.52080856123662,-17.67425984379327,13.746395455636453,12,293,245,83.61774744027304,82.92714978948929,31.42065529942972,0.03125,5,0.03125,21.944448349744153,38.004970875058014,,5.7264653841407,6.201999806263303,0.9765585964864503,3.238711365380942,5.0,64.77422730761883,0.03125,5.0,0.03125,30.008203297311024,110.44415216673455,
audit_pre,15,P02,2928,2276,77.73224043715847,54,54,2275,99.95606326889279,33.69574921113299,13.69574921113299,-84.29394445179149,30.228471001757466,1588,23.909918543363684,81.80737217598097,-17.838195853353003,13.810642596762733,12,293,244,83.27645051194538,82.50340936010812,31.64883845011574,0.03125,5,0.03125,23.200727677603076,38.01404179080924,,5.671148013454963,6.184827433936424,0.9765248624658471,3.183393994695205,4.0,63.6678798939041,0.0625,5.0,0.03125,20.030631468455518,111.94824987890506,
audit_pre,15,P03,2928,2254,76.98087431693989,54,54,2253,99.95563442768412,33.06322578222511,13.063225782225116,-84.41429939740395,30.21295474711624,1573,24.628653569717297,80.97502972651606,-18.113254258619303,13.178960326778494,12,293,241,82.25255972696246,81.41285441807881,31.292214585397797,0.03125,5,0.03125,20.539090654332732,38.58976069474745,,5.371318031688932,5.9830418861190555,0.9753224336721149,2.883564012929174,5.0,57.67128025858348,0.03125,5.0,0.03125,11.163213093905444,114.5835379298874,
audit_pre,15,P04,2928,2738,93.51092896174863,54,54,2738,100.0,26.31742647542007,6.317426475420073,-87.30056706593547,28.780131482834186,1950,6.564446574029703,93.69797859690844,-15.12285749000124,6.317426475420073,14,293,277,94.53924914675767,94.42609455494426,21.44028396542131,0.03125,5,0.03125,8.473189821354833,30.063793473373963,,2.7279005541401613,7.498211923705933,0.9563341067955086,0.24014653538040331,4.0,4.8029307076080645,0.40625,5.0,0.03125,-44.87582515200428,46.474385029758196,
holdout_review,15,P00,1636,1636,100.0,54,54,1636,100.0,6.757264635738955,-13.242735364261048,-95.91978233304376,26.65036674816626,1200,0.0,100.0,-36.62634461339244,-13.242735364261048,11,164,164,100.0,100.0,23.383609249131393,0.25,3,0.125,-7.5722088079676775,34.87648025797375,,-3.458539899620028,11.285550563183932,0.9654146010037997,,,,,,,,,
holdout_review,15,P01,1636,1228,75.06112469437653,54,54,1228,100.0,7.345075391704681,-12.654924608295318,-92.87294010578037,27.931596091205215,885,26.249999999999996,78.6697247706422,-32.047098026713854,-12.654924608295318,10,164,122,74.39024390243902,72.7011261952082,19.392173418418537,0.25,3,0.125,-7.796013808016648,28.54470702657801,,-2.9487447790451204,8.782457488638784,0.9705125522095488,0.5097951205749074,1.0,16.993170685830247,0.5,3.0,0.125,-13.529323480703235,76.15596143124681,
holdout_review,15,P02,1636,1215,74.26650366748166,54,54,1215,100.0,6.889855304779337,-13.110144695220667,-94.73980871224528,27.818930041152264,877,26.916666666666668,77.52293577981652,-31.168307491195822,-13.110144695220667,10,164,120,73.17073170731707,72.06028682172946,18.058162795975168,0.25,3,0.125,-11.652764437860005,27.84940588595924,,-3.0350833620300777,8.872223980003657,0.9696491663796992,0.42345653758995017,1.0,14.115217919665008,0.5,3.0,0.125,-23.234727814610554,78.29558585070507,
holdout_review,15,P03,1636,1211,74.02200488997555,54,54,1211,100.0,6.608859609300686,-13.391140390699313,-94.98437825453009,27.74566473988439,875,27.083333333333336,77.06422018348624,-31.334113211077238,-13.391140390699313,10,164,120,73.17073170731707,72.06028682172946,17.942972820377925,0.25,3,0.125,-11.652764437860005,28.113754463295628,,-3.07385720162614,8.89482147293239,0.9692614279837386,0.38468269799388777,1.0,12.822756599796259,0.5,3.0,0.125,-23.10051364708077,76.09059193917523,
holdout_review,15,P04,1636,1534,93.76528117359413,54,54,1534,100.0,6.359421702059682,-13.64057829794032,-96.16881448596291,26.205997392438068,1132,5.666666666666664,92.20183486238533,-36.06260251052874,-13.64057829794032,11,164,152,92.6829268292683,93.44142355325792,22.422024212588422,0.25,3,0.125,-4.211545691283685,37.74996796471697,,-3.459535879045872,10.771725142781607,0.9654046412095413,-0.0009959794258440624,1.0,-0.03319931419480208,0.625,3.0,0.125,-22.1775518273748,24.81398662400714,
development,60,P00,3090,3090,100.0,47,54,3089,99.96763754045307,59.218358307069686,39.218358307069686,-145.5002064791183,30.80906148867314,2138,0.0,100.0,-17.464340810118564,39.25717737993947,20,309,309,100.0,100.0,56.72151819005804,0.0031,24,0.0001,21.172564240158486,93.60939498208113,,15.995287395186764,10.372342137811131,0.9790839071402632,,,,,,,,,
development,60,P01,3090,2445,79.12621359223301,47,54,2444,99.95910020449898,55.89754370072887,35.897543700728875,-148.42965557501418,30.920245398773005,1689,21.000935453695046,79.41176470588235,-18.119242040839698,35.945248815904165,16,309,253,81.87702265372168,79.79616102592486,54.064490856743866,0.0151,24,0.0001,9.63163973131531,100.28515214788834,,11.119960822723684,10.42678427177568,0.9750537807733273,-4.875326572463079,12.0,-20.313860718596164,0.8796,24.0,0.0001,-52.74517913818829,10.117123488085259,
development,60,P02,3090,2424,78.44660194174757,47,54,2423,99.95874587458746,54.66390401974436,34.66390401974436,-149.56096307015386,30.734323432343235,1679,21.468662301216092,78.25630252100841,-17.799856249957003,34.711513455075526,16,309,250,80.90614886731392,79.16215321811862,52.51136970503252,0.0179,24,0.0001,8.073502526816778,98.67276016391352,,9.93797792611395,11.099132281866797,0.967734902424426,-6.0573094690728135,12.0,-25.238789454470062,0.9283,24.0,0.0001,-57.14598413536097,4.976331723800532,
development,60,P03,3090,2420,78.31715210355988,47,54,2419,99.95867768595042,54.455585564952955,34.455585564952955,-149.69513093202988,30.74380165289256,1676,21.608980355472408,78.15126050420169,-17.44057175751227,34.50318760850511,16,309,249,80.58252427184466,78.95741247083204,51.94375936601738,0.0192,24,0.0001,7.453188963661639,98.57379639639552,,9.721971066046088,11.215364075123112,0.9664696553464992,-6.273316329140677,12.0,-26.138818038086157,0.9359,24.0,0.0001,-58.040999427295624,4.013801320873892,
development,60,P04,3090,2884,93.33333333333333,47,54,2883,99.96532593619972,71.18724648829274,51.18724648829274,-140.91719267647625,31.518723994452152,1975,7.6239476145930745,95.48319327731093,-19.180046148628428,51.23299085328614,19,309,295,95.46925566343042,96.56253729134023,70.41303700191457,0.0007,24,0.0001,34.15227648914625,107.64122347287108,,22.2453352929181,9.655736716662766,0.9992982824483068,6.250047897731337,15.0,26.041866240547236,0.012,24.0,0.0001,5.664934986815387,48.2828598524703,
validation,60,P00,1884,1884,100.0,54,54,1883,99.94692144373673,16.40060332363991,-3.5993966763600915,-164.343836093756,32.37791932059448,1274,0.0,100.0,-89.24489696146598,-3.380999225102552,16,189,189,100.0,100.0,85.86389773636341,0.003173828125,12,0.000244140625,40.68230139491274,130.04544201381418,0.0380859375,-5.792866345489611,14.803107797840942,0.8796898495092653,,,,,,,,,
validation,60,P01,1884,1488,78.98089171974522,54,54,1487,99.93279569892474,13.058381677427528,-6.941618322572475,-163.62092969306516,32.594086021505376,1003,21.271585557299844,79.50819672131148,-94.31715529833343,-6.667307509477823,14,189,153,80.95238095238095,80.06647798408851,87.64984778885561,0.003662109375,12,0.000244140625,43.13602249143027,129.0707988999128,0.040283203125,-5.168473357258385,11.93418206498701,0.9097497757265274,0.624392988231226,9.0,5.203274901926883,0.44287109375,12.0,0.000244140625,-66.11894780226203,68.7425841612425,1.0
validation,60,P02,1884,1470,78.02547770700637,54,54,1469,99.93197278911565,11.191536325712555,-8.808463674287445,-164.8290213518111,32.44897959183673,993,22.056514913657765,78.19672131147541,-95.18596295591135,-8.53206249408321,13,189,152,80.42328042328042,79.21464676869788,86.65390046182814,0.003662109375,12,0.000244140625,41.31572752969079,128.97992501292663,0.040283203125,-5.349680699625903,11.893886504801243,0.9103352002454321,0.44318564586370846,9.0,3.6932137155309035,0.45947265625,12.0,0.000244140625,-68.751833569042,68.7223190458931,1.0
validation,60,P03,1884,1464,77.70700636942675,54,54,1463,99.93169398907104,11.155577301896942,-8.84442269810306,-165.51851786495095,32.37704918032787,990,22.291993720565152,77.70491803278688,-95.40940407171887,-8.566912530846594,13,189,152,80.42328042328042,79.21464676869788,86.84249154087223,0.00390625,12,0.000244140625,41.43358126659609,129.33770320545955,0.040283203125,-5.227198726988059,11.893886504801243,0.9103352002454321,0.565667618501553,9.0,4.7138968208462755,0.44921875,12.0,0.000244140625,-69.37683046750668,70.60129013484264,1.0
validation,60,P04,1884,1766,93.73673036093419,54,54,1765,99.94337485843715,16.819284142954753,-3.180715857045244,-162.64705882352956,32.50283125707814,1192,6.436420722135006,94.09836065573771,-93.79184062469132,-2.9474801167974993,15,189,179,94.70899470899471,94.92361820626266,90.84436050789381,0.0029296875,12,0.000244140625,44.58062615643034,135.27997720799,0.0380859375,-5.287714325470871,14.776375812584996,0.8811438042723109,0.5051520200187398,7.0,4.209600166822832,0.334716796875,12.0,0.000244140625,-14.527800663422592,21.213026736743178,1.0
audit_pre,60,P00,737,737,100.0,54,54,734,99.59294436906377,-40.314295492203385,-60.314295492203385,-174.00843881856474,26.594301221166894,541,0.0,100.0,-72.57394631461106,-61.236570053203515,13,74,74,100.0,100.0,11.337376261407547,0.34375,5,0.03125,-35.12820776375428,58.129403588384136,,-7.943474975620535,16.92058690832208,0.9149938743661956,,,,,,,,,
audit_pre,60,P01,737,562,76.2550881953867,54,54,559,99.4661921708185,-27.9195235570218,-47.9195235570218,-170.11803786542765,27.75800711743772,406,24.95378927911276,79.59183673469387,-87.31500311926672,-49.06400515267217,11,74,64,86.48648648648648,84.2775241684741,38.25099796659456,0.125,5,0.03125,5.598086416768893,82.11271397800571,,-5.139754218237236,12.660988225141923,0.9470296923058058,2.803720757383299,3.0,56.07441514766598,0.21875,5.0,0.03125,-40.579034142207874,152.72786443753984,
audit_pre,60,P02,737,554,75.1696065128901,54,54,551,99.45848375451264,-30.382245622392702,-50.3822456223927,-171.21524402099962,27.436823104693143,402,25.69316081330869,77.55102040816327,-86.97590974429579,-51.55675266080408,11,74,63,85.13513513513513,82.4786700238123,35.419157083491704,0.125,5,0.03125,2.0968742995862435,82.11271397800571,,-5.26522672796621,12.566674528861066,0.9457599272389491,2.6782482476543246,3.0,53.56496495308649,0.21875,5.0,0.03125,-47.122609082993705,154.25253898916668,
audit_pre,60,P03,737,548,74.35549525101764,54,54,545,99.45255474452554,-28.143580055540347,-48.14358005554034,-171.21524402099962,27.55474452554745,397,26.617375231053607,77.04081632653062,-87.26017176991965,-49.31869451694239,11,74,63,85.13513513513513,82.4786700238123,37.941477252977265,0.125,5,0.03125,3.152844248515543,86.48834439439376,,-5.005911453691436,12.298595137136015,0.948375644501422,2.9375635219290985,3.0,58.751270438581955,0.1875,5.0,0.03125,-45.428042942848634,162.9305838200126,
audit_pre,60,P04,737,688,93.35142469470827,54,54,685,99.56395348837209,-46.17835199486981,-66.1783519948698,-175.6310391104476,26.16279069767442,508,6.099815157116451,91.83673469387756,-76.61987549021968,-67.19228147995317,12,74,70,94.5945945945946,91.70864157227194,9.427594010266496,0.34375,5,0.03125,-35.76790215630506,65.07885845720294,,-8.138439480046355,16.544772681153542,0.9128347605036065,-0.1949645044258208,3.0,-3.899290088516416,0.5625,5.0,0.03125,-26.781742657926657,12.939121062225613,
holdout_review,60,P00,426,426,100.0,54,54,425,99.76525821596245,60.11973201262478,40.11973201262478,-171.11176246472402,29.107981220657276,302,0.0,100.0,-28.044773883329214,41.01504013266325,14,43,43,100.0,100.0,69.05981401599247,0.25,3,0.125,-8.342944703597366,157.55603282894404,,2.544939934333801,7.385783675162704,0.9969808668120531,,,,,,,,,
holdout_review,60,P01,426,338,79.34272300469483,54,54,337,99.70414201183432,36.97208368062804,16.972083680628035,-179.22889828326515,26.627218934911244,248,17.88079470198676,72.58064516129032,-13.306700897567488,18.03249407435017,12,43,31,72.09302325581395,73.91836537906124,31.339194971917664,0.375,3,0.125,-58.54360556556992,114.88104331696098,,0.6132588120460358,5.601360966064606,0.9969808668120531,-1.931681122287765,1.0,-64.38937074292551,0.875,3.0,0.125,-192.1160358679086,19.702641559531386,
holdout_review,60,P02,426,337,79.10798122065728,54,54,336,99.70326409495549,37.63751761423069,17.637517614230678,-179.00449360525482,26.706231454005934,247,18.21192052980133,72.58064516129032,-13.002739252715887,18.703064449403183,12,43,31,72.09302325581395,73.91836537906124,31.705803702119066,0.375,3,0.125,-58.323090778747485,114.88104331696098,,0.6460633279216088,5.570582699965443,0.9969808668120531,-1.898876606412192,1.0,-63.29588688040641,0.75,3.0,0.125,-192.1160358679086,25.948236441442063,
holdout_review,60,P03,426,336,78.87323943661971,54,54,335,99.70238095238095,32.76693302884184,12.766933028841837,-179.22889828326515,26.488095238095237,247,18.21192052980133,71.7741935483871,-17.816986997089128,13.821121542371904,12,43,30,69.76744186046511,71.79506208347539,31.638108539461044,0.375,3,0.125,-58.323090778747485,114.88104331696098,,0.4171610914098123,5.785346239618827,0.9969808668120531,-2.1277788429239886,1.0,-70.92596143079962,0.875,3.0,0.125,-192.1160358679086,3.05801279026241,
holdout_review,60,P04,426,400,93.89671361502347,54,54,399,99.75,64.42690788526818,44.426907885268186,-169.61701887805935,30.0,280,7.284768211920534,96.7741935483871,-31.191140523915706,45.39135181230828,13,43,41,95.34883720930233,93.70026140556418,76.58249233622396,0.125,3,0.125,14.342837226028893,145.36429931708648,,2.8604391593062273,6.518300714510749,0.9969808668120531,0.31549922497242644,2.0,10.516640832414213,0.375,3.0,0.125,-18.75445339351023,35.75100011128373,
development,240,P00,736,736,100.0,43,54,706,95.92391304347827,165.07795446882494,145.07795446882494,-291.8991094096873,31.521739130434785,504,0.0,100.0,-71.2586456101008,158.03860208002448,19,74,74,100.0,100.0,229.29724769012532,0.0001,24,0.0001,119.09094936996641,357.51864260933905,,16.89685236456915,11.455742359582043,0.9438574345762359,,,,,,,,,
development,240,P01,736,586,79.6195652173913,43,54,564,96.24573378839591,167.74327983816676,147.74327983816676,-310.53443179566983,30.716723549488055,406,19.444444444444443,77.58620689655173,-60.44557834356144,159.2286894600896,17,74,64,86.48648648648648,85.39758022876525,219.67426780365108,0.0002,24,0.0001,95.18729453583865,359.0457756640149,,16.356206157690977,10.060385148516794,0.9453763158748992,-0.5406462068781703,15.0,-2.2526925286590447,0.5456,24.0,0.0001,-39.902119088467344,31.966200793160198,
development,240,P02,736,581,78.94021739130434,43,54,559,96.21342512908778,173.36253354626007,153.36253354626007,-309.41477454428986,30.98106712564544,401,20.43650793650794,77.58620689655173,-59.93808075673073,165.17182622665823,17,74,64,86.48648648648648,85.39758022876525,225.10990698338892,0.0001,24,0.0001,99.79248458188634,365.12022210316815,,17.06059170383154,10.070584665759208,0.9459296703829301,0.16373933926239204,15.0,0.6822472469266335,0.4858,24.0,0.0001,-37.09101904700876,34.743017416417494,
development,240,P03,736,579,78.66847826086956,43,54,557,96.20034542314335,174.91484010208134,154.91484010208134,-309.41477454428986,30.915371329879104,400,20.63492063492064,77.15517241379311,-62.257233246126994,166.82784791639122,17,74,64,86.48648648648648,85.39758022876525,229.08508116251824,0.0001,24,0.0001,105.98832996589105,368.25422931000713,,17.2150299456828,10.06963018467063,0.9459296703829301,0.31817758111365446,15.0,1.3257399213068926,0.4715,24.0,0.0001,-36.56357034305638,35.42416466690289,
development,240,P04,736,689,93.61413043478261,43,54,660,95.7910014513788,193.75929620019275,173.75929620019275,-277.500539607165,32.51088534107402,465,7.738095238095233,96.55172413793103,-69.85598928866803,187.47817250604743,16,74,70,94.5945945945946,94.96578195067138,257.33416179471544,0.0001,24,0.0001,146.0234824588118,386.4990622749807,,20.042859966326198,10.38083070587339,0.9750538879575177,3.1460076017570504,15.0,13.108365007321042,0.1598,24.0,0.0001,-8.77076390167052,38.19157087336615,
validation,240,P00,472,472,100.0,53,54,457,96.82203389830508,195.91046877691147,175.91046877691147,-309.2191230187019,37.5,295,0.0,100.0,-19.392927153122525,165.588977553965,8,48,48,100.0,100.0,184.98190470708755,0.00146484375,12,0.000244140625,95.09796483608656,309.1215386174258,0.0205078125,16.107689120066105,13.824686569749678,0.9847684665426305,,,,,,,,,
validation,240,P01,472,367,77.7542372881356,53,54,352,95.91280653950953,75.0169920575964,55.01699205759641,-335.14222317102434,35.967302452316076,235,20.33898305084746,74.57627118644068,-75.77322361319824,36.46493626306164,7,48,32,66.66666666666666,58.106055002659964,112.23815987625986,0.061279296875,12,0.000244140625,-10.885528820481971,255.47521658800815,0.333251953125,2.577068947757488,8.768299137487812,0.9823640704714013,-13.530620172308616,5.0,-112.75516810257182,0.739990234375,12.0,0.000244140625,-374.1714992329043,62.14898851872647,1.0
validation,240,P02,472,364,77.11864406779661,53,54,349,95.87912087912088,80.95330752931146,60.95330752931145,-330.72069840326674,35.989010989010985,233,21.016949152542374,74.01129943502825,-74.44667162975807,42.49692097458218,7,48,32,66.66666666666666,58.106055002659964,116.94359260434024,0.0517578125,12,0.000244140625,-3.0466443961472036,257.63705780961,0.333251953125,3.11653427538392,8.698932658481095,0.9823640704714013,-12.991154844682185,5.0,-108.25962370568489,0.720703125,12.0,0.000244140625,-367.4478016540082,65.71489139028992,1.0
validation,240,P03,472,362,76.69491525423729,53,54,347,95.85635359116021,83.5653014379641,63.56530143796409,-330.72069840326674,36.187845303867405,231,21.69491525423729,74.01129943502825,-74.4411496707225,45.11544841499368,7,48,32,66.66666666666666,58.106055002659964,119.55659808571617,0.047607421875,12,0.000244140625,-1.0860961472499022,260.3567119965715,0.333251953125,3.326408186568841,8.675880471503783,0.9823640704714013,-12.781280933497264,5.0,-106.51067444581054,0.7138671875,12.0,0.000244140625,-366.16121457187154,67.66533231841835,1.0
validation,240,P04,472,439,93.00847457627118,53,54,425,96.81093394077449,234.47975377675002,214.47975377675002,-285.53578358002096,38.95216400911162,268,9.152542372881356,96.61016949152543,-13.695034241620021,202.297913494969,8,48,46,95.83333333333334,96.26078455123829,215.99294773658903,0.00048828125,12,0.000244140625,129.73114687607816,333.94780159958555,0.00732421875,19.280499354959034,13.084247365889611,0.9847684665426305,3.172810234892931,6.0,26.44008529077443,0.20458984375,12.0,0.000244140625,-13.836248633174137,83.56547392716915,1.0
audit_pre,240,P00,189,189,100.0,54,54,177,93.65079365079364,-96.78803823293148,-116.78803823293146,-325.8741744873128,24.867724867724867,142,0.0,100.0,-192.61744766319345,-127.93241008387504,20,19,19,100.0,100.0,64.68503757931842,0.25,5,0.03125,-87.9263714108853,203.0578454645432,,-4.1380459644883345,11.311139456091768,0.9411031009982533,,,,,,,,,
audit_pre,240,P01,189,162,85.71428571428571,52,54,151,93.20987654320987,-81.81609958331906,-101.81609958331904,-344.8127742954282,23.456790123456788,124,12.676056338028175,80.85106382978722,-172.87323383216673,-115.14503778593682,17,19,18,94.73684210526315,97.26296255033492,57.72819604622992,0.3125,5,0.03125,-104.02949063570671,221.5210300202476,,-3.1527131557308796,10.653255417252538,0.9529570238987546,0.9853328087574553,4.0,19.706656175149114,0.15625,5.0,0.03125,-2.4863468279312504,41.89965917822946,
audit_pre,240,P02,189,151,79.8941798941799,52,54,140,92.71523178807946,-58.96761829667748,-78.96761829667749,-329.78145554848345,24.503311258278146,114,19.718309859154925,78.72340425531915,-163.6456413216787,-91.54859239983618,16,19,18,94.73684210526315,97.26296255033492,72.09704892184253,0.25,5,0.03125,-90.63436623293413,224.7560287387788,,-2.2207319418167226,9.781611044091587,0.9621861907765874,1.9173140226716123,5.0,38.34628045343224,0.03125,5.0,0.03125,6.918988182476935,82.75877902322092,
audit_pre,240,P03,189,151,79.8941798941799,52,54,140,92.71523178807946,-58.96761829667748,-78.96761829667749,-329.78145554848345,24.503311258278146,114,19.718309859154925,78.72340425531915,-163.6456413216787,-91.54859239983618,16,19,18,94.73684210526315,97.26296255033492,72.09704892184253,0.25,5,0.03125,-90.63436623293413,224.7560287387788,,-2.2207319418167226,9.781611044091587,0.9621861907765874,1.9173140226716123,5.0,38.34628045343224,0.03125,5.0,0.03125,6.918988182476935,82.75877902322092,
audit_pre,240,P04,189,179,94.70899470899471,54,54,167,93.29608938547486,-70.06141473004432,-90.06141473004433,-311.0226899046364,25.69832402234637,133,6.338028169014088,97.87234042553192,-179.91228462057876,-99.95263829640578,19,19,19,100.0,100.0,79.959646324173,0.25,5,0.03125,-72.31801432649378,231.6730035767342,,-3.192764504027912,10.721131134425443,0.9507007026981186,0.9452814604604232,3.0,18.905629209208463,0.21875,5.0,0.03125,-3.119627641100964,45.3739008120011,
holdout_review,240,P00,90,90,100.0,48,54,81,90.0,-34.61788260876785,-54.61788260876785,-136.22626387371884,37.77777777777778,56,0.0,100.0,-362.06507208487983,-18.765898601539327,14,9,9,100.0,100.0,343.29917348334055,0.125,3,0.125,122.78938783529091,461.3309885346712,,-0.9242312457451329,5.064146962889837,0.9907576875425487,,,,,,,,,
holdout_review,240,P01,90,75,83.33333333333333,45,54,67,89.33333333333333,-49.34724443676577,-69.34724443676578,-130.99503786889508,38.666666666666664,46,17.85714285714286,85.29411764705883,-366.94881168984875,-31.461595105838263,11,9,6,66.66666666666666,69.03369564858764,335.4872165840106,0.125,3,0.125,139.14533499919088,592.6518040258885,,-0.9737354719799418,4.43955386739513,0.989094378420392,-0.04950422623480888,2.0,-1.65014087449363,0.625,3.0,0.125,-88.05342192418796,48.994074578666556,
