i,stem,symbol,tip_idx,tip_time,max_conf,n_boxes,tip_spread,right_p50,owner_keep,owner_note,image
163,AXS_USDT_SWAP_22281,AXS_USDT_SWAP,22281,2026-01-21 16:15:00+00:00,0.1863,1,,,,,images/train/AXS_USDT_SWAP_22281.png
164,LDO_USDT_SWAP_6758,LDO_USDT_SWAP,6758,2025-08-13 01:45:00+00:00,0.2488,1,,,,,images/train/LDO_USDT_SWAP_6758.png
165,SIGN_USDT_SWAP_1731,SIGN_USDT_SWAP,1731,2025-06-21 18:00:00+00:00,0.1998,1,,,,,images/train/SIGN_USDT_SWAP_1731.png
166,APE_USDT_SWAP_19944,APE_USDT_SWAP,19944,2025-12-27 08:45:00+00:00,0.341,1,,,,,images/train/APE_USDT_SWAP_19944.png
167,RECALL_USDT_SWAP_8390,RECALL_USDT_SWAP,8390,2026-01-25 19:45:00+00:00,0.0601,1,,,,,images/train/RECALL_USDT_SWAP_8390.png
168,BCH_USDT_SWAP_12164,BCH_USDT_SWAP,12164,2025-10-08 08:45:00+00:00,0.1346,1,,,,,images/train/BCH_USDT_SWAP_12164.png
169,ATH_USDT_SWAP_19765,ATH_USDT_SWAP,19765,2025-12-26 11:00:00+00:00,0.2724,1,,,,,images/train/ATH_USDT_SWAP_19765.png
170,SIGN_USDT_SWAP_1997,SIGN_USDT_SWAP,1997,2025-06-24 12:30:00+00:00,0.05,1,,,,,images/train/SIGN_USDT_SWAP_1997.png
171,AUCTION_USDT_SWAP_3520,AUCTION_USDT_SWAP,3520,2025-07-10 06:00:00+00:00,0.0676,1,,,,,images/train/AUCTION_USDT_SWAP_3520.png
172,DYDX_USDT_SWAP_21299,DYDX_USDT_SWAP,21299,2026-01-11 11:45:00+00:00,0.3583,1,,,,,images/train/DYDX_USDT_SWAP_21299.png
173,ICX_USDT_SWAP_889,ICX_USDT_SWAP,889,2025-06-12 22:15:00+00:00,0.1421,1,,,,,images/train/ICX_USDT_SWAP_889.png
174,WAL_USDT_SWAP_1589,WAL_USDT_SWAP,1589,2025-06-20 07:00:00+00:00,0.1314,1,,,,,images/train/WAL_USDT_SWAP_1589.png
175,LDO_USDT_SWAP_6839,LDO_USDT_SWAP,6839,2025-08-13 22:00:00+00:00,0.0546,1,,,,,images/train/LDO_USDT_SWAP_6839.png
176,PENGU_USDT_SWAP_22090,PENGU_USDT_SWAP,22090,2026-01-18 18:00:00+00:00,0.0557,1,,,,,images/train/PENGU_USDT_SWAP_22090.png
177,RECALL_USDT_SWAP_8298,RECALL_USDT_SWAP,8298,2026-01-24 20:45:00+00:00,0.4126,1,,,,,images/train/RECALL_USDT_SWAP_8298.png
178,ATOM_USDT_SWAP_9086,ATOM_USDT_SWAP,9086,2025-09-05 06:15:00+00:00,0.3543,1,,,,,images/train/ATOM_USDT_SWAP_9086.png
179,ATH_USDT_SWAP_19825,ATH_USDT_SWAP,19825,2025-12-27 02:00:00+00:00,0.0561,1,,,,,images/train/ATH_USDT_SWAP_19825.png
180,APE_USDT_SWAP_19643,APE_USDT_SWAP,19643,2025-12-24 05:30:00+00:00,0.2469,1,,,,,images/train/APE_USDT_SWAP_19643.png
181,PENGU_USDT_SWAP_22064,PENGU_USDT_SWAP,22064,2026-01-18 11:30:00+00:00,0.1555,1,,,,,images/train/PENGU_USDT_SWAP_22064.png
182,STX_USDT_SWAP_17168,STX_USDT_SWAP,17168,2025-11-29 13:30:00+00:00,0.2938,1,,,,,images/train/STX_USDT_SWAP_17168.png
183,BREV_USDT_SWAP_545,BREV_USDT_SWAP,545,2026-01-05 05:15:00+00:00,0.2624,1,,,,,images/train/BREV_USDT_SWAP_545.png
184,DYDX_USDT_SWAP_21335,DYDX_USDT_SWAP,21335,2026-01-11 20:45:00+00:00,0.1638,1,,,,,images/train/DYDX_USDT_SWAP_21335.png
185,GPS_USDT_SWAP_14784,GPS_USDT_SWAP,14784,2025-11-04 15:45:00+00:00,0.2709,1,,,,,images/train/GPS_USDT_SWAP_14784.png
186,ACH_USDT_SWAP_15869,ACH_USDT_SWAP,15869,2025-11-15 20:30:00+00:00,0.1576,1,,,,,images/train/ACH_USDT_SWAP_15869.png
187,BCH_USDT_SWAP_12307,BCH_USDT_SWAP,12307,2025-10-09 20:30:00+00:00,0.1596,1,,,,,images/train/BCH_USDT_SWAP_12307.png
188,ZAMA_USDT_SWAP_1554,ZAMA_USDT_SWAP,1554,2026-01-25 19:00:00+00:00,0.0514,1,,,,,images/train/ZAMA_USDT_SWAP_1554.png
189,SIGN_USDT_SWAP_1978,SIGN_USDT_SWAP,1978,2025-06-24 07:45:00+00:00,0.2884,1,,,,,images/train/SIGN_USDT_SWAP_1978.png
190,LDO_USDT_SWAP_6693,LDO_USDT_SWAP,6693,2025-08-12 09:30:00+00:00,0.3075,1,,,,,images/train/LDO_USDT_SWAP_6693.png
191,ADA_USDT_SWAP_962,ADA_USDT_SWAP,962,2025-06-12 15:15:00+00:00,0.307,1,,,,,images/train/ADA_USDT_SWAP_962.png
192,APE_USDT_SWAP_19807,APE_USDT_SWAP,19807,2025-12-25 22:30:00+00:00,0.376,1,,,,,images/train/APE_USDT_SWAP_19807.png
193,DYDX_USDT_SWAP_21435,DYDX_USDT_SWAP,21435,2026-01-12 21:45:00+00:00,0.1714,1,,,,,images/train/DYDX_USDT_SWAP_21435.png
194,AEVO_USDT_SWAP_18831,AEVO_USDT_SWAP,18831,2025-12-16 17:15:00+00:00,0.3514,1,,,,,images/train/AEVO_USDT_SWAP_18831.png
195,BCH_USDT_SWAP_12462,BCH_USDT_SWAP,12462,2025-10-11 11:15:00+00:00,0.1692,1,,,,,images/train/BCH_USDT_SWAP_12462.png
196,ADA_USDT_SWAP_771,ADA_USDT_SWAP,771,2025-06-10 15:30:00+00:00,0.3244,1,,,,,images/train/ADA_USDT_SWAP_771.png
197,AEVO_USDT_SWAP_18912,AEVO_USDT_SWAP,18912,2025-12-17 13:30:00+00:00,0.1296,1,,,,,images/train/AEVO_USDT_SWAP_18912.png
198,BCH_USDT_SWAP_12125,BCH_USDT_SWAP,12125,2025-10-07 23:00:00+00:00,0.1982,1,,,,,images/train/BCH_USDT_SWAP_12125.png
199,VANA_USDT_SWAP_11039,VANA_USDT_SWAP,11039,2025-09-26 17:30:00+00:00,0.0547,1,,,,,images/train/VANA_USDT_SWAP_11039.png
200,STX_USDT_SWAP_17204,STX_USDT_SWAP,17204,2025-11-29 22:30:00+00:00,0.2437,1,,,,,images/train/STX_USDT_SWAP_17204.png
201,RECALL_USDT_SWAP_8218,RECALL_USDT_SWAP,8218,2026-01-24 00:45:00+00:00,0.3678,1,,,,,images/train/RECALL_USDT_SWAP_8218.png
202,ATOM_USDT_SWAP_8974,ATOM_USDT_SWAP,8974,2025-09-04 02:15:00+00:00,0.2988,1,,,,,images/train/ATOM_USDT_SWAP_8974.png
203,AEVO_USDT_SWAP_18876,AEVO_USDT_SWAP,18876,2025-12-17 04:30:00+00:00,0.2696,1,,,,,images/train/AEVO_USDT_SWAP_18876.png
204,VIRTUAL_USDT_SWAP_14589,VIRTUAL_USDT_SWAP,14589,2025-11-01 15:15:00+00:00,0.3046,1,,,,,images/train/VIRTUAL_USDT_SWAP_14589.png
205,AEVO_USDT_SWAP_18812,AEVO_USDT_SWAP,18812,2025-12-16 12:30:00+00:00,0.2076,1,,,,,images/train/AEVO_USDT_SWAP_18812.png
206,ATH_USDT_SWAP_19959,ATH_USDT_SWAP,19959,2025-12-28 11:30:00+00:00,0.1897,1,,,,,images/train/ATH_USDT_SWAP_19959.png
207,PENGU_USDT_SWAP_21872,PENGU_USDT_SWAP,21872,2026-01-16 11:30:00+00:00,0.1859,1,,,,,images/train/PENGU_USDT_SWAP_21872.png
208,AEVO_USDT_SWAP_18958,AEVO_USDT_SWAP,18958,2025-12-18 01:00:00+00:00,0.1879,1,,,,,images/train/AEVO_USDT_SWAP_18958.png
209,NEAR_USDT_SWAP_5524,NEAR_USDT_SWAP,5524,2025-07-30 04:30:00+00:00,0.3547,1,,,,,images/train/NEAR_USDT_SWAP_5524.png
210,DYDX_USDT_SWAP_21273,DYDX_USDT_SWAP,21273,2026-01-11 05:15:00+00:00,0.1555,1,,,,,images/train/DYDX_USDT_SWAP_21273.png
211,VIRTUAL_USDT_SWAP_14274,VIRTUAL_USDT_SWAP,14274,2025-10-29 08:30:00+00:00,0.247,1,,,,,images/train/VIRTUAL_USDT_SWAP_14274.png
212,RECALL_USDT_SWAP_8371,RECALL_USDT_SWAP,8371,2026-01-25 15:00:00+00:00,0.1645,1,,,,,images/train/RECALL_USDT_SWAP_8371.png
213,VANA_USDT_SWAP_11007,VANA_USDT_SWAP,11007,2025-09-26 09:30:00+00:00,0.2504,1,,,,,images/train/VANA_USDT_SWAP_11007.png
214,WAL_USDT_SWAP_1434,WAL_USDT_SWAP,1434,2025-06-18 16:15:00+00:00,0.078,1,,,,,images/train/WAL_USDT_SWAP_1434.png
215,BREV_USDT_SWAP_563,BREV_USDT_SWAP,563,2026-01-05 09:45:00+00:00,0.2726,1,,,,,images/train/BREV_USDT_SWAP_563.png
216,LINEA_USDT_SWAP_8607,LINEA_USDT_SWAP,8607,2025-11-30 05:45:00+00:00,0.0893,1,,,,,images/train/LINEA_USDT_SWAP_8607.png
217,SOPH_USDT_SWAP_15500,SOPH_USDT_SWAP,15500,2025-11-12 04:15:00+00:00,0.1722,1,,,,,images/train/SOPH_USDT_SWAP_15500.png
218,AEVO_USDT_SWAP_18930,AEVO_USDT_SWAP,18930,2025-12-17 18:00:00+00:00,0.1524,1,,,,,images/train/AEVO_USDT_SWAP_18930.png
219,GPS_USDT_SWAP_14806,GPS_USDT_SWAP,14806,2025-11-04 21:15:00+00:00,0.3256,1,,,,,images/train/GPS_USDT_SWAP_14806.png
220,ATH_USDT_SWAP_19888,ATH_USDT_SWAP,19888,2025-12-27 17:45:00+00:00,0.0996,1,,,,,images/train/ATH_USDT_SWAP_19888.png
221,ATOM_USDT_SWAP_9068,ATOM_USDT_SWAP,9068,2025-09-05 01:45:00+00:00,0.25,1,,,,,images/train/ATOM_USDT_SWAP_9068.png
222,APE_USDT_SWAP_19829,APE_USDT_SWAP,19829,2025-12-26 04:00:00+00:00,0.2697,1,,,,,images/train/APE_USDT_SWAP_19829.png
223,ICX_USDT_SWAP_829,ICX_USDT_SWAP,829,2025-06-12 07:15:00+00:00,0.0536,1,,,,,images/train/ICX_USDT_SWAP_829.png
224,VANA_USDT_SWAP_11133,VANA_USDT_SWAP,11133,2025-09-27 17:00:00+00:00,0.3662,1,,,,,images/train/VANA_USDT_SWAP_11133.png
225,STX_USDT_SWAP_17085,STX_USDT_SWAP,17085,2025-11-28 16:45:00+00:00,0.3713,1,,,,,images/train/STX_USDT_SWAP_17085.png
226,ACH_USDT_SWAP_16030,ACH_USDT_SWAP,16030,2025-11-17 12:45:00+00:00,0.3671,1,,,,,images/train/ACH_USDT_SWAP_16030.png
227,BREV_USDT_SWAP_325,BREV_USDT_SWAP,325,2026-01-02 22:15:00+00:00,0.3519,1,,,,,images/train/BREV_USDT_SWAP_325.png
228,VANA_USDT_SWAP_11158,VANA_USDT_SWAP,11158,2025-09-27 23:15:00+00:00,0.2427,1,,,,,images/train/VANA_USDT_SWAP_11158.png
229,LDO_USDT_SWAP_6857,LDO_USDT_SWAP,6857,2025-08-14 02:30:00+00:00,0.0535,1,,,,,images/train/LDO_USDT_SWAP_6857.png
230,ZIL_USDT_SWAP_22248,ZIL_USDT_SWAP,22248,2026-01-21 12:00:00+00:00,0.2904,1,,,,,images/train/ZIL_USDT_SWAP_22248.png
231,NOT_USDT_SWAP_17437,NOT_USDT_SWAP,17437,2025-12-02 08:00:00+00:00,0.3561,1,,,,,images/train/NOT_USDT_SWAP_17437.png
232,STX_USDT_SWAP_17222,STX_USDT_SWAP,17222,2025-11-30 03:00:00+00:00,0.3764,1,,,,,images/train/STX_USDT_SWAP_17222.png
233,VIRTUAL_USDT_SWAP_14428,VIRTUAL_USDT_SWAP,14428,2025-10-30 23:00:00+00:00,0.0952,1,,,,,images/train/VIRTUAL_USDT_SWAP_14428.png
234,SOPH_USDT_SWAP_15853,SOPH_USDT_SWAP,15853,2025-11-15 20:30:00+00:00,0.3482,1,,,,,images/train/SOPH_USDT_SWAP_15853.png
235,LDO_USDT_SWAP_6802,LDO_USDT_SWAP,6802,2025-08-13 12:45:00+00:00,0.339,1,,,,,images/train/LDO_USDT_SWAP_6802.png
236,LINEA_USDT_SWAP_8778,LINEA_USDT_SWAP,8778,2025-12-02 00:30:00+00:00,0.2427,1,,,,,images/train/LINEA_USDT_SWAP_8778.png
237,VANA_USDT_SWAP_10987,VANA_USDT_SWAP,10987,2025-09-26 04:30:00+00:00,0.0515,1,,,,,images/train/VANA_USDT_SWAP_10987.png
238,VANA_USDT_SWAP_10892,VANA_USDT_SWAP,10892,2025-09-25 04:45:00+00:00,0.0519,1,,,,,images/train/VANA_USDT_SWAP_10892.png
239,ATH_USDT_SWAP_19977,ATH_USDT_SWAP,19977,2025-12-28 16:00:00+00:00,0.3289,1,,,,,images/train/ATH_USDT_SWAP_19977.png
240,DYDX_USDT_SWAP_21137,DYDX_USDT_SWAP,21137,2026-01-09 19:15:00+00:00,0.3754,1,,,,,images/train/DYDX_USDT_SWAP_21137.png
241,WAL_USDT_SWAP_1549,WAL_USDT_SWAP,1549,2025-06-19 21:00:00+00:00,0.0835,1,,,,,images/train/WAL_USDT_SWAP_1549.png
242,XLM_USDT_SWAP_20133,XLM_USDT_SWAP,20133,2025-12-29 09:15:00+00:00,0.2415,1,,,,,images/train/XLM_USDT_SWAP_20133.png
243,BREV_USDT_SWAP_627,BREV_USDT_SWAP,627,2026-01-06 01:45:00+00:00,0.3363,1,,,,,images/train/BREV_USDT_SWAP_627.png
244,VANA_USDT_SWAP_11101,VANA_USDT_SWAP,11101,2025-09-27 09:00:00+00:00,0.1741,1,,,,,images/train/VANA_USDT_SWAP_11101.png
245,BCH_USDT_SWAP_12143,BCH_USDT_SWAP,12143,2025-10-08 03:30:00+00:00,0.2152,1,,,,,images/train/BCH_USDT_SWAP_12143.png
246,ZIL_USDT_SWAP_22321,ZIL_USDT_SWAP,22321,2026-01-22 06:15:00+00:00,0.3778,1,,,,,images/train/ZIL_USDT_SWAP_22321.png
247,RECALL_USDT_SWAP_8154,RECALL_USDT_SWAP,8154,2026-01-23 08:45:00+00:00,0.1261,1,,,,,images/train/RECALL_USDT_SWAP_8154.png
248,AUCTION_USDT_SWAP_3723,AUCTION_USDT_SWAP,3723,2025-07-12 08:45:00+00:00,0.2857,1,,,,,images/train/AUCTION_USDT_SWAP_3723.png
249,ZAMA_USDT_SWAP_1797,ZAMA_USDT_SWAP,1797,2026-01-28 07:45:00+00:00,0.3148,1,,,,,images/train/ZAMA_USDT_SWAP_1797.png
250,ATH_USDT_SWAP_19870,ATH_USDT_SWAP,19870,2025-12-27 13:15:00+00:00,0.2145,1,,,,,images/train/ATH_USDT_SWAP_19870.png
251,W_USDT_SWAP_23204,W_USDT_SWAP,23204,2026-01-31 10:45:00+00:00,0.0512,1,,,,,images/train/W_USDT_SWAP_23204.png
252,BREV_USDT_SWAP_527,BREV_USDT_SWAP,527,2026-01-05 00:45:00+00:00,0.1591,1,,,,,images/train/BREV_USDT_SWAP_527.png
253,APE_USDT_SWAP_19901,APE_USDT_SWAP,19901,2025-12-26 22:00:00+00:00,0.3322,1,,,,,images/train/APE_USDT_SWAP_19901.png
254,AUCTION_USDT_SWAP_3771,AUCTION_USDT_SWAP,3771,2025-07-12 20:45:00+00:00,0.3802,1,,,,,images/train/AUCTION_USDT_SWAP_3771.png
255,RECALL_USDT_SWAP_8048,RECALL_USDT_SWAP,8048,2026-01-22 06:15:00+00:00,0.0553,1,,,,,images/train/RECALL_USDT_SWAP_8048.png
256,BREV_USDT_SWAP_343,BREV_USDT_SWAP,343,2026-01-03 02:45:00+00:00,0.3427,1,,,,,images/train/BREV_USDT_SWAP_343.png
257,AXS_USDT_SWAP_22151,AXS_USDT_SWAP,22151,2026-01-20 07:45:00+00:00,0.1017,1,,,,,images/train/AXS_USDT_SWAP_22151.png
258,ICX_USDT_SWAP_1087,ICX_USDT_SWAP,1087,2025-06-14 23:45:00+00:00,0.0938,1,,,,,images/train/ICX_USDT_SWAP_1087.png
259,ICX_USDT_SWAP_809,ICX_USDT_SWAP,809,2025-06-12 02:15:00+00:00,0.1718,1,,,,,images/train/ICX_USDT_SWAP_809.png
260,W_USDT_SWAP_22848,W_USDT_SWAP,22848,2026-01-27 17:45:00+00:00,0.3593,1,,,,,images/train/W_USDT_SWAP_22848.png
261,ATOM_USDT_SWAP_9173,ATOM_USDT_SWAP,9173,2025-09-06 04:00:00+00:00,0.351,1,,,,,images/train/ATOM_USDT_SWAP_9173.png
262,ACH_USDT_SWAP_15769,ACH_USDT_SWAP,15769,2025-11-14 19:30:00+00:00,0.232,1,,,,,images/train/ACH_USDT_SWAP_15769.png
263,VIRTUAL_USDT_SWAP_14294,VIRTUAL_USDT_SWAP,14294,2025-10-29 13:30:00+00:00,0.3206,1,,,,,images/train/VIRTUAL_USDT_SWAP_14294.png
264,LDO_USDT_SWAP_6675,LDO_USDT_SWAP,6675,2025-08-12 05:00:00+00:00,0.0718,1,,,,,images/train/LDO_USDT_SWAP_6675.png
265,XLM_USDT_SWAP_20151,XLM_USDT_SWAP,20151,2025-12-29 13:45:00+00:00,0.1235,1,,,,,images/train/XLM_USDT_SWAP_20151.png
266,ARB_USDT_SWAP_21411,ARB_USDT_SWAP,21411,2026-01-11 15:30:00+00:00,0.3808,1,,,,,images/train/ARB_USDT_SWAP_21411.png
267,LDO_USDT_SWAP_6875,LDO_USDT_SWAP,6875,2025-08-14 07:00:00+00:00,0.1639,1,,,,,images/train/LDO_USDT_SWAP_6875.png
268,VIRTUAL_USDT_SWAP_14255,VIRTUAL_USDT_SWAP,14255,2025-10-29 03:45:00+00:00,0.367,1,,,,,images/train/VIRTUAL_USDT_SWAP_14255.png
269,BCH_USDT_SWAP_12283,BCH_USDT_SWAP,12283,2025-10-09 14:30:00+00:00,0.3904,1,,,,,images/train/BCH_USDT_SWAP_12283.png
270,VIRTUAL_USDT_SWAP_14314,VIRTUAL_USDT_SWAP,14314,2025-10-29 18:30:00+00:00,0.3433,1,,,,,images/train/VIRTUAL_USDT_SWAP_14314.png
271,ADA_USDT_SWAP_942,ADA_USDT_SWAP,942,2025-06-12 10:15:00+00:00,0.0793,1,,,,,images/train/ADA_USDT_SWAP_942.png
272,ARB_USDT_SWAP_21016,ARB_USDT_SWAP,21016,2026-01-07 12:45:00+00:00,0.3106,1,,,,,images/train/ARB_USDT_SWAP_21016.png
273,SOPH_USDT_SWAP_15650,SOPH_USDT_SWAP,15650,2025-11-13 17:45:00+00:00,0.1965,1,,,,,images/train/SOPH_USDT_SWAP_15650.png
274,AXS_USDT_SWAP_22182,AXS_USDT_SWAP,22182,2026-01-20 15:30:00+00:00,0.2286,1,,,,,images/train/AXS_USDT_SWAP_22182.png
275,AUCTION_USDT_SWAP_3544,AUCTION_USDT_SWAP,3544,2025-07-10 12:00:00+00:00,0.312,1,,,,,images/train/AUCTION_USDT_SWAP_3544.png
276,SOPH_USDT_SWAP_15894,SOPH_USDT_SWAP,15894,2025-11-16 06:45:00+00:00,0.3488,1,,,,,images/train/SOPH_USDT_SWAP_15894.png
277,WAL_USDT_SWAP_1607,WAL_USDT_SWAP,1607,2025-06-20 11:30:00+00:00,0.0938,1,,,,,images/train/WAL_USDT_SWAP_1607.png
278,LINEA_USDT_SWAP_8986,LINEA_USDT_SWAP,8986,2025-12-04 04:30:00+00:00,0.3167,1,,,,,images/train/LINEA_USDT_SWAP_8986.png
279,LDO_USDT_SWAP_6897,LDO_USDT_SWAP,6897,2025-08-14 12:30:00+00:00,0.1739,1,,,,,images/train/LDO_USDT_SWAP_6897.png
280,ZAMA_USDT_SWAP_1779,ZAMA_USDT_SWAP,1779,2026-01-28 03:15:00+00:00,0.2681,1,,,,,images/train/ZAMA_USDT_SWAP_1779.png
281,AEVO_USDT_SWAP_19047,AEVO_USDT_SWAP,19047,2025-12-18 23:15:00+00:00,0.0751,1,,,,,images/train/AEVO_USDT_SWAP_19047.png
282,ZIL_USDT_SWAP_21992,ZIL_USDT_SWAP,21992,2026-01-18 20:00:00+00:00,0.1667,1,,,,,images/train/ZIL_USDT_SWAP_21992.png
283,ARB_USDT_SWAP_21269,ARB_USDT_SWAP,21269,2026-01-10 04:00:00+00:00,0.2329,1,,,,,images/train/ARB_USDT_SWAP_21269.png
284,AXS_USDT_SWAP_22119,AXS_USDT_SWAP,22119,2026-01-19 23:45:00+00:00,0.074,1,,,,,images/train/AXS_USDT_SWAP_22119.png
285,ATH_USDT_SWAP_19783,ATH_USDT_SWAP,19783,2025-12-26 15:30:00+00:00,0.2813,1,,,,,images/train/ATH_USDT_SWAP_19783.png
286,RECALL_USDT_SWAP_8316,RECALL_USDT_SWAP,8316,2026-01-25 01:15:00+00:00,0.2369,1,,,,,images/train/RECALL_USDT_SWAP_8316.png
287,PENGU_USDT_SWAP_22275,PENGU_USDT_SWAP,22275,2026-01-20 16:15:00+00:00,0.3559,1,,,,,images/train/PENGU_USDT_SWAP_22275.png
288,ZAMA_USDT_SWAP_1512,ZAMA_USDT_SWAP,1512,2026-01-25 08:30:00+00:00,0.0519,1,,,,,images/train/ZAMA_USDT_SWAP_1512.png
289,LDO_USDT_SWAP_6915,LDO_USDT_SWAP,6915,2025-08-14 17:00:00+00:00,0.3027,1,,,,,images/train/LDO_USDT_SWAP_6915.png
290,NOT_USDT_SWAP_17288,NOT_USDT_SWAP,17288,2025-11-30 18:45:00+00:00,0.213,1,,,,,images/train/NOT_USDT_SWAP_17288.png
291,LDO_USDT_SWAP_6820,LDO_USDT_SWAP,6820,2025-08-13 17:15:00+00:00,0.2139,1,,,,,images/train/LDO_USDT_SWAP_6820.png
292,GPS_USDT_SWAP_14935,GPS_USDT_SWAP,14935,2025-11-06 05:30:00+00:00,0.2405,1,,,,,images/train/GPS_USDT_SWAP_14935.png
293,NOT_USDT_SWAP_17270,NOT_USDT_SWAP,17270,2025-11-30 14:15:00+00:00,0.2898,1,,,,,images/train/NOT_USDT_SWAP_17270.png
294,SOPH_USDT_SWAP_15810,SOPH_USDT_SWAP,15810,2025-11-15 09:45:00+00:00,0.2395,1,,,,,images/train/SOPH_USDT_SWAP_15810.png
295,SOPH_USDT_SWAP_15632,SOPH_USDT_SWAP,15632,2025-11-13 13:15:00+00:00,0.3131,1,,,,,images/train/SOPH_USDT_SWAP_15632.png
296,SIGN_USDT_SWAP_1786,SIGN_USDT_SWAP,1786,2025-06-22 07:45:00+00:00,0.0519,1,,,,,images/train/SIGN_USDT_SWAP_1786.png
297,GPS_USDT_SWAP_14748,GPS_USDT_SWAP,14748,2025-11-04 06:45:00+00:00,0.0684,1,,,,,images/train/GPS_USDT_SWAP_14748.png
298,ZIL_USDT_SWAP_22266,ZIL_USDT_SWAP,22266,2026-01-21 16:30:00+00:00,0.3576,1,,,,,images/train/ZIL_USDT_SWAP_22266.png
299,ATOM_USDT_SWAP_9049,ATOM_USDT_SWAP,9049,2025-09-04 21:00:00+00:00,0.2045,1,,,,,images/train/ATOM_USDT_SWAP_9049.png
300,LINEA_USDT_SWAP_8717,LINEA_USDT_SWAP,8717,2025-12-01 09:15:00+00:00,0.0546,1,,,,,images/train/LINEA_USDT_SWAP_8717.png
301,NEAR_USDT_SWAP_5359,NEAR_USDT_SWAP,5359,2025-07-28 11:15:00+00:00,0.3023,1,,,,,images/train/NEAR_USDT_SWAP_5359.png
302,AUCTION_USDT_SWAP_3705,AUCTION_USDT_SWAP,3705,2025-07-12 04:15:00+00:00,0.1668,1,,,,,images/train/AUCTION_USDT_SWAP_3705.png
303,SOPH_USDT_SWAP_15578,SOPH_USDT_SWAP,15578,2025-11-12 23:45:00+00:00,0.2949,1,,,,,images/train/SOPH_USDT_SWAP_15578.png
304,LDO_USDT_SWAP_6654,LDO_USDT_SWAP,6654,2025-08-11 23:45:00+00:00,0.0752,1,,,,,images/train/LDO_USDT_SWAP_6654.png
305,XLM_USDT_SWAP_20073,XLM_USDT_SWAP,20073,2025-12-28 18:15:00+00:00,0.3482,1,,,,,images/train/XLM_USDT_SWAP_20073.png
306,LINEA_USDT_SWAP_8736,LINEA_USDT_SWAP,8736,2025-12-01 14:00:00+00:00,0.0731,1,,,,,images/train/LINEA_USDT_SWAP_8736.png
307,SOPH_USDT_SWAP_15756,SOPH_USDT_SWAP,15756,2025-11-14 20:15:00+00:00,0.3356,1,,,,,images/train/SOPH_USDT_SWAP_15756.png
308,ADA_USDT_SWAP_731,ADA_USDT_SWAP,731,2025-06-10 05:30:00+00:00,0.0599,1,,,,,images/train/ADA_USDT_SWAP_731.png
309,ZAMA_USDT_SWAP_1642,ZAMA_USDT_SWAP,1642,2026-01-26 17:00:00+00:00,0.1537,1,,,,,images/train/ZAMA_USDT_SWAP_1642.png
310,VIRTUAL_USDT_SWAP_14332,VIRTUAL_USDT_SWAP,14332,2025-10-29 23:00:00+00:00,0.1823,1,,,,,images/train/VIRTUAL_USDT_SWAP_14332.png
311,LINEA_USDT_SWAP_8922,LINEA_USDT_SWAP,8922,2025-12-03 12:30:00+00:00,0.2882,1,,,,,images/train/LINEA_USDT_SWAP_8922.png
312,VIRTUAL_USDT_SWAP_14410,VIRTUAL_USDT_SWAP,14410,2025-10-30 18:30:00+00:00,0.0582,1,,,,,images/train/VIRTUAL_USDT_SWAP_14410.png
313,AEVO_USDT_SWAP_19022,AEVO_USDT_SWAP,19022,2025-12-18 17:00:00+00:00,0.3643,1,,,,,images/train/AEVO_USDT_SWAP_19022.png
314,RECALL_USDT_SWAP_8179,RECALL_USDT_SWAP,8179,2026-01-23 15:00:00+00:00,0.1637,1,,,,,images/train/RECALL_USDT_SWAP_8179.png
315,SIGN_USDT_SWAP_1906,SIGN_USDT_SWAP,1906,2025-06-23 13:45:00+00:00,0.1728,1,,,,,images/train/SIGN_USDT_SWAP_1906.png
316,GPS_USDT_SWAP_14824,GPS_USDT_SWAP,14824,2025-11-05 01:45:00+00:00,0.105,1,,,,,images/train/GPS_USDT_SWAP_14824.png
317,W_USDT_SWAP_22789,W_USDT_SWAP,22789,2026-01-27 03:00:00+00:00,0.3883,1,,,,,images/train/W_USDT_SWAP_22789.png
318,APE_USDT_SWAP_19680,APE_USDT_SWAP,19680,2025-12-24 14:45:00+00:00,0.1438,1,,,,,images/train/APE_USDT_SWAP_19680.png
319,ACH_USDT_SWAP_16003,ACH_USDT_SWAP,16003,2025-11-17 06:00:00+00:00,0.2704,1,,,,,images/train/ACH_USDT_SWAP_16003.png
320,VIRTUAL_USDT_SWAP_14496,VIRTUAL_USDT_SWAP,14496,2025-10-31 16:00:00+00:00,0.1412,1,,,,,images/train/VIRTUAL_USDT_SWAP_14496.png
321,ICX_USDT_SWAP_1198,ICX_USDT_SWAP,1198,2025-06-16 03:30:00+00:00,0.1782,1,,,,,images/train/ICX_USDT_SWAP_1198.png
322,ICX_USDT_SWAP_1160,ICX_USDT_SWAP,1160,2025-06-15 18:00:00+00:00,0.0765,1,,,,,images/train/ICX_USDT_SWAP_1160.png
323,NOT_USDT_SWAP_17233,NOT_USDT_SWAP,17233,2025-11-30 05:00:00+00:00,0.3658,1,,,,,images/train/NOT_USDT_SWAP_17233.png
324,GPS_USDT_SWAP_14971,GPS_USDT_SWAP,14971,2025-11-06 14:30:00+00:00,0.2935,1,,,,,images/train/GPS_USDT_SWAP_14971.png
325,DYDX_USDT_SWAP_21354,DYDX_USDT_SWAP,21354,2026-01-12 01:30:00+00:00,0.3168,1,,,,,images/train/DYDX_USDT_SWAP_21354.png
