trade_key,symbol,timeframe,signal_i,signal_bar_open,arm,status,baseline_risk_frac,entry_i,entry_time,entry_price,initial_stop,initial_risk,initial_risk_frac,exit_i,exit_time,exit_price,exit_reason,gross_return,net_return,gross_r,net_r,censored,mfe_r,net_r_on_baseline_risk,signal_close,period,month,net_bp,gross_bp,figure,serial_status,serial_taken
binance_um:MKRUSDT:15m:box_any:4001,MKRUSDT,15m,4001,2024-10-06 01:15:00+00:00,parent_stop,closed,0.0112528132033006,4002.0,2024-10-06 01:30:00+00:00,1466.3,1443.2,23.09999999999991,0.015753938484621,4128.0,2024-10-07 09:00:00+00:00,1443.2,initial_stop,-0.0157539384846211,-0.0177539384846211,-1.000000000000003,-1.1269523809523847,False,1.5367965367965428,-1.5777333333333543,2024-10-06 01:30:00+00:00,earlier,2024-10,-177.539384846211,-157.539384846211,3,closed,True
binance_um:MKRUSDT:15m:box_any:4001,MKRUSDT,15m,4001,2024-10-06 01:15:00+00:00,wick_arm,closed,0.0112528132033006,4002.0,2024-10-06 01:30:00+00:00,1466.3,1449.8000000000002,16.499999999999773,0.0112528132033006,4083.0,2024-10-06 21:45:00+00:00,1449.8000000000002,initial_stop,-0.0112528132033006,-0.0132528132033006,-0.999999999999996,-1.1777333333333322,False,0.62424242424243,-1.1777333333333322,2024-10-06 01:30:00+00:00,earlier,2024-10,-132.52813203300602,-112.528132033006,3,closed,True
binance_um:RIFUSDT:15m:box_any:7076,RIFUSDT,15m,7076,2024-11-07 02:00:00+00:00,age6,rejected_age6,0.0135342971393417,,,,,,,,,,,0.0,0.0,,,,,0.0,2024-11-07 02:15:00+00:00,earlier,2024-11,0.0,0.0,4,,False
binance_um:RIFUSDT:15m:box_any:7076,RIFUSDT,15m,7076,2024-11-07 02:00:00+00:00,baseline,closed,0.0135342971393417,7077.0,2024-11-07 02:15:00+00:00,0.09753,0.09621,0.00132,0.0135342971393417,7094.0,2024-11-07 06:30:00+00:00,0.09621,initial_stop,-0.0135342971393417,-0.0155342971393417,-0.9999999999999982,-1.1477727272727254,False,3.2803030303030263,-1.1477727272727254,2024-11-07 02:15:00+00:00,earlier,2024-11,-155.342971393417,-135.342971393417,4,closed,True
binance_um:RIFUSDT:15m:box_any:7076,RIFUSDT,15m,7076,2024-11-07 02:00:00+00:00,parent_stop,closed,0.0135342971393417,7077.0,2024-11-07 02:15:00+00:00,0.09753,0.08118,0.01635,0.1676407259304829,7176.0,2024-11-08 03:00:00+00:00,0.09655,opposite_v6_next_open,-0.0100481903004204,-0.0120481903004204,-0.0599388379204898,-0.0718691131498476,False,0.2648318042813455,-0.8901969696969758,2024-11-07 02:15:00+00:00,earlier,2024-11,-120.481903004204,-100.481903004204,4,closed,True
binance_um:RIFUSDT:15m:box_any:7076,RIFUSDT,15m,7076,2024-11-07 02:00:00+00:00,wick_arm,closed,0.0135342971393417,7077.0,2024-11-07 02:15:00+00:00,0.09753,0.09621,0.00132,0.0135342971393417,7094.0,2024-11-07 06:30:00+00:00,0.09621,initial_stop,-0.0135342971393417,-0.0155342971393417,-0.9999999999999982,-1.1477727272727254,False,3.2803030303030263,-1.1477727272727254,2024-11-07 02:15:00+00:00,earlier,2024-11,-155.342971393417,-135.342971393417,4,closed,True
binance_um:ADAUSDT:15m:box_any:8301,ADAUSDT,15m,8301,2024-11-19 20:15:00+00:00,age6,closed,0.0215096331485879,8302.0,2024-11-19 20:30:00+00:00,0.7578,0.7415,0.0162999999999999,0.0215096331485879,8304.0,2024-11-19 21:00:00+00:00,0.7415,initial_stop,-0.021509633148588,-0.023509633148588,-1.0000000000000004,-1.0929815950920252,False,0.1104294478527623,-1.0929815950920252,2024-11-19 20:30:00+00:00,earlier,2024-11,-235.09633148588003,-215.09633148588,5,closed,True
binance_um:ADAUSDT:15m:box_any:8301,ADAUSDT,15m,8301,2024-11-19 20:15:00+00:00,baseline,closed,0.0215096331485879,8302.0,2024-11-19 20:30:00+00:00,0.7578,0.7415,0.0162999999999999,0.0215096331485879,8304.0,2024-11-19 21:00:00+00:00,0.7415,initial_stop,-0.021509633148588,-0.023509633148588,-1.0000000000000004,-1.0929815950920252,False,0.1104294478527623,-1.0929815950920252,2024-11-19 20:30:00+00:00,earlier,2024-11,-235.09633148588003,-215.09633148588,5,closed,True
binance_um:ADAUSDT:15m:box_any:8301,ADAUSDT,15m,8301,2024-11-19 20:15:00+00:00,parent_stop,closed,0.0215096331485879,8302.0,2024-11-19 20:30:00+00:00,0.7578,0.7302000000000001,0.0275999999999999,0.0364212193190814,8305.0,2024-11-19 21:15:00+00:00,0.7302000000000001,initial_stop,-0.0364212193190814,-0.0384212193190814,-0.9999999999999998,-1.0549130434782608,False,0.0652173913043487,-1.7862331288343551,2024-11-19 20:30:00+00:00,earlier,2024-11,-384.212193190814,-364.212193190814,5,closed,True
binance_um:ADAUSDT:15m:box_any:8301,ADAUSDT,15m,8301,2024-11-19 20:15:00+00:00,wick_arm,closed,0.0215096331485879,8302.0,2024-11-19 20:30:00+00:00,0.7578,0.7415,0.0162999999999999,0.0215096331485879,8304.0,2024-11-19 21:00:00+00:00,0.7415,initial_stop,-0.021509633148588,-0.023509633148588,-1.0000000000000004,-1.0929815950920252,False,0.1104294478527623,-1.0929815950920252,2024-11-19 20:30:00+00:00,earlier,2024-11,-235.09633148588003,-215.09633148588,5,closed,True
binance_um:MANAUSDT:15m:box_any:8462,MANAUSDT,15m,8462,2024-11-21 12:30:00+00:00,age6,closed,0.0478547050219404,8463.0,2024-11-21 12:45:00+00:00,0.4102,0.39057,0.0196299999999999,0.0478547050219404,8749.0,2024-11-24 12:15:00+00:00,0.62458,trailing_stop,0.5226231106777182,0.5206231106777182,10.921039225674996,10.879246051961294,False,16.184411614875206,10.879246051961294,2024-11-21 12:45:00+00:00,earlier,2024-11,5206.231106777182,5226.231106777182,6,closed,True
binance_um:MANAUSDT:15m:box_any:8462,MANAUSDT,15m,8462,2024-11-21 12:30:00+00:00,baseline,closed,0.0478547050219404,8463.0,2024-11-21 12:45:00+00:00,0.4102,0.39057,0.0196299999999999,0.0478547050219404,8749.0,2024-11-24 12:15:00+00:00,0.62458,trailing_stop,0.5226231106777182,0.5206231106777182,10.921039225674996,10.879246051961294,False,16.184411614875206,10.879246051961294,2024-11-21 12:45:00+00:00,earlier,2024-11,5206.231106777182,5226.231106777182,6,closed,True
binance_um:MANAUSDT:15m:box_any:8462,MANAUSDT,15m,8462,2024-11-21 12:30:00+00:00,parent_stop,closed,0.0478547050219404,8463.0,2024-11-21 12:45:00+00:00,0.4102,0.388,0.0221999999999999,0.0541199414919551,8749.0,2024-11-24 12:15:00+00:00,0.62458,trailing_stop,0.5226231106777182,0.5206231106777182,9.656756756756758,9.619801801801804,False,14.310810810810812,10.879246051961294,2024-11-21 12:45:00+00:00,earlier,2024-11,5206.231106777182,5226.231106777182,6,closed,True
binance_um:MANAUSDT:15m:box_any:8462,MANAUSDT,15m,8462,2024-11-21 12:30:00+00:00,wick_arm,closed,0.0478547050219404,8463.0,2024-11-21 12:45:00+00:00,0.4102,0.39057,0.0196299999999999,0.0478547050219404,8749.0,2024-11-24 12:15:00+00:00,0.62458,trailing_stop,0.5226231106777182,0.5206231106777182,10.921039225674996,10.879246051961294,False,16.184411614875206,10.879246051961294,2024-11-21 12:45:00+00:00,earlier,2024-11,5206.231106777182,5226.231106777182,6,closed,True
binance_um:SAGAUSDT:15m:box_any:11566,SAGAUSDT,15m,11566,2024-12-23 20:30:00+00:00,age6,closed,0.0286066502298926,11567.0,2024-12-23 20:45:00+00:00,1.5007,1.45777,0.0429299999999999,0.0286066502298926,11660.0,2024-12-24 20:00:00+00:00,1.5335100000000002,trailing_stop,0.0218631305390819,0.0198631305390819,0.7642674120661624,0.6943535988819087,False,2.1500116468669983,0.6943535988819087,2024-12-23 20:45:00+00:00,earlier,2024-12,198.631305390819,218.631305390819,7,closed,True
binance_um:SAGAUSDT:15m:box_any:11566,SAGAUSDT,15m,11566,2024-12-23 20:30:00+00:00,baseline,closed,0.0286066502298926,11567.0,2024-12-23 20:45:00+00:00,1.5007,1.45777,0.0429299999999999,0.0286066502298926,11660.0,2024-12-24 20:00:00+00:00,1.5335100000000002,trailing_stop,0.0218631305390819,0.0198631305390819,0.7642674120661624,0.6943535988819087,False,2.1500116468669983,0.6943535988819087,2024-12-23 20:45:00+00:00,earlier,2024-12,198.631305390819,218.631305390819,7,closed,True
binance_um:SAGAUSDT:15m:box_any:11566,SAGAUSDT,15m,11566,2024-12-23 20:30:00+00:00,parent_stop,closed,0.0286066502298926,11567.0,2024-12-23 20:45:00+00:00,1.5007,1.42859,0.0721099999999999,0.0480509095755313,11725.0,2024-12-25 12:15:00+00:00,1.5258,opposite_v6_next_open,0.0167255280868927,0.0147255280868927,0.3480793232561364,0.3064568021078906,False,1.2799889058383052,0.5147589098532496,2024-12-23 20:45:00+00:00,earlier,2024-12,147.255280868927,167.255280868927,7,closed,True
binance_um:SAGAUSDT:15m:box_any:11566,SAGAUSDT,15m,11566,2024-12-23 20:30:00+00:00,wick_arm,closed,0.0286066502298926,11567.0,2024-12-23 20:45:00+00:00,1.5007,1.45777,0.0429299999999999,0.0286066502298926,11660.0,2024-12-24 20:00:00+00:00,1.5335100000000002,trailing_stop,0.0218631305390819,0.0198631305390819,0.7642674120661624,0.6943535988819087,False,2.1500116468669983,0.6943535988819087,2024-12-23 20:45:00+00:00,earlier,2024-12,198.631305390819,218.631305390819,7,closed,True
binance_um:RAYSOLUSDT:15m:box_any:5672,RAYSOLUSDT,15m,5672,2025-02-07 14:00:00+00:00,age6,closed,0.0593211245439587,5673.0,2025-02-07 14:15:00+00:00,5.5916,5.2599,0.3316999999999996,0.0593211245439587,5683.0,2025-02-07 16:45:00+00:00,5.2599,initial_stop,-0.0593211245439587,-0.0613211245439587,-1.0000000000000009,-1.0337148025324094,False,0.3837805245703952,-1.0337148025324094,2025-02-07 14:15:00+00:00,earlier,2025-02,-613.2112454395871,-593.2112454395871,8,closed,True
binance_um:RAYSOLUSDT:15m:box_any:5672,RAYSOLUSDT,15m,5672,2025-02-07 14:00:00+00:00,baseline,closed,0.0593211245439587,5673.0,2025-02-07 14:15:00+00:00,5.5916,5.2599,0.3316999999999996,0.0593211245439587,5683.0,2025-02-07 16:45:00+00:00,5.2599,initial_stop,-0.0593211245439587,-0.0613211245439587,-1.0000000000000009,-1.0337148025324094,False,0.3837805245703952,-1.0337148025324094,2025-02-07 14:15:00+00:00,earlier,2025-02,-613.2112454395871,-593.2112454395871,8,closed,True
binance_um:RAYSOLUSDT:15m:box_any:5672,RAYSOLUSDT,15m,5672,2025-02-07 14:00:00+00:00,parent_stop,closed,0.0593211245439587,5673.0,2025-02-07 14:15:00+00:00,5.5916,5.2599,0.3316999999999996,0.0593211245439587,5683.0,2025-02-07 16:45:00+00:00,5.2599,initial_stop,-0.0593211245439587,-0.0613211245439587,-1.0000000000000009,-1.0337148025324094,False,0.3837805245703952,-1.0337148025324094,2025-02-07 14:15:00+00:00,earlier,2025-02,-613.2112454395871,-593.2112454395871,8,closed,True
binance_um:RAYSOLUSDT:15m:box_any:5672,RAYSOLUSDT,15m,5672,2025-02-07 14:00:00+00:00,wick_arm,closed,0.0593211245439587,5673.0,2025-02-07 14:15:00+00:00,5.5916,5.2599,0.3316999999999996,0.0593211245439587,5683.0,2025-02-07 16:45:00+00:00,5.2599,initial_stop,-0.0593211245439587,-0.0613211245439587,-1.0000000000000009,-1.0337148025324094,False,0.3837805245703952,-1.0337148025324094,2025-02-07 14:15:00+00:00,earlier,2025-02,-613.2112454395871,-593.2112454395871,8,closed,True
binance_um:MYROUSDT:15m:box_any:16064,MYROUSDT,15m,16064,2025-02-08 17:00:00+00:00,age6,rejected_age6,0.0505857294994674,,,,,,,,,,,0.0,0.0,,,,,0.0,2025-02-08 17:15:00+00:00,earlier,2025-02,0.0,0.0,9,,False
binance_um:MYROUSDT:15m:box_any:16064,MYROUSDT,15m,16064,2025-02-08 17:00:00+00:00,baseline,closed,0.0505857294994674,16065.0,2025-02-08 17:15:00+00:00,0.01878,0.01783,0.0009499999999999,0.0505857294994674,16164.0,2025-02-09 18:00:00+00:00,0.01825,opposite_v6_next_open,-0.0282215122470714,-0.0302215122470714,-0.5578947368421081,-0.5974315789473713,False,0.6210526315789443,-0.5974315789473713,2025-02-08 17:15:00+00:00,earlier,2025-02,-302.215122470714,-282.215122470714,9,closed,True
binance_um:MYROUSDT:15m:box_any:16064,MYROUSDT,15m,16064,2025-02-08 17:00:00+00:00,parent_stop,closed,0.0505857294994674,16065.0,2025-02-08 17:15:00+00:00,0.01878,0.01744,0.00134,0.0713525026624068,16164.0,2025-02-09 18:00:00+00:00,0.01825,opposite_v6_next_open,-0.0282215122470714,-0.0302215122470714,-0.3955223880597029,-0.4235522388059716,False,0.4402985074626838,-0.5974315789473713,2025-02-08 17:15:00+00:00,earlier,2025-02,-302.215122470714,-282.215122470714,9,closed,True
binance_um:MYROUSDT:15m:box_any:16064,MYROUSDT,15m,16064,2025-02-08 17:00:00+00:00,wick_arm,closed,0.0505857294994674,16065.0,2025-02-08 17:15:00+00:00,0.01878,0.01783,0.0009499999999999,0.0505857294994674,16164.0,2025-02-09 18:00:00+00:00,0.01825,opposite_v6_next_open,-0.0282215122470714,-0.0302215122470714,-0.5578947368421081,-0.5974315789473713,False,0.6210526315789443,-0.5974315789473713,2025-02-08 17:15:00+00:00,earlier,2025-02,-302.215122470714,-282.215122470714,9,closed,True
binance_um:DIAUSDT:15m:box_any:13165,DIAUSDT,15m,13165,2025-02-16 15:45:00+00:00,age6,rejected_age6,0.0148524158676443,,,,,,,,,,,0.0,0.0,,,,,0.0,2025-02-16 16:00:00+00:00,earlier,2025-02,0.0,0.0,10,,False
binance_um:DIAUSDT:15m:box_any:13165,DIAUSDT,15m,13165,2025-02-16 15:45:00+00:00,baseline,closed,0.0148524158676443,13166.0,2025-02-16 16:00:00+00:00,0.5319,0.524,0.0079,0.0148524158676443,13172.0,2025-02-16 17:30:00+00:00,0.524,initial_stop,-0.0148524158676442,-0.0168524158676443,-0.999999999999998,-1.134658227848099,False,0.1139240506329126,-1.134658227848099,2025-02-16 16:00:00+00:00,earlier,2025-02,-168.524158676443,-148.524158676442,10,closed,True
binance_um:DIAUSDT:15m:box_any:13165,DIAUSDT,15m,13165,2025-02-16 15:45:00+00:00,parent_stop,closed,0.0148524158676443,13166.0,2025-02-16 16:00:00+00:00,0.5319,0.4675,0.0644,0.1210753901109231,13176.0,2025-02-16 18:30:00+00:00,0.5136,opposite_v6_next_open,-0.0344049633389736,-0.0364049633389736,-0.2841614906832314,-0.3006801242236041,False,0.0139751552795032,-2.451113924050641,2025-02-16 16:00:00+00:00,earlier,2025-02,-364.04963338973596,-344.049633389736,10,closed,True
binance_um:DIAUSDT:15m:box_any:13165,DIAUSDT,15m,13165,2025-02-16 15:45:00+00:00,wick_arm,closed,0.0148524158676443,13166.0,2025-02-16 16:00:00+00:00,0.5319,0.524,0.0079,0.0148524158676443,13172.0,2025-02-16 17:30:00+00:00,0.524,initial_stop,-0.0148524158676442,-0.0168524158676443,-0.999999999999998,-1.134658227848099,False,0.1139240506329126,-1.134658227848099,2025-02-16 16:00:00+00:00,earlier,2025-02,-168.524158676443,-148.524158676442,10,closed,True
binance_um:BOMEUSDT:15m:box_any:17276,BOMEUSDT,15m,17276,2025-02-21 08:00:00+00:00,age6,rejected_age6,0.0146699266503667,,,,,,,,,,,0.0,0.0,,,,,0.0,2025-02-21 08:15:00+00:00,earlier,2025-02,0.0,0.0,11,,False
binance_um:BOMEUSDT:15m:box_any:17276,BOMEUSDT,15m,17276,2025-02-21 08:00:00+00:00,baseline,closed,0.0146699266503667,17277.0,2025-02-21 08:15:00+00:00,0.002045,0.002015,3.000000000000008e-05,0.0146699266503667,17306.0,2025-02-21 15:30:00+00:00,0.0020827,trailing_stop,0.0184352078239609,0.0164352078239609,1.2566666666666653,1.1203333333333323,False,4.16666666666666,1.1203333333333323,2025-02-21 08:15:00+00:00,earlier,2025-02,164.352078239609,184.35207823960903,11,closed,True
binance_um:BOMEUSDT:15m:box_any:17276,BOMEUSDT,15m,17276,2025-02-21 08:00:00+00:00,parent_stop,closed,0.0146699266503667,17277.0,2025-02-21 08:15:00+00:00,0.002045,0.0019787999999999,6.62000000000002e-05,0.0323716381418093,17322.0,2025-02-21 19:30:00+00:00,0.0019787999999999,initial_stop,-0.0323716381418094,-0.0343716381418094,-1.000000000000001,-1.0617824773413909,False,1.8882175226586064,-2.343000000000004,2025-02-21 08:15:00+00:00,earlier,2025-02,-343.716381418094,-323.716381418094,11,closed,True
binance_um:BOMEUSDT:15m:box_any:17276,BOMEUSDT,15m,17276,2025-02-21 08:00:00+00:00,wick_arm,closed,0.0146699266503667,17277.0,2025-02-21 08:15:00+00:00,0.002045,0.002015,3.000000000000008e-05,0.0146699266503667,17306.0,2025-02-21 15:30:00+00:00,0.0020827,trailing_stop,0.0184352078239609,0.0164352078239609,1.2566666666666653,1.1203333333333323,False,4.16666666666666,1.1203333333333323,2025-02-21 08:15:00+00:00,earlier,2025-02,164.352078239609,184.35207823960903,11,closed,True
binance_um:BCHUSDT:15m:box_any:19392,BCHUSDT,15m,19392,2025-03-15 09:00:00+00:00,age6,rejected_age6,0.0338639065263402,,,,,,,,,,,0.0,0.0,,,,,0.0,2025-03-15 09:15:00+00:00,earlier,2025-03,0.0,0.0,12,,False
binance_um:BCHUSDT:15m:box_any:19392,BCHUSDT,15m,19392,2025-03-15 09:00:00+00:00,baseline,closed,0.0338639065263402,19393.0,2025-03-15 09:15:00+00:00,344.91,333.23,11.680000000000009,0.0338639065263402,19490.0,2025-03-16 09:30:00+00:00,333.23,initial_stop,-0.0338639065263401,-0.0358639065263401,-0.9999999999999992,-1.0590599315068483,False,0.6318493150684924,-1.0590599315068483,2025-03-15 09:15:00+00:00,earlier,2025-03,-358.639065263401,-338.63906526340105,12,closed,True
binance_um:BCHUSDT:15m:box_any:19392,BCHUSDT,15m,19392,2025-03-15 09:00:00+00:00,parent_stop,closed,0.0338639065263402,19393.0,2025-03-15 09:15:00+00:00,344.91,331.36,13.550000000000011,0.0392856107390334,19493.0,2025-03-16 10:15:00+00:00,331.36,initial_stop,-0.0392856107390333,-0.0412856107390333,-0.9999999999999988,-1.0509092250922498,False,0.5446494464944641,-1.2191626712328758,2025-03-15 09:15:00+00:00,earlier,2025-03,-412.856107390333,-392.85610739033297,12,closed,True
binance_um:BCHUSDT:15m:box_any:19392,BCHUSDT,15m,19392,2025-03-15 09:00:00+00:00,wick_arm,closed,0.0338639065263402,19393.0,2025-03-15 09:15:00+00:00,344.91,333.23,11.680000000000009,0.0338639065263402,19490.0,2025-03-16 09:30:00+00:00,333.23,initial_stop,-0.0338639065263401,-0.0358639065263401,-0.9999999999999992,-1.0590599315068483,False,0.6318493150684924,-1.0590599315068483,2025-03-15 09:15:00+00:00,earlier,2025-03,-358.639065263401,-338.63906526340105,12,closed,True
binance_um:POPCATUSDT:15m:box_any:25776,POPCATUSDT,15m,25776,2025-05-20 21:00:00+00:00,age6,closed,0.0289001991591059,25777.0,2025-05-20 21:15:00+00:00,0.4519,0.43884,0.0130599999999999,0.0289001991591059,25857.0,2025-05-21 17:15:00+00:00,0.47688,trailing_stop,0.0552777163089179,0.0532777163089179,1.9127105666156288,1.843506891271065,False,6.110260336906598,1.843506891271065,2025-05-20 21:15:00+00:00,earlier,2025-05,532.777163089179,552.777163089179,13,closed,True
binance_um:POPCATUSDT:15m:box_any:25776,POPCATUSDT,15m,25776,2025-05-20 21:00:00+00:00,baseline,closed,0.0289001991591059,25777.0,2025-05-20 21:15:00+00:00,0.4519,0.43884,0.0130599999999999,0.0289001991591059,25857.0,2025-05-21 17:15:00+00:00,0.47688,trailing_stop,0.0552777163089179,0.0532777163089179,1.9127105666156288,1.843506891271065,False,6.110260336906598,1.843506891271065,2025-05-20 21:15:00+00:00,earlier,2025-05,532.777163089179,552.777163089179,13,closed,True
binance_um:POPCATUSDT:15m:box_any:25776,POPCATUSDT,15m,25776,2025-05-20 21:00:00+00:00,parent_stop,closed,0.0289001991591059,25777.0,2025-05-20 21:15:00+00:00,0.4519,0.43925,0.0126499999999999,0.0279929187873423,25857.0,2025-05-21 17:15:00+00:00,0.47688,trailing_stop,0.0552777163089179,0.0532777163089179,1.9747035573122569,1.9032569169960512,False,6.308300395256914,1.843506891271065,2025-05-20 21:15:00+00:00,earlier,2025-05,532.777163089179,552.777163089179,13,closed,True
binance_um:POPCATUSDT:15m:box_any:25776,POPCATUSDT,15m,25776,2025-05-20 21:00:00+00:00,wick_arm,closed,0.0289001991591059,25777.0,2025-05-20 21:15:00+00:00,0.4519,0.43884,0.0130599999999999,0.0289001991591059,25857.0,2025-05-21 17:15:00+00:00,0.47688,trailing_stop,0.0552777163089179,0.0532777163089179,1.9127105666156288,1.843506891271065,False,6.110260336906598,1.843506891271065,2025-05-20 21:15:00+00:00,earlier,2025-05,532.777163089179,552.777163089179,13,closed,True
binance_um:FISUSDT:15m:box_any:3722,FISUSDT,15m,3722,2025-06-03 02:00:00+00:00,age6,closed,0.0157579577686731,3723.0,2025-06-03 02:15:00+00:00,0.15865,0.15615,0.0025,0.0157579577686731,3726.0,2025-06-03 03:00:00+00:00,0.15615,initial_stop,-0.0157579577686731,-0.0177579577686731,-0.9999999999999984,-1.1269199999999984,False,0.0279999999999946,-1.1269199999999984,2025-06-03 02:15:00+00:00,earlier,2025-06,-177.579577686731,-157.579577686731,14,closed,True
binance_um:FISUSDT:15m:box_any:3722,FISUSDT,15m,3722,2025-06-03 02:00:00+00:00,baseline,closed,0.0157579577686731,3723.0,2025-06-03 02:15:00+00:00,0.15865,0.15615,0.0025,0.0157579577686731,3726.0,2025-06-03 03:00:00+00:00,0.15615,initial_stop,-0.0157579577686731,-0.0177579577686731,-0.9999999999999984,-1.1269199999999984,False,0.0279999999999946,-1.1269199999999984,2025-06-03 02:15:00+00:00,earlier,2025-06,-177.579577686731,-157.579577686731,14,closed,True
