fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2025H1,80,-12.972720575637474,-32.97272057563748,-41.43649045466211,0.2125,0.15667692699115052,-0.6220474639702624,-0.6220474639702624,7,62,11,0
2025H2,74,2.8440559913007095,-17.155944008699294,-38.705469219613136,0.3108108108108108,0.4628242496998708,-0.4768134208533805,-0.49801530474148337,14,51,9,0
2026P1,27,-2.8495651962035375,-22.84956519620354,-38.18048401705408,0.2962962962962963,0.31350842329635614,-0.22464870400124592,-0.2268184886162914,5,19,3,0
