bar,setup_id,match_status,matched_control_count,candidate_net_return,control_mean_net_return,paired_excess_return
5m,e6a9ac4e44035e91,matched_exact,3,-0.005390675694441514,-0.0017600387519303873,-0.003630636942511127
5m,e470e70938c6ead2,matched_exact,3,-0.005253599235813809,0.006902693372334921,-0.01215629260814873
5m,9085be1de4aedffb,matched_exact,3,-0.004570142394761832,-0.004599293429125978,2.9151034364145907e-05
5m,6bba7b8badf70488,matched_exact,3,-0.004955516817244597,-0.0037638568936301593,-0.0011916599236144374
5m,8c869f0e0955a899,matched_exact,3,-0.003982107200187988,0.001689284839301754,-0.005671392039489742
5m,a435b1a64980bc0a,matched_exact,3,-0.008857134501152551,-0.007798789142463604,-0.001058345358688947
5m,6334ac4f6103ddab,matched_exact,3,-0.0036966553767993054,-0.0013928498143705986,-0.002303805562428707
5m,255287e7ce46128b,matched_exact,3,-0.003986561870187753,-0.0037576181673039835,-0.00022894370288376953
5m,bde8d57acfe79195,matched_exact,3,0.007009466929284171,-0.001029693990520033,0.008039160919804203
5m,24751ad4a2d613a1,matched_exact,3,0.005218195000181393,0.0026362143442078007,0.0025819806559735925
5m,acb66cfe9ee55d50,matched_exact,3,-0.004374817991247058,0.0036506467991179385,-0.008025464790364997
5m,74a8cb550ce476d9,matched_exact,3,-0.004773929418791843,-0.004643828422469389,-0.00013010099632245354
5m,c570edcc03d3a896,matched_exact,3,-0.003637067569913553,0.0024780825678456905,-0.006115150137759243
5m,8275deb6c83a37c1,matched_exact,3,-0.004696819929109973,-0.003424730386587562,-0.0012720895425224108
5m,2f30ee5b64a17c85,matched_exact,3,-0.005103597080132747,0.007614971257385974,-0.01271856833751872
5m,084ab4b78c40385d,matched_exact,3,-0.004003626754675469,-0.003955151683176615,-4.847507149885466e-05
5m,752c1ca4302ddc7d,matched_exact,3,0.012138786287367422,-0.008400863365241594,0.020539649652609016
5m,09a321a5050d0936,matched_exact,3,-0.003718111092393171,-0.003270028439781338,-0.0004480826526118329
