bar,old_events,new_events,density_multiplier,old_events_per_month,new_events_per_month,old_mean_net_bp,new_mean_gross_bp,new_mean_net_bp,new_win_rate,new_profit_factor,matched_events,matched_excess_bp,matched_p
15m,53,181,3.4150943396226414,3.807680959874115,13.003589693154996,-21.1234883527339,-4.996109187802436,-24.996109187802443,0.2651933701657458,0.2919645517468897,181,0.1377641748256328,0.4864651353486465
5m,74,418,5.648648648648648,5.3163847364280095,30.030389457120375,-18.597696945700857,0.738639333991253,-19.261360666008752,0.3301435406698564,0.3594399490940862,388,-0.1937484945860631,0.5294047059529404
