fold,events,mean_gross_bp,mean_net_bp,median_net_bp,win_rate,profit_factor,equal_risk_1pct_return,max_drawdown,tp,sl,protected_stop,timeout
2025H1,197,1.699230860814766,-18.300769139185242,-37.9455924464067,0.3350253807106599,0.3975580021696429,-0.7927629476840635,-0.7927629476840636,43,130,24,0
2025H2,150,-0.5357215216740485,-20.53572152167405,-38.16428563424566,0.3466666666666667,0.2920965563489655,-0.7481496542189766,-0.7526253585940776,24,98,28,0
2026P1,71,0.7656477504076359,-19.23435224959237,-39.08273159259344,0.28169014084507044,0.3885105235770672,-0.5016524562333904,-0.5016524562333904,10,49,11,1
