direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,121,-28.3509652919,-40.3638462701,-3430.46680032,0.430513514004,False,0.198347107438,97,0
1,130,-3.28745880636,-34.5546661665,-427.369644827,0.928894268414,False,0.292307692308,92,0
