entry_month,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2025-01,10,-6.58754909309,-50.058226355,-65.8754909309,0.906394130474,False,0.2,8,0
2025-02,9,2.2781761349,-17.8120600899,20.5035852141,1.0748811921,False,0.444444444444,5,0
2025-03,12,-37.3517424089,-54.3235619152,-448.220908907,0.402696312703,False,0.25,9,0
2025-04,13,-49.3116203694,-65.4657734671,-641.051064802,0.287138232589,False,0.230769230769,10,0
2025-05,15,6.59881073069,-11.167653556,98.9821609604,1.35379907261,False,0.466666666667,8,0
2025-06,14,20.4689242917,-38.9725539326,286.564940083,1.58409900976,False,0.357142857143,9,0
2025-07,11,-51.7718897931,-53.1840433862,-569.490787725,0.0148746382713,False,0.0909090909091,10,0
2025-08,12,-4.76077934132,-40.0397050031,-57.1293520959,0.851857000863,False,0.333333333333,8,0
2025-09,17,1.06434283751,-38.3978019377,18.0938282377,1.0270899678,False,0.294117647059,12,0
2025-10,9,-49.6064512919,-69.103202279,-446.458061627,0.204324260334,False,0.222222222222,7,0
2025-11,17,-4.49376490194,-61.7728688757,-76.394003333,0.919511473292,False,0.235294117647,13,0
2025-12,15,-15.0218220419,-53.4698947584,-225.327330628,0.700548858012,False,0.2,12,0
2026-01,14,-59.3340369618,-55.46281379,-830.676517466,0.104664496612,False,0.214285714286,11,0
2026-02,8,-40.1823312446,-52.2927075003,-321.458649957,0.374640197435,False,0.375,5,0
