entry_day,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2025-01-01,2,101.815071381,101.815071381,203.630142762,3.57908359446,False,0.5,1,0
2025-01-03,1,-32.2403330365,-32.2403330365,-32.2403330365,0,False,0,1,0
2025-01-05,1,-60.7520531861,-60.7520531861,-60.7520531861,0,False,0,1,0
2025-01-11,1,-39.3643995239,-39.3643995239,-39.3643995239,0,False,0,1,0
2025-01-12,2,-42.0501158132,-42.0501158132,-84.1002316264,0,False,0,2,0
2025-01-16,1,-201.296732562,-201.296732562,-201.296732562,0,False,0,1,0
2025-01-23,1,-207.045642444,-207.045642444,-207.045642444,0,False,0,1,0
2025-01-26,1,355.293758686,355.293758686,355.293758686,inf,True,1,0,0
2025-02-03,1,193.731638049,193.731638049,193.731638049,inf,True,1,0,0
2025-02-06,1,-29.005208995,-29.005208995,-29.005208995,0,False,0,1,0
2025-02-07,1,-17.8120600899,-17.8120600899,-17.8120600899,0,False,0,1,0
2025-02-09,2,-61.8545461406,-61.8545461406,-123.709092281,0,False,0,2,0
2025-02-10,1,-103.288526435,-103.288526435,-103.288526435,0,False,0,1,0
2025-02-11,1,38.6278156644,38.6278156644,38.6278156644,inf,True,1,0,0
2025-02-16,1,22.406176079,22.406176079,22.406176079,inf,True,1,0,0
2025-02-21,1,39.5528432229,39.5528432229,39.5528432229,inf,True,1,0,0
2025-03-04,1,-209.466905366,-209.466905366,-209.466905366,0,False,0,1,0
2025-03-07,1,198.128960355,198.128960355,198.128960355,inf,True,1,0,0
2025-03-12,1,62.8261582531,62.8261582531,62.8261582531,inf,True,1,0,0
2025-03-16,2,-67.267732746,-67.267732746,-134.535465492,0,False,0,2,0
2025-03-17,2,-58.863661318,-58.863661318,-117.727322636,0,False,0,2,0
2025-03-19,1,-37.5546494397,-37.5546494397,-37.5546494397,0,False,0,1,0
2025-03-22,1,-40.4907047254,-40.4907047254,-40.4907047254,0,False,0,1,0
2025-03-25,1,41.2310408474,41.2310408474,41.2310408474,inf,True,1,0,0
2025-03-26,1,-70.9787529033,-70.9787529033,-70.9787529033,0,False,0,1,0
2025-03-31,1,-139.6532678,-139.6532678,-139.6532678,0,False,0,1,0
2025-04-04,1,-134.426664317,-134.426664317,-134.426664317,0,False,0,1,0
2025-04-13,1,-135.089376393,-135.089376393,-135.089376393,0,False,0,1,0
2025-04-14,3,-96.3875689424,-106.837004405,-289.162706827,0,False,0,3,0
2025-04-16,1,-145.84136376,-145.84136376,-145.84136376,0,False,0,1,0
2025-04-17,1,3.43214023799,3.43214023799,3.43214023799,inf,True,1,0,0
2025-04-19,1,27.3431125443,27.3431125443,27.3431125443,inf,True,1,0,0
2025-04-21,1,227.437879359,227.437879359,227.437879359,inf,True,1,0,0
2025-04-26,1,-65.4657734671,-65.4657734671,-65.4657734671,0,False,0,1,0
2025-04-29,2,-50.0946682518,-50.0946682518,-100.189336504,0,False,0,2,0
2025-04-30,1,-29.0889756756,-29.0889756756,-29.0889756756,0,False,0,1,0
2025-05-03,1,-28.4368665251,-28.4368665251,-28.4368665251,0,False,0,1,0
2025-05-10,1,-11.167653556,-11.167653556,-11.167653556,0,False,0,1,0
2025-05-12,3,-35.0285837112,-25.0799371238,-105.085751134,0,False,0,3,0
2025-05-13,1,22.4198922957,22.4198922957,22.4198922957,inf,True,1,0,0
2025-05-15,1,29.6077212879,29.6077212879,29.6077212879,inf,True,1,0,0
2025-05-17,1,-34.3653821395,-34.3653821395,-34.3653821395,0,False,0,1,0
2025-05-20,1,82.4298234617,82.4298234617,82.4298234617,inf,True,1,0,0
2025-05-23,1,64.270718997,64.270718997,64.270718997,inf,True,1,0,0
2025-05-24,1,23.1534302026,23.1534302026,23.1534302026,inf,True,1,0,0
2025-05-25,1,27.1258889948,27.1258889948,27.1258889948,inf,True,1,0,0
2025-05-27,2,-50.3568827852,-50.3568827852,-100.71376557,0,False,0,2,0
2025-05-29,1,129.744104645,129.744104645,129.744104645,inf,True,1,0,0
