direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,93,-24.9208113821,-45.6076004826,-2317.63545853,0.509536189965,False,0.268817204301,68,0
1,83,-11.3289421017,-39.4836300989,-940.302194443,0.765416448241,False,0.289156626506,59,0
