fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023H1,21,1.18092086412,-13.5999753252,24.7993381465,1.03188112812,False,0.428571428571,12,0
2023H2,27,-24.3697675522,-27.9540567592,-657.983723909,0.264211965457,False,0.222222222222,21,0
2024H1,27,-4.22584612283,-42.2993562448,-114.097845317,0.89457665748,False,0.259259259259,20,0
2024H2,36,-0.800131572469,-33.4472367163,-28.8047366089,0.978130435677,False,0.305555555556,25,0
