direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,51,-16.8043037103,-29.35086735,-857.019489224,0.563891240953,False,0.235294117647,39,0
1,60,1.34887535893,-32.7844612274,80.9325215359,1.03842269131,False,0.35,39,0
