outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,131,4.54430178687,-31.1809409093,595.303534081,1.1219748432,False,0.374045801527,82,0
hard_stop,45,-85.6275819346,-72.7303046916,-3853.24118706,0,False,0,45,0
