primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,7,-10.8857297742,-10.7366354193,-76.2001084193,0,False,0,7,0
early_reversal,14,-38.7941040001,-33.3547583905,-543.117456002,0,False,0,14,0
giveback,7,-34.3720075154,-28.3560203779,-240.604052608,0,False,0,7,0
hard_stop,4,-62.519273836,-59.1623042956,-250.077095344,0,False,0,4,0
other_loss,46,-64.3809819019,-51.4756074869,-2961.52516749,0,False,0,46,0
