outcome,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
colour_exit,71,-7.18052223344,-18.9971468276,-509.817078574,0.747433024901,False,0.338028169014,47,0
hard_stop,3,-129.412895508,-113.929684794,-388.238686524,0,False,0,3,0
