entry_day,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2023-01-02,1,8.03146758296,8.03146758296,8.03146758296,inf,True,1,0,0
2023-01-23,1,-75.6706313536,-75.6706313536,-75.6706313536,0,False,0,1,0
2023-02-05,1,160.122707792,160.122707792,160.122707792,inf,True,1,0,0
2023-02-14,1,-34.656876979,-34.656876979,-34.656876979,0,False,0,1,0
2023-02-23,1,-158.783749685,-158.783749685,-158.783749685,0,False,0,1,0
2023-02-28,1,13.09920304,13.09920304,13.09920304,inf,True,1,0,0
2023-03-07,1,-34.0559390791,-34.0559390791,-34.0559390791,0,False,0,1,0
2023-03-11,1,-154.572962519,-154.572962519,-154.572962519,0,False,0,1,0
2023-03-19,1,251.644871166,251.644871166,251.644871166,inf,True,1,0,0
2023-03-20,1,-115.923604211,-115.923604211,-115.923604211,0,False,0,1,0
2023-04-03,1,-55.4706197535,-55.4706197535,-55.4706197535,0,False,0,1,0
2023-04-09,1,86.2387625218,86.2387625218,86.2387625218,inf,True,1,0,0
2023-04-18,1,-24.849529865,-24.849529865,-24.849529865,0,False,0,1,0
2023-05-01,1,-55.706644312,-55.706644312,-55.706644312,0,False,0,1,0
2023-05-03,1,145.714666414,145.714666414,145.714666414,inf,True,1,0,0
2023-05-05,1,75.906985991,75.906985991,75.906985991,inf,True,1,0,0
2023-05-15,1,57.7638126318,57.7638126318,57.7638126318,inf,True,1,0,0
2023-06-12,1,-13.5999753252,-13.5999753252,-13.5999753252,0,False,0,1,0
2023-06-18,1,4.14576356739,4.14576356739,4.14576356739,inf,True,1,0,0
2023-06-25,2,-27.2891847391,-27.2891847391,-54.5783694783,0,False,0,2,0
2023-07-13,1,-71.3656746841,-71.3656746841,-71.3656746841,0,False,0,1,0
2023-07-17,1,-14.6192630383,-14.6192630383,-14.6192630383,0,False,0,1,0
2023-07-18,1,1.01230863198,1.01230863198,1.01230863198,inf,True,1,0,0
2023-07-19,1,-63.8584725985,-63.8584725985,-63.8584725985,0,False,0,1,0
2023-07-23,1,-20.5016453969,-20.5016453969,-20.5016453969,0,False,0,1,0
2023-07-26,1,2.10095964693,2.10095964693,2.10095964693,inf,True,1,0,0
2023-07-30,1,-29.0481978721,-29.0481978721,-29.0481978721,0,False,0,1,0
2023-08-11,1,-14.2853449713,-14.2853449713,-14.2853449713,0,False,0,1,0
2023-08-12,1,-24.5570171262,-24.5570171262,-24.5570171262,0,False,0,1,0
2023-08-23,1,-28.3560203779,-28.3560203779,-28.3560203779,0,False,0,1,0
2023-08-29,2,65.6401198641,65.6401198641,131.280239728,17.0131950562,False,0.5,1,0
2023-09-03,1,17.1964031889,17.1964031889,17.1964031889,inf,True,1,0,0
2023-09-06,1,-33.5256462577,-33.5256462577,-33.5256462577,0,False,0,1,0
2023-09-15,1,-75.644977574,-75.644977574,-75.644977574,0,False,0,1,0
2023-09-17,1,-24.7536944884,-24.7536944884,-24.7536944884,0,False,0,1,0
2023-09-27,1,-27.9540567592,-27.9540567592,-27.9540567592,0,False,0,1,0
2023-10-06,2,-105.466635922,-105.466635922,-210.933271844,0,False,0,2,0
2023-10-08,1,-29.7849462366,-29.7849462366,-29.7849462366,0,False,0,1,0
2023-10-30,1,37.6049596678,37.6049596678,37.6049596678,inf,True,1,0,0
2023-10-31,1,-32.4472014202,-32.4472014202,-32.4472014202,0,False,0,1,0
2023-11-01,1,-44.4799110457,-44.4799110457,-44.4799110457,0,False,0,1,0
2023-11-26,1,38.8803191207,38.8803191207,38.8803191207,inf,True,1,0,0
2023-12-20,1,-28.199555215,-28.199555215,-28.199555215,0,False,0,1,0
2023-12-22,1,-89.4531305078,-89.4531305078,-89.4531305078,0,False,0,1,0
