fold,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
2025H1,30,7.58324195122,-12.3452396649,227.497258537,1.37651985392,False,0.366666666667,19,0
2025H2,38,-26.3166092303,-40.0150131215,-1000.03115075,0.359436949117,False,0.289473684211,27,0
2026P1,6,-20.9203121473,-27.5378831177,-125.521872884,0.480014792139,False,0.333333333333,4,0
