primary_loss_reason,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
cost_flip,12,-11.2510180818,-11.8690531047,-135.012216981,0,False,0,12,0
early_reversal,7,-43.506043084,-48.1278762373,-304.542301588,0,False,0,7,0
giveback,2,-27.7714169827,-27.7714169827,-55.5428339654,0,False,0,2,0
hard_stop,3,-129.412895508,-113.929684794,-388.238686524,0,False,0,3,0
other_loss,26,-58.594029703,-55.6465177682,-1523.44477228,0,False,0,26,0
