direction,n,mean_net_bp,median_net_bp,sum_event_net_bp,profit_factor,profit_factor_infinite,win_rate,loss_n,flat_n
-1,35,-8.17150083778,-28.0043100131,-286.002529322,0.774276845672,False,0.342857142857,23,0
1,39,-15.6936727122,-18.9971468276,-612.053235775,0.462984377132,False,0.307692307692,27,0
